stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000000ys,0000000000000000000e,000000000000000000bl,00000000000000000020,1208,1462,,00000000000000000002,1,,,1
000000000000000000r6,000000000000000000a4,000000000000000000fm,000000000000000000cp,895,1168,,00000000000000000001,3,,,3
000000000000000001km,000000000000000000an,000000000000000000qg,0000000000000000009l,450,855,,00000000000000000002,4,,,4
0000000000000000004e,000000000000000000ft,000000000000000000a0,0000000000000000009h,577,410,,00000000000000000001,2,,,2
00000000000000000187,0000000000000000005z,000000000000000000y2,0000000000000000002x,1702,537,,00000000000000000002,5,,,5
0000000000000000019x,000000000000000000f5,000000000000000000el,000000000000000000xt,1416,1662,,00000000000000000001,0,,,0
0000000000000000001w,00000000000000000018,000000000000000000qi,000000000000000000bf,1168,1376,,00000000000000000002,1,,,1
000000000000000000oe,0000000000000000003r,000000000000000000w9,000000000000000000cm,1685,1128,,00000000000000000001,3,,,3
000000000000000001d3,000000000000000000df,000000000000000000ow,000000000000000000dt,834,1645,,00000000000000000002,4,,,4
000000000000000000na,000000000000000000ci,000000000000000000nx,000000000000000000mx,364,794,,00000000000000000001,2,,,2
0000000000000000010u,000000000000000000dn,000000000000000000l8,000000000000000000tx,1508,324,,00000000000000000002,5,,,5
000000000000000001l4,0000000000000000003s,000000000000000000ad,000000000000000000ut,513,1468,,00000000000000000001,0,,,0
000000000000000000xw,000000000000000000e5,0000000000000000003j,0000000000000000002b,1216,473,,00000000000000000002,1,,,1
000000000000000001hn,00000000000000000039,000000000000000000cy,000000000000000000ey,833,1176,,00000000000000000001,3,,,3
000000000000000000h2,0000000000000000000f,000000000000000000s4,0000000000000000000c,1662,793,,00000000000000000002,4,,,4
0000000000000000001s,000000000000000000au,0000000000000000008k,000000000000000000jo,1755,1622,,00000000000000000001,2,,,2
0000000000000000013b,0000000000000000001e,0000000000000000012v,000000000000000000bt,1155,1715,,00000000000000000002,5,,,5
000000000000000001ob,00000000000000000083,000000000000000000bj,000000000000000000dg,493,1115,,00000000000000000001,0,,,0
000000000000000001im,000000000000000000dz,0000000000000000001o,0000000000000000006i,1648,453,,00000000000000000002,1,,,1
000000000000000000yo,000000000000000000e1,0000000000000000004f,000000000000000000jd,1375,1608,,00000000000000000001,3,,,3
000000000000000000yq,0000000000000000000d,000000000000000000wi,000000000000000000uf,1223,1335,,00000000000000000002,4,,,4
000000000000000001ek,0000000000000000009e,00000000000000000083,0000000000000000009m,736,1183,,00000000000000000001,2,,,2
000000000000000000rh,000000000000000000cm,000000000000000000in,000000000000000000b4,1076,696,,00000000000000000002,5,,,5
0000000000000000008d,0000000000000000004o,000000000000000000pb,000000000000000000mw,1122,1036,,00000000000000000001,0,,,0
0000000000000000000m,00000000000000000098,0000000000000000007w,000000000000000000tg,1055,1082,,00000000000000000002,1,,,1
00000000000000000102,000000000000000000fk,000000000000000000rt,000000000000000000i8,784,1015,,00000000000000000001,3,,,3
000000000000000001vz,000000000000000000c2,000000000000000000fv,000000000000000000bd,317,744,,00000000000000000002,4,,,4
000000000000000001ky,00000000000000000055,000000000000000000e5,000000000000000000l0,228,277,,00000000000000000001,2,,,2
000000000000000000o2,000000000000000000fm,0000000000000000000a,00000000000000000002,1125,188,,00000000000000000002,5,,,5
000000000000000000tf,000000000000000000di,000000000000000000ge,0000000000000000003a,379,1085,,00000000000000000001,0,,,0
000000000000000001vr,000000000000000000eo,000000000000000000cf,000000000000000000d3,438,339,,00000000000000000002,1,,,1
000000000000000000bx,0000000000000000009v,0000000000000000005f,000000000000000000ry,1647,398,,00000000000000000001,3,,,3
000000000000000001s2,00000000000000000045,000000000000000000or,00000000000000000013,94,1607,,00000000000000000002,4,,,4
0000000000000000017o,000000000000000000d1,000000000000000000h7,000000000000000000ch,1478,54,,00000000000000000001,2,,,2
0000000000000000004j,0000000000000000002e,000000000000000000ip,000000000000000000ii,1093,1438,,00000000000000000002,5,,,5
000000000000000000xa,00000000000000000062,000000000000000000tv,000000000000000000td,1333,1053,,00000000000000000001,0,,,0
000000000000000000hl,0000000000000000001i,000000000000000000vo,000000000000000000xq,684,1293,,00000000000000000002,1,,,1
000000000000000001hp,000000000000000000az,0000000000000000009n,0000000000000000005z,236,644,,00000000000000000001,3,,,3
000000000000000001oe,00000000000000000050,000000000000000000cr,0000000000000000006c,1597,196,,00000000000000000002,4,,,4
000000000000000001uq,000000000000000000cx,000000000000000000pn,000000000000000000lz,1840,1557,,00000000000000000001,2,,,2
00000000000000000190,000000000000000000f1,000000000000000000jw,000000000000000000vz,1458,1800,,00000000000000000002,5,,,5
000000000000000000yk,000000000000000000cq,000000000000000000i5,000000000000000000bi,1274,1418,,00000000000000000001,0,,,0
000000000000000001tp,00000000000000000006,000000000000000000c0,0000000000000000003i,444,1234,,00000000000000000002,1,,,1
0000000000000000017l,0000000000000000004c,000000000000000000hi,00000000000000000033,308,404,,00000000000000000001,3,,,3
000000000000000001xo,0000000000000000000k,000000000000000000ed,000000000000000000v7,1162,268,,00000000000000000002,4,,,4
00000000000000000065,000000000000000000eg,000000000000000000de,0000000000000000009w,1905,1122,,00000000000000000001,2,,,2
000000000000000000hu,000000000000000000b7,0000000000000000009d,000000000000000000ri,156,1865,,00000000000000000002,5,,,5
000000000000000000u6,000000000000000000as,00000000000000000115,00000000000000000012,675,116,,00000000000000000001,0,,,0
000000000000000001xs,0000000000000000004j,000000000000000000ne,000000000000000000s8,1877,635,,00000000000000000002,1,,,1
000000000000000000wb,0000000000000000005m,000000000000000000re,000000000000000000j7,164,1837,,00000000000000000001,3,,,3
000000000000000001mp,0000000000000000005r,000000000000000000ay,000000000000000000kl,1383,124,,00000000000000000002,4,,,4
0000000000000000005s,0000000000000000009d,000000000000000000ff,000000000000000000wx,1754,1343,,00000000000000000001,2,,,2
000000000000000001qx,0000000000000000007u,000000000000000000gs,000000000000000000e6,1096,1714,,00000000000000000002,5,,,5
000000000000000001m9,0000000000000000007h,000000000000000000ta,0000000000000000001x,1580,1056,,00000000000000000001,0,,,0
0000000000000000012i,00000000000000000068,000000000000000000ez,0000000000000000000l,837,1540,,00000000000000000002,1,,,1
000000000000000001bq,00000000000000000022,0000000000000000005a,000000000000000000fg,1211,797,,00000000000000000001,3,,,3
000000000000000000zw,0000000000000000000n,000000000000000000xf,000000000000000000nj,618,1171,,00000000000000000002,4,,,4
0000000000000000007a,000000000000000000bh,000000000000000000ps,000000000000000000n7,651,578,,00000000000000000001,2,,,2
0000000000000000012h,0000000000000000003y,000000000000000000uv,000000000000000000dc,49,611,,00000000000000000002,5,,,5
000000000000000001a3,0000000000000000003t,000000000000000000rk,000000000000000000jg,571,9,,00000000000000000001,0,,,0
000000000000000000q4,000000000000000000ev,000000000000000000kh,000000000000000000vw,1348,531,,00000000000000000002,1,,,1
000000000000000000xs,000000000000000000c6,000000000000000000ck,0000000000000000004l,1334,1308,,00000000000000000001,3,,,3
000000000000000001b3,00000000000000000081,000000000000000000du,000000000000000000w5,1304,1294,,00000000000000000002,4,,,4
000000000000000001x7,000000000000000000cj,0000000000000000008v,0000000000000000002d,403,1264,,00000000000000000001,2,,,2
000000000000000000xx,0000000000000000004e,00000000000000000020,000000000000000000lp,1443,363,,00000000000000000002,5,,,5
000000000000000001ja,00000000000000000020,000000000000000000cp,000000000000000000k2,467,1403,,00000000000000000001,0,,,0
000000000000000001t6,0000000000000000006o,0000000000000000009l,00000000000000000063,584,427,,00000000000000000002,1,,,1
000000000000000000ju,00000000000000000056,0000000000000000009h,0000000000000000006z,340,544,,00000000000000000001,3,,,3
000000000000000001ma,000000000000000000ap,0000000000000000002x,00000000000000000028,641,300,,00000000000000000002,4,,,4
0000000000000000007i,000000000000000000ba,000000000000000000xt,000000000000000000lr,658,601,,00000000000000000001,2,,,2
000000000000000000oj,000000000000000000cy,00000000000000000130,0000000000000000005w,835,618,,00000000000000000002,5,,,5
000000000000000001la,00000000000000000008,000000000000000000bf,000000000000000000n9,677,795,,00000000000000000001,0,,,0
0000000000000000017q,0000000000000000005s,000000000000000000cm,00000000000000000076,552,637,,00000000000000000002,1,,,1
000000000000000000bm,000000000000000000a3,000000000000000000dt,000000000000000000jx,227,512,,00000000000000000001,3,,,3
000000000000000000wh,0000000000000000009x,000000000000000000mx,000000000000000000as,1066,187,,00000000000000000002,4,,,4
0000000000000000002z,0000000000000000005l,000000000000000000tx,000000000000000000b3,532,1026,,00000000000000000001,2,,,2
000000000000000001pc,00000000000000000051,00000000000000000134,000000000000000000id,1495,492,,00000000000000000002,5,,,5
00000000000000000051,0000000000000000007f,0000000000000000011l,000000000000000000fh,1353,1455,,00000000000000000001,0,,,0
000000000000000000io,0000000000000000007o,000000000000000000ut,000000000000000000f7,911,1313,,00000000000000000002,1,,,1
000000000000000000fx,00000000000000000035,0000000000000000002b,000000000000000000qb,1394,871,,00000000000000000001,3,,,3
000000000000000000r8,000000000000000000ag,0000000000000000011y,000000000000000000gk,626,1354,,00000000000000000002,4,,,4
000000000000000000hh,000000000000000000a6,000000000000000000ey,00000000000000000078,216,586,,00000000000000000001,2,,,2
000000000000000001k4,000000000000000000c3,0000000000000000000c,000000000000000000x0,417,176,,00000000000000000002,5,,,5
00000000000000000118,0000000000000000005v,000000000000000000jo,00000000000000000017,1460,377,,00000000000000000001,0,,,0
000000000000000000zi,000000000000000000c9,000000000000000000bt,000000000000000000j5,443,1420,,00000000000000000002,1,,,1
000000000000000000l3,000000000000000000a7,000000000000000000dg,000000000000000000hb,1903,403,,00000000000000000001,3,,,3
0000000000000000006f,000000000000000000ct,0000000000000000006i,000000000000000000wn,607,1863,,00000000000000000002,4,,,4
000000000000000001ua,0000000000000000007e,000000000000000000jd,000000000000000000h0,1506,567,,00000000000000000001,2,,,2
000000000000000000is,0000000000000000005y,000000000000000000uf,000000000000000000r1,258,1466,,00000000000000000002,5,,,5
0000000000000000015z,000000000000000000ef,000000000000000000yv,000000000000000000ru,1344,218,,00000000000000000001,0,,,0
000000000000000000gg,000000000000000000ah,0000000000000000009m,000000000000000000cv,1779,1304,,00000000000000000002,1,,,1
000000000000000000g4,0000000000000000001d,000000000000000000b4,000000000000000000g0,674,1739,,00000000000000000001,3,,,3
000000000000000001ov,0000000000000000007d,000000000000000000mw,000000000000000000aq,1378,634,,00000000000000000002,4,,,4
0000000000000000016p,000000000000000000f7,000000000000000000tg,000000000000000000nc,90,1338,,00000000000000000001,2,,,2
000000000000000000h8,0000000000000000002o,000000000000000000zu,0000000000000000005i,1808,50,,00000000000000000002,5,,,5
00000000000000000107,000000000000000000da,00000000000000000120,000000000000000000nh,143,1768,,00000000000000000001,0,,,0
0000000000000000019n,0000000000000000008w,000000000000000000i8,000000000000000000kk,1814,103,,00000000000000000002,1,,,1
000000000000000001a1,0000000000000000006w,000000000000000000bd,000000000000000000k5,1015,1774,,00000000000000000001,3,,,3
000000000000000001lv,000000000000000000ay,000000000000000000yt,0000000000000000006l,1642,975,,00000000000000000002,4,,,4
000000000000000000av,0000000000000000004a,000000000000000000zt,000000000000000000lj,1739,1602,,00000000000000000001,2,,,2
0000000000000000003b,0000000000000000004x,000000000000000000l0,000000000000000000x1,211,1699,,00000000000000000002,5,,,5
00000000000000000019,000000000000000000fq,00000000000000000002,0000000000000000002u,122,171,,00000000000000000001,0,,,0
0000000000000000014o,0000000000000000005p,0000000000000000003a,000000000000000000mp,1258,82,,00000000000000000002,1,,,1
000000000000000001ef,0000000000000000007x,000000000000000000d3,000000000000000000ig,1853,1218,,00000000000000000001,3,,,3
000000000000000001nb,0000000000000000009n,000000000000000000ry,0000000000000000004n,1704,1813,,00000000000000000002,4,,,4
0000000000000000012s,000000000000000000dg,00000000000000000013,000000000000000000pl,1639,1664,,00000000000000000001,2,,,2
000000000000000001s4,000000000000000000d8,000000000000000000ch,0000000000000000002o,1342,1599,,00000000000000000002,5,,,5
000000000000000000a8,0000000000000000007g,000000000000000000ii,000000000000000000cs,1121,1302,,00000000000000000001,0,,,0
000000000000000001b6,000000000000000000fh,000000000000000000td,0000000000000000003w,369,1081,,00000000000000000002,1,,,1
00000000000000000034,0000000000000000009w,000000000000000000xq,000000000000000000ab,1452,329,,00000000000000000001,3,,,3
000000000000000000hj,0000000000000000004v,00000000000000000104,000000000000000000f8,1775,1412,,00000000000000000002,4,,,4
0000000000000000015o,000000000000000000ea,0000000000000000005z,000000000000000000qm,612,1735,,00000000000000000001,2,,,2
000000000000000001oo,0000000000000000006v,0000000000000000006c,000000000000000000iv,1113,572,,00000000000000000002,5,,,5
000000000000000000cq,000000000000000000a8,000000000000000000lz,0000000000000000000x,1187,1073,,00000000000000000001,0,,,0
0000000000000000005x,000000000000000000dj,000000000000000000vz,000000000000000000jh,884,1147,,00000000000000000002,1,,,1
000000000000000000pz,000000000000000000fe,000000000000000000bi,0000000000000000008p,1167,844,,00000000000000000001,3,,,3
000000000000000001wc,0000000000000000007q,0000000000000000003i,000000000000000000q1,383,1127,,00000000000000000002,4,,,4
000000000000000001p1,0000000000000000004l,00000000000000000033,000000000000000000ra,263,343,,00000000000000000001,2,,,2
000000000000000001ux,00000000000000000072,000000000000000000v7,000000000000000000uk,1347,223,,00000000000000000002,5,,,5
000000000000000001kh,000000000000000000fa,0000000000000000009w,0000000000000000000h,747,1307,,00000000000000000001,0,,,0
000000000000000001hg,0000000000000000004u,000000000000000000ri,000000000000000000rv,1725,707,,00000000000000000002,1,,,1
000000000000000000og,000000000000000000dk,00000000000000000012,000000000000000000sy,1423,1685,,00000000000000000001,3,,,3
000000000000000001gd,00000000000000000049,000000000000000000s8,000000000000000000ea,1581,1383,,00000000000000000002,4,,,4
000000000000000000vm,000000000000000000e6,000000000000000000j7,0000000000000000008h,896,1541,,00000000000000000001,2,,,2
000000000000000000oh,0000000000000000003z,000000000000000000kl,000000000000000000qr,509,856,,00000000000000000002,5,,,5
000000000000000001i0,0000000000000000002y,000000000000000000wx,0000000000000000000g,1488,469,,00000000000000000001,0,,,0
000000000000000001ss,0000000000000000000h,000000000000000000e6,000000000000000000q8,806,1448,,00000000000000000002,1,,,1
000000000000000001jz,000000000000000000ca,0000000000000000001x,0000000000000000008o,307,766,,00000000000000000001,3,,,3
000000000000000001c5,000000000000000000ax,0000000000000000000l,000000000000000000sz,802,267,,00000000000000000002,4,,,4
000000000000000001oh,0000000000000000003k,000000000000000000yf,000000000000000000cn,707,762,,00000000000000000001,2,,,2
000000000000000001o9,0000000000000000008d,000000000000000000fg,000000000000000000ax,243,667,,00000000000000000002,5,,,5
000000000000000000ua,00000000000000000059,000000000000000000nj,000000000000000000tr,753,203,,00000000000000000001,0,,,0
0000000000000000019h,0000000000000000006k,0000000000000000010i,000000000000000000b9,257,713,,00000000000000000002,1,,,1
0000000000000000006s,0000000000000000002a,000000000000000000n7,0000000000000000008n,1888,217,,00000000000000000001,3,,,3
000000000000000000yh,00000000000000000036,000000000000000000dc,000000000000000000lm,990,1848,,00000000000000000002,4,,,4
000000000000000000em,000000000000000000ak,000000000000000000jg,000000000000000000hf,582,950,,00000000000000000001,2,,,2
000000000000000000s5,0000000000000000008l,000000000000000000zc,000000000000000000th,457,542,,00000000000000000002,5,,,5
0000000000000000007v,0000000000000000000l,000000000000000000z9,000000000000000000l2,602,417,,00000000000000000001,0,,,0
0000000000000000018h,000000000000000000f6,000000000000000000vw,000000000000000000s0,1598,562,,00000000000000000002,1,,,1
000000000000000001d9,0000000000000000001y,0000000000000000004l,000000000000000000hg,1899,1558,,00000000000000000001,3,,,3
000000000000000001qj,0000000000000000009p,000000000000000000w5,0000000000000000001g,1668,1859,,00000000000000000002,4,,,4
0000000000000000006y,0000000000000000008p,0000000000000000010r,000000000000000000om,992,1628,,00000000000000000001,2,,,2
000000000000000000x8,0000000000000000001u,0000000000000000002d,0000000000000000008z,1635,952,,00000000000000000002,5,,,5
000000000000000000eb,00000000000000000064,000000000000000000lp,000000000000000000s6,400,1595,,00000000000000000001,0,,,0
000000000000000000a4,000000000000000000b1,000000000000000000k2,000000000000000000oo,1266,360,,00000000000000000002,1,,,1
0000000000000000014m,0000000000000000006g,00000000000000000063,000000000000000000o6,1765,1226,,00000000000000000001,3,,,3
000000000000000000wg,000000000000000000c5,0000000000000000006z,000000000000000000pu,1745,1725,,00000000000000000002,4,,,4
000000000000000001qt,0000000000000000007b,00000000000000000028,0000000000000000006j,565,1705,,00000000000000000001,2,,,2
000000000000000000nr,0000000000000000005o,000000000000000000lr,0000000000000000008g,994,525,,00000000000000000002,5,,,5
000000000000000000be,00000000000000000077,0000000000000000005w,000000000000000000r2,1201,954,,00000000000000000001,0,,,0
000000000000000000ex,000000000000000000en,000000000000000000n9,000000000000000000py,1786,1161,,00000000000000000002,1,,,1
000000000000000001a6,00000000000000000023,00000000000000000076,000000000000000000r7,936,1746,,00000000000000000001,3,,,3
00000000000000000128,0000000000000000006y,000000000000000000jx,000000000000000000wa,901,896,,00000000000000000002,4,,,4
000000000000000000vc,000000000000000000ce,000000000000000000as,000000000000000000fc,804,861,,00000000000000000001,2,,,2
000000000000000001ki,000000000000000000dt,0000000000000000010f,0000000000000000004o,413,764,,00000000000000000002,5,,,5
0000000000000000019p,0000000000000000009z,000000000000000000b3,000000000000000000md,167,373,,00000000000000000001,0,,,0
000000000000000001q9,00000000000000000071,000000000000000000id,0000000000000000006t,1819,127,,00000000000000000002,1,,,1
000000000000000001n4,000000000000000000ek,000000000000000000fh,000000000000000000l1,1744,1779,,00000000000000000001,3,,,3
000000000000000001uc,000000000000000000e3,000000000000000000f7,000000000000000000qn,506,1704,,00000000000000000002,4,,,4
000000000000000000m2,0000000000000000001t,000000000000000000qb,000000000000000000j3,1052,466,,00000000000000000001,2,,,2
000000000000000001j2,000000000000000000fd,000000000000000000gk,000000000000000000e1,348,1012,,00000000000000000002,5,,,5
00000000000000000090,00000000000000000070,00000000000000000078,0000000000000000009b,1439,308,,00000000000000000001,0,,,0
0000000000000000014s,000000000000000000du,000000000000000000x0,0000000000000000004p,455,1399,,00000000000000000002,1,,,1
000000000000000000d5,00000000000000000048,00000000000000000017,00000000000000000044,100,415,,00000000000000000001,3,,,3
000000000000000001xj,000000000000000000bg,000000000000000000j5,00000000000000000041,199,60,,00000000000000000002,4,,,4
000000000000000000wo,0000000000000000000s,000000000000000000hb,0000000000000000004b,1210,159,,00000000000000000001,2,,,2
000000000000000000m1,0000000000000000005j,000000000000000000z1,000000000000000000hv,331,1170,,00000000000000000002,5,,,5
00000000000000000192,0000000000000000003l,000000000000000000wn,000000000000000000rg,1770,291,,00000000000000000001,0,,,0
000000000000000001q2,00000000000000000093,000000000000000000h0,000000000000000000a6,711,1730,,00000000000000000002,1,,,1
000000000000000001bn,000000000000000000by,000000000000000000r1,0000000000000000009p,1729,671,,00000000000000000001,3,,,3
000000000000000000uz,00000000000000000029,000000000000000000ru,000000000000000000g1,951,1689,,00000000000000000002,4,,,4
000000000000000001vc,0000000000000000002g,000000000000000000cv,000000000000000000lx,324,911,,00000000000000000001,2,,,2
000000000000000001kr,0000000000000000007i,000000000000000000g0,000000000000000000iw,1941,284,,00000000000000000002,5,,,5
000000000000000000cl,0000000000000000005d,000000000000000000aq,0000000000000000002k,1041,1901,,00000000000000000001,0,,,0
0000000000000000018o,0000000000000000008j,000000000000000000nc,0000000000000000000s,611,1001,,00000000000000000002,1,,,1
000000000000000001t5,0000000000000000007k,000000000000000000y1,000000000000000000af,1517,571,,00000000000000000001,3,,,3
00000000000000000113,00000000000000000009,000000000000000000yj,000000000000000000f6,1777,1477,,00000000000000000002,4,,,4
000000000000000000wv,0000000000000000006i,0000000000000000005i,000000000000000000ub,549,1737,,00000000000000000001,2,,,2
000000000000000000jc,0000000000000000000u,000000000000000000nh,000000000000000000hs,50,509,,00000000000000000002,5,,,5
000000000000000000ss,0000000000000000002s,000000000000000000kk,000000000000000000h3,630,10,,00000000000000000001,0,,,0
000000000000000000u2,0000000000000000008f,000000000000000000k5,000000000000000000dd,487,590,,00000000000000000002,1,,,1
000000000000000000s7,00000000000000000001,0000000000000000006l,000000000000000000x3,235,447,,00000000000000000001,3,,,3
000000000000000000ko,0000000000000000000q,000000000000000000lj,00000000000000000064,1538,195,,00000000000000000002,4,,,4
0000000000000000007p,000000000000000000br,000000000000000000x1,000000000000000000di,931,1498,,00000000000000000001,2,,,2
00000000000000000058,000000000000000000b5,0000000000000000002u,000000000000000000g7,1638,891,,00000000000000000002,5,,,5
000000000000000000u5,0000000000000000009c,0000000000000000010l,000000000000000000tn,659,1598,,00000000000000000001,0,,,0
0000000000000000009f,00000000000000000033,000000000000000000zb,0000000000000000001p,713,619,,00000000000000000002,1,,,1
000000000000000001hy,000000000000000000aa,000000000000000000yx,000000000000000000ie,1115,673,,00000000000000000001,3,,,3
000000000000000000b2,000000000000000000ez,000000000000000000mp,000000000000000000uj,1180,1075,,00000000000000000002,4,,,4
000000000000000001v9,00000000000000000037,000000000000000000ig,0000000000000000008b,387,1140,,00000000000000000001,2,,,2
0000000000000000018n,0000000000000000001b,0000000000000000004n,0000000000000000002j,499,347,,00000000000000000002,5,,,5
0000000000000000001i,0000000000000000005x,000000000000000000pl,000000000000000000np,963,459,,00000000000000000001,0,,,0
0000000000000000013y,000000000000000000dp,0000000000000000002o,00000000000000000084,756,923,,00000000000000000002,1,,,1
000000000000000001oi,0000000000000000008a,000000000000000000cs,000000000000000000mz,693,716,,00000000000000000001,3,,,3
000000000000000000t9,0000000000000000004s,0000000000000000003w,000000000000000000t0,1544,653,,00000000000000000002,4,,,4
000000000000000001lx,000000000000000000c4,000000000000000000xv,000000000000000000v0,1803,1504,,00000000000000000001,2,,,2
000000000000000000zx,0000000000000000006l,000000000000000000ab,0000000000000000009k,472,1763,,00000000000000000002,5,,,5
000000000000000001vv,00000000000000000030,000000000000000000f8,0000000000000000007u,1706,1914,,00000000000000000001,0,,,0
000000000000000001ms,000000000000000000a0,000000000000000000qm,000000000000000000qk,670,432,,00000000000000000002,1,,,1
000000000000000000hw,0000000000000000007r,000000000000000000iv,000000000000000000es,1537,1666,,00000000000000000001,3,,,3
0000000000000000005g,0000000000000000005b,0000000000000000000x,000000000000000000gl,557,630,,00000000000000000002,4,,,4
00000000000000000179,00000000000000000021,00000000000000000135,00000000000000000029,522,1497,,00000000000000000001,2,,,2
000000000000000001e0,0000000000000000000c,00000000000000000103,000000000000000000a7,377,517,,00000000000000000002,5,,,5
0000000000000000013e,0000000000000000008o,000000000000000000jh,000000000000000000jv,1608,482,,00000000000000000001,0,,,0
000000000000000000ya,00000000000000000014,0000000000000000010z,000000000000000000tb,1377,337,,00000000000000000002,1,,,1
000000000000000000b8,0000000000000000000v,0000000000000000008p,000000000000000000qu,882,1568,,00000000000000000001,3,,,3
0000000000000000007g,0000000000000000008z,000000000000000000q1,00000000000000000086,1026,1337,,00000000000000000002,4,,,4
000000000000000001qp,00000000000000000092,000000000000000000ra,000000000000000000gu,434,842,,00000000000000000001,2,,,2
000000000000000000v6,000000000000000000b8,000000000000000000uk,000000000000000000b6,595,986,,00000000000000000002,5,,,5
000000000000000001ft,000000000000000000bi,0000000000000000000h,000000000000000000tq,644,394,,00000000000000000001,0,,,0
00000000000000000038,000000000000000000ab,000000000000000000rv,000000000000000000nn,1094,555,,00000000000000000002,1,,,1
000000000000000000hn,000000000000000000fp,000000000000000000sy,0000000000000000004u,1811,604,,00000000000000000001,3,,,3
000000000000000001f1,000000000000000000fo,000000000000000000ea,00000000000000000077,579,1054,,00000000000000000002,4,,,4
0000000000000000003g,000000000000000000ey,0000000000000000008h,000000000000000000qd,1820,1771,,00000000000000000001,2,,,2
0000000000000000011b,000000000000000000cg,000000000000000000qr,000000000000000000w7,1887,539,,00000000000000000002,5,,,5
000000000000000001bm,000000000000000000f9,0000000000000000000g,00000000000000000056,230,1780,,00000000000000000001,0,,,0
000000000000000000tc,00000000000000000044,000000000000000000q8,000000000000000000qv,1243,1847,,00000000000000000002,1,,,1
000000000000000001qu,0000000000000000004d,0000000000000000008o,0000000000000000001b,968,190,,00000000000000000001,3,,,3
000000000000000001sq,0000000000000000001a,000000000000000000sz,000000000000000000o3,1151,1203,,00000000000000000002,4,,,4
0000000000000000016s,00000000000000000057,000000000000000000cn,000000000000000000v2,1032,928,,00000000000000000001,2,,,2
000000000000000000m5,0000000000000000007z,000000000000000000ax,000000000000000000mo,777,1111,,00000000000000000002,5,,,5
000000000000000001v6,000000000000000000b3,00000000000000000136,000000000000000000ep,492,992,,00000000000000000001,0,,,0
000000000000000000wj,0000000000000000007w,000000000000000000tr,000000000000000000x2,538,737,,00000000000000000002,1,,,1
000000000000000000g2,0000000000000000008x,000000000000000000b9,0000000000000000004h,359,452,,00000000000000000001,3,,,3
000000000000000000gz,0000000000000000007m,0000000000000000008n,0000000000000000001d,112,498,,00000000000000000002,4,,,4
00000000000000000009,0000000000000000001p,000000000000000000lm,000000000000000000ci,497,319,,00000000000000000001,2,,,2
000000000000000000er,000000000000000000g1,000000000000000000hf,000000000000000000pr,385,72,,00000000000000000002,5,,,5
0000000000000000010c,000000000000000000g2,000000000000000000th,0000000000000000002t,381,457,,00000000000000000001,0,,,0
000000000000000000zy,0000000000000000006t,000000000000000000l2,0000000000000000001v,145,345,,00000000000000000002,1,,,1
000000000000000000z4,0000000000000000008s,000000000000000000s0,000000000000000000lc,1257,341,,00000000000000000001,3,,,3
000000000000000000a3,00000000000000000040,000000000000000000hg,000000000000000000ki,1794,105,,00000000000000000002,4,,,4
0000000000000000012z,000000000000000000dc,0000000000000000001g,000000000000000000v4,1444,1217,,00000000000000000001,2,,,2
000000000000000000bv,000000000000000000ac,000000000000000000om,000000000000000000qj,451,1754,,00000000000000000002,5,,,5
000000000000000001wf,0000000000000000006f,0000000000000000008z,0000000000000000000t,1764,1404,,00000000000000000001,0,,,0
000000000000000000f4,0000000000000000000g,000000000000000000s6,000000000000000000of,1686,411,,00000000000000000002,1,,,1
000000000000000001ln,000000000000000000bk,000000000000000000oo,0000000000000000000v,1542,1724,,00000000000000000001,3,,,3
000000000000000001t1,000000000000000000b6,000000000000000000o6,0000000000000000007c,1533,1646,,00000000000000000002,4,,,4
0000000000000000008c,000000000000000000a2,000000000000000000zz,000000000000000000ap,494,1502,,00000000000000000001,2,,,2
000000000000000000gp,00000000000000000097,000000000000000000pu,000000000000000000ht,1536,1493,,00000000000000000002,5,,,5
000000000000000000h6,000000000000000000eu,0000000000000000006j,00000000000000000093,1673,454,,00000000000000000001,0,,,0
000000000000000000m3,000000000000000000fc,0000000000000000008g,0000000000000000008s,537,1496,,00000000000000000002,1,,,1
000000000000000001m5,0000000000000000006a,000000000000000000r2,000000000000000000qf,865,1633,,00000000000000000001,3,,,3
000000000000000000hp,000000000000000000bl,000000000000000000py,0000000000000000003s,1893,497,,00000000000000000002,4,,,4
000000000000000001ks,000000000000000000al,000000000000000000r7,00000000000000000023,1117,825,,00000000000000000001,2,,,2
000000000000000000e8,00000000000000000079,000000000000000000wa,000000000000000000ot,1448,1853,,00000000000000000002,5,,,5
00000000000000000057,000000000000000000bq,000000000000000000fc,000000000000000000e7,1393,1077,,00000000000000000001,0,,,0
000000000000000000si,000000000000000000es,0000000000000000004o,0000000000000000003k,1149,1408,,00000000000000000002,1,,,1
000000000000000000do,000000000000000000bw,000000000000000000md,0000000000000000003f,123,1353,,00000000000000000001,3,,,3
0000000000000000014f,0000000000000000000t,0000000000000000006t,000000000000000000gq,1406,1109,,00000000000000000002,4,,,4
0000000000000000010h,000000000000000000c1,000000000000000000l1,00000000000000000018,578,83,,00000000000000000001,2,,,2
000000000000000000o7,0000000000000000004f,000000000000000000qn,0000000000000000009v,1761,1366,,00000000000000000002,5,,,5
