trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
0000000000000000004g,00000000000000000063,00000000000000000063,000000000000000000ci,45,000000000000000000tz,0,0,1079
0000000000000000003g,0000000000000000006z,0000000000000000006z,000000000000000000dn,6,000000000000000002sj,1,1,3619
0000000000000000005h,00000000000000000028,00000000000000000028,0000000000000000003s,36,000000000000000002lq,0,0,3374
00000000000000000025,000000000000000000lr,000000000000000000lr,000000000000000000e5,44,0000000000000000033s,1,1,4024
0000000000000000006q,0000000000000000005w,0000000000000000005w,00000000000000000039,4,000000000000000001tj,0,0,2359
0000000000000000006m,000000000000000000n9,000000000000000000n9,0000000000000000000f,22,0000000000000000004c,1,1,156
0000000000000000003q,00000000000000000076,00000000000000000076,000000000000000000au,47,0000000000000000021u,0,0,2658
0000000000000000004y,000000000000000000jx,000000000000000000jx,0000000000000000001e,20,000000000000000000qx,1,1,969
00000000000000000075,000000000000000000as,000000000000000000as,00000000000000000083,33,000000000000000000ka,0,0,730
00000000000000000054,000000000000000000b3,000000000000000000b3,000000000000000000dz,23,000000000000000002ci,1,1,3042
0000000000000000003v,000000000000000000id,000000000000000000id,000000000000000000e1,54,000000000000000001dw,0,0,1796
0000000000000000003j,000000000000000000fh,000000000000000000fh,0000000000000000000d,53,00000000000000000220,1,1,2664
0000000000000000002f,000000000000000000f7,000000000000000000f7,0000000000000000009e,62,000000000000000003b3,0,0,4287
0000000000000000006s,000000000000000000qb,000000000000000000qb,000000000000000000cm,24,0000000000000000024m,1,1,2758
00000000000000000073,000000000000000000gk,000000000000000000gk,0000000000000000004o,61,0000000000000000020i,0,0,2610
0000000000000000001h,00000000000000000078,00000000000000000078,00000000000000000098,17,000000000000000002zx,1,1,3885
00000000000000000065,00000000000000000017,00000000000000000017,000000000000000000fk,12,0000000000000000039g,0,0,4228
0000000000000000001s,000000000000000000j5,000000000000000000j5,000000000000000000c2,35,000000000000000001h5,1,1,1913
0000000000000000003a,000000000000000000hb,000000000000000000hb,00000000000000000055,37,0000000000000000025i,0,0,2790
00000000000000000015,000000000000000000h0,000000000000000000h0,000000000000000000fm,51,000000000000000003gy,1,1,4498
0000000000000000001l,000000000000000000r1,000000000000000000r1,000000000000000000di,48,000000000000000002w2,0,0,3746
0000000000000000005a,000000000000000000ru,000000000000000000ru,000000000000000000eo,27,000000000000000000nw,1,1,860
0000000000000000000z,000000000000000000cv,000000000000000000cv,0000000000000000009v,63,000000000000000000jl,0,0,705
0000000000000000000x,000000000000000000g0,000000000000000000g0,00000000000000000045,31,0000000000000000017j,1,1,1567
00000000000000000032,000000000000000000aq,000000000000000000aq,000000000000000000d1,9,000000000000000001ue,0,0,2390
00000000000000000038,000000000000000000nc,000000000000000000nc,0000000000000000002e,57,000000000000000000pc,1,1,912
0000000000000000002u,0000000000000000005i,0000000000000000005i,00000000000000000062,18,000000000000000002wt,0,0,3773
0000000000000000003h,000000000000000000nh,000000000000000000nh,0000000000000000001i,19,000000000000000001w5,1,1,2453
00000000000000000067,000000000000000000kk,000000000000000000kk,000000000000000000az,26,000000000000000003kl,0,0,4629
0000000000000000003i,000000000000000000k5,000000000000000000k5,00000000000000000050,14,00000000000000000296,1,1,2922
0000000000000000006x,0000000000000000006l,0000000000000000006l,000000000000000000cx,32,000000000000000001rb,0,0,2279
00000000000000000024,000000000000000000lj,000000000000000000lj,000000000000000000f1,16,000000000000000003de,1,1,4370
0000000000000000005q,0000000000000000002u,0000000000000000002u,000000000000000000cq,5,0000000000000000010y,0,0,1330
0000000000000000000e,000000000000000000mp,000000000000000000mp,00000000000000000006,29,000000000000000002ba,1,1,2998
0000000000000000005z,000000000000000000ig,000000000000000000ig,0000000000000000004c,60,0000000000000000025u,0,0,2802
00000000000000000018,0000000000000000004n,0000000000000000004n,0000000000000000000k,10,0000000000000000037v,1,1,4171
0000000000000000003r,000000000000000000pl,000000000000000000pl,000000000000000000eg,64,000000000000000000at,0,0,389
0000000000000000003s,0000000000000000002o,0000000000000000002o,000000000000000000b7,38,0000000000000000029l,1,1,2937
00000000000000000039,000000000000000000cs,000000000000000000cs,000000000000000000as,58,000000000000000002fw,0,0,3164
0000000000000000000f,0000000000000000003w,0000000000000000003w,0000000000000000004j,59,000000000000000003jw,1,1,4604
0000000000000000001e,000000000000000000ab,000000000000000000ab,0000000000000000005m,3,00000000000000000147,0,0,1447
0000000000000000000d,000000000000000000f8,000000000000000000f8,0000000000000000005r,15,000000000000000002ou,1,1,3486
0000000000000000004o,000000000000000000qm,000000000000000000qm,0000000000000000009d,56,000000000000000000aj,0,0,379
00000000000000000055,000000000000000000iv,000000000000000000iv,0000000000000000007u,49,000000000000000001t7,1,1,2347
00000000000000000045,0000000000000000000x,0000000000000000000x,0000000000000000007h,34,0000000000000000038j,0,0,4195
0000000000000000002e,000000000000000000jh,000000000000000000jh,00000000000000000068,30,000000000000000001zq,1,1,2582
00000000000000000062,0000000000000000008p,0000000000000000008p,00000000000000000022,2,000000000000000001q1,0,0,2233
0000000000000000001i,000000000000000000q1,000000000000000000q1,0000000000000000000n,8,000000000000000001a0,1,1,1656
00000000000000000050,000000000000000000ra,000000000000000000ra,000000000000000000bh,50,000000000000000000e0,0,0,504
00000000000000000006,0000000000000000000h,0000000000000000000h,0000000000000000003y,41,000000000000000002gv,1,1,3199
0000000000000000004c,000000000000000000rv,000000000000000000rv,0000000000000000003t,42,000000000000000001v3,0,0,2415
0000000000000000000k,000000000000000000sy,000000000000000000sy,000000000000000000ev,25,000000000000000001ub,1,1,2387
0000000000000000004j,000000000000000000ea,000000000000000000ea,000000000000000000c6,52,000000000000000000kf,0,0,735
0000000000000000005m,0000000000000000008h,0000000000000000008h,00000000000000000081,55,000000000000000002kp,1,1,3337
0000000000000000005r,000000000000000000qr,000000000000000000qr,000000000000000000cj,21,0000000000000000008q,0,0,314
00000000000000000068,0000000000000000000g,0000000000000000000g,0000000000000000004e,40,000000000000000001r3,1,1,2271
00000000000000000022,000000000000000000q8,000000000000000000q8,00000000000000000020,46,0000000000000000030a,0,0,3898
0000000000000000000n,0000000000000000008o,0000000000000000008o,0000000000000000006o,13,0000000000000000027x,1,1,2877
0000000000000000003y,000000000000000000sz,000000000000000000sz,00000000000000000056,28,000000000000000001l9,0,0,2061
0000000000000000003t,000000000000000000cn,000000000000000000cn,000000000000000000ap,11,00000000000000000163,1,1,1515
0000000000000000004e,000000000000000000ax,000000000000000000ax,000000000000000000ba,7,0000000000000000000q,0,0,26
00000000000000000020,000000000000000000tr,000000000000000000tr,000000000000000000cy,43,0000000000000000016m,1,1,1534
0000000000000000006o,000000000000000000b9,000000000000000000b9,00000000000000000008,39,000000000000000000cb,0,0,443
00000000000000000056,0000000000000000008n,0000000000000000008n,0000000000000000005s,65,000000000000000000rx,1,1,1005
00000000000000000008,000000000000000000lm,000000000000000000lm,000000000000000000a3,45,00000000000000000161,0,0,1513
0000000000000000005s,000000000000000000hf,000000000000000000hf,0000000000000000009x,6,000000000000000002db,1,1,3071
0000000000000000005l,000000000000000000th,000000000000000000th,0000000000000000005l,36,000000000000000000tj,0,0,1063
00000000000000000051,000000000000000000l2,000000000000000000l2,00000000000000000051,44,0000000000000000022b,1,1,2675
00000000000000000035,000000000000000000s0,000000000000000000s0,0000000000000000007f,4,000000000000000003hp,0,0,4525
0000000000000000005v,000000000000000000hg,000000000000000000hg,0000000000000000007o,22,000000000000000000e3,1,1,507
0000000000000000005y,0000000000000000001g,0000000000000000001g,00000000000000000035,47,000000000000000002sz,0,0,3635
0000000000000000001d,000000000000000000om,000000000000000000om,000000000000000000ag,20,000000000000000003by,1,1,4318
0000000000000000002o,0000000000000000008z,0000000000000000008z,000000000000000000a6,33,000000000000000003jf,0,0,4587
0000000000000000006w,000000000000000000s6,000000000000000000s6,000000000000000000c3,23,000000000000000000cc,1,1,444
0000000000000000004a,000000000000000000oo,000000000000000000oo,0000000000000000005v,54,000000000000000003gm,0,0,4486
0000000000000000004x,000000000000000000o6,000000000000000000o6,000000000000000000c9,53,000000000000000003gs,1,1,4492
0000000000000000005p,000000000000000000pu,000000000000000000pu,000000000000000000a7,62,000000000000000000c3,0,0,435
0000000000000000004v,0000000000000000006j,0000000000000000006j,000000000000000000ct,24,000000000000000002ga,1,1,3178
0000000000000000006v,0000000000000000008g,0000000000000000008g,0000000000000000007e,61,00000000000000000375,0,0,4145
0000000000000000004l,000000000000000000r2,000000000000000000r2,0000000000000000005y,17,000000000000000003dv,1,1,4387
00000000000000000072,000000000000000000py,000000000000000000py,000000000000000000ef,12,000000000000000000cx,0,0,465
0000000000000000004u,000000000000000000r7,000000000000000000r7,000000000000000000ah,35,000000000000000003f6,1,1,4434
00000000000000000049,000000000000000000fc,000000000000000000fc,0000000000000000001d,37,0000000000000000013k,0,0,1424
0000000000000000003z,0000000000000000004o,0000000000000000004o,0000000000000000007d,51,00000000000000000320,1,1,3960
0000000000000000002y,000000000000000000md,000000000000000000md,000000000000000000f7,48,000000000000000002on,0,0,3479
0000000000000000000h,0000000000000000006t,0000000000000000006t,0000000000000000002o,27,000000000000000001hl,1,1,1929
0000000000000000003k,000000000000000000l1,000000000000000000l1,000000000000000000da,63,000000000000000002vq,0,0,3734
00000000000000000059,000000000000000000qn,000000000000000000qn,0000000000000000008w,31,00000000000000000048,1,1,152
0000000000000000006k,000000000000000000j3,000000000000000000j3,0000000000000000006w,9,000000000000000000dj,0,0,487
0000000000000000002a,000000000000000000e1,000000000000000000e1,000000000000000000ay,57,0000000000000000034w,1,1,4064
00000000000000000036,0000000000000000009b,0000000000000000009b,0000000000000000004a,18,0000000000000000025n,0,0,2795
0000000000000000000l,0000000000000000004p,0000000000000000004p,0000000000000000004x,19,000000000000000001zz,1,1,2591
0000000000000000001y,00000000000000000044,00000000000000000044,000000000000000000fq,26,0000000000000000024s,0,0,2764
0000000000000000001u,00000000000000000041,00000000000000000041,0000000000000000005p,14,000000000000000002ac,1,1,2964
00000000000000000064,0000000000000000004b,0000000000000000004b,0000000000000000007x,32,000000000000000000cz,0,0,467
0000000000000000006g,000000000000000000hv,000000000000000000hv,0000000000000000009n,16,000000000000000003gt,1,1,4493
0000000000000000005o,000000000000000000rg,000000000000000000rg,000000000000000000dg,5,000000000000000001tn,0,0,2363
00000000000000000077,000000000000000000a6,000000000000000000a6,000000000000000000d8,29,000000000000000000ui,1,1,1098
00000000000000000023,0000000000000000009p,0000000000000000009p,0000000000000000007g,60,000000000000000002zb,0,0,3863
0000000000000000006y,000000000000000000g1,000000000000000000g1,000000000000000000fh,10,0000000000000000035z,1,1,4103
00000000000000000071,000000000000000000lx,000000000000000000lx,0000000000000000009w,64,000000000000000001h1,0,0,1909
0000000000000000001t,000000000000000000iw,000000000000000000iw,0000000000000000004v,38,000000000000000001yy,1,1,2554
00000000000000000070,0000000000000000002k,0000000000000000002k,000000000000000000ea,58,000000000000000000g5,0,0,581
00000000000000000048,0000000000000000000s,0000000000000000000s,0000000000000000006v,59,000000000000000003aa,1,1,4258
0000000000000000000s,000000000000000000af,000000000000000000af,000000000000000000a8,3,000000000000000000t3,0,0,1047
0000000000000000005j,000000000000000000f6,000000000000000000f6,000000000000000000dj,15,000000000000000001c3,1,1,1731
0000000000000000003l,000000000000000000hs,000000000000000000hs,000000000000000000fe,56,000000000000000001l7,0,0,2059
00000000000000000029,000000000000000000h3,000000000000000000h3,0000000000000000007q,49,0000000000000000012t,1,1,1397
0000000000000000002g,000000000000000000dd,000000000000000000dd,0000000000000000004l,34,000000000000000001tr,0,0,2367
0000000000000000005d,00000000000000000064,00000000000000000064,00000000000000000072,30,000000000000000002wm,1,1,3766
00000000000000000009,000000000000000000di,000000000000000000di,000000000000000000fa,2,000000000000000001ko,0,0,2040
0000000000000000006i,000000000000000000g7,000000000000000000g7,0000000000000000004u,8,0000000000000000007o,1,1,276
0000000000000000000u,000000000000000000tn,000000000000000000tn,000000000000000000dk,50,0000000000000000002c,0,0,84
0000000000000000002s,0000000000000000001p,0000000000000000001p,00000000000000000049,41,000000000000000001p5,1,1,2201
00000000000000000001,000000000000000000ie,000000000000000000ie,000000000000000000e6,42,000000000000000002an,0,0,2975
0000000000000000000q,0000000000000000008b,0000000000000000008b,0000000000000000003z,25,000000000000000001ps,1,1,2224
00000000000000000033,0000000000000000002j,0000000000000000002j,0000000000000000002y,52,000000000000000000v9,0,0,1125
00000000000000000037,000000000000000000np,000000000000000000np,0000000000000000000h,55,000000000000000002m4,1,1,3388
0000000000000000001b,00000000000000000084,00000000000000000084,000000000000000000ca,21,0000000000000000019i,0,0,1638
0000000000000000005x,000000000000000000mz,000000000000000000mz,000000000000000000ax,40,000000000000000002ix,1,1,3273
0000000000000000004s,000000000000000000t0,000000000000000000t0,0000000000000000003k,46,000000000000000002am,0,0,2974
0000000000000000006l,0000000000000000009k,0000000000000000009k,0000000000000000008d,13,000000000000000002ks,1,1,3340
00000000000000000030,0000000000000000007u,0000000000000000007u,00000000000000000059,28,000000000000000001hc,0,0,1920
0000000000000000005b,000000000000000000qk,000000000000000000qk,0000000000000000006k,11,000000000000000002gz,1,1,3203
00000000000000000021,000000000000000000es,000000000000000000es,0000000000000000002a,7,000000000000000001f9,0,0,1845
0000000000000000000c,000000000000000000gl,000000000000000000gl,00000000000000000036,43,000000000000000001va,1,1,2422
00000000000000000014,00000000000000000029,00000000000000000029,000000000000000000ak,39,0000000000000000025s,0,0,2800
0000000000000000000v,000000000000000000a7,000000000000000000a7,0000000000000000008l,65,00000000000000000022,1,1,74
00000000000000000044,000000000000000000jv,000000000000000000jv,0000000000000000000l,45,000000000000000003da,0,0,4366
0000000000000000004d,000000000000000000tb,000000000000000000tb,000000000000000000f6,6,000000000000000000qh,1,1,953
0000000000000000001a,000000000000000000qu,000000000000000000qu,0000000000000000001y,36,000000000000000003it,0,0,4565
00000000000000000057,00000000000000000086,00000000000000000086,0000000000000000009p,44,000000000000000001un,1,1,2399
0000000000000000001p,000000000000000000gu,000000000000000000gu,0000000000000000008p,4,00000000000000000143,0,0,1443
0000000000000000006t,000000000000000000b6,000000000000000000b6,0000000000000000001u,22,000000000000000003jk,1,1,4592
00000000000000000040,000000000000000000tq,000000000000000000tq,00000000000000000064,47,000000000000000000kj,0,0,739
0000000000000000006f,000000000000000000nn,000000000000000000nn,000000000000000000b1,20,000000000000000002r9,1,1,3573
0000000000000000000g,0000000000000000004u,0000000000000000004u,0000000000000000006g,33,000000000000000000ic,0,0,660
0000000000000000006a,00000000000000000077,00000000000000000077,000000000000000000c5,23,0000000000000000031y,1,1,3958
0000000000000000000t,000000000000000000qd,000000000000000000qd,0000000000000000007b,54,000000000000000002ld,0,0,3361
0000000000000000004f,00000000000000000056,00000000000000000056,0000000000000000005o,53,0000000000000000014i,1,1,1458
0000000000000000002q,000000000000000000qv,000000000000000000qv,00000000000000000077,62,000000000000000001cl,0,0,1749
0000000000000000002d,0000000000000000001b,0000000000000000001b,000000000000000000en,24,000000000000000002ep,1,1,3121
0000000000000000005c,000000000000000000o3,000000000000000000o3,00000000000000000023,61,0000000000000000033h,0,0,4013
0000000000000000003f,000000000000000000mo,000000000000000000mo,0000000000000000006y,17,000000000000000003kk,1,1,4628
0000000000000000004r,000000000000000000ep,000000000000000000ep,000000000000000000ce,12,0000000000000000027j,0,0,2863
0000000000000000002x,0000000000000000004h,0000000000000000004h,000000000000000000dt,35,000000000000000000dq,1,1,494
0000000000000000000j,0000000000000000001d,0000000000000000001d,0000000000000000009z,37,000000000000000002gx,0,0,3201
0000000000000000002r,000000000000000000ci,000000000000000000ci,00000000000000000071,51,00000000000000000053,1,1,183
0000000000000000002j,000000000000000000pr,000000000000000000pr,000000000000000000ek,48,000000000000000000ly,0,0,790
00000000000000000047,0000000000000000002t,0000000000000000002t,000000000000000000e3,27,000000000000000001j6,1,1,1986
0000000000000000004n,0000000000000000001v,0000000000000000001v,0000000000000000001t,63,000000000000000001jv,0,0,2011
0000000000000000000b,000000000000000000lc,000000000000000000lc,000000000000000000fd,31,0000000000000000009g,1,1,340
0000000000000000006p,000000000000000000ki,000000000000000000ki,00000000000000000070,9,0000000000000000001a,0,0,46
0000000000000000005w,000000000000000000qj,000000000000000000qj,000000000000000000du,57,0000000000000000023e,1,1,2714
0000000000000000000y,0000000000000000000t,0000000000000000000t,00000000000000000048,18,0000000000000000000e,0,0,14
00000000000000000074,000000000000000000of,000000000000000000of,000000000000000000bg,19,000000000000000000my,1,1,826
0000000000000000006z,0000000000000000000v,0000000000000000000v,0000000000000000000s,26,000000000000000002jl,0,0,3297
0000000000000000004k,0000000000000000007c,0000000000000000007c,0000000000000000005j,14,000000000000000003dy,1,1,4390
0000000000000000006c,000000000000000000ap,000000000000000000ap,0000000000000000003l,32,000000000000000000p1,0,0,901
0000000000000000004z,000000000000000000ht,000000000000000000ht,00000000000000000093,16,000000000000000002es,1,1,3124
00000000000000000016,00000000000000000093,00000000000000000093,000000000000000000by,5,0000000000000000038e,0,0,4190
0000000000000000002b,0000000000000000008s,0000000000000000008s,00000000000000000029,29,000000000000000000ox,1,1,897
0000000000000000003w,000000000000000000qf,000000000000000000qf,0000000000000000002g,60,00000000000000000288,0,0,2888
0000000000000000003o,0000000000000000003s,0000000000000000003s,0000000000000000007i,10,0000000000000000007l,1,1,273
00000000000000000019,00000000000000000023,00000000000000000023,0000000000000000005d,64,000000000000000001z3,0,0,2559
0000000000000000004h,000000000000000000ot,000000000000000000ot,0000000000000000008j,38,000000000000000000oc,1,1,876
00000000000000000046,000000000000000000e7,000000000000000000e7,0000000000000000007k,58,0000000000000000019t,0,0,1649
00000000000000000013,0000000000000000003k,0000000000000000003k,00000000000000000009,59,000000000000000002da,1,1,3070
00000000000000000005,0000000000000000003f,0000000000000000003f,0000000000000000006i,3,000000000000000000rw,0,0,1004
0000000000000000003m,000000000000000000gq,000000000000000000gq,0000000000000000000u,15,000000000000000001wx,1,1,2481
0000000000000000002p,00000000000000000018,00000000000000000018,0000000000000000002s,56,0000000000000000008w,0,0,320
0000000000000000006j,0000000000000000009v,0000000000000000009v,0000000000000000008f,49,000000000000000002fb,1,1,3143
0000000000000000001k,000000000000000000pv,000000000000000000pv,00000000000000000001,34,000000000000000002f0,0,0,3132
00000000000000000076,000000000000000000nu,000000000000000000nu,0000000000000000000q,30,000000000000000003li,1,1,4662
0000000000000000004i,000000000000000000gb,000000000000000000gb,000000000000000000br,2,000000000000000000nk,0,0,848
0000000000000000004w,00000000000000000092,00000000000000000092,000000000000000000b5,8,000000000000000003bd,1,1,4297
0000000000000000000i,000000000000000000sj,000000000000000000sj,0000000000000000009c,50,000000000000000002l0,0,0,3348
0000000000000000001o,000000000000000000fb,000000000000000000fb,00000000000000000033,41,000000000000000000so,1,1,1032
0000000000000000005k,000000000000000000gd,000000000000000000gd,000000000000000000aa,42,000000000000000000ni,0,0,846
0000000000000000004b,000000000000000000ca,000000000000000000ca,000000000000000000ez,25,0000000000000000027o,1,1,2868
00000000000000000002,000000000000000000bk,000000000000000000bk,00000000000000000037,52,00000000000000000174,0,0,1552
0000000000000000001g,0000000000000000009t,0000000000000000009t,0000000000000000001b,55,0000000000000000015t,1,1,1505
00000000000000000066,000000000000000000ml,000000000000000000ml,0000000000000000005x,21,0000000000000000018c,0,0,1596
0000000000000000001x,0000000000000000003z,0000000000000000003z,000000000000000000dp,40,0000000000000000035x,1,1,4101
0000000000000000006e,000000000000000000ek,000000000000000000ek,0000000000000000008a,46,000000000000000001dr,0,0,1791
0000000000000000002m,000000000000000000ov,000000000000000000ov,0000000000000000004s,13,00000000000000000032,1,1,110
00000000000000000060,000000000000000000nf,000000000000000000nf,000000000000000000c4,28,0000000000000000021g,0,0,2644
00000000000000000042,0000000000000000005v,0000000000000000005v,0000000000000000006l,11,000000000000000001pw,1,1,2228
0000000000000000005t,000000000000000000f0,000000000000000000f0,00000000000000000030,7,0000000000000000011t,0,0,1361
0000000000000000000o,000000000000000000ej,000000000000000000ej,000000000000000000a0,43,0000000000000000006r,1,1,243
00000000000000000028,000000000000000000n8,000000000000000000n8,0000000000000000007r,39,000000000000000003ca,0,0,4330
0000000000000000001q,0000000000000000005y,0000000000000000005y,0000000000000000005b,65,000000000000000001os,1,1,2188
0000000000000000003d,000000000000000000a2,000000000000000000a2,00000000000000000021,45,000000000000000000ul,0,0,1101
0000000000000000003b,000000000000000000kz,000000000000000000kz,0000000000000000000c,6,00000000000000000363,1,1,4107
0000000000000000001v,000000000000000000jf,000000000000000000jf,0000000000000000008o,36,000000000000000001nl,0,0,2145
0000000000000000002h,000000000000000000cu,000000000000000000cu,00000000000000000014,44,0000000000000000016b,1,1,1523
0000000000000000002k,000000000000000000fd,000000000000000000fd,0000000000000000000v,4,000000000000000002my,0,0,3418
0000000000000000003e,000000000000000000fp,000000000000000000fp,0000000000000000008z,22,0000000000000000016a,1,1,1522
00000000000000000041,000000000000000000bb,000000000000000000bb,00000000000000000092,47,000000000000000003dn,0,0,4379
00000000000000000043,000000000000000000lq,000000000000000000lq,000000000000000000b8,20,0000000000000000021a,1,1,2638
0000000000000000004t,0000000000000000006m,0000000000000000006m,000000000000000000bi,33,000000000000000000mn,0,0,815
0000000000000000000w,0000000000000000002i,0000000000000000002i,000000000000000000ab,23,000000000000000000uh,1,1,1097
0000000000000000001n,000000000000000000kg,000000000000000000kg,000000000000000000fp,54,000000000000000003m1,0,0,4681
0000000000000000002n,00000000000000000068,00000000000000000068,000000000000000000fo,53,000000000000000002fx,1,1,3165
0000000000000000001j,0000000000000000005b,0000000000000000005b,000000000000000000ey,62,00000000000000000097,0,0,331
0000000000000000001m,000000000000000000pg,000000000000000000pg,000000000000000000cg,24,00000000000000000132,1,1,1406
0000000000000000005g,000000000000000000bu,000000000000000000bu,000000000000000000f9,61,0000000000000000028i,0,0,2898
0000000000000000001f,00000000000000000071,00000000000000000071,00000000000000000044,17,000000000000000000nz,1,1,863
0000000000000000004q,00000000000000000025,00000000000000000025,0000000000000000004d,12,000000000000000000oi,0,0,882
0000000000000000006u,0000000000000000000f,0000000000000000000f,0000000000000000001a,35,000000000000000001jn,1,1,2003
0000000000000000003n,000000000000000000ol,000000000000000000ol,00000000000000000057,37,000000000000000002x8,0,0,3788
0000000000000000001r,000000000000000000dk,000000000000000000dk,0000000000000000007z,51,000000000000000002kq,1,1,3338
0000000000000000005u,000000000000000000gt,000000000000000000gt,000000000000000000b3,48,0000000000000000014b,0,0,1451
00000000000000000012,000000000000000000t8,000000000000000000t8,0000000000000000007w,27,000000000000000001ei,1,1,1818
0000000000000000005i,000000000000000000fq,000000000000000000fq,0000000000000000008x,63,00000000000000000342,0,0,4034
0000000000000000002v,000000000000000000dw,000000000000000000dw,0000000000000000007m,31,000000000000000001yd,1,1,2533
00000000000000000007,000000000000000000sm,000000000000000000sm,0000000000000000001p,9,000000000000000000xi,0,0,1206
00000000000000000052,000000000000000000k8,000000000000000000k8,000000000000000000g1,57,000000000000000000up,1,1,1105
0000000000000000000m,0000000000000000001z,0000000000000000001z,000000000000000000g2,18,000000000000000002y1,0,0,3817
00000000000000000069,000000000000000000ms,000000000000000000ms,0000000000000000006t,19,000000000000000002j1,1,1,3277
0000000000000000001w,000000000000000000tu,000000000000000000tu,0000000000000000008s,26,000000000000000002h6,0,0,3210
0000000000000000005f,000000000000000000ph,000000000000000000ph,00000000000000000040,14,00000000000000000042,1,1,146
0000000000000000000p,000000000000000000mb,000000000000000000mb,000000000000000000dc,32,000000000000000003d6,0,0,4362
0000000000000000004p,000000000000000000pt,000000000000000000pt,000000000000000000ac,16,000000000000000002pb,1,1,3503
0000000000000000006b,000000000000000000i0,000000000000000000i0,0000000000000000006f,5,000000000000000002m5,0,0,3389
0000000000000000002c,000000000000000000q9,000000000000000000q9,0000000000000000000g,29,000000000000000001yx,1,1,2553
0000000000000000004m,000000000000000000qa,000000000000000000qa,000000000000000000bk,60,000000000000000000ei,0,0,522
00000000000000000061,000000000000000000k3,000000000000000000k3,000000000000000000b6,10,000000000000000000ll,1,1,777
0000000000000000006r,000000000000000000gf,000000000000000000gf,000000000000000000a2,64,00000000000000000273,0,0,2847
00000000000000000017,000000000000000000p6,000000000000000000p6,00000000000000000097,38,000000000000000002ol,1,1,3477
00000000000000000031,0000000000000000007x,0000000000000000007x,000000000000000000eu,58,000000000000000002in,0,0,3263
0000000000000000000r,0000000000000000004z,0000000000000000004z,000000000000000000fc,59,000000000000000001u8,1,1,2384
0000000000000000002i,000000000000000000fe,000000000000000000fe,0000000000000000006a,3,000000000000000000fi,0,0,558
0000000000000000006d,000000000000000000ag,000000000000000000ag,000000000000000000bl,15,0000000000000000028l,1,1,2901
00000000000000000003,000000000000000000iu,000000000000000000iu,000000000000000000al,56,000000000000000000sw,0,0,1040
00000000000000000026,000000000000000000kr,000000000000000000kr,00000000000000000079,49,0000000000000000010m,1,1,1318
0000000000000000000a,000000000000000000m4,000000000000000000m4,000000000000000000bq,34,0000000000000000004s,0,0,172
00000000000000000078,00000000000000000030,00000000000000000030,000000000000000000es,30,0000000000000000003x,1,1,141
0000000000000000005e,000000000000000000sv,000000000000000000sv,000000000000000000bw,2,000000000000000000da,0,0,478
0000000000000000002t,000000000000000000aw,000000000000000000aw,0000000000000000000t,8,0000000000000000024k,1,1,2756
0000000000000000003x,000000000000000000mg,000000000000000000mg,000000000000000000c1,50,000000000000000001x8,0,0,2492
00000000000000000034,000000000000000000ix,000000000000000000ix,0000000000000000004f,41,000000000000000000oa,1,1,874
00000000000000000011,00000000000000000047,00000000000000000047,0000000000000000002q,42,0000000000000000016j,0,0,1531
0000000000000000001z,000000000000000000ew,000000000000000000ew,000000000000000000eq,25,0000000000000000007e,1,1,266
00000000000000000063,000000000000000000cd,000000000000000000cd,0000000000000000002d,52,00000000000000000209,0,0,2601
00000000000000000027,0000000000000000006g,0000000000000000006g,0000000000000000005c,55,000000000000000002l6,1,1,3354
00000000000000000010,0000000000000000006w,0000000000000000006w,000000000000000000ds,21,000000000000000002uz,0,0,3707
0000000000000000003c,00000000000000000035,00000000000000000035,0000000000000000008k,40,000000000000000002k7,1,1,3319
0000000000000000002l,000000000000000000mf,000000000000000000mf,0000000000000000009u,46,0000000000000000010e,0,0,1310
0000000000000000005n,0000000000000000000i,0000000000000000000i,0000000000000000003f,13,000000000000000003mk,1,1,4700
0000000000000000006h,000000000000000000ti,000000000000000000ti,0000000000000000004r,28,000000000000000000nb,0,0,839
00000000000000000004,000000000000000000k6,000000000000000000k6,000000000000000000be,11,000000000000000001w0,1,1,2448
0000000000000000002w,000000000000000000nq,000000000000000000nq,000000000000000000fu,7,000000000000000003ce,0,0,4334
0000000000000000003u,0000000000000000009r,0000000000000000009r,000000000000000000ew,43,000000000000000001bv,1,1,1723
00000000000000000058,000000000000000000jb,000000000000000000jb,0000000000000000002x,39,00000000000000000183,0,0,1587
00000000000000000053,000000000000000000r5,000000000000000000r5,0000000000000000009q,65,000000000000000002r6,1,1,3570
0000000000000000003p,000000000000000000bz,000000000000000000bz,0000000000000000000j,45,000000000000000000df,0,0,483
0000000000000000002z,000000000000000000ef,000000000000000000ef,000000000000000000dq,6,00000000000000000043,1,1,147
0000000000000000001c,000000000000000000go,000000000000000000go,0000000000000000002r,36,0000000000000000011i,0,0,1350
0000000000000000006n,000000000000000000o5,000000000000000000o5,000000000000000000fg,44,000000000000000003ft,1,1,4457
0000000000000000004g,000000000000000000ob,000000000000000000ob,00000000000000000096,4,00000000000000000259,0,0,2781
0000000000000000003g,000000000000000000pj,000000000000000000pj,000000000000000000e4,22,00000000000000000327,1,1,3967
0000000000000000005h,000000000000000000sg,000000000000000000sg,0000000000000000002j,47,00000000000000000304,0,0,3892
