route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
000000000000000000am,00000000000000000011,000000000000000000am,000000000000000000am,000000000000000000am,37,000000000000000000am,000000000000000000am,00000000000000000028
00000000000000000042,00000000000000000002,00000000000000000042,00000000000000000042,00000000000000000042,2,00000000000000000042,00000000000000000042,0000000000000000001q
0000000000000000005t,0000000000000000000e,0000000000000000005t,0000000000000000005t,0000000000000000005t,14,0000000000000000005t,0000000000000000005t,0000000000000000003d
000000000000000000at,0000000000000000001c,000000000000000000at,000000000000000000at,000000000000000000at,48,000000000000000000at,000000000000000000at,0000000000000000003b
0000000000000000000o,0000000000000000000x,0000000000000000000o,0000000000000000000o,0000000000000000000o,33,0000000000000000000o,0000000000000000000o,0000000000000000001v
000000000000000000hc,0000000000000000000t,000000000000000000hc,000000000000000000hc,000000000000000000hc,29,000000000000000000hc,000000000000000000hc,0000000000000000002h
00000000000000000028,00000000000000000001,00000000000000000028,00000000000000000028,00000000000000000028,1,00000000000000000028,00000000000000000028,0000000000000000002k
0000000000000000001q,00000000000000000007,0000000000000000001q,0000000000000000001q,0000000000000000001q,7,0000000000000000001q,0000000000000000001q,0000000000000000003e
000000000000000000gr,0000000000000000001d,000000000000000000gr,000000000000000000gr,000000000000000000gr,49,000000000000000000gr,000000000000000000gr,00000000000000000041
000000000000000000f3,00000000000000000014,000000000000000000f3,000000000000000000f3,000000000000000000f3,40,000000000000000000f3,000000000000000000f3,00000000000000000043
000000000000000000hy,00000000000000000015,000000000000000000hy,000000000000000000hy,000000000000000000hy,41,000000000000000000hy,000000000000000000hy,0000000000000000000w
0000000000000000009f,0000000000000000000o,0000000000000000009f,0000000000000000009f,0000000000000000009f,24,0000000000000000009f,0000000000000000009f,0000000000000000001n
0000000000000000003d,0000000000000000000k,0000000000000000003d,0000000000000000003d,0000000000000000003d,20,0000000000000000003d,0000000000000000003d,0000000000000000002n
0000000000000000003b,00000000000000000013,0000000000000000003b,0000000000000000003b,0000000000000000003b,39,0000000000000000003b,0000000000000000003b,0000000000000000001j
0000000000000000001v,00000000000000000019,0000000000000000001v,0000000000000000001v,0000000000000000001v,45,0000000000000000001v,0000000000000000001v,0000000000000000001m
0000000000000000002h,0000000000000000000c,0000000000000000002h,0000000000000000002h,0000000000000000002h,12,0000000000000000002h,0000000000000000002h,0000000000000000001f
00000000000000000088,0000000000000000000r,00000000000000000088,00000000000000000088,00000000000000000088,27,00000000000000000088,00000000000000000088,0000000000000000003n
000000000000000000hl,0000000000000000000a,000000000000000000hl,000000000000000000hl,000000000000000000hl,10,000000000000000000hl,000000000000000000hl,0000000000000000001r
0000000000000000008q,00000000000000000006,0000000000000000008q,0000000000000000008q,0000000000000000008q,6,0000000000000000008q,0000000000000000008q,00000000000000000012
0000000000000000002k,00000000000000000016,0000000000000000002k,0000000000000000002k,0000000000000000002k,42,0000000000000000002k,0000000000000000002k,0000000000000000002v
000000000000000000ae,00000000000000000012,000000000000000000ae,000000000000000000ae,000000000000000000ae,38,000000000000000000ae,000000000000000000ae,00000000000000000007
000000000000000000hv,00000000000000000018,000000000000000000hv,000000000000000000hv,000000000000000000hv,44,000000000000000000hv,000000000000000000hv,0000000000000000000m
000000000000000000fy,00000000000000000005,000000000000000000fy,000000000000000000fy,000000000000000000fy,5,000000000000000000fy,000000000000000000fy,0000000000000000001w
000000000000000000fs,0000000000000000000z,000000000000000000fs,000000000000000000fs,000000000000000000fs,35,000000000000000000fs,000000000000000000fs,0000000000000000000p
000000000000000000hu,00000000000000000017,000000000000000000hu,000000000000000000hu,000000000000000000hu,43,000000000000000000hu,000000000000000000hu,0000000000000000002c
000000000000000000f8,00000000000000000003,000000000000000000f8,000000000000000000f8,000000000000000000f8,3,000000000000000000f8,000000000000000000f8,00000000000000000017
0000000000000000003e,0000000000000000000l,0000000000000000003e,0000000000000000003e,0000000000000000003e,21,0000000000000000003e,0000000000000000003e,00000000000000000031
00000000000000000041,0000000000000000001a,00000000000000000041,00000000000000000041,00000000000000000041,46,00000000000000000041,00000000000000000041,0000000000000000000r
00000000000000000043,0000000000000000000j,00000000000000000043,00000000000000000043,00000000000000000043,19,00000000000000000043,00000000000000000043,0000000000000000002i
000000000000000000dm,0000000000000000000w,000000000000000000dm,000000000000000000dm,000000000000000000dm,32,000000000000000000dm,000000000000000000dm,00000000000000000003
000000000000000000hk,0000000000000000000m,000000000000000000hk,000000000000000000hk,000000000000000000hk,22,000000000000000000hk,000000000000000000hk,00000000000000000026
00000000000000000080,0000000000000000000n,00000000000000000080,00000000000000000080,00000000000000000080,23,00000000000000000080,00000000000000000080,0000000000000000000a
000000000000000000bt,0000000000000000000g,000000000000000000bt,000000000000000000bt,000000000000000000bt,16,000000000000000000bt,000000000000000000bt,0000000000000000002t
0000000000000000004t,0000000000000000000b,0000000000000000004t,0000000000000000004t,0000000000000000004t,11,0000000000000000004t,0000000000000000004t,0000000000000000003x
000000000000000000cu,0000000000000000000y,000000000000000000cu,000000000000000000cu,000000000000000000cu,34,000000000000000000cu,000000000000000000cu,00000000000000000034
000000000000000000er,00000000000000000010,000000000000000000er,000000000000000000er,000000000000000000er,36,000000000000000000er,000000000000000000er,00000000000000000011
000000000000000000h3,0000000000000000001e,000000000000000000h3,000000000000000000h3,000000000000000000h3,50,000000000000000000h3,000000000000000000h3,0000000000000000001z
0000000000000000000w,0000000000000000001b,0000000000000000000w,0000000000000000000w,0000000000000000000w,47,0000000000000000000w,0000000000000000000w,00000000000000000027
000000000000000000cb,0000000000000000000q,000000000000000000cb,000000000000000000cb,000000000000000000cb,26,000000000000000000cb,000000000000000000cb,00000000000000000010
000000000000000000bn,0000000000000000000u,000000000000000000bn,000000000000000000bn,000000000000000000bn,30,000000000000000000bn,000000000000000000bn,0000000000000000003c
0000000000000000001n,00000000000000000008,0000000000000000001n,0000000000000000001n,0000000000000000001n,8,0000000000000000001n,0000000000000000001n,0000000000000000002l
000000000000000000el,0000000000000000000h,000000000000000000el,000000000000000000el,000000000000000000el,17,000000000000000000el,000000000000000000el,00000000000000000004
000000000000000000et,0000000000000000000i,000000000000000000et,000000000000000000et,000000000000000000et,18,000000000000000000et,000000000000000000et,0000000000000000002w
0000000000000000002n,0000000000000000000p,0000000000000000002n,0000000000000000002n,0000000000000000002n,25,0000000000000000002n,0000000000000000002n,0000000000000000003u
000000000000000000ck,0000000000000000000d,000000000000000000ck,000000000000000000ck,000000000000000000ck,13,000000000000000000ck,000000000000000000ck,0000000000000000003p
000000000000000000dr,0000000000000000000v,000000000000000000dr,000000000000000000dr,000000000000000000dr,31,000000000000000000dr,000000000000000000dr,0000000000000000002z
000000000000000000ht,0000000000000000000f,000000000000000000ht,000000000000000000ht,000000000000000000ht,15,000000000000000000ht,000000000000000000ht,0000000000000000001c
000000000000000000ei,00000000000000000004,000000000000000000ei,000000000000000000ei,000000000000000000ei,4,000000000000000000ei,000000000000000000ei,0000000000000000003g
000000000000000000cn,0000000000000000000s,000000000000000000cn,000000000000000000cn,000000000000000000cn,28,000000000000000000cn,000000000000000000cn,00000000000000000025
000000000000000000cr,00000000000000000009,000000000000000000cr,000000000000000000cr,000000000000000000cr,9,000000000000000000cr,000000000000000000cr,0000000000000000003q
000000000000000000eh,00000000000000000011,000000000000000000eh,000000000000000000eh,000000000000000000eh,37,000000000000000000eh,000000000000000000eh,0000000000000000003v
000000000000000000bx,00000000000000000002,000000000000000000bx,000000000000000000bx,000000000000000000bx,2,000000000000000000bx,000000000000000000bx,0000000000000000003j
0000000000000000001j,0000000000000000000e,0000000000000000001j,0000000000000000001j,0000000000000000001j,14,0000000000000000001j,0000000000000000001j,0000000000000000002f
000000000000000000bp,0000000000000000001c,000000000000000000bp,000000000000000000bp,000000000000000000bp,48,000000000000000000bp,000000000000000000bp,0000000000000000001h
0000000000000000001m,0000000000000000000x,0000000000000000001m,0000000000000000001m,0000000000000000001m,33,0000000000000000001m,0000000000000000001m,0000000000000000001s
000000000000000000dv,0000000000000000000t,000000000000000000dv,000000000000000000dv,000000000000000000dv,29,000000000000000000dv,000000000000000000dv,0000000000000000003a
0000000000000000008u,00000000000000000001,0000000000000000008u,0000000000000000008u,0000000000000000008u,1,0000000000000000008u,0000000000000000008u,00000000000000000015
0000000000000000005g,00000000000000000007,0000000000000000005g,0000000000000000005g,0000000000000000005g,7,0000000000000000005g,0000000000000000005g,0000000000000000001l
0000000000000000001f,0000000000000000001d,0000000000000000001f,0000000000000000001f,0000000000000000001f,49,0000000000000000001f,0000000000000000001f,0000000000000000000z
0000000000000000008t,00000000000000000014,0000000000000000008t,0000000000000000008t,0000000000000000008t,40,0000000000000000008t,0000000000000000008t,0000000000000000000x
0000000000000000004q,00000000000000000015,0000000000000000004q,0000000000000000004q,0000000000000000004q,41,0000000000000000004q,0000000000000000004q,00000000000000000032
000000000000000000ao,0000000000000000000o,000000000000000000ao,000000000000000000ao,000000000000000000ao,24,000000000000000000ao,000000000000000000ao,00000000000000000038
0000000000000000007j,0000000000000000000k,0000000000000000007j,0000000000000000007j,0000000000000000007j,20,0000000000000000007j,0000000000000000007j,0000000000000000002u
000000000000000000fr,00000000000000000013,000000000000000000fr,000000000000000000fr,000000000000000000fr,39,000000000000000000fr,000000000000000000fr,0000000000000000003h
000000000000000000h4,00000000000000000019,000000000000000000h4,000000000000000000h4,000000000000000000h4,45,000000000000000000h4,000000000000000000h4,0000000000000000003i
0000000000000000006u,0000000000000000000c,0000000000000000006u,0000000000000000006u,0000000000000000006u,12,0000000000000000006u,0000000000000000006u,00000000000000000024
0000000000000000009i,0000000000000000000r,0000000000000000009i,0000000000000000009i,0000000000000000009i,27,0000000000000000009i,0000000000000000009i,0000000000000000000e
0000000000000000003n,0000000000000000000a,0000000000000000003n,0000000000000000003n,0000000000000000003n,10,0000000000000000003n,0000000000000000003n,00000000000000000018
000000000000000000aj,00000000000000000006,000000000000000000aj,000000000000000000aj,000000000000000000aj,6,000000000000000000aj,000000000000000000aj,0000000000000000003r
0000000000000000001r,00000000000000000016,0000000000000000001r,0000000000000000001r,0000000000000000001r,42,0000000000000000001r,0000000000000000001r,0000000000000000003s
000000000000000000hh,00000000000000000012,000000000000000000hh,000000000000000000hh,000000000000000000hh,38,000000000000000000hh,000000000000000000hh,00000000000000000039
0000000000000000005u,00000000000000000018,0000000000000000005u,0000000000000000005u,0000000000000000005u,44,0000000000000000005u,0000000000000000005u,0000000000000000000f
000000000000000000bj,00000000000000000005,000000000000000000bj,000000000000000000bj,000000000000000000bj,5,000000000000000000bj,000000000000000000bj,0000000000000000001e
00000000000000000012,0000000000000000000z,00000000000000000012,00000000000000000012,00000000000000000012,35,00000000000000000012,00000000000000000012,0000000000000000000d
000000000000000000cv,00000000000000000017,000000000000000000cv,000000000000000000cv,000000000000000000cv,43,000000000000000000cv,000000000000000000cv,00000000000000000045
0000000000000000005i,00000000000000000003,0000000000000000005i,0000000000000000005i,0000000000000000005i,3,0000000000000000005i,0000000000000000005i,0000000000000000002e
0000000000000000002v,0000000000000000000l,0000000000000000002v,0000000000000000002v,0000000000000000002v,21,0000000000000000002v,0000000000000000002v,0000000000000000001i
00000000000000000007,0000000000000000001a,00000000000000000007,00000000000000000007,00000000000000000007,46,00000000000000000007,00000000000000000007,00000000000000000006
00000000000000000052,0000000000000000000j,00000000000000000052,00000000000000000052,00000000000000000052,19,00000000000000000052,00000000000000000052,0000000000000000000k
0000000000000000008e,0000000000000000000w,0000000000000000008e,0000000000000000008e,0000000000000000008e,32,0000000000000000008e,0000000000000000008e,00000000000000000022
0000000000000000009a,0000000000000000000m,0000000000000000009a,0000000000000000009a,0000000000000000009a,22,0000000000000000009a,0000000000000000009a,0000000000000000000n
000000000000000000h0,0000000000000000000n,000000000000000000h0,000000000000000000h0,000000000000000000h0,23,000000000000000000h0,000000000000000000h0,0000000000000000003y
0000000000000000000m,0000000000000000000g,0000000000000000000m,0000000000000000000m,0000000000000000000m,16,0000000000000000000m,0000000000000000000m,0000000000000000003t
000000000000000000fw,0000000000000000000b,000000000000000000fw,000000000000000000fw,000000000000000000fw,11,000000000000000000fw,000000000000000000fw,00000000000000000020
00000000000000000069,0000000000000000000y,00000000000000000069,00000000000000000069,00000000000000000069,34,00000000000000000069,00000000000000000069,00000000000000000008
00000000000000000095,00000000000000000010,00000000000000000095,00000000000000000095,00000000000000000095,36,00000000000000000095,00000000000000000095,00000000000000000035
000000000000000000de,0000000000000000001e,000000000000000000de,000000000000000000de,000000000000000000de,50,000000000000000000de,000000000000000000de,0000000000000000001d
000000000000000000bs,0000000000000000001b,000000000000000000bs,000000000000000000bs,000000000000000000bs,47,000000000000000000bs,000000000000000000bs,0000000000000000002o
0000000000000000001w,0000000000000000000q,0000000000000000001w,0000000000000000001w,0000000000000000001w,26,0000000000000000001w,0000000000000000001w,0000000000000000003z
000000000000000000fn,0000000000000000000u,000000000000000000fn,000000000000000000fn,000000000000000000fn,30,000000000000000000fn,000000000000000000fn,0000000000000000002y
000000000000000000e8,00000000000000000008,000000000000000000e8,000000000000000000e8,000000000000000000e8,8,000000000000000000e8,000000000000000000e8,0000000000000000000h
0000000000000000005f,0000000000000000000h,0000000000000000005f,0000000000000000005f,0000000000000000005f,17,0000000000000000005f,0000000000000000005f,0000000000000000003k
0000000000000000000p,0000000000000000000i,0000000000000000000p,0000000000000000000p,0000000000000000000p,18,0000000000000000000p,0000000000000000000p,0000000000000000002a
000000000000000000i2,0000000000000000000p,000000000000000000i2,000000000000000000i2,000000000000000000i2,25,000000000000000000i2,000000000000000000i2,00000000000000000036
000000000000000000dh,0000000000000000000d,000000000000000000dh,000000000000000000dh,000000000000000000dh,13,000000000000000000dh,000000000000000000dh,0000000000000000000l
000000000000000000dy,0000000000000000000v,000000000000000000dy,000000000000000000dy,000000000000000000dy,31,000000000000000000dy,000000000000000000dy,0000000000000000001y
00000000000000000094,0000000000000000000f,00000000000000000094,00000000000000000094,00000000000000000094,15,00000000000000000094,00000000000000000094,0000000000000000001u
000000000000000000co,00000000000000000004,000000000000000000co,000000000000000000co,000000000000000000co,4,000000000000000000co,000000000000000000co,00000000000000000023
000000000000000000e7,0000000000000000000s,000000000000000000e7,000000000000000000e7,000000000000000000e7,28,000000000000000000e7,000000000000000000e7,0000000000000000001t
0000000000000000004p,00000000000000000009,0000000000000000004p,0000000000000000004p,0000000000000000004p,9,0000000000000000004p,0000000000000000004p,0000000000000000000s
0000000000000000009y,00000000000000000011,0000000000000000009y,0000000000000000009y,0000000000000000009y,37,0000000000000000009y,0000000000000000009y,0000000000000000003l
0000000000000000006b,00000000000000000002,0000000000000000006b,0000000000000000006b,0000000000000000006b,2,0000000000000000006b,0000000000000000006b,00000000000000000029
0000000000000000002c,0000000000000000000e,0000000000000000002c,0000000000000000002c,0000000000000000002c,14,0000000000000000002c,0000000000000000002c,0000000000000000002g
0000000000000000004m,0000000000000000001c,0000000000000000004m,0000000000000000004m,0000000000000000004m,48,0000000000000000004m,0000000000000000004m,00000000000000000009
0000000000000000007s,0000000000000000000x,0000000000000000007s,0000000000000000007s,0000000000000000007s,33,0000000000000000007s,0000000000000000007s,0000000000000000000u
00000000000000000061,0000000000000000000t,00000000000000000061,00000000000000000061,00000000000000000061,29,00000000000000000061,00000000000000000061,0000000000000000002s
000000000000000000gl,00000000000000000001,000000000000000000gl,000000000000000000gl,000000000000000000gl,1,000000000000000000gl,000000000000000000gl,00000000000000000001
000000000000000000ar,00000000000000000007,000000000000000000ar,000000000000000000ar,000000000000000000ar,7,000000000000000000ar,000000000000000000ar,0000000000000000000q
0000000000000000007t,0000000000000000001d,0000000000000000007t,0000000000000000007t,0000000000000000007t,49,0000000000000000007t,0000000000000000007t,00000000000000000033
0000000000000000006r,00000000000000000014,0000000000000000006r,0000000000000000006r,0000000000000000006r,40,0000000000000000006r,0000000000000000006r,00000000000000000037
0000000000000000007c,00000000000000000015,0000000000000000007c,0000000000000000007c,0000000000000000007c,41,0000000000000000007c,0000000000000000007c,0000000000000000001b
000000000000000000g3,0000000000000000000o,000000000000000000g3,000000000000000000g3,000000000000000000g3,24,000000000000000000g3,000000000000000000g3,00000000000000000030
00000000000000000017,0000000000000000000k,00000000000000000017,00000000000000000017,00000000000000000017,20,00000000000000000017,00000000000000000017,00000000000000000021
00000000000000000031,00000000000000000013,00000000000000000031,00000000000000000031,00000000000000000031,39,00000000000000000031,00000000000000000031,0000000000000000000c
0000000000000000000r,00000000000000000019,0000000000000000000r,0000000000000000000r,0000000000000000000r,45,0000000000000000000r,0000000000000000000r,00000000000000000014
0000000000000000002i,0000000000000000000c,0000000000000000002i,0000000000000000002i,0000000000000000002i,12,0000000000000000002i,0000000000000000002i,0000000000000000000v
0000000000000000008y,0000000000000000000r,0000000000000000008y,0000000000000000008y,0000000000000000008y,27,0000000000000000008y,0000000000000000008y,00000000000000000044
0000000000000000008c,0000000000000000000a,0000000000000000008c,0000000000000000008c,0000000000000000008c,10,0000000000000000008c,0000000000000000008c,0000000000000000001a
0000000000000000006d,00000000000000000006,0000000000000000006d,0000000000000000006d,0000000000000000006d,6,0000000000000000006d,0000000000000000006d,0000000000000000001p
000000000000000000bv,00000000000000000016,000000000000000000bv,000000000000000000bv,000000000000000000bv,42,000000000000000000bv,000000000000000000bv,00000000000000000040
00000000000000000003,00000000000000000012,00000000000000000003,00000000000000000003,00000000000000000003,38,00000000000000000003,00000000000000000003,0000000000000000000g
00000000000000000026,00000000000000000018,00000000000000000026,00000000000000000026,00000000000000000026,44,00000000000000000026,00000000000000000026,0000000000000000000t
0000000000000000000a,00000000000000000005,0000000000000000000a,0000000000000000000a,0000000000000000000a,5,0000000000000000000a,0000000000000000000a,0000000000000000002q
00000000000000000078,0000000000000000000z,00000000000000000078,00000000000000000078,00000000000000000078,35,00000000000000000078,00000000000000000078,0000000000000000002d
0000000000000000005e,00000000000000000017,0000000000000000005e,0000000000000000005e,0000000000000000005e,43,0000000000000000005e,0000000000000000005e,0000000000000000003f
00000000000000000099,00000000000000000003,00000000000000000099,00000000000000000099,00000000000000000099,3,00000000000000000099,00000000000000000099,0000000000000000002x
000000000000000000ga,0000000000000000000l,000000000000000000ga,000000000000000000ga,000000000000000000ga,21,000000000000000000ga,000000000000000000ga,0000000000000000000j
0000000000000000002t,0000000000000000001a,0000000000000000002t,0000000000000000002t,0000000000000000002t,46,0000000000000000002t,0000000000000000002t,0000000000000000002r
000000000000000000gw,0000000000000000000j,000000000000000000gw,000000000000000000gw,000000000000000000gw,19,000000000000000000gw,000000000000000000gw,0000000000000000002j
0000000000000000009l,0000000000000000000w,0000000000000000009l,0000000000000000009l,0000000000000000009l,32,0000000000000000009l,0000000000000000009l,0000000000000000000b
0000000000000000003x,0000000000000000000m,0000000000000000003x,0000000000000000003x,0000000000000000003x,22,0000000000000000003x,0000000000000000003x,0000000000000000000y
000000000000000000hr,0000000000000000000n,000000000000000000hr,000000000000000000hr,000000000000000000hr,23,000000000000000000hr,000000000000000000hr,00000000000000000016
000000000000000000d2,0000000000000000000g,000000000000000000d2,000000000000000000d2,000000000000000000d2,16,000000000000000000d2,000000000000000000d2,0000000000000000002b
00000000000000000034,0000000000000000000b,00000000000000000034,00000000000000000034,00000000000000000034,11,00000000000000000034,00000000000000000034,0000000000000000003w
00000000000000000011,0000000000000000000y,00000000000000000011,00000000000000000011,00000000000000000011,34,00000000000000000011,00000000000000000011,0000000000000000003o
000000000000000000ec,00000000000000000010,000000000000000000ec,000000000000000000ec,000000000000000000ec,36,000000000000000000ec,000000000000000000ec,00000000000000000019
0000000000000000008b,0000000000000000001e,0000000000000000008b,0000000000000000008b,0000000000000000008b,50,0000000000000000008b,0000000000000000008b,00000000000000000046
00000000000000000090,0000000000000000001b,00000000000000000090,00000000000000000090,00000000000000000090,47,00000000000000000090,00000000000000000090,00000000000000000013
0000000000000000009s,0000000000000000000q,0000000000000000009s,0000000000000000009s,0000000000000000009s,26,0000000000000000009s,0000000000000000009s,00000000000000000005
0000000000000000001z,0000000000000000000u,0000000000000000001z,0000000000000000001z,0000000000000000001z,30,0000000000000000001z,0000000000000000001z,0000000000000000003m
000000000000000000fx,00000000000000000008,000000000000000000fx,000000000000000000fx,000000000000000000fx,8,000000000000000000fx,000000000000000000fx,0000000000000000002p
00000000000000000063,0000000000000000000h,00000000000000000063,00000000000000000063,00000000000000000063,17,00000000000000000063,00000000000000000063,0000000000000000001k
000000000000000000i1,0000000000000000000i,000000000000000000i1,000000000000000000i1,000000000000000000i1,18,000000000000000000i1,000000000000000000i1,0000000000000000000i
00000000000000000027,0000000000000000000p,00000000000000000027,00000000000000000027,00000000000000000027,25,00000000000000000027,00000000000000000027,0000000000000000001o
00000000000000000010,0000000000000000000d,00000000000000000010,00000000000000000010,00000000000000000010,13,00000000000000000010,00000000000000000010,00000000000000000002
0000000000000000003c,0000000000000000000v,0000000000000000003c,0000000000000000003c,0000000000000000003c,31,0000000000000000003c,0000000000000000003c,0000000000000000001g
0000000000000000002l,0000000000000000000f,0000000000000000002l,0000000000000000002l,0000000000000000002l,15,0000000000000000002l,0000000000000000002l,0000000000000000001x
000000000000000000b4,00000000000000000004,000000000000000000b4,000000000000000000b4,000000000000000000b4,4,000000000000000000b4,000000000000000000b4,0000000000000000002m
0000000000000000008m,0000000000000000000s,0000000000000000008m,0000000000000000008m,0000000000000000008m,28,0000000000000000008m,0000000000000000008m,00000000000000000042
0000000000000000005n,00000000000000000009,0000000000000000005n,0000000000000000005n,0000000000000000005n,9,0000000000000000005n,0000000000000000005n,0000000000000000000o
0000000000000000006h,00000000000000000011,0000000000000000006h,0000000000000000006h,0000000000000000006h,37,0000000000000000006h,0000000000000000006h,00000000000000000028
00000000000000000004,00000000000000000002,00000000000000000004,00000000000000000004,00000000000000000004,2,00000000000000000004,00000000000000000004,0000000000000000001q
0000000000000000002w,0000000000000000000e,0000000000000000002w,0000000000000000002w,0000000000000000002w,14,0000000000000000002w,0000000000000000002w,0000000000000000003d
000000000000000000gt,0000000000000000001c,000000000000000000gt,000000000000000000gt,000000000000000000gt,48,000000000000000000gt,000000000000000000gt,0000000000000000003b
000000000000000000gj,0000000000000000000x,000000000000000000gj,000000000000000000gj,000000000000000000gj,33,000000000000000000gj,000000000000000000gj,0000000000000000001v
0000000000000000009b,0000000000000000000t,0000000000000000009b,0000000000000000009b,0000000000000000009b,29,0000000000000000009b,0000000000000000009b,0000000000000000002h
000000000000000000hq,00000000000000000001,000000000000000000hq,000000000000000000hq,000000000000000000hq,1,000000000000000000hq,000000000000000000hq,0000000000000000002k
000000000000000000cc,00000000000000000007,000000000000000000cc,000000000000000000cc,000000000000000000cc,7,000000000000000000cc,000000000000000000cc,0000000000000000003e
000000000000000000cd,0000000000000000001d,000000000000000000cd,000000000000000000cd,000000000000000000cd,49,000000000000000000cd,000000000000000000cd,00000000000000000041
000000000000000000d3,00000000000000000014,000000000000000000d3,000000000000000000d3,000000000000000000d3,40,000000000000000000d3,000000000000000000d3,00000000000000000043
0000000000000000003u,00000000000000000015,0000000000000000003u,0000000000000000003u,0000000000000000003u,41,0000000000000000003u,0000000000000000003u,0000000000000000000w
000000000000000000fl,0000000000000000000o,000000000000000000fl,000000000000000000fl,000000000000000000fl,24,000000000000000000fl,000000000000000000fl,0000000000000000001n
000000000000000000cs,0000000000000000000k,000000000000000000cs,000000000000000000cs,000000000000000000cs,20,000000000000000000cs,000000000000000000cs,0000000000000000002n
00000000000000000058,00000000000000000013,00000000000000000058,00000000000000000058,00000000000000000058,39,00000000000000000058,00000000000000000058,0000000000000000001j
00000000000000000053,00000000000000000019,00000000000000000053,00000000000000000053,00000000000000000053,45,00000000000000000053,00000000000000000053,0000000000000000001m
000000000000000000gy,0000000000000000000c,000000000000000000gy,000000000000000000gy,000000000000000000gy,12,000000000000000000gy,000000000000000000gy,0000000000000000001f
000000000000000000c0,0000000000000000000r,000000000000000000c0,000000000000000000c0,000000000000000000c0,27,000000000000000000c0,000000000000000000c0,0000000000000000003n
0000000000000000003p,0000000000000000000a,0000000000000000003p,0000000000000000003p,0000000000000000003p,10,0000000000000000003p,0000000000000000003p,0000000000000000001r
000000000000000000bz,00000000000000000006,000000000000000000bz,000000000000000000bz,000000000000000000bz,6,000000000000000000bz,000000000000000000bz,00000000000000000012
0000000000000000002z,00000000000000000016,0000000000000000002z,0000000000000000002z,0000000000000000002z,42,0000000000000000002z,0000000000000000002z,0000000000000000002v
00000000000000000084,00000000000000000012,00000000000000000084,00000000000000000084,00000000000000000084,38,00000000000000000084,00000000000000000084,00000000000000000007
000000000000000000ep,00000000000000000018,000000000000000000ep,000000000000000000ep,000000000000000000ep,44,000000000000000000ep,000000000000000000ep,0000000000000000000m
000000000000000000hp,00000000000000000005,000000000000000000hp,000000000000000000hp,000000000000000000hp,5,000000000000000000hp,000000000000000000hp,0000000000000000001w
000000000000000000bm,0000000000000000000z,000000000000000000bm,000000000000000000bm,000000000000000000bm,35,000000000000000000bm,000000000000000000bm,0000000000000000000p
0000000000000000001c,00000000000000000017,0000000000000000001c,0000000000000000001c,0000000000000000001c,43,0000000000000000001c,0000000000000000001c,0000000000000000002c
0000000000000000006n,00000000000000000003,0000000000000000006n,0000000000000000006n,0000000000000000006n,3,0000000000000000006n,0000000000000000006n,00000000000000000017
0000000000000000004g,0000000000000000000l,0000000000000000004g,0000000000000000004g,0000000000000000004g,21,0000000000000000004g,0000000000000000004g,00000000000000000031
0000000000000000003g,0000000000000000001a,0000000000000000003g,0000000000000000003g,0000000000000000003g,46,0000000000000000003g,0000000000000000003g,0000000000000000000r
0000000000000000005h,0000000000000000000j,0000000000000000005h,0000000000000000005h,0000000000000000005h,19,0000000000000000005h,0000000000000000005h,0000000000000000002i
00000000000000000025,0000000000000000000w,00000000000000000025,00000000000000000025,00000000000000000025,32,00000000000000000025,00000000000000000025,00000000000000000003
000000000000000000gh,0000000000000000000m,000000000000000000gh,000000000000000000gh,000000000000000000gh,22,000000000000000000gh,000000000000000000gh,00000000000000000026
0000000000000000007v,0000000000000000000n,0000000000000000007v,0000000000000000007v,0000000000000000007v,23,0000000000000000007v,0000000000000000007v,0000000000000000000a
00000000000000000087,0000000000000000000g,00000000000000000087,00000000000000000087,00000000000000000087,16,00000000000000000087,00000000000000000087,0000000000000000002t
000000000000000000gv,0000000000000000000b,000000000000000000gv,000000000000000000gv,000000000000000000gv,11,000000000000000000gv,000000000000000000gv,0000000000000000003x
000000000000000000hz,0000000000000000000y,000000000000000000hz,000000000000000000hz,000000000000000000hz,34,000000000000000000hz,000000000000000000hz,00000000000000000034
000000000000000000d7,00000000000000000010,000000000000000000d7,000000000000000000d7,000000000000000000d7,36,000000000000000000d7,000000000000000000d7,00000000000000000011
0000000000000000006q,0000000000000000001e,0000000000000000006q,0000000000000000006q,0000000000000000006q,50,0000000000000000006q,0000000000000000006q,0000000000000000001z
0000000000000000006m,0000000000000000001b,0000000000000000006m,0000000000000000006m,0000000000000000006m,47,0000000000000000006m,0000000000000000006m,00000000000000000027
0000000000000000003q,0000000000000000000q,0000000000000000003q,0000000000000000003q,0000000000000000003q,26,0000000000000000003q,0000000000000000003q,00000000000000000010
000000000000000000cp,0000000000000000000u,000000000000000000cp,000000000000000000cp,000000000000000000cp,30,000000000000000000cp,000000000000000000cp,0000000000000000003c
0000000000000000004y,00000000000000000008,0000000000000000004y,0000000000000000004y,0000000000000000004y,8,0000000000000000004y,0000000000000000004y,0000000000000000002l
000000000000000000gg,0000000000000000000h,000000000000000000gg,000000000000000000gg,000000000000000000gg,17,000000000000000000gg,000000000000000000gg,00000000000000000004
00000000000000000075,0000000000000000000i,00000000000000000075,00000000000000000075,00000000000000000075,18,00000000000000000075,00000000000000000075,0000000000000000002w
