route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
00000000000000000052,0000000000000000000o,000000000000000004ta,0000000000000000002a,000000000000000000hi,13,000000000000000004ta,0000000000000000006b,19
0000000000000000008e,00000000000000000028,000000000000000002io,000000000000000000xu,000000000000000000ed,43,000000000000000002io,000000000000000000ks,32
0000000000000000009a,0000000000000000001q,000000000000000001vv,000000000000000000u1,000000000000000000de,14,000000000000000001vv,000000000000000000y3,22
000000000000000000h0,0000000000000000003d,00000000000000000347,00000000000000000095,0000000000000000009d,49,00000000000000000347,000000000000000000jk,23
0000000000000000000m,0000000000000000003b,0000000000000000049f,000000000000000000fw,000000000000000000ne,12,0000000000000000049f,0000000000000000015w,16
000000000000000000fw,0000000000000000001v,000000000000000004ch,000000000000000000tt,000000000000000000re,85,000000000000000004ch,000000000000000000iz,11
00000000000000000069,0000000000000000002h,000000000000000001ms,000000000000000000vv,000000000000000000ay,53,000000000000000001ms,0000000000000000007h,34
00000000000000000095,0000000000000000002k,000000000000000003o8,000000000000000000ng,000000000000000000ff,5,000000000000000003o8,00000000000000000006,36
000000000000000000de,0000000000000000003e,000000000000000000hw,000000000000000000vb,000000000000000000gs,19,000000000000000000hw,0000000000000000009u,50
000000000000000000bs,00000000000000000041,0000000000000000005g,0000000000000000009j,000000000000000000ta,73,0000000000000000005g,000000000000000000o8,47
0000000000000000001w,00000000000000000043,00000000000000000179,00000000000000000067,000000000000000000ez,22,00000000000000000179,00000000000000000139,26
000000000000000000fn,0000000000000000004t,000000000000000001e0,000000000000000000jn,0000000000000000005a,71,000000000000000001e0,0000000000000000006q,30
000000000000000000e8,0000000000000000000w,000000000000000004qa,000000000000000000ns,000000000000000000ps,7,000000000000000004qa,00000000000000000039,8
0000000000000000005f,0000000000000000001n,0000000000000000013e,000000000000000000d1,000000000000000000uv,48,0000000000000000013e,0000000000000000011f,17
0000000000000000000p,0000000000000000002n,000000000000000002s6,000000000000000000la,000000000000000000rk,95,000000000000000002s6,0000000000000000004t,18
000000000000000000i2,0000000000000000001j,0000000000000000020f,0000000000000000007f,000000000000000000kh,16,0000000000000000020f,0000000000000000005k,25
000000000000000000dh,0000000000000000001m,000000000000000002v0,000000000000000000l6,000000000000000000ck,81,000000000000000002v0,000000000000000000bg,13
000000000000000000dy,0000000000000000005g,0000000000000000020x,000000000000000000ij,000000000000000000du,20,0000000000000000020x,000000000000000000eq,31
00000000000000000094,0000000000000000001f,000000000000000003oi,0000000000000000005n,0000000000000000008v,69,000000000000000003oi,000000000000000000yp,15
000000000000000000co,0000000000000000004q,000000000000000000ya,000000000000000000jt,00000000000000000020,65,000000000000000000ya,000000000000000000hx,4
000000000000000000e7,0000000000000000006u,0000000000000000024l,00000000000000000061,000000000000000000cp,74,0000000000000000024l,000000000000000000j0,28
0000000000000000004p,0000000000000000003n,000000000000000001yv,000000000000000000qe,0000000000000000009l,64,000000000000000001yv,00000000000000000094,9
0000000000000000009y,0000000000000000001r,000000000000000000b8,000000000000000000f2,0000000000000000009h,27,000000000000000000b8,000000000000000000qy,37
0000000000000000006b,0000000000000000005u,000000000000000002y6,000000000000000000bl,0000000000000000002x,80,000000000000000002y6,0000000000000000010k,2
0000000000000000002c,00000000000000000012,0000000000000000044g,000000000000000000fm,000000000000000000bf,87,0000000000000000044g,0000000000000000015a,14
0000000000000000004m,0000000000000000005i,000000000000000003x3,000000000000000000qg,000000000000000000cm,8,000000000000000003x3,000000000000000000zn,48
0000000000000000007s,0000000000000000002v,0000000000000000007g,000000000000000000a0,000000000000000000dt,29,0000000000000000007g,000000000000000000yi,33
00000000000000000061,00000000000000000007,000000000000000004h9,000000000000000000y2,000000000000000000mx,99,000000000000000004h9,000000000000000000ai,29
000000000000000000gl,00000000000000000052,000000000000000001qp,000000000000000000el,000000000000000000tx,0,000000000000000001qp,00000000000000000001,1
000000000000000000ar,0000000000000000000m,000000000000000002dc,000000000000000000qi,000000000000000000ut,25,000000000000000002dc,0000000000000000001n,7
0000000000000000007t,00000000000000000069,000000000000000000v6,000000000000000000w9,0000000000000000002b,46,000000000000000000v6,000000000000000000dz,49
0000000000000000006r,0000000000000000001w,000000000000000004r0,000000000000000000ow,000000000000000000ey,72,000000000000000004r0,00000000000000000124,40
0000000000000000007c,0000000000000000005f,000000000000000002a0,000000000000000000nx,0000000000000000000c,11,000000000000000002a0,000000000000000000os,41
000000000000000000g3,0000000000000000000p,0000000000000000034h,000000000000000000l8,000000000000000000jo,39,0000000000000000034h,00000000000000000099,24
00000000000000000017,0000000000000000004p,000000000000000003mx,000000000000000000ad,000000000000000000bt,30,000000000000000003mx,000000000000000000gv,20
00000000000000000031,0000000000000000006b,000000000000000003gg,0000000000000000003j,000000000000000000dg,45,000000000000000003gg,0000000000000000015e,39
0000000000000000000r,0000000000000000002c,0000000000000000036y,000000000000000000cy,0000000000000000006i,60,0000000000000000036y,000000000000000000i2,45
0000000000000000002i,0000000000000000004m,0000000000000000032e,000000000000000000s4,000000000000000000jd,15,0000000000000000032e,000000000000000000to,12
0000000000000000008y,00000000000000000061,000000000000000003bl,0000000000000000008k,000000000000000000uf,28,000000000000000003bl,00000000000000000117,27
0000000000000000008c,0000000000000000006r,000000000000000002y4,000000000000000000bj,0000000000000000009m,97,000000000000000002y4,00000000000000000036,10
0000000000000000006d,00000000000000000017,00000000000000000416,0000000000000000001o,000000000000000000b4,84,00000000000000000416,000000000000000000mk,6
000000000000000000bv,00000000000000000031,000000000000000001ft,0000000000000000004f,000000000000000000mw,18,000000000000000001ft,000000000000000000ud,42
00000000000000000003,0000000000000000000r,0000000000000000030f,000000000000000000wi,000000000000000000tg,98,0000000000000000030f,000000000000000000tm,38
00000000000000000026,0000000000000000002i,00000000000000000038,00000000000000000083,000000000000000000i8,90,00000000000000000038,000000000000000000o4,44
0000000000000000000a,0000000000000000006d,000000000000000002po,000000000000000000in,000000000000000000bd,10,000000000000000002po,000000000000000000wp,5
00000000000000000078,00000000000000000003,000000000000000000hn,000000000000000000pb,000000000000000000l0,33,000000000000000000hn,000000000000000000lh,35
0000000000000000005e,00000000000000000026,000000000000000003fd,0000000000000000007w,00000000000000000002,41,000000000000000003fd,0000000000000000016i,43
00000000000000000099,0000000000000000000a,000000000000000001f1,000000000000000000rt,0000000000000000003a,82,000000000000000001f1,0000000000000000005r,3
000000000000000000ga,0000000000000000005e,0000000000000000003g,000000000000000000fv,000000000000000000d3,44,0000000000000000003g,0000000000000000001r,21
0000000000000000002t,0000000000000000002t,0000000000000000011b,000000000000000000e5,000000000000000000ry,38,0000000000000000011b,00000000000000000140,46
000000000000000000gw,0000000000000000003x,000000000000000001bm,0000000000000000000a,00000000000000000013,4,000000000000000001bm,000000000000000000qt,19
0000000000000000009l,00000000000000000034,000000000000000000tc,000000000000000000ge,000000000000000000ch,96,000000000000000000tc,000000000000000000pm,32
0000000000000000003x,00000000000000000011,000000000000000001qu,000000000000000000cf,000000000000000000ii,55,000000000000000001qu,0000000000000000010d,22
000000000000000000hr,0000000000000000001z,000000000000000002lj,0000000000000000005f,000000000000000000td,17,000000000000000002lj,0000000000000000004y,23
000000000000000000d2,00000000000000000063,000000000000000001sq,000000000000000000or,0000000000000000005z,59,000000000000000001sq,000000000000000000dr,16
00000000000000000034,00000000000000000027,000000000000000003wk,000000000000000000h7,0000000000000000006c,1,000000000000000003wk,0000000000000000015g,11
00000000000000000011,00000000000000000010,0000000000000000016s,000000000000000000ip,000000000000000000lz,51,0000000000000000016s,0000000000000000000j,34
000000000000000000ec,0000000000000000003c,000000000000000000m5,000000000000000000tv,000000000000000000vz,68,000000000000000000m5,000000000000000000v5,36
0000000000000000008b,0000000000000000002l,000000000000000001v6,000000000000000000vo,000000000000000000bi,93,000000000000000001v6,000000000000000000e4,50
00000000000000000090,0000000000000000005n,000000000000000001z8,0000000000000000009n,0000000000000000003i,23,000000000000000001z8,000000000000000000y8,47
0000000000000000009s,0000000000000000006h,000000000000000000wj,000000000000000000cr,00000000000000000033,79,000000000000000000wj,00000000000000000073,26
0000000000000000001z,00000000000000000004,000000000000000002mi,000000000000000000pn,000000000000000000v7,61,000000000000000002mi,0000000000000000016e,30
000000000000000000fx,0000000000000000002w,000000000000000000g2,000000000000000000jw,0000000000000000009w,66,000000000000000000g2,0000000000000000007q,8
00000000000000000063,0000000000000000003u,0000000000000000035d,000000000000000000i5,000000000000000000ri,88,0000000000000000035d,000000000000000000i9,17
000000000000000000i1,00000000000000000058,000000000000000000gz,000000000000000000c0,00000000000000000012,91,000000000000000000gz,000000000000000000kx,18
00000000000000000027,00000000000000000053,000000000000000004ng,000000000000000000hi,000000000000000000s8,31,000000000000000004ng,0000000000000000006o,25
00000000000000000010,0000000000000000003p,00000000000000000467,000000000000000000ed,000000000000000000j7,58,00000000000000000467,000000000000000000vy,13
0000000000000000003c,0000000000000000002z,00000000000000000009,000000000000000000de,000000000000000000kl,94,00000000000000000009,0000000000000000009q,31
0000000000000000002l,0000000000000000001c,000000000000000000er,0000000000000000009d,000000000000000000wx,54,000000000000000000er,000000000000000000ho,15
000000000000000000b4,0000000000000000006n,0000000000000000010c,000000000000000000ne,000000000000000000e6,57,0000000000000000010c,000000000000000000k1,4
0000000000000000008m,0000000000000000004g,000000000000000000zy,000000000000000000re,0000000000000000001x,50,000000000000000000zy,00000000000000000122,28
0000000000000000005n,0000000000000000003g,000000000000000004ux,000000000000000000ay,0000000000000000000l,62,000000000000000004ux,000000000000000000li,9
0000000000000000006h,0000000000000000005h,000000000000000000z4,000000000000000000ff,000000000000000000fg,37,000000000000000000z4,000000000000000000xj,37
00000000000000000004,00000000000000000025,000000000000000003hr,000000000000000000gs,000000000000000000nj,6,000000000000000003hr,000000000000000000wc,2
0000000000000000002w,0000000000000000006q,000000000000000000a3,000000000000000000ta,000000000000000000n7,21,000000000000000000a3,000000000000000000x9,14
000000000000000000gt,0000000000000000006m,0000000000000000012z,000000000000000000ez,000000000000000000dc,67,0000000000000000012z,000000000000000000fy,48
000000000000000000gj,0000000000000000003q,0000000000000000023l,0000000000000000005a,000000000000000000jg,24,0000000000000000023l,000000000000000000wy,33
0000000000000000009b,0000000000000000004y,000000000000000000bv,000000000000000000xf,000000000000000000vw,83,000000000000000000bv,000000000000000000vk,29
000000000000000000hq,00000000000000000054,000000000000000003zv,000000000000000000ps,0000000000000000004l,42,000000000000000003zv,000000000000000000s1,1
000000000000000000cc,0000000000000000003v,0000000000000000044n,000000000000000000uv,000000000000000000w5,26,0000000000000000044n,0000000000000000011v,7
000000000000000000cd,0000000000000000003j,0000000000000000048k,000000000000000000rk,0000000000000000002d,89,0000000000000000048k,000000000000000000a1,49
000000000000000000d3,0000000000000000002f,000000000000000002xo,000000000000000000kh,000000000000000000lp,2,000000000000000002xo,000000000000000000zp,40
0000000000000000003u,0000000000000000006s,000000000000000003ay,000000000000000000ck,000000000000000000k2,77,000000000000000003ay,0000000000000000014h,41
000000000000000000fl,0000000000000000001h,000000000000000001wf,000000000000000000du,00000000000000000063,9,000000000000000001wf,0000000000000000017d,24
000000000000000000cs,00000000000000000065,0000000000000000040z,0000000000000000008v,0000000000000000006z,36,0000000000000000040z,00000000000000000014,20
00000000000000000058,0000000000000000001s,000000000000000003kq,00000000000000000020,00000000000000000028,70,000000000000000003kq,0000000000000000002y,39
00000000000000000053,0000000000000000003a,000000000000000002hd,000000000000000000cp,000000000000000000lr,78,000000000000000002hd,000000000000000000lo,45
000000000000000000gy,00000000000000000015,000000000000000000f4,0000000000000000009l,0000000000000000005w,35,000000000000000000f4,0000000000000000003l,12
000000000000000000c0,0000000000000000001l,000000000000000001ln,0000000000000000009h,000000000000000000n9,92,000000000000000001ln,0000000000000000005e,27
0000000000000000003p,0000000000000000005a,000000000000000001t1,0000000000000000002x,00000000000000000076,3,000000000000000001t1,0000000000000000013z,10
000000000000000000bz,0000000000000000000z,000000000000000002kb,000000000000000000xt,000000000000000000jx,47,000000000000000002kb,0000000000000000013h,6
0000000000000000002z,0000000000000000000x,000000000000000004kk,000000000000000000bf,000000000000000000as,76,000000000000000004kk,000000000000000000va,42
00000000000000000084,00000000000000000032,0000000000000000036p,000000000000000000cm,000000000000000000b3,86,0000000000000000036p,00000000000000000167,38
000000000000000000ep,00000000000000000038,000000000000000002nn,000000000000000000dt,000000000000000000id,52,000000000000000002nn,0000000000000000012k,44
000000000000000000hp,0000000000000000002u,000000000000000002b9,000000000000000000mx,000000000000000000fh,63,000000000000000002b9,000000000000000000nd,5
000000000000000000bm,0000000000000000003h,00000000000000000427,000000000000000000tx,000000000000000000f7,40,00000000000000000427,000000000000000000oz,35
0000000000000000001c,00000000000000000067,0000000000000000008c,000000000000000000ut,000000000000000000qb,56,0000000000000000008c,0000000000000000012l,43
0000000000000000006n,0000000000000000003i,000000000000000002r8,0000000000000000002b,000000000000000000gk,34,000000000000000002r8,000000000000000000qp,3
0000000000000000004g,0000000000000000006x,000000000000000000gp,000000000000000000ey,00000000000000000078,32,000000000000000000gp,000000000000000000w6,21
0000000000000000003g,00000000000000000024,00000000000000000472,0000000000000000000c,000000000000000000x0,75,00000000000000000472,0000000000000000017m,46
0000000000000000005h,0000000000000000005q,000000000000000000h6,000000000000000000jo,00000000000000000017,13,000000000000000000h6,0000000000000000011g,19
00000000000000000025,0000000000000000000e,000000000000000004yx,000000000000000000bt,000000000000000000j5,43,000000000000000004yx,0000000000000000008a,32
000000000000000000gh,0000000000000000005z,00000000000000000475,000000000000000000dg,000000000000000000hb,14,00000000000000000475,0000000000000000003m,22
0000000000000000007v,00000000000000000018,000000000000000000m3,0000000000000000006i,000000000000000000wn,49,000000000000000000m3,000000000000000000gi,23
00000000000000000087,0000000000000000003r,0000000000000000047r,000000000000000000jd,000000000000000000h0,12,0000000000000000047r,0000000000000000017s,16
000000000000000000gv,0000000000000000003s,000000000000000001m5,000000000000000000uf,000000000000000000r1,85,000000000000000001m5,000000000000000000op,11
000000000000000000hz,00000000000000000039,000000000000000002mj,0000000000000000009m,000000000000000000ru,53,000000000000000002mj,000000000000000000jr,34
000000000000000000d7,0000000000000000000f,000000000000000000hp,000000000000000000b4,000000000000000000cv,5,000000000000000000hp,000000000000000000l4,36
0000000000000000006q,0000000000000000001e,000000000000000004ii,000000000000000000mw,000000000000000000g0,19,000000000000000004ii,0000000000000000008i,50
0000000000000000006m,0000000000000000000d,000000000000000003sg,000000000000000000tg,000000000000000000aq,73,000000000000000003sg,000000000000000000dx,47
0000000000000000003q,0000000000000000004o,000000000000000004lv,000000000000000000i8,000000000000000000nc,22,000000000000000004lv,000000000000000000zg,26
000000000000000000cp,00000000000000000055,000000000000000001ks,000000000000000000bd,0000000000000000005i,71,000000000000000001ks,00000000000000000080,30
0000000000000000004y,00000000000000000045,000000000000000000e8,000000000000000000l0,000000000000000000nh,7,000000000000000000e8,0000000000000000005d,8
000000000000000000gg,0000000000000000002e,00000000000000000057,00000000000000000002,000000000000000000kk,48,00000000000000000057,0000000000000000012c,17
00000000000000000075,00000000000000000062,000000000000000000si,0000000000000000003a,000000000000000000k5,95,000000000000000000si,0000000000000000011w,18
000000000000000000hg,0000000000000000001i,000000000000000000do,000000000000000000d3,0000000000000000006l,16,000000000000000000do,000000000000000000bo,25
00000000000000000054,00000000000000000050,0000000000000000014f,000000000000000000ry,000000000000000000lj,81,0000000000000000014f,000000000000000000rq,13
0000000000000000007p,00000000000000000006,000000000000000004gt,00000000000000000013,000000000000000000x1,20,000000000000000004gt,000000000000000000ux,31
0000000000000000003v,0000000000000000004c,0000000000000000010h,000000000000000000ch,0000000000000000002u,69,0000000000000000010h,0000000000000000002r,15
000000000000000000gb,0000000000000000000k,00000000000000000332,000000000000000000ii,000000000000000000mp,65,00000000000000000332,000000000000000000aa,4
0000000000000000003j,0000000000000000004j,000000000000000004ex,000000000000000000td,000000000000000000ig,74,000000000000000004ex,000000000000000000q3,28
0000000000000000007n,0000000000000000005m,000000000000000000o7,000000000000000000xq,0000000000000000004n,64,000000000000000000o7,000000000000000000ma,9
0000000000000000002f,0000000000000000005r,0000000000000000011m,0000000000000000005z,000000000000000000pl,27,0000000000000000011m,0000000000000000001f,37
0000000000000000006s,00000000000000000068,000000000000000004d2,0000000000000000006c,0000000000000000002o,80,000000000000000004d2,000000000000000000zj,2
00000000000000000082,00000000000000000022,000000000000000002l7,000000000000000000lz,000000000000000000cs,87,000000000000000002l7,0000000000000000016u,14
000000000000000000d9,0000000000000000000n,000000000000000000ga,000000000000000000vz,0000000000000000003w,8,000000000000000000ga,000000000000000000pf,48
00000000000000000086,0000000000000000003y,000000000000000003ih,000000000000000000bi,000000000000000000ab,29,000000000000000003ih,00000000000000000098,33
000000000000000000g5,0000000000000000003t,00000000000000000506,0000000000000000003i,000000000000000000f8,99,00000000000000000506,0000000000000000001c,29
00000000000000000073,0000000000000000004e,000000000000000001uw,00000000000000000033,000000000000000000qm,0,000000000000000001uw,00000000000000000101,1
000000000000000000g0,00000000000000000020,000000000000000001iu,000000000000000000v7,000000000000000000iv,25,000000000000000001iu,0000000000000000006e,7
000000000000000000db,0000000000000000006o,000000000000000004xh,0000000000000000009w,0000000000000000000x,46,000000000000000004xh,0000000000000000001y,49
0000000000000000009m,00000000000000000056,000000000000000003ij,000000000000000000ri,000000000000000000jh,72,000000000000000003ij,000000000000000000q0,40
0000000000000000001h,00000000000000000008,000000000000000003r7,00000000000000000012,0000000000000000008p,11,000000000000000003r7,0000000000000000007m,41
000000000000000000a9,0000000000000000005s,0000000000000000004w,000000000000000000s8,000000000000000000q1,39,0000000000000000004w,0000000000000000011x,24
000000000000000000e9,0000000000000000005l,000000000000000000ah,000000000000000000j7,000000000000000000ra,30,000000000000000000ah,000000000000000000db,20
00000000000000000065,00000000000000000051,000000000000000001px,000000000000000000kl,000000000000000000uk,45,000000000000000001px,000000000000000000ld,39
0000000000000000001s,00000000000000000035,0000000000000000013g,000000000000000000wx,0000000000000000000h,60,0000000000000000013g,0000000000000000012g,45
000000000000000000gn,0000000000000000005v,000000000000000002vg,000000000000000000e6,000000000000000000rv,15,000000000000000002vg,0000000000000000018g,12
000000000000000000c7,0000000000000000005y,00000000000000000383,0000000000000000001x,000000000000000000sy,28,00000000000000000383,0000000000000000014v,27
0000000000000000008r,0000000000000000001d,000000000000000004xl,0000000000000000000l,000000000000000000ea,97,000000000000000004xl,000000000000000000wr,10
0000000000000000003a,0000000000000000002o,000000000000000000b7,000000000000000000yf,0000000000000000008h,84,000000000000000000b7,000000000000000000y5,6
00000000000000000015,0000000000000000006w,000000000000000002wj,000000000000000000fg,000000000000000000qr,18,000000000000000002wj,000000000000000000dn,42
0000000000000000001l,0000000000000000004a,000000000000000001fr,000000000000000000nj,0000000000000000000g,98,000000000000000001fr,000000000000000000fa,38
000000000000000000d5,0000000000000000004x,000000000000000000fr,000000000000000000n7,000000000000000000q8,90,000000000000000000fr,000000000000000000vh,44
0000000000000000005a,0000000000000000005p,000000000000000002nc,000000000000000000dc,0000000000000000008o,10,000000000000000002nc,000000000000000000xr,5
00000000000000000089,0000000000000000004v,000000000000000001t8,000000000000000000jg,000000000000000000sz,33,000000000000000001t8,000000000000000000px,35
000000000000000000eb,0000000000000000006v,000000000000000001zd,000000000000000000vw,000000000000000000cn,41,000000000000000001zd,000000000000000000eh,43
0000000000000000007l,0000000000000000004l,0000000000000000014q,0000000000000000004l,000000000000000000ax,82,0000000000000000014q,000000000000000000jy,3
0000000000000000000z,0000000000000000004u,000000000000000004yu,000000000000000000w5,000000000000000000tr,44,000000000000000004yu,000000000000000000p2,21
000000000000000000cl,00000000000000000049,000000000000000003v1,0000000000000000002d,000000000000000000b9,38,000000000000000003v1,00000000000000000075,46
000000000000000000dx,0000000000000000003z,000000000000000003xg,000000000000000000lp,0000000000000000008n,4,000000000000000003xg,00000000000000000008,19
0000000000000000000x,0000000000000000002y,00000000000000000062,000000000000000000k2,000000000000000000lm,96,00000000000000000062,000000000000000000d4,32
00000000000000000032,0000000000000000000h,0000000000000000027b,00000000000000000063,000000000000000000hf,55,0000000000000000027b,000000000000000000tz,22
00000000000000000038,0000000000000000003k,00000000000000000108,0000000000000000006z,000000000000000000th,17,00000000000000000108,0000000000000000004c,23
000000000000000000ho,00000000000000000059,000000000000000004o5,00000000000000000028,000000000000000000l2,59,000000000000000004o5,000000000000000000qx,16
000000000000000000aw,0000000000000000006k,000000000000000004fy,000000000000000000lr,000000000000000000s0,1,000000000000000004fy,000000000000000000ka,11
0000000000000000002u,0000000000000000002a,000000000000000003wo,0000000000000000005w,000000000000000000hg,51,000000000000000003wo,000000000000000000nw,34
000000000000000000hm,00000000000000000036,0000000000000000047l,000000000000000000n9,0000000000000000001g,68,0000000000000000047l,000000000000000000jl,36
0000000000000000009g,0000000000000000000l,000000000000000001cb,00000000000000000076,000000000000000000om,93,000000000000000001cb,0000000000000000017j,50
000000000000000000f2,0000000000000000001y,000000000000000001yb,000000000000000000jx,0000000000000000008z,23,000000000000000001yb,000000000000000000pc,47
0000000000000000003h,0000000000000000001u,000000000000000003a3,000000000000000000as,000000000000000000s6,79,000000000000000003a3,0000000000000000010y,26
00000000000000000067,00000000000000000064,000000000000000000hm,000000000000000000b3,000000000000000000oo,61,000000000000000000hm,000000000000000000at,30
000000000000000000bb,0000000000000000006g,0000000000000000046e,000000000000000000id,000000000000000000o6,66,0000000000000000046e,00000000000000000147,8
000000000000000000do,0000000000000000005o,000000000000000002a1,000000000000000000fh,000000000000000000pu,88,000000000000000002a1,000000000000000000aj,17
000000000000000000hj,00000000000000000023,00000000000000000364,000000000000000000f7,0000000000000000006j,91,00000000000000000364,000000000000000000e0,18
0000000000000000007a,0000000000000000006y,000000000000000001p8,000000000000000000qb,0000000000000000008g,31,000000000000000001p8,000000000000000000kf,25
000000000000000000ex,0000000000000000001t,000000000000000001l6,000000000000000000gk,000000000000000000r2,58,000000000000000001l6,0000000000000000008q,13
0000000000000000003i,00000000000000000048,00000000000000000116,00000000000000000078,000000000000000000py,94,00000000000000000116,00000000000000000163,31
0000000000000000006x,0000000000000000000s,000000000000000003c3,000000000000000000x0,000000000000000000r7,54,000000000000000003c3,0000000000000000000q,15
000000000000000000bo,0000000000000000005j,000000000000000003rm,00000000000000000017,000000000000000000wa,57,000000000000000003rm,0000000000000000016m,4
000000000000000000av,0000000000000000003l,000000000000000001tg,000000000000000000j5,000000000000000000fc,50,000000000000000001tg,000000000000000000cb,28
00000000000000000024,00000000000000000029,0000000000000000048v,000000000000000000hb,0000000000000000004o,62,0000000000000000048v,000000000000000000rx,9
000000000000000000b0,0000000000000000002g,000000000000000003fp,000000000000000000wn,000000000000000000md,37,000000000000000003fp,00000000000000000161,37
0000000000000000005q,0000000000000000005d,000000000000000001yp,000000000000000000h0,0000000000000000006t,6,000000000000000001yp,000000000000000000tj,2
0000000000000000008n,00000000000000000009,0000000000000000001e,000000000000000000r1,000000000000000000l1,21,0000000000000000001e,000000000000000000e3,14
0000000000000000000e,0000000000000000006i,0000000000000000029y,000000000000000000ru,000000000000000000qn,67,0000000000000000029y,000000000000000000cc,48
000000000000000000a4,0000000000000000000u,00000000000000000317,000000000000000000cv,000000000000000000j3,24,00000000000000000317,000000000000000000c3,33
000000000000000000an,0000000000000000002s,000000000000000001d4,000000000000000000g0,000000000000000000e1,83,000000000000000001d4,000000000000000000cx,29
000000000000000000gs,00000000000000000001,0000000000000000039u,000000000000000000aq,0000000000000000009b,42,0000000000000000039u,0000000000000000013k,1
000000000000000000ft,0000000000000000000q,0000000000000000002v,000000000000000000nc,0000000000000000004p,26,0000000000000000002v,00000000000000000048,7
0000000000000000005z,00000000000000000033,000000000000000004ot,000000000000000000y1,00000000000000000044,89,000000000000000004ot,000000000000000000dj,49
000000000000000000f5,00000000000000000037,000000000000000003yo,000000000000000000yj,00000000000000000041,2,000000000000000003yo,000000000000000000cz,40
00000000000000000018,0000000000000000001b,00000000000000000266,0000000000000000005i,0000000000000000004b,77,00000000000000000266,000000000000000000ui,41
0000000000000000003r,0000000000000000005x,000000000000000004ka,000000000000000000nh,000000000000000000hv,9,000000000000000004ka,000000000000000000g5,24
000000000000000000df,0000000000000000004s,000000000000000001q3,000000000000000000kk,000000000000000000rg,36,000000000000000001q3,000000000000000000t3,20
000000000000000000ci,0000000000000000006l,000000000000000001da,000000000000000000k5,000000000000000000a6,70,000000000000000001da,0000000000000000012t,39
000000000000000000gp,00000000000000000030,000000000000000003jo,0000000000000000006l,0000000000000000009p,78,000000000000000003jo,0000000000000000007o,45
000000000000000000dn,0000000000000000005b,000000000000000000r3,000000000000000000lj,000000000000000000g1,35,000000000000000000r3,0000000000000000002c,12
0000000000000000003s,00000000000000000021,0000000000000000018i,000000000000000000x1,000000000000000000lx,92,0000000000000000018i,000000000000000000v9,27
000000000000000000e5,0000000000000000000c,000000000000000003fr,0000000000000000002u,000000000000000000iw,3,000000000000000003fr,00000000000000000022,10
00000000000000000039,00000000000000000014,0000000000000000021z,000000000000000000mp,0000000000000000002k,47,0000000000000000021z,000000000000000000qh,6
0000000000000000000f,0000000000000000000v,000000000000000002n1,000000000000000000ig,0000000000000000000s,76,000000000000000002n1,00000000000000000143,42
000000000000000000au,00000000000000000044,000000000000000001b7,0000000000000000004n,000000000000000000af,86,000000000000000001b7,000000000000000000kj,38
0000000000000000001e,0000000000000000004d,0000000000000000004r,000000000000000000pl,000000000000000000f6,52,0000000000000000004r,000000000000000000ic,44
00000000000000000083,0000000000000000001a,0000000000000000002a,0000000000000000002o,000000000000000000ub,63,0000000000000000002a,0000000000000000014i,5
000000000000000000dz,00000000000000000057,000000000000000003qe,000000000000000000cs,000000000000000000hs,40,000000000000000003qe,000000000000000000dq,35
000000000000000000e1,0000000000000000001p,0000000000000000041q,0000000000000000003w,000000000000000000h3,56,0000000000000000041q,00000000000000000053,43
0000000000000000000d,0000000000000000006t,000000000000000003j0,000000000000000000xv,000000000000000000dd,34,000000000000000003j0,000000000000000000ly,3
0000000000000000009e,00000000000000000040,00000000000000000336,000000000000000000ab,000000000000000000x3,32,00000000000000000336,0000000000000000009g,21
000000000000000000cm,0000000000000000006f,000000000000000004lh,000000000000000000f8,00000000000000000064,75,000000000000000004lh,0000000000000000001a,46
0000000000000000004o,0000000000000000000g,000000000000000000xu,000000000000000000qm,000000000000000000di,13,000000000000000000xu,0000000000000000000e,19
00000000000000000098,0000000000000000006a,000000000000000001ed,000000000000000000iv,000000000000000000g7,43,000000000000000001ed,000000000000000000my,32
000000000000000000fk,0000000000000000000t,000000000000000001a8,0000000000000000000x,000000000000000000tn,14,000000000000000001a8,000000000000000000p1,22
000000000000000000c2,0000000000000000004f,0000000000000000018f,000000000000000000jh,0000000000000000001p,49,0000000000000000018f,000000000000000000ox,23
00000000000000000055,0000000000000000002q,000000000000000003au,0000000000000000008p,000000000000000000ie,12,000000000000000003au,0000000000000000007l,16
000000000000000000fm,0000000000000000002d,000000000000000001pv,000000000000000000q1,000000000000000000uj,85,000000000000000001pv,000000000000000000oc,11
000000000000000000di,0000000000000000005c,00000000000000000106,000000000000000000ra,0000000000000000008b,53,00000000000000000106,000000000000000000rw,34
000000000000000000eo,0000000000000000003f,000000000000000004y3,000000000000000000uk,0000000000000000002j,5,000000000000000004y3,0000000000000000008w,36
000000000000000000gz,0000000000000000004r,000000000000000000u1,0000000000000000000h,000000000000000000np,19,000000000000000000u1,000000000000000000nk,50
0000000000000000009v,0000000000000000002x,000000000000000002vt,000000000000000000rv,00000000000000000084,73,000000000000000002vt,000000000000000000so,47
00000000000000000045,0000000000000000000j,00000000000000000095,000000000000000000sy,000000000000000000mz,22,00000000000000000095,000000000000000000ni,26
000000000000000000d1,0000000000000000002r,000000000000000003fn,000000000000000000ea,000000000000000000t0,71,000000000000000003fn,00000000000000000174,30
