trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
0000000000000000008c,000000000000000000re,000000000000000000re,0000000000000000006b,72,000000000000000001bc,1,1,1704
0000000000000000006d,000000000000000000ay,000000000000000000ay,000000000000000000nt,94,000000000000000000cy,2,2,466
00000000000000000003,000000000000000000ff,000000000000000000ff,0000000000000000002c,46,000000000000000000s4,0,0,1012
00000000000000000026,000000000000000000gs,000000000000000000gs,0000000000000000004m,13,0000000000000000008k,1,1,308
0000000000000000000a,000000000000000000ta,000000000000000000ta,0000000000000000007s,85,0000000000000000012v,2,2,1399
00000000000000000078,000000000000000000ez,000000000000000000ez,00000000000000000061,84,000000000000000001x1,0,0,2485
0000000000000000005e,0000000000000000005a,0000000000000000005a,000000000000000000gl,77,00000000000000000511,1,1,6517
00000000000000000099,000000000000000000xf,000000000000000000xf,000000000000000000ar,28,0000000000000000039p,2,2,4237
0000000000000000002t,000000000000000000ps,000000000000000000ps,0000000000000000007t,89,000000000000000001mt,0,0,2117
0000000000000000009l,000000000000000000uv,000000000000000000uv,0000000000000000006r,11,000000000000000003pv,1,1,4819
0000000000000000003x,000000000000000000rk,000000000000000000rk,0000000000000000007c,71,0000000000000000036l,2,2,4125
00000000000000000034,000000000000000000kh,000000000000000000kh,000000000000000000mi,87,000000000000000002h3,0,0,3207
00000000000000000011,000000000000000000ck,000000000000000000ck,000000000000000000iy,74,000000000000000004g2,1,1,5762
0000000000000000008b,000000000000000000du,000000000000000000du,000000000000000000g3,7,000000000000000002p2,2,2,3494
00000000000000000090,0000000000000000008v,0000000000000000008v,000000000000000000kj,43,000000000000000004mu,0,0,6006
0000000000000000009s,00000000000000000020,00000000000000000020,00000000000000000017,93,00000000000000000365,1,1,4109
0000000000000000001z,000000000000000000cp,000000000000000000cp,00000000000000000031,39,000000000000000001qv,2,2,2263
00000000000000000063,0000000000000000009l,0000000000000000009l,000000000000000000mo,65,000000000000000002n6,0,0,3426
00000000000000000027,0000000000000000009h,0000000000000000009h,0000000000000000000r,45,000000000000000001je,1,1,1994
00000000000000000010,0000000000000000002x,0000000000000000002x,000000000000000000ji,6,000000000000000004tz,2,2,6263
0000000000000000003c,000000000000000000xt,000000000000000000xt,0000000000000000002i,36,000000000000000004tt,0,0,6257
0000000000000000002l,00000000000000000130,00000000000000000130,0000000000000000008y,44,0000000000000000045l,1,1,5385
0000000000000000008m,000000000000000000bf,000000000000000000bf,0000000000000000008c,88,000000000000000001lm,2,2,2074
0000000000000000005n,0000000000000000015q,0000000000000000015q,000000000000000000kh,4,000000000000000001re,0,0,2282
0000000000000000006h,0000000000000000015h,0000000000000000015h,000000000000000000lj,22,000000000000000003ib,1,1,4547
00000000000000000004,000000000000000000cm,000000000000000000cm,0000000000000000006d,47,000000000000000005fk,2,2,7040
0000000000000000002w,0000000000000000015k,0000000000000000015k,000000000000000000bv,20,000000000000000003wx,0,0,5073
0000000000000000009b,000000000000000000dt,000000000000000000dt,00000000000000000003,33,0000000000000000057x,1,1,6765
0000000000000000003u,000000000000000000mx,000000000000000000mx,00000000000000000026,23,000000000000000001xa,2,2,2494
00000000000000000058,000000000000000000tx,000000000000000000tx,0000000000000000000a,54,000000000000000005fs,0,0,7048
00000000000000000053,00000000000000000134,00000000000000000134,00000000000000000078,69,000000000000000004a1,1,1,5545
0000000000000000003p,0000000000000000011l,0000000000000000011l,000000000000000000jm,73,000000000000000005cj,2,2,6931
0000000000000000002z,000000000000000000ut,000000000000000000ut,0000000000000000005e,95,000000000000000004pt,0,0,6113
00000000000000000084,0000000000000000002b,0000000000000000002b,00000000000000000099,53,000000000000000000bj,1,1,415
0000000000000000001c,0000000000000000011y,0000000000000000011y,000000000000000000ga,62,000000000000000003g7,2,2,4471
0000000000000000006n,000000000000000000ey,000000000000000000ey,0000000000000000002t,24,000000000000000002s7,0,0,3607
0000000000000000004g,0000000000000000014t,0000000000000000014t,000000000000000000gw,61,00000000000000000222,1,1,2666
0000000000000000003g,0000000000000000000c,0000000000000000000c,000000000000000000ip,17,000000000000000002z5,2,2,3857
0000000000000000005h,000000000000000000jo,000000000000000000jo,0000000000000000009l,12,0000000000000000059q,0,0,6830
00000000000000000025,000000000000000000bt,000000000000000000bt,0000000000000000003x,78,0000000000000000022q,1,1,2690
0000000000000000007v,000000000000000000dg,000000000000000000dg,000000000000000000hr,35,000000000000000002cu,2,2,3054
00000000000000000087,0000000000000000006i,0000000000000000006i,000000000000000000d2,37,0000000000000000001o,0,0,60
0000000000000000006q,000000000000000000jd,000000000000000000jd,00000000000000000034,51,000000000000000002qc,1,1,3540
0000000000000000006m,000000000000000000uf,000000000000000000uf,00000000000000000011,48,0000000000000000036j,2,2,4123
0000000000000000003q,000000000000000000yv,000000000000000000yv,000000000000000000m4,27,000000000000000002dt,0,0,3089
0000000000000000004y,0000000000000000009m,0000000000000000009m,000000000000000000ec,82,000000000000000001n1,1,1,2125
00000000000000000075,000000000000000000b4,000000000000000000b4,0000000000000000008b,63,0000000000000000042z,2,2,5291
00000000000000000054,0000000000000000013n,0000000000000000013n,000000000000000000jr,31,000000000000000001i8,0,0,1952
0000000000000000007p,000000000000000000mw,000000000000000000mw,00000000000000000090,9,000000000000000003xf,1,1,5091
0000000000000000003v,000000000000000000tg,000000000000000000tg,0000000000000000009s,57,0000000000000000004f,2,2,159
0000000000000000003j,000000000000000000zu,000000000000000000zu,0000000000000000001z,90,000000000000000002dy,0,0,3094
0000000000000000007n,00000000000000000120,00000000000000000120,000000000000000000n9,18,000000000000000001v8,1,1,2420
0000000000000000002f,000000000000000000i8,000000000000000000i8,000000000000000000fx,19,0000000000000000022i,2,2,2682
0000000000000000006s,000000000000000000bd,000000000000000000bd,000000000000000000lg,26,000000000000000000wi,0,0,1170
00000000000000000082,000000000000000000yt,000000000000000000yt,00000000000000000063,75,0000000000000000044i,1,1,5346
00000000000000000086,000000000000000000zt,000000000000000000zt,000000000000000000i1,14,0000000000000000040d,2,2,5197
00000000000000000073,000000000000000000l0,000000000000000000l0,000000000000000000ka,92,000000000000000004y5,0,0,6413
0000000000000000009m,00000000000000000002,00000000000000000002,000000000000000000mq,32,0000000000000000038w,1,1,4208
0000000000000000001h,0000000000000000003a,0000000000000000003a,00000000000000000027,16,00000000000000000083,2,2,291
000000000000000000a9,000000000000000000d3,000000000000000000d3,00000000000000000010,5,000000000000000001qw,0,0,2264
00000000000000000065,000000000000000000ry,000000000000000000ry,0000000000000000003c,29,000000000000000002ot,1,1,3485
0000000000000000001s,00000000000000000013,00000000000000000013,0000000000000000002l,96,00000000000000000483,2,2,5475
0000000000000000008r,0000000000000000017p,0000000000000000017p,000000000000000000b4,60,0000000000000000025t,0,0,2801
0000000000000000003a,000000000000000000ch,000000000000000000ch,0000000000000000008m,10,000000000000000003yz,1,1,5147
00000000000000000015,000000000000000000ii,000000000000000000ii,000000000000000000jd,64,000000000000000002o7,2,2,3463
0000000000000000001l,000000000000000000td,000000000000000000td,0000000000000000005n,38,00000000000000000381,0,0,4177
0000000000000000005a,000000000000000000xq,000000000000000000xq,0000000000000000006h,58,000000000000000004ub,1,1,6275
00000000000000000089,0000000000000000017t,0000000000000000017t,00000000000000000004,97,000000000000000001c2,2,2,1730
0000000000000000007l,00000000000000000104,00000000000000000104,0000000000000000002w,67,000000000000000001jk,0,0,2000
0000000000000000000z,0000000000000000005z,0000000000000000005z,000000000000000000j2,59,000000000000000000in,1,1,671
0000000000000000000x,0000000000000000006c,0000000000000000006c,000000000000000000iz,3,0000000000000000036g,2,2,4120
00000000000000000032,000000000000000000lz,000000000000000000lz,000000000000000000gt,15,0000000000000000028w,0,0,2912
00000000000000000038,0000000000000000016y,0000000000000000016y,000000000000000000gj,81,000000000000000001ax,1,1,1689
0000000000000000002u,000000000000000000vz,000000000000000000vz,0000000000000000009b,56,00000000000000000438,2,2,5300
0000000000000000009g,000000000000000000bi,000000000000000000bi,000000000000000000hq,83,000000000000000001wz,0,0,2483
0000000000000000003h,0000000000000000003i,0000000000000000003i,000000000000000000cc,70,000000000000000004xr,1,1,6399
00000000000000000067,00000000000000000033,00000000000000000033,000000000000000000cd,80,000000000000000000pb,2,2,911
0000000000000000007a,000000000000000000v7,000000000000000000v7,000000000000000000d3,49,000000000000000002v6,0,0,3714
0000000000000000003i,0000000000000000009w,0000000000000000009w,0000000000000000003u,34,00000000000000000346,1,1,4038
0000000000000000006x,000000000000000000ri,000000000000000000ri,000000000000000000fl,30,000000000000000004z6,2,2,6450
00000000000000000024,00000000000000000012,00000000000000000012,000000000000000000cs,2,0000000000000000007w,0,0,284
0000000000000000005q,000000000000000000s8,000000000000000000s8,000000000000000000nx,8,0000000000000000057h,1,1,6749
0000000000000000008n,000000000000000000j7,000000000000000000j7,00000000000000000058,50,000000000000000005a0,2,2,6840
0000000000000000000e,000000000000000000kl,000000000000000000kl,000000000000000000no,41,000000000000000002j4,0,0,3280
000000000000000000a4,000000000000000000wx,000000000000000000wx,000000000000000000mu,79,000000000000000002m3,1,1,3387
000000000000000000an,000000000000000000e6,000000000000000000e6,00000000000000000053,42,000000000000000001gt,2,2,1901
0000000000000000005z,0000000000000000001x,0000000000000000001x,000000000000000000k2,86,000000000000000001lu,0,0,2082
00000000000000000018,0000000000000000000l,0000000000000000000l,000000000000000000gy,91,0000000000000000024i,1,1,2754
0000000000000000003r,000000000000000000yf,000000000000000000yf,000000000000000000k5,25,000000000000000001ty,2,2,2374
0000000000000000003s,000000000000000000fg,000000000000000000fg,000000000000000000j4,68,000000000000000001wn,0,0,2471
00000000000000000039,000000000000000000nj,000000000000000000nj,000000000000000000kf,66,000000000000000004e3,1,1,5691
0000000000000000000f,0000000000000000010i,0000000000000000010i,000000000000000000c0,52,0000000000000000049u,2,2,5538
000000000000000000au,000000000000000000n7,000000000000000000n7,0000000000000000003p,55,00000000000000000512,0,0,6518
0000000000000000001e,0000000000000000015u,0000000000000000015u,000000000000000000bz,76,000000000000000003bc,1,1,4296
00000000000000000083,000000000000000000dc,000000000000000000dc,0000000000000000002z,21,000000000000000002jd,2,2,3289
0000000000000000000d,000000000000000000jg,000000000000000000jg,000000000000000000l8,40,0000000000000000030u,0,0,3918
0000000000000000009e,000000000000000000zc,000000000000000000zc,000000000000000000j9,72,000000000000000000rt,1,1,1001
0000000000000000004o,00000000000000000142,00000000000000000142,000000000000000000o1,94,000000000000000001kt,2,2,2045
00000000000000000098,00000000000000000170,00000000000000000170,00000000000000000084,46,000000000000000000fv,0,0,571
00000000000000000055,000000000000000000z9,000000000000000000z9,000000000000000000ep,13,000000000000000002tw,1,1,3668
0000000000000000009v,000000000000000000vw,000000000000000000vw,000000000000000000hp,85,000000000000000004u1,2,2,6265
00000000000000000045,0000000000000000004l,0000000000000000004l,000000000000000000bm,84,000000000000000002h8,0,0,3212
0000000000000000002e,000000000000000000w5,000000000000000000w5,000000000000000000lm,77,000000000000000002fl,1,1,3153
00000000000000000062,0000000000000000017h,0000000000000000017h,0000000000000000001c,28,000000000000000004jx,2,2,5901
0000000000000000001i,0000000000000000010r,0000000000000000010r,0000000000000000006n,89,000000000000000005ex,0,0,7017
00000000000000000050,0000000000000000002d,0000000000000000002d,0000000000000000004g,11,000000000000000002v8,1,1,3716
00000000000000000006,000000000000000000lp,000000000000000000lp,0000000000000000003g,71,000000000000000004wg,2,2,6352
0000000000000000004c,000000000000000000k2,000000000000000000k2,0000000000000000005h,87,000000000000000003h9,0,0,4509
0000000000000000000k,0000000000000000016d,0000000000000000016d,00000000000000000025,74,000000000000000004ih,1,1,5849
000000000000000000as,00000000000000000063,00000000000000000063,000000000000000000gh,7,000000000000000003qt,2,2,4853
0000000000000000004j,0000000000000000006z,0000000000000000006z,0000000000000000007v,43,000000000000000004qb,0,0,6131
0000000000000000005m,00000000000000000028,00000000000000000028,00000000000000000087,93,00000000000000000151,1,1,1477
0000000000000000005r,000000000000000000lr,000000000000000000lr,000000000000000000gv,39,000000000000000005gv,2,2,7087
0000000000000000009d,0000000000000000005w,0000000000000000005w,000000000000000000hz,65,00000000000000000200,0,0,2592
0000000000000000007u,000000000000000000n9,000000000000000000n9,000000000000000000iu,45,0000000000000000026f,1,1,2823
0000000000000000007h,0000000000000000017c,0000000000000000017c,000000000000000000d7,6,000000000000000004z1,2,2,6445
00000000000000000068,00000000000000000076,00000000000000000076,0000000000000000006q,36,000000000000000001c9,0,0,1737
00000000000000000022,000000000000000000jx,000000000000000000jx,0000000000000000006m,44,000000000000000001v1,1,1,2413
0000000000000000000n,000000000000000000as,000000000000000000as,0000000000000000003q,88,000000000000000001r1,2,2,2269
0000000000000000003y,0000000000000000010f,0000000000000000010f,000000000000000000cp,4,000000000000000002x0,0,0,3780
0000000000000000003t,000000000000000000b3,000000000000000000b3,000000000000000000lr,22,0000000000000000027m,1,1,2866
00000000000000000081,000000000000000000id,000000000000000000id,0000000000000000004y,47,000000000000000003ga,2,2,4474
0000000000000000004e,000000000000000000fh,000000000000000000fh,000000000000000000gg,20,000000000000000002x4,0,0,3784
00000000000000000020,000000000000000000f7,000000000000000000f7,00000000000000000075,33,000000000000000002e6,1,1,3102
0000000000000000006o,00000000000000000177,00000000000000000177,000000000000000000hg,23,0000000000000000028c,2,2,2892
00000000000000000056,000000000000000000qb,000000000000000000qb,00000000000000000054,54,000000000000000000e5,0,0,509
000000000000000000ap,0000000000000000018z,0000000000000000018z,000000000000000000ks,69,0000000000000000000a,1,1,10
00000000000000000008,000000000000000000gk,000000000000000000gk,0000000000000000007p,73,000000000000000000ge,2,2,590
0000000000000000005s,00000000000000000078,00000000000000000078,0000000000000000003v,95,000000000000000003p1,0,0,4789
000000000000000000a3,000000000000000000x0,000000000000000000x0,000000000000000000gb,53,000000000000000001tf,1,1,2355
0000000000000000009x,00000000000000000017,00000000000000000017,0000000000000000003j,62,000000000000000001k6,2,2,2022
0000000000000000005l,000000000000000000j5,000000000000000000j5,0000000000000000007n,24,000000000000000002tp,0,0,3661
00000000000000000051,000000000000000000hb,000000000000000000hb,0000000000000000002f,61,000000000000000004ik,1,1,5852
0000000000000000007f,0000000000000000018v,0000000000000000018v,0000000000000000006s,17,000000000000000003vq,2,2,5030
0000000000000000007o,000000000000000000z1,000000000000000000z1,00000000000000000082,12,0000000000000000052f,0,0,6567
00000000000000000035,0000000000000000013i,0000000000000000013i,000000000000000000d9,78,000000000000000002vv,1,1,3739
000000000000000000ag,000000000000000000wn,000000000000000000wn,00000000000000000086,35,000000000000000000cf,2,2,447
000000000000000000a6,00000000000000000168,00000000000000000168,000000000000000000g5,37,000000000000000004wn,0,0,6359
0000000000000000005v,000000000000000000h0,000000000000000000h0,00000000000000000073,51,000000000000000003sq,1,1,4922
000000000000000000a7,000000000000000000r1,000000000000000000r1,000000000000000000g0,48,0000000000000000005f,2,2,195
0000000000000000007e,000000000000000000ru,000000000000000000ru,000000000000000000nm,27,0000000000000000015m,0,0,1498
0000000000000000005y,000000000000000000cv,000000000000000000cv,000000000000000000db,82,000000000000000000or,1,1,891
000000000000000000ah,000000000000000000g0,000000000000000000g0,0000000000000000009m,63,000000000000000001ye,2,2,2534
0000000000000000001d,000000000000000000aq,000000000000000000aq,000000000000000000mp,31,000000000000000003m7,0,0,4687
0000000000000000007d,000000000000000000nc,000000000000000000nc,0000000000000000001h,9,000000000000000004w8,1,1,6344
0000000000000000002o,000000000000000000y1,000000000000000000y1,000000000000000000a9,57,00000000000000000345,2,2,4037
0000000000000000008w,000000000000000000yj,000000000000000000yj,000000000000000000e9,90,000000000000000002ah,0,0,2969
0000000000000000006w,0000000000000000005i,0000000000000000005i,00000000000000000065,18,000000000000000003wc,1,1,5052
0000000000000000004a,000000000000000000nh,000000000000000000nh,000000000000000000jh,19,000000000000000002v5,2,2,3713
0000000000000000004x,000000000000000000kk,000000000000000000kk,0000000000000000001s,26,000000000000000004kc,0,0,5916
0000000000000000005p,000000000000000000k5,000000000000000000k5,000000000000000000i7,75,000000000000000001qd,1,1,2245
0000000000000000007x,0000000000000000014r,0000000000000000014r,000000000000000000na,14,000000000000000001to,2,2,2364
0000000000000000009n,0000000000000000006l,0000000000000000006l,000000000000000000gn,92,000000000000000002ki,0,0,3330
0000000000000000007g,000000000000000000lj,000000000000000000lj,000000000000000000c7,32,000000000000000004w1,1,1,6337
0000000000000000009w,0000000000000000018k,0000000000000000018k,0000000000000000008r,16,000000000000000002so,2,2,3624
0000000000000000004v,000000000000000000x1,000000000000000000x1,0000000000000000003a,5,000000000000000002tx,0,0,3669
0000000000000000006v,0000000000000000002u,0000000000000000002u,00000000000000000015,29,000000000000000004vo,1,1,6324
000000000000000000a8,0000000000000000010l,0000000000000000010l,0000000000000000001l,96,0000000000000000027d,2,2,2857
0000000000000000007q,000000000000000000zb,000000000000000000zb,000000000000000000d5,60,000000000000000002y5,0,0,3821
0000000000000000004l,000000000000000000yx,000000000000000000yx,0000000000000000005a,10,0000000000000000042t,1,1,5285
00000000000000000072,000000000000000000mp,000000000000000000mp,00000000000000000089,64,0000000000000000018e,2,2,1598
0000000000000000004u,000000000000000000ig,000000000000000000ig,000000000000000000ib,38,00000000000000000397,0,0,4219
00000000000000000049,0000000000000000004n,0000000000000000004n,000000000000000000eb,58,000000000000000004om,1,1,6070
0000000000000000003z,000000000000000000pl,000000000000000000pl,0000000000000000007l,97,000000000000000003rx,2,2,4893
0000000000000000002y,0000000000000000002o,0000000000000000002o,0000000000000000000z,67,000000000000000000h7,0,0,619
0000000000000000000h,000000000000000000cs,000000000000000000cs,000000000000000000cl,59,0000000000000000050k,1,1,6500
0000000000000000003k,0000000000000000003w,0000000000000000003w,000000000000000000iv,3,000000000000000002hu,2,2,3234
0000000000000000008d,000000000000000000xv,000000000000000000xv,000000000000000000dx,15,000000000000000000ip,0,0,673
00000000000000000059,000000000000000000ab,000000000000000000ab,000000000000000000id,81,000000000000000000tv,1,1,1075
0000000000000000006k,000000000000000000f8,000000000000000000f8,0000000000000000000x,56,000000000000000002lz,2,2,3383
0000000000000000002a,000000000000000000qm,000000000000000000qm,000000000000000000nu,83,000000000000000000vo,0,0,1140
00000000000000000036,0000000000000000016q,0000000000000000016q,00000000000000000032,70,000000000000000004ao,1,1,5568
000000000000000000ak,000000000000000000iv,000000000000000000iv,000000000000000000ne,80,0000000000000000009n,2,2,347
0000000000000000008l,0000000000000000000x,0000000000000000000x,000000000000000000jj,49,000000000000000000cr,0,0,459
0000000000000000000l,00000000000000000135,00000000000000000135,00000000000000000038,34,000000000000000005gb,1,1,7067
0000000000000000001y,00000000000000000103,00000000000000000103,000000000000000000k3,30,00000000000000000556,2,2,6666
0000000000000000009p,000000000000000000jh,000000000000000000jh,000000000000000000ho,2,000000000000000002bx,0,0,3021
0000000000000000008p,0000000000000000010z,0000000000000000010z,000000000000000000aw,8,000000000000000004lc,1,1,5952
0000000000000000001u,0000000000000000008p,0000000000000000008p,0000000000000000002u,50,000000000000000000pn,2,2,923
00000000000000000064,000000000000000000q1,000000000000000000q1,000000000000000000hm,41,000000000000000003eu,0,0,4422
0000000000000000006g,000000000000000000ra,000000000000000000ra,0000000000000000009g,79,000000000000000000jw,1,1,716
0000000000000000007b,000000000000000000uk,000000000000000000uk,000000000000000000lc,42,000000000000000001pk,2,2,2216
0000000000000000005o,0000000000000000000h,0000000000000000000h,000000000000000000m5,86,000000000000000000i5,0,0,653
00000000000000000077,000000000000000000rv,000000000000000000rv,000000000000000000f2,91,0000000000000000015s,1,1,1504
00000000000000000023,000000000000000000sy,000000000000000000sy,0000000000000000003h,25,000000000000000001cz,2,2,1763
0000000000000000006y,0000000000000000013w,0000000000000000013w,00000000000000000067,68,0000000000000000031n,0,0,3947
0000000000000000009z,000000000000000000ea,000000000000000000ea,000000000000000000kx,66,0000000000000000023c,1,1,2712
00000000000000000071,0000000000000000008h,0000000000000000008h,000000000000000000bb,52,000000000000000002zj,2,2,3871
0000000000000000001t,000000000000000000qr,000000000000000000qr,000000000000000000do,55,0000000000000000049l,0,0,5529
00000000000000000070,0000000000000000000g,0000000000000000000g,000000000000000000j0,76,000000000000000004mb,1,1,5987
00000000000000000048,000000000000000000q8,000000000000000000q8,000000000000000000hj,21,000000000000000002b0,2,2,2988
0000000000000000000s,0000000000000000008o,0000000000000000008o,0000000000000000007a,40,000000000000000004rh,0,0,6173
0000000000000000005j,000000000000000000sz,000000000000000000sz,000000000000000000l2,72,0000000000000000031v,1,1,3955
0000000000000000003l,0000000000000000015j,0000000000000000015j,000000000000000000ex,94,000000000000000002gg,2,2,3184
00000000000000000093,000000000000000000cn,000000000000000000cn,000000000000000000nh,46,000000000000000004fv,0,0,5755
00000000000000000029,0000000000000000014k,0000000000000000014k,000000000000000000lp,13,000000000000000001h6,1,1,1914
0000000000000000002g,000000000000000000ax,000000000000000000ax,0000000000000000003i,85,00000000000000000275,2,2,2849
0000000000000000007i,00000000000000000136,00000000000000000136,0000000000000000006x,84,000000000000000000c0,0,0,432
0000000000000000005d,000000000000000000tr,000000000000000000tr,000000000000000000bo,77,00000000000000000482,1,1,5474
0000000000000000008j,000000000000000000b9,000000000000000000b9,000000000000000000n2,28,00000000000000000246,2,2,2742
0000000000000000007k,0000000000000000008n,0000000000000000008n,000000000000000000av,89,000000000000000001aa,0,0,1666
00000000000000000009,000000000000000000lm,000000000000000000lm,00000000000000000024,11,00000000000000000431,1,1,5293
0000000000000000006i,000000000000000000hf,000000000000000000hf,000000000000000000b0,71,000000000000000001li,2,2,2070
0000000000000000000u,000000000000000000th,000000000000000000th,0000000000000000005q,87,000000000000000001ku,0,0,2046
0000000000000000002s,000000000000000000l2,000000000000000000l2,0000000000000000008n,74,000000000000000000hi,1,1,630
0000000000000000008f,000000000000000000s0,000000000000000000s0,0000000000000000000e,7,0000000000000000015l,2,2,1497
00000000000000000001,0000000000000000014u,0000000000000000014u,000000000000000000a4,43,000000000000000000ed,0,0,517
0000000000000000000q,000000000000000000hg,000000000000000000hg,000000000000000000an,93,000000000000000000de,1,1,482
0000000000000000009c,0000000000000000001g,0000000000000000001g,000000000000000000gs,39,0000000000000000055d,2,2,6673
00000000000000000033,000000000000000000om,000000000000000000om,000000000000000000ft,65,000000000000000002ne,0,0,3434
000000000000000000aa,0000000000000000008z,0000000000000000008z,000000000000000000ik,45,000000000000000001wi,1,1,2466
00000000000000000037,000000000000000000s6,000000000000000000s6,0000000000000000005z,6,0000000000000000045w,2,2,5396
0000000000000000001b,000000000000000000oo,000000000000000000oo,000000000000000000f5,36,0000000000000000009d,0,0,337
0000000000000000005x,0000000000000000013p,0000000000000000013p,00000000000000000018,44,000000000000000001ra,1,1,2278
0000000000000000008a,000000000000000000o6,000000000000000000o6,0000000000000000003r,88,000000000000000003br,2,2,4311
0000000000000000004s,000000000000000000zz,000000000000000000zz,000000000000000000df,4,0000000000000000037y,0,0,4174
0000000000000000006l,000000000000000000pu,000000000000000000pu,000000000000000000ci,22,000000000000000004pe,1,1,6098
00000000000000000030,0000000000000000006j,0000000000000000006j,000000000000000000gp,47,000000000000000001rn,2,2,2291
000000000000000000a0,0000000000000000008g,0000000000000000008g,000000000000000000dn,20,000000000000000003x2,0,0,5078
0000000000000000007r,0000000000000000016v,0000000000000000016v,000000000000000000ia,33,0000000000000000037g,1,1,4156
0000000000000000005b,000000000000000000r2,000000000000000000r2,000000000000000000nk,23,000000000000000003vw,2,2,5036
00000000000000000021,000000000000000000py,000000000000000000py,000000000000000000nv,54,000000000000000005c9,0,0,6921
0000000000000000000c,000000000000000000r7,000000000000000000r7,0000000000000000003s,69,000000000000000003z4,1,1,5152
0000000000000000008o,000000000000000000wa,000000000000000000wa,000000000000000000e5,73,000000000000000002we,2,2,3758
00000000000000000014,000000000000000000fc,000000000000000000fc,00000000000000000039,95,0000000000000000017k,0,0,1568
0000000000000000000v,0000000000000000004o,0000000000000000004o,0000000000000000000f,53,000000000000000001w1,1,1,2449
0000000000000000008z,000000000000000000md,000000000000000000md,000000000000000000au,62,000000000000000003e1,2,2,4393
00000000000000000092,0000000000000000006t,0000000000000000006t,0000000000000000001e,24,00000000000000000115,0,0,1337
000000000000000000ab,000000000000000000l1,000000000000000000l1,00000000000000000083,61,000000000000000000ne,1,1,842
00000000000000000044,000000000000000000qn,000000000000000000qn,000000000000000000dz,17,000000000000000000re,2,2,986
0000000000000000004d,000000000000000000j3,000000000000000000j3,000000000000000000i8,12,000000000000000001kq,0,0,2042
0000000000000000001a,000000000000000000e1,000000000000000000e1,000000000000000000e1,78,000000000000000000ay,1,1,394
00000000000000000057,0000000000000000009b,0000000000000000009b,0000000000000000000d,35,000000000000000002hs,2,2,3232
0000000000000000007z,0000000000000000004p,0000000000000000004p,0000000000000000009e,37,000000000000000000ff,0,0,555
0000000000000000007w,0000000000000000016h,0000000000000000016h,000000000000000000jw,51,0000000000000000023o,1,1,2724
0000000000000000008x,00000000000000000044,00000000000000000044,000000000000000000cm,48,000000000000000000gs,2,2,604
0000000000000000007m,00000000000000000041,00000000000000000041,000000000000000000jl,27,000000000000000004bz,0,0,5615
0000000000000000001p,0000000000000000004b,0000000000000000004b,0000000000000000004o,82,000000000000000000ta,1,1,1054
0000000000000000006t,00000000000000000152,00000000000000000152,00000000000000000098,63,000000000000000001nk,2,2,2144
0000000000000000008s,0000000000000000010o,0000000000000000010o,000000000000000000fk,31,000000000000000004y4,0,0,6412
00000000000000000040,000000000000000000hv,000000000000000000hv,000000000000000000c2,9,000000000000000003iq,1,1,4562
000000000000000000ac,000000000000000000rg,000000000000000000rg,00000000000000000055,57,000000000000000002s2,2,2,3602
0000000000000000006f,000000000000000000a6,000000000000000000a6,000000000000000000li,90,000000000000000001tv,0,0,2371
0000000000000000000g,0000000000000000017w,0000000000000000017w,000000000000000000fm,18,000000000000000002au,1,1,2982
000000000000000000a2,0000000000000000009p,0000000000000000009p,000000000000000000di,19,000000000000000004hn,2,2,5819
00000000000000000097,000000000000000000g1,000000000000000000g1,000000000000000000eo,26,000000000000000002dn,0,0,3083
0000000000000000006a,000000000000000000lx,000000000000000000lx,000000000000000000gz,75,000000000000000001d7,1,1,1771
000000000000000000al,000000000000000000iw,000000000000000000iw,000000000000000000kv,14,000000000000000003er,2,2,4419
00000000000000000079,0000000000000000002k,0000000000000000002k,0000000000000000009v,92,000000000000000000ez,0,0,539
0000000000000000000t,0000000000000000000s,0000000000000000000s,00000000000000000045,32,000000000000000001dg,1,1,1780
0000000000000000004f,000000000000000000af,000000000000000000af,000000000000000000nj,16,000000000000000003ti,2,2,4950
0000000000000000002q,000000000000000000f6,000000000000000000f6,000000000000000000n5,5,000000000000000001fb,0,0,1847
0000000000000000002d,000000000000000000ub,000000000000000000ub,000000000000000000d1,29,000000000000000003sh,1,1,4913
0000000000000000005c,000000000000000000hs,000000000000000000hs,0000000000000000002e,96,0000000000000000005a,2,2,190
0000000000000000008k,000000000000000000h3,000000000000000000h3,00000000000000000062,60,000000000000000000xf,0,0,1203
0000000000000000009u,000000000000000000dd,000000000000000000dd,000000000000000000hb,10,000000000000000000ps,1,1,928
0000000000000000003f,000000000000000000x3,000000000000000000x3,0000000000000000001i,64,000000000000000003n1,2,2,4717
0000000000000000004r,00000000000000000064,00000000000000000064,000000000000000000az,38,000000000000000003x4,0,0,5080
0000000000000000002x,000000000000000000di,000000000000000000di,00000000000000000050,58,000000000000000000uv,1,1,1111
0000000000000000009q,000000000000000000g7,000000000000000000g7,000000000000000000hw,97,0000000000000000048z,2,2,5507
0000000000000000000j,000000000000000000tn,000000000000000000tn,000000000000000000go,67,000000000000000003m9,0,0,4689
0000000000000000002r,0000000000000000001p,0000000000000000001p,000000000000000000cx,59,000000000000000004zi,1,1,6462
00000000000000000096,000000000000000000ie,000000000000000000ie,000000000000000000f1,3,000000000000000000rk,2,2,992
