route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
00000000000000000010,00000000000000000003,0000000000000000002z,0000000000000000001u,00000000000000000001,0,0000000000000000002z,0000000000000000002g,1
0000000000000000000q,0000000000000000000b,00000000000000000084,0000000000000000001m,00000000000000000007,1,00000000000000000084,0000000000000000000a,2
0000000000000000000u,00000000000000000008,0000000000000000001c,00000000000000000002,0000000000000000001d,3,0000000000000000001c,0000000000000000001y,3
00000000000000000008,0000000000000000000d,0000000000000000006n,0000000000000000000e,00000000000000000014,4,0000000000000000006n,0000000000000000002e,1
0000000000000000000h,0000000000000000000f,0000000000000000004g,0000000000000000001j,00000000000000000015,2,0000000000000000004g,00000000000000000021,2
0000000000000000000i,00000000000000000004,0000000000000000003g,0000000000000000001x,0000000000000000000o,5,0000000000000000003g,00000000000000000006,3
0000000000000000000p,00000000000000000009,0000000000000000005h,0000000000000000001c,0000000000000000001v,0,0000000000000000005h,00000000000000000016,1
0000000000000000000d,00000000000000000002,00000000000000000025,0000000000000000000x,0000000000000000001t,1,00000000000000000025,0000000000000000002k,2
0000000000000000000v,0000000000000000000e,0000000000000000007v,0000000000000000000t,0000000000000000001f,3,0000000000000000007v,00000000000000000012,3
0000000000000000000f,00000000000000000001,00000000000000000087,00000000000000000001,0000000000000000001i,4,00000000000000000087,0000000000000000001s,1
00000000000000000004,00000000000000000007,0000000000000000006q,00000000000000000007,0000000000000000000k,2,0000000000000000006q,00000000000000000018,2
0000000000000000000s,0000000000000000000c,0000000000000000006m,0000000000000000001d,00000000000000000013,5,0000000000000000006m,00000000000000000005,3
00000000000000000009,0000000000000000000a,0000000000000000003q,00000000000000000014,0000000000000000001z,0,0000000000000000003q,0000000000000000000z,1
00000000000000000011,00000000000000000006,0000000000000000004y,00000000000000000015,00000000000000000019,1,0000000000000000004y,00000000000000000017,2
00000000000000000002,00000000000000000005,00000000000000000075,0000000000000000000o,0000000000000000000c,3,00000000000000000075,0000000000000000002f,3
0000000000000000000e,00000000000000000003,00000000000000000054,0000000000000000001v,0000000000000000000r,4,00000000000000000054,00000000000000000003,1
0000000000000000000x,0000000000000000000b,0000000000000000007p,0000000000000000001t,0000000000000000000a,2,0000000000000000007p,0000000000000000000l,2
0000000000000000000t,00000000000000000008,0000000000000000003v,0000000000000000001f,0000000000000000001y,5,0000000000000000003v,0000000000000000001a,3
00000000000000000001,0000000000000000000d,0000000000000000003j,0000000000000000001i,00000000000000000006,0,0000000000000000003j,0000000000000000000j,1
00000000000000000007,0000000000000000000f,0000000000000000007n,00000000000000000023,00000000000000000016,1,0000000000000000007n,0000000000000000000w,2
0000000000000000000o,00000000000000000004,0000000000000000002f,0000000000000000000k,00000000000000000012,3,0000000000000000002f,0000000000000000000m,3
0000000000000000000k,00000000000000000009,0000000000000000006s,00000000000000000013,0000000000000000001s,4,0000000000000000006s,0000000000000000001h,1
00000000000000000013,00000000000000000002,00000000000000000082,0000000000000000001z,00000000000000000018,2,00000000000000000082,0000000000000000001w,2
0000000000000000000c,0000000000000000000e,00000000000000000086,00000000000000000019,00000000000000000005,5,00000000000000000086,00000000000000000020,3
0000000000000000000r,00000000000000000001,00000000000000000073,0000000000000000000c,0000000000000000000z,0,00000000000000000073,0000000000000000002m,1
0000000000000000000a,00000000000000000007,0000000000000000009m,0000000000000000000r,00000000000000000017,1,0000000000000000009m,0000000000000000001g,2
00000000000000000006,0000000000000000000c,0000000000000000001h,0000000000000000000a,00000000000000000003,3,0000000000000000001h,0000000000000000001p,3
00000000000000000012,0000000000000000000a,000000000000000000a9,0000000000000000001y,0000000000000000000l,4,000000000000000000a9,0000000000000000000n,1
00000000000000000005,00000000000000000006,00000000000000000065,00000000000000000021,0000000000000000001a,2,00000000000000000065,0000000000000000001o,2
0000000000000000000z,00000000000000000005,0000000000000000001s,00000000000000000006,0000000000000000000j,5,0000000000000000001s,0000000000000000000g,3
00000000000000000003,00000000000000000003,0000000000000000008r,00000000000000000016,0000000000000000000w,0,0000000000000000008r,0000000000000000000b,1
0000000000000000000l,0000000000000000000b,0000000000000000003a,00000000000000000012,0000000000000000000m,1,0000000000000000003a,00000000000000000025,2
0000000000000000000j,00000000000000000008,00000000000000000015,0000000000000000001s,0000000000000000001h,3,00000000000000000015,0000000000000000000y,3
0000000000000000000w,0000000000000000000d,0000000000000000001l,00000000000000000018,0000000000000000001w,4,0000000000000000001l,00000000000000000010,1
0000000000000000000m,0000000000000000000f,0000000000000000005a,00000000000000000005,00000000000000000020,2,0000000000000000005a,0000000000000000001e,2
0000000000000000000n,00000000000000000004,00000000000000000089,0000000000000000000z,0000000000000000001g,5,00000000000000000089,0000000000000000001b,3
0000000000000000000g,00000000000000000009,0000000000000000007l,00000000000000000017,0000000000000000001p,0,0000000000000000007l,0000000000000000000q,1
0000000000000000000b,00000000000000000002,0000000000000000000z,00000000000000000003,0000000000000000000n,1,0000000000000000000z,00000000000000000029,2
0000000000000000000y,0000000000000000000e,0000000000000000000x,0000000000000000000l,0000000000000000001o,3,0000000000000000000x,0000000000000000001q,3
00000000000000000010,00000000000000000001,00000000000000000032,0000000000000000001a,0000000000000000000g,4,00000000000000000032,0000000000000000000u,1
0000000000000000000q,00000000000000000007,00000000000000000038,0000000000000000000j,0000000000000000000b,2,00000000000000000038,00000000000000000008,2
0000000000000000000u,0000000000000000000c,0000000000000000002u,0000000000000000000w,0000000000000000000y,5,0000000000000000002u,0000000000000000001k,3
00000000000000000008,0000000000000000000a,0000000000000000009g,0000000000000000000m,00000000000000000010,0,0000000000000000009g,0000000000000000002h,1
0000000000000000000h,00000000000000000006,0000000000000000003h,0000000000000000001h,0000000000000000001e,1,0000000000000000003h,0000000000000000000h,2
0000000000000000000i,00000000000000000005,00000000000000000067,0000000000000000001w,0000000000000000001b,3,00000000000000000067,0000000000000000000i,3
0000000000000000000p,00000000000000000003,0000000000000000007a,00000000000000000020,0000000000000000000q,4,0000000000000000007a,0000000000000000000p,1
0000000000000000000d,0000000000000000000b,0000000000000000003i,0000000000000000001g,0000000000000000001q,2,0000000000000000003i,00000000000000000022,2
0000000000000000000v,00000000000000000008,0000000000000000006x,0000000000000000001p,0000000000000000000u,5,0000000000000000006x,0000000000000000000d,3
0000000000000000000f,0000000000000000000d,00000000000000000024,0000000000000000000n,00000000000000000008,0,00000000000000000024,0000000000000000002j,1
00000000000000000004,0000000000000000000f,0000000000000000005q,0000000000000000001o,0000000000000000001k,1,0000000000000000005q,0000000000000000000v,2
0000000000000000000s,00000000000000000004,0000000000000000008n,0000000000000000000g,0000000000000000000h,3,0000000000000000008n,0000000000000000000f,3
00000000000000000009,00000000000000000009,0000000000000000000e,0000000000000000000b,0000000000000000000i,4,0000000000000000000e,00000000000000000004,1
00000000000000000011,00000000000000000002,000000000000000000a4,0000000000000000000y,0000000000000000000p,2,000000000000000000a4,0000000000000000000s,2
00000000000000000002,0000000000000000000e,000000000000000000an,00000000000000000010,0000000000000000000d,5,000000000000000000an,0000000000000000002n,3
0000000000000000000e,00000000000000000001,0000000000000000005z,0000000000000000001e,0000000000000000000v,0,0000000000000000005z,0000000000000000001n,1
0000000000000000000x,00000000000000000007,00000000000000000018,0000000000000000001b,0000000000000000000f,1,00000000000000000018,00000000000000000009,2
0000000000000000000t,0000000000000000000c,0000000000000000003r,0000000000000000000q,00000000000000000004,3,0000000000000000003r,0000000000000000001r,3
00000000000000000001,0000000000000000000a,0000000000000000003s,0000000000000000001q,0000000000000000000s,4,0000000000000000003s,00000000000000000011,1
00000000000000000007,00000000000000000006,00000000000000000039,0000000000000000000u,0000000000000000001n,2,00000000000000000039,0000000000000000001l,2
0000000000000000000o,00000000000000000005,0000000000000000000f,00000000000000000008,00000000000000000009,5,0000000000000000000f,0000000000000000002o,3
0000000000000000000k,00000000000000000003,000000000000000000au,0000000000000000001k,0000000000000000001r,0,000000000000000000au,0000000000000000001u,1
00000000000000000013,0000000000000000000b,0000000000000000001e,0000000000000000000h,00000000000000000011,1,0000000000000000001e,0000000000000000001m,2
0000000000000000000c,00000000000000000008,00000000000000000083,0000000000000000000i,0000000000000000001l,3,00000000000000000083,00000000000000000002,3
0000000000000000000r,0000000000000000000d,0000000000000000000d,0000000000000000000p,0000000000000000001u,4,0000000000000000000d,0000000000000000000e,1
0000000000000000000a,0000000000000000000f,0000000000000000009e,00000000000000000022,0000000000000000001m,2,0000000000000000009e,00000000000000000028,2
00000000000000000006,00000000000000000004,0000000000000000004o,0000000000000000000d,00000000000000000002,5,0000000000000000004o,0000000000000000001j,3
00000000000000000012,00000000000000000009,00000000000000000098,0000000000000000000v,0000000000000000000e,0,00000000000000000098,0000000000000000002a,1
00000000000000000005,00000000000000000002,00000000000000000055,0000000000000000000f,0000000000000000001j,1,00000000000000000055,0000000000000000001x,2
0000000000000000000z,0000000000000000000e,0000000000000000009v,00000000000000000004,0000000000000000001x,3,0000000000000000009v,00000000000000000027,3
00000000000000000003,00000000000000000001,00000000000000000045,0000000000000000000s,0000000000000000001c,4,00000000000000000045,0000000000000000001c,1
0000000000000000000l,00000000000000000007,0000000000000000002e,0000000000000000001n,0000000000000000000x,2,0000000000000000002e,0000000000000000000x,2
0000000000000000000j,0000000000000000000c,00000000000000000062,00000000000000000009,0000000000000000000t,5,00000000000000000062,0000000000000000000t,3
0000000000000000000w,0000000000000000000a,0000000000000000001i,0000000000000000001r,00000000000000000001,0,0000000000000000001i,00000000000000000001,1
0000000000000000000m,00000000000000000006,00000000000000000050,00000000000000000011,00000000000000000007,1,00000000000000000050,00000000000000000007,2
0000000000000000000n,00000000000000000005,00000000000000000006,0000000000000000001l,0000000000000000001d,3,00000000000000000006,0000000000000000001d,3
0000000000000000000g,00000000000000000003,0000000000000000004c,0000000000000000001u,00000000000000000014,4,0000000000000000004c,00000000000000000014,1
0000000000000000000b,0000000000000000000b,0000000000000000000k,0000000000000000001m,00000000000000000015,2,0000000000000000000k,00000000000000000026,2
0000000000000000000y,00000000000000000008,000000000000000000as,00000000000000000002,0000000000000000000o,5,000000000000000000as,00000000000000000015,3
00000000000000000010,0000000000000000000d,0000000000000000004j,0000000000000000000e,0000000000000000001v,0,0000000000000000004j,0000000000000000002d,1
0000000000000000000q,0000000000000000000f,0000000000000000005m,0000000000000000001j,0000000000000000001t,1,0000000000000000005m,0000000000000000002i,2
0000000000000000000u,00000000000000000004,0000000000000000005r,0000000000000000001x,0000000000000000001f,3,0000000000000000005r,0000000000000000000o,3
00000000000000000008,00000000000000000009,0000000000000000009d,0000000000000000001c,0000000000000000001i,4,0000000000000000009d,0000000000000000001v,1
0000000000000000000h,00000000000000000002,0000000000000000007u,0000000000000000000x,0000000000000000000k,2,0000000000000000007u,0000000000000000001t,2
0000000000000000000i,0000000000000000000e,0000000000000000007h,0000000000000000000t,00000000000000000013,5,0000000000000000007h,0000000000000000001f,3
0000000000000000000p,00000000000000000001,00000000000000000068,00000000000000000001,0000000000000000001z,0,00000000000000000068,0000000000000000001i,1
0000000000000000000d,00000000000000000007,00000000000000000022,00000000000000000007,00000000000000000019,1,00000000000000000022,00000000000000000023,2
0000000000000000000v,0000000000000000000c,0000000000000000000n,0000000000000000001d,0000000000000000000c,3,0000000000000000000n,0000000000000000000k,3
0000000000000000000f,0000000000000000000a,0000000000000000003y,00000000000000000014,0000000000000000000r,4,0000000000000000003y,00000000000000000013,1
00000000000000000004,00000000000000000006,0000000000000000003t,00000000000000000015,0000000000000000000a,2,0000000000000000003t,0000000000000000001z,2
0000000000000000000s,00000000000000000005,00000000000000000081,0000000000000000000o,0000000000000000001y,5,00000000000000000081,0000000000000000002l,3
00000000000000000009,00000000000000000003,0000000000000000004e,0000000000000000001v,00000000000000000006,0,0000000000000000004e,00000000000000000019,1
00000000000000000011,0000000000000000000b,00000000000000000020,0000000000000000001t,00000000000000000016,1,00000000000000000020,0000000000000000000c,2
00000000000000000002,00000000000000000008,0000000000000000006o,0000000000000000001f,00000000000000000012,3,0000000000000000006o,0000000000000000002c,3
0000000000000000000e,0000000000000000000d,00000000000000000056,0000000000000000001i,0000000000000000001s,4,00000000000000000056,0000000000000000002b,1
0000000000000000000x,0000000000000000000f,000000000000000000ap,00000000000000000023,00000000000000000018,2,000000000000000000ap,00000000000000000024,2
0000000000000000000t,00000000000000000004,00000000000000000008,0000000000000000000k,00000000000000000005,5,00000000000000000008,0000000000000000000r,3
00000000000000000001,00000000000000000009,0000000000000000005s,00000000000000000013,0000000000000000000z,0,0000000000000000005s,0000000000000000002g,1
00000000000000000007,00000000000000000002,000000000000000000a3,0000000000000000001z,00000000000000000017,1,000000000000000000a3,0000000000000000000a,2
0000000000000000000o,0000000000000000000e,0000000000000000009x,00000000000000000019,00000000000000000003,3,0000000000000000009x,0000000000000000001y,3
0000000000000000000k,00000000000000000001,0000000000000000005l,0000000000000000000c,0000000000000000000l,4,0000000000000000005l,0000000000000000002e,1
00000000000000000013,00000000000000000007,00000000000000000051,0000000000000000000r,0000000000000000001a,2,00000000000000000051,00000000000000000021,2
0000000000000000000c,0000000000000000000c,0000000000000000007f,0000000000000000000a,0000000000000000000j,5,0000000000000000007f,00000000000000000006,3
0000000000000000000r,0000000000000000000a,0000000000000000007o,0000000000000000001y,0000000000000000000w,0,0000000000000000007o,00000000000000000016,1
0000000000000000000a,00000000000000000006,00000000000000000035,00000000000000000021,0000000000000000000m,1,00000000000000000035,0000000000000000002k,2
00000000000000000006,00000000000000000005,000000000000000000ag,00000000000000000006,0000000000000000001h,3,000000000000000000ag,00000000000000000012,3
00000000000000000012,00000000000000000003,000000000000000000a6,00000000000000000016,0000000000000000001w,4,000000000000000000a6,0000000000000000001s,1
00000000000000000005,0000000000000000000b,0000000000000000005v,00000000000000000012,00000000000000000020,2,0000000000000000005v,00000000000000000018,2
0000000000000000000z,00000000000000000008,000000000000000000a7,0000000000000000001s,0000000000000000001g,5,000000000000000000a7,00000000000000000005,3
00000000000000000003,0000000000000000000d,0000000000000000007e,00000000000000000018,0000000000000000001p,0,0000000000000000007e,0000000000000000000z,1
0000000000000000000l,0000000000000000000f,0000000000000000005y,00000000000000000005,0000000000000000000n,1,0000000000000000005y,00000000000000000017,2
0000000000000000000j,00000000000000000004,000000000000000000ah,0000000000000000000z,0000000000000000001o,3,000000000000000000ah,0000000000000000002f,3
0000000000000000000w,00000000000000000009,0000000000000000001d,00000000000000000017,0000000000000000000g,4,0000000000000000001d,00000000000000000003,1
0000000000000000000m,00000000000000000002,0000000000000000007d,00000000000000000003,0000000000000000000b,2,0000000000000000007d,0000000000000000000l,2
0000000000000000000n,0000000000000000000e,0000000000000000002o,0000000000000000000l,0000000000000000000y,5,0000000000000000002o,0000000000000000001a,3
0000000000000000000g,00000000000000000001,0000000000000000008w,0000000000000000001a,00000000000000000010,0,0000000000000000008w,0000000000000000000j,1
0000000000000000000b,00000000000000000007,0000000000000000006w,0000000000000000000j,0000000000000000001e,1,0000000000000000006w,0000000000000000000w,2
0000000000000000000y,0000000000000000000c,0000000000000000004a,0000000000000000000w,0000000000000000001b,3,0000000000000000004a,0000000000000000000m,3
00000000000000000010,0000000000000000000a,0000000000000000004x,0000000000000000000m,0000000000000000000q,4,0000000000000000004x,0000000000000000001h,1
0000000000000000000q,00000000000000000006,0000000000000000005p,0000000000000000001h,0000000000000000001q,2,0000000000000000005p,0000000000000000001w,2
0000000000000000000u,00000000000000000005,0000000000000000007x,0000000000000000001w,0000000000000000000u,5,0000000000000000007x,00000000000000000020,3
00000000000000000008,00000000000000000003,0000000000000000009n,00000000000000000020,00000000000000000008,0,0000000000000000009n,0000000000000000002m,1
0000000000000000000h,0000000000000000000b,0000000000000000007g,0000000000000000001g,0000000000000000001k,1,0000000000000000007g,0000000000000000001g,2
0000000000000000000i,00000000000000000008,0000000000000000009w,0000000000000000001p,0000000000000000000h,3,0000000000000000009w,0000000000000000001p,3
0000000000000000000p,0000000000000000000d,0000000000000000004v,0000000000000000000n,0000000000000000000i,4,0000000000000000004v,0000000000000000000n,1
0000000000000000000d,0000000000000000000f,0000000000000000006v,0000000000000000001o,0000000000000000000p,2,0000000000000000006v,0000000000000000001o,2
0000000000000000000v,00000000000000000004,000000000000000000a8,0000000000000000000g,0000000000000000000d,5,000000000000000000a8,0000000000000000000g,3
0000000000000000000f,00000000000000000009,0000000000000000007q,0000000000000000000b,0000000000000000000v,0,0000000000000000007q,0000000000000000000b,1
00000000000000000004,00000000000000000002,0000000000000000004l,0000000000000000000y,0000000000000000000f,1,0000000000000000004l,00000000000000000025,2
0000000000000000000s,0000000000000000000e,00000000000000000072,00000000000000000010,00000000000000000004,3,00000000000000000072,0000000000000000000y,3
00000000000000000009,00000000000000000001,0000000000000000004u,0000000000000000001e,0000000000000000000s,4,0000000000000000004u,00000000000000000010,1
00000000000000000011,00000000000000000007,00000000000000000049,0000000000000000001b,0000000000000000001n,2,00000000000000000049,0000000000000000001e,2
00000000000000000002,0000000000000000000c,0000000000000000003z,0000000000000000000q,00000000000000000009,5,0000000000000000003z,0000000000000000001b,3
0000000000000000000e,0000000000000000000a,0000000000000000002y,0000000000000000001q,0000000000000000001r,0,0000000000000000002y,0000000000000000000q,1
0000000000000000000x,00000000000000000006,0000000000000000000h,0000000000000000000u,00000000000000000011,1,0000000000000000000h,00000000000000000029,2
0000000000000000000t,00000000000000000005,0000000000000000003k,00000000000000000008,0000000000000000001l,3,0000000000000000003k,0000000000000000001q,3
00000000000000000001,00000000000000000003,0000000000000000008d,0000000000000000001k,0000000000000000001u,4,0000000000000000008d,0000000000000000000u,1
00000000000000000007,0000000000000000000b,00000000000000000059,0000000000000000000h,0000000000000000001m,2,00000000000000000059,00000000000000000008,2
0000000000000000000o,00000000000000000008,0000000000000000006k,0000000000000000000i,00000000000000000002,5,0000000000000000006k,0000000000000000001k,3
0000000000000000000k,0000000000000000000d,0000000000000000002a,0000000000000000000p,0000000000000000000e,0,0000000000000000002a,0000000000000000002h,1
00000000000000000013,0000000000000000000f,00000000000000000036,00000000000000000022,0000000000000000001j,1,00000000000000000036,0000000000000000000h,2
0000000000000000000c,00000000000000000004,000000000000000000ak,0000000000000000000d,0000000000000000001x,3,000000000000000000ak,0000000000000000000i,3
0000000000000000000r,00000000000000000009,0000000000000000008l,0000000000000000000v,0000000000000000001c,4,0000000000000000008l,0000000000000000000p,1
0000000000000000000a,00000000000000000002,0000000000000000000l,0000000000000000000f,0000000000000000000x,2,0000000000000000000l,00000000000000000022,2
00000000000000000006,0000000000000000000e,0000000000000000001y,00000000000000000004,0000000000000000000t,5,0000000000000000001y,0000000000000000000d,3
00000000000000000012,00000000000000000001,0000000000000000009p,0000000000000000000s,00000000000000000001,0,0000000000000000009p,0000000000000000002j,1
00000000000000000005,00000000000000000007,0000000000000000008p,0000000000000000001n,00000000000000000007,1,0000000000000000008p,0000000000000000000v,2
0000000000000000000z,0000000000000000000c,0000000000000000001u,00000000000000000009,0000000000000000001d,3,0000000000000000001u,0000000000000000000f,3
00000000000000000003,0000000000000000000a,00000000000000000064,0000000000000000001r,00000000000000000014,4,00000000000000000064,00000000000000000004,1
0000000000000000000l,00000000000000000006,0000000000000000006g,00000000000000000011,00000000000000000015,2,0000000000000000006g,0000000000000000000s,2
0000000000000000000j,00000000000000000005,0000000000000000007b,0000000000000000001l,0000000000000000000o,5,0000000000000000007b,0000000000000000002n,3
0000000000000000000w,00000000000000000003,0000000000000000005o,0000000000000000001u,0000000000000000001v,0,0000000000000000005o,0000000000000000001n,1
0000000000000000000m,0000000000000000000b,00000000000000000077,0000000000000000001m,0000000000000000001t,1,00000000000000000077,00000000000000000009,2
0000000000000000000n,00000000000000000008,00000000000000000023,00000000000000000002,0000000000000000001f,3,00000000000000000023,0000000000000000001r,3
0000000000000000000g,0000000000000000000d,0000000000000000006y,0000000000000000000e,0000000000000000001i,4,0000000000000000006y,00000000000000000011,1
0000000000000000000b,0000000000000000000f,0000000000000000009z,0000000000000000001j,0000000000000000000k,2,0000000000000000009z,0000000000000000001l,2
0000000000000000000y,00000000000000000004,00000000000000000071,0000000000000000001x,00000000000000000013,5,00000000000000000071,0000000000000000002o,3
00000000000000000010,00000000000000000009,0000000000000000001t,0000000000000000001c,0000000000000000001z,0,0000000000000000001t,0000000000000000001u,1
0000000000000000000q,00000000000000000002,00000000000000000070,0000000000000000000x,00000000000000000019,1,00000000000000000070,0000000000000000001m,2
0000000000000000000u,0000000000000000000e,00000000000000000048,0000000000000000000t,0000000000000000000c,3,00000000000000000048,00000000000000000002,3
00000000000000000008,00000000000000000001,0000000000000000000s,00000000000000000001,0000000000000000000r,4,0000000000000000000s,0000000000000000000e,1
0000000000000000000h,00000000000000000007,0000000000000000005j,00000000000000000007,0000000000000000000a,2,0000000000000000005j,00000000000000000028,2
0000000000000000000i,0000000000000000000c,0000000000000000003l,0000000000000000001d,0000000000000000001y,5,0000000000000000003l,0000000000000000001j,3
0000000000000000000p,0000000000000000000a,00000000000000000093,00000000000000000014,00000000000000000006,0,00000000000000000093,0000000000000000002a,1
0000000000000000000d,00000000000000000006,00000000000000000029,00000000000000000015,00000000000000000016,1,00000000000000000029,0000000000000000001x,2
0000000000000000000v,00000000000000000005,0000000000000000002g,0000000000000000000o,00000000000000000012,3,0000000000000000002g,00000000000000000027,3
0000000000000000000f,00000000000000000003,0000000000000000007i,0000000000000000001v,0000000000000000001s,4,0000000000000000007i,0000000000000000001c,1
00000000000000000004,0000000000000000000b,0000000000000000005d,0000000000000000001t,00000000000000000018,2,0000000000000000005d,0000000000000000000x,2
0000000000000000000s,00000000000000000008,0000000000000000008j,0000000000000000001f,00000000000000000005,5,0000000000000000008j,0000000000000000000t,3
00000000000000000009,0000000000000000000d,0000000000000000007k,0000000000000000001i,0000000000000000000z,0,0000000000000000007k,00000000000000000001,1
00000000000000000011,0000000000000000000f,00000000000000000009,00000000000000000023,00000000000000000017,1,00000000000000000009,00000000000000000007,2
00000000000000000002,00000000000000000004,0000000000000000006i,0000000000000000000k,00000000000000000003,3,0000000000000000006i,0000000000000000001d,3
0000000000000000000e,00000000000000000009,0000000000000000000u,00000000000000000013,0000000000000000000l,4,0000000000000000000u,00000000000000000014,1
0000000000000000000x,00000000000000000002,0000000000000000002s,0000000000000000001z,0000000000000000001a,2,0000000000000000002s,00000000000000000026,2
0000000000000000000t,0000000000000000000e,0000000000000000008f,00000000000000000019,0000000000000000000j,5,0000000000000000008f,00000000000000000015,3
00000000000000000001,00000000000000000001,00000000000000000001,0000000000000000000c,0000000000000000000w,0,00000000000000000001,0000000000000000002d,1
00000000000000000007,00000000000000000007,0000000000000000000q,0000000000000000000r,0000000000000000000m,1,0000000000000000000q,0000000000000000002i,2
