trip_id,start_time,end_time,headway_secs,exact_times
0000000000000000006c,0000000000000000001a,0000000000000000001d,200,0
0000000000000000004z,0000000000000000000j,00000000000000000014,219,0
00000000000000000016,0000000000000000000w,00000000000000000015,225,0
0000000000000000002b,0000000000000000000m,0000000000000000000o,192,0
0000000000000000003w,0000000000000000001h,0000000000000000001t,207,0
0000000000000000003o,0000000000000000001g,0000000000000000001f,190,0
0000000000000000009h,0000000000000000001p,0000000000000000001i,186,0
0000000000000000009r,0000000000000000000n,0000000000000000000k,222,0
00000000000000000019,0000000000000000001o,00000000000000000013,218,0
0000000000000000004h,0000000000000000000g,00000000000000000019,224,0
00000000000000000046,0000000000000000000b,0000000000000000000c,185,0
00000000000000000013,0000000000000000000y,0000000000000000000r,215,0
00000000000000000005,00000000000000000010,0000000000000000000a,223,0
0000000000000000003m,0000000000000000001e,00000000000000000006,183,0
0000000000000000009t,0000000000000000001b,00000000000000000016,201,0
0000000000000000002p,0000000000000000000q,00000000000000000012,226,0
00000000000000000085,0000000000000000001q,0000000000000000001s,199,0
0000000000000000008g,0000000000000000000u,00000000000000000018,212,0
0000000000000000006j,00000000000000000008,00000000000000000005,202,0
0000000000000000001k,0000000000000000001k,0000000000000000000z,233,0
00000000000000000076,0000000000000000000h,00000000000000000017,232,0
0000000000000000004i,0000000000000000000i,00000000000000000003,203,0
0000000000000000004w,0000000000000000000p,0000000000000000000l,196,0
000000000000000000aq,0000000000000000000d,0000000000000000001a,191,0
000000000000000000a5,0000000000000000000v,0000000000000000000j,214,0
0000000000000000000i,0000000000000000000f,0000000000000000000w,216,0
0000000000000000001o,00000000000000000004,0000000000000000000m,230,0
0000000000000000005k,0000000000000000000s,0000000000000000001h,227,0
0000000000000000004b,0000000000000000001n,0000000000000000001g,206,0
00000000000000000002,00000000000000000009,0000000000000000001p,210,0
0000000000000000001g,0000000000000000001r,0000000000000000000n,188,0
0000000000000000009j,00000000000000000011,0000000000000000001o,236,0
0000000000000000008v,0000000000000000001l,0000000000000000000g,197,0
00000000000000000066,0000000000000000001m,0000000000000000000b,198,0
0000000000000000001x,00000000000000000002,0000000000000000000y,205,0
0000000000000000006e,0000000000000000000e,00000000000000000010,193,0
0000000000000000002m,0000000000000000001j,0000000000000000001e,211,0
000000000000000000a1,0000000000000000001c,0000000000000000001b,195,0
0000000000000000008h,0000000000000000000x,0000000000000000000q,184,0
0000000000000000009k,0000000000000000000t,0000000000000000001q,208,0
00000000000000000060,00000000000000000001,0000000000000000000u,189,0
000000000000000000am,00000000000000000007,00000000000000000008,217,0
00000000000000000042,0000000000000000001d,0000000000000000001k,237,0
0000000000000000005t,00000000000000000014,0000000000000000000h,182,0
000000000000000000at,00000000000000000015,0000000000000000000i,194,0
0000000000000000000o,0000000000000000000o,0000000000000000000p,235,0
00000000000000000028,0000000000000000001f,0000000000000000000d,228,0
0000000000000000001q,0000000000000000001i,0000000000000000000v,213,0
0000000000000000009f,0000000000000000000k,0000000000000000000f,209,0
0000000000000000003d,00000000000000000013,00000000000000000004,181,0
0000000000000000003b,00000000000000000019,0000000000000000000s,187,0
0000000000000000001v,0000000000000000000c,0000000000000000001n,229,0
0000000000000000002h,0000000000000000000r,00000000000000000009,220,0
00000000000000000088,0000000000000000000a,0000000000000000001r,221,0
0000000000000000008q,00000000000000000006,00000000000000000011,204,0
0000000000000000002k,00000000000000000016,0000000000000000001l,231,0
000000000000000000ae,00000000000000000012,0000000000000000001u,234,0
0000000000000000003e,00000000000000000018,0000000000000000001m,200,0
00000000000000000041,00000000000000000005,00000000000000000002,219,0
00000000000000000043,0000000000000000000z,0000000000000000000e,225,0
00000000000000000080,00000000000000000017,0000000000000000001j,192,0
0000000000000000004t,00000000000000000003,0000000000000000001c,207,0
0000000000000000000w,0000000000000000000l,0000000000000000000x,190,0
0000000000000000001n,0000000000000000001a,0000000000000000000t,186,0
0000000000000000002n,0000000000000000000j,00000000000000000001,222,0
0000000000000000001j,0000000000000000000w,00000000000000000007,218,0
0000000000000000001m,0000000000000000000m,0000000000000000001d,224,0
0000000000000000008u,0000000000000000001h,00000000000000000014,185,0
0000000000000000005g,0000000000000000001g,00000000000000000015,215,0
0000000000000000001f,0000000000000000001p,0000000000000000000o,223,0
0000000000000000008t,0000000000000000000n,0000000000000000001t,183,0
0000000000000000004q,0000000000000000001o,0000000000000000001f,201,0
000000000000000000ao,0000000000000000000g,0000000000000000001i,226,0
0000000000000000007j,0000000000000000000b,0000000000000000000k,199,0
0000000000000000006u,0000000000000000000y,00000000000000000013,212,0
0000000000000000009i,00000000000000000010,00000000000000000019,202,0
0000000000000000003n,0000000000000000001e,0000000000000000000c,233,0
000000000000000000aj,0000000000000000001b,0000000000000000000r,232,0
0000000000000000001r,0000000000000000000q,0000000000000000000a,203,0
0000000000000000005u,0000000000000000001q,00000000000000000006,196,0
00000000000000000012,0000000000000000000u,00000000000000000016,191,0
0000000000000000005i,00000000000000000008,00000000000000000012,214,0
0000000000000000002v,0000000000000000001k,0000000000000000001s,216,0
00000000000000000007,0000000000000000000h,00000000000000000018,230,0
00000000000000000052,0000000000000000000i,00000000000000000005,227,0
0000000000000000008e,0000000000000000000p,0000000000000000000z,206,0
0000000000000000009a,0000000000000000000d,00000000000000000017,210,0
0000000000000000000m,0000000000000000000v,00000000000000000003,188,0
00000000000000000069,0000000000000000000f,0000000000000000000l,236,0
00000000000000000095,00000000000000000004,0000000000000000001a,197,0
0000000000000000001w,0000000000000000000s,0000000000000000000j,198,0
0000000000000000005f,0000000000000000001n,0000000000000000000w,205,0
0000000000000000000p,00000000000000000009,0000000000000000000m,193,0
00000000000000000094,0000000000000000001r,0000000000000000001h,211,0
0000000000000000004p,00000000000000000011,0000000000000000001g,195,0
0000000000000000009y,0000000000000000001l,0000000000000000001p,184,0
0000000000000000006b,0000000000000000001m,0000000000000000000n,208,0
0000000000000000002c,00000000000000000002,0000000000000000001o,189,0
0000000000000000004m,0000000000000000000e,0000000000000000000g,217,0
0000000000000000007s,0000000000000000001j,0000000000000000000b,237,0
00000000000000000061,0000000000000000001c,0000000000000000000y,182,0
000000000000000000ar,0000000000000000000x,00000000000000000010,194,0
0000000000000000007t,0000000000000000000t,0000000000000000001e,235,0
0000000000000000006r,00000000000000000001,0000000000000000001b,228,0
0000000000000000007c,00000000000000000007,0000000000000000000q,213,0
00000000000000000017,0000000000000000001d,0000000000000000001q,209,0
00000000000000000031,00000000000000000014,0000000000000000000u,181,0
0000000000000000000r,00000000000000000015,00000000000000000008,187,0
0000000000000000002i,0000000000000000000o,0000000000000000001k,229,0
0000000000000000008y,0000000000000000001f,0000000000000000000h,220,0
0000000000000000008c,0000000000000000001i,0000000000000000000i,221,0
0000000000000000006d,0000000000000000000k,0000000000000000000p,204,0
00000000000000000003,00000000000000000013,0000000000000000000d,231,0
00000000000000000026,00000000000000000019,0000000000000000000v,234,0
0000000000000000000a,0000000000000000000c,0000000000000000000f,200,0
00000000000000000078,0000000000000000000r,00000000000000000004,219,0
0000000000000000005e,0000000000000000000a,0000000000000000000s,225,0
00000000000000000099,00000000000000000006,0000000000000000001n,192,0
0000000000000000002t,00000000000000000016,00000000000000000009,207,0
0000000000000000009l,00000000000000000012,0000000000000000001r,190,0
0000000000000000003x,00000000000000000018,00000000000000000011,186,0
00000000000000000034,00000000000000000005,0000000000000000001l,222,0
00000000000000000011,0000000000000000000z,0000000000000000001u,218,0
0000000000000000008b,00000000000000000017,0000000000000000001m,224,0
00000000000000000090,00000000000000000003,00000000000000000002,185,0
0000000000000000009s,0000000000000000000l,0000000000000000000e,215,0
0000000000000000001z,0000000000000000001a,0000000000000000001j,223,0
00000000000000000063,0000000000000000000j,0000000000000000001c,183,0
00000000000000000027,0000000000000000000w,0000000000000000000x,201,0
00000000000000000010,0000000000000000000m,0000000000000000000t,226,0
0000000000000000003c,0000000000000000001h,00000000000000000001,199,0
0000000000000000002l,0000000000000000001g,00000000000000000007,212,0
0000000000000000008m,0000000000000000001p,0000000000000000001d,202,0
0000000000000000005n,0000000000000000000n,00000000000000000014,233,0
0000000000000000006h,0000000000000000001o,00000000000000000015,232,0
00000000000000000004,0000000000000000000g,0000000000000000000o,203,0
0000000000000000002w,0000000000000000000b,0000000000000000001t,196,0
0000000000000000009b,0000000000000000000y,0000000000000000001f,191,0
0000000000000000003u,00000000000000000010,0000000000000000001i,214,0
00000000000000000058,0000000000000000001e,0000000000000000000k,216,0
00000000000000000053,0000000000000000001b,00000000000000000013,230,0
0000000000000000003p,0000000000000000000q,00000000000000000019,227,0
0000000000000000002z,0000000000000000001q,0000000000000000000c,206,0
00000000000000000084,0000000000000000000u,0000000000000000000r,210,0
0000000000000000001c,00000000000000000008,0000000000000000000a,188,0
0000000000000000006n,0000000000000000001k,00000000000000000006,236,0
0000000000000000004g,0000000000000000000h,00000000000000000016,197,0
0000000000000000003g,0000000000000000000i,00000000000000000012,198,0
0000000000000000005h,0000000000000000000p,0000000000000000001s,205,0
00000000000000000025,0000000000000000000d,00000000000000000018,193,0
0000000000000000007v,0000000000000000000v,00000000000000000005,211,0
00000000000000000087,0000000000000000000f,0000000000000000000z,195,0
0000000000000000006q,00000000000000000004,00000000000000000017,184,0
0000000000000000006m,0000000000000000000s,00000000000000000003,208,0
0000000000000000003q,0000000000000000001n,0000000000000000000l,189,0
0000000000000000004y,00000000000000000009,0000000000000000001a,217,0
00000000000000000075,0000000000000000001r,0000000000000000000j,237,0
00000000000000000054,00000000000000000011,0000000000000000000w,182,0
0000000000000000007p,0000000000000000001l,0000000000000000000m,194,0
0000000000000000003v,0000000000000000001m,0000000000000000001h,235,0
0000000000000000003j,00000000000000000002,0000000000000000001g,228,0
0000000000000000007n,0000000000000000000e,0000000000000000001p,213,0
0000000000000000002f,0000000000000000001j,0000000000000000000n,209,0
0000000000000000006s,0000000000000000001c,0000000000000000001o,181,0
00000000000000000082,0000000000000000000x,0000000000000000000g,187,0
00000000000000000086,0000000000000000000t,0000000000000000000b,229,0
00000000000000000073,00000000000000000001,0000000000000000000y,220,0
0000000000000000009m,00000000000000000007,00000000000000000010,221,0
0000000000000000001h,0000000000000000001d,0000000000000000001e,204,0
000000000000000000a9,00000000000000000014,0000000000000000001b,231,0
00000000000000000065,00000000000000000015,0000000000000000000q,234,0
0000000000000000001s,0000000000000000000o,0000000000000000001q,200,0
0000000000000000008r,0000000000000000001f,0000000000000000000u,219,0
0000000000000000003a,0000000000000000001i,00000000000000000008,225,0
00000000000000000015,0000000000000000000k,0000000000000000001k,192,0
0000000000000000001l,00000000000000000013,0000000000000000000h,207,0
0000000000000000005a,00000000000000000019,0000000000000000000i,190,0
00000000000000000089,0000000000000000000c,0000000000000000000p,186,0
0000000000000000007l,0000000000000000000r,0000000000000000000d,222,0
0000000000000000000z,0000000000000000000a,0000000000000000000v,218,0
0000000000000000000x,00000000000000000006,0000000000000000000f,224,0
00000000000000000032,00000000000000000016,00000000000000000004,185,0
00000000000000000038,00000000000000000012,0000000000000000000s,215,0
0000000000000000002u,00000000000000000018,0000000000000000001n,223,0
0000000000000000009g,00000000000000000005,00000000000000000009,183,0
0000000000000000003h,0000000000000000000z,0000000000000000001r,201,0
00000000000000000067,00000000000000000017,00000000000000000011,226,0
0000000000000000007a,00000000000000000003,0000000000000000001l,199,0
0000000000000000003i,0000000000000000000l,0000000000000000001u,212,0
0000000000000000006x,0000000000000000001a,0000000000000000001m,202,0
00000000000000000024,0000000000000000000j,00000000000000000002,233,0
0000000000000000005q,0000000000000000000w,0000000000000000000e,232,0
0000000000000000008n,0000000000000000000m,0000000000000000001j,203,0
0000000000000000000e,0000000000000000001h,0000000000000000001c,196,0
000000000000000000a4,0000000000000000001g,0000000000000000000x,191,0
000000000000000000an,0000000000000000001p,0000000000000000000t,214,0
0000000000000000005z,0000000000000000000n,00000000000000000001,216,0
00000000000000000018,0000000000000000001o,00000000000000000007,230,0
0000000000000000003r,0000000000000000000g,0000000000000000001d,227,0
0000000000000000003s,0000000000000000000b,00000000000000000014,206,0
00000000000000000039,0000000000000000000y,00000000000000000015,210,0
0000000000000000000f,00000000000000000010,0000000000000000000o,188,0
000000000000000000au,0000000000000000001e,0000000000000000001t,236,0
0000000000000000001e,0000000000000000001b,0000000000000000001f,197,0
00000000000000000083,0000000000000000000q,0000000000000000001i,198,0
0000000000000000000d,0000000000000000001q,0000000000000000000k,205,0
0000000000000000009e,0000000000000000000u,00000000000000000013,193,0
0000000000000000004o,00000000000000000008,00000000000000000019,211,0
00000000000000000098,0000000000000000001k,0000000000000000000c,195,0
00000000000000000055,0000000000000000000h,0000000000000000000r,184,0
0000000000000000009v,0000000000000000000i,0000000000000000000a,208,0
00000000000000000045,0000000000000000000p,00000000000000000006,189,0
0000000000000000002e,0000000000000000000d,00000000000000000016,217,0
00000000000000000062,0000000000000000000v,00000000000000000012,237,0
0000000000000000001i,0000000000000000000f,0000000000000000001s,182,0
00000000000000000050,00000000000000000004,00000000000000000018,194,0
00000000000000000006,0000000000000000000s,00000000000000000005,235,0
0000000000000000004c,0000000000000000001n,0000000000000000000z,228,0
0000000000000000000k,00000000000000000009,00000000000000000017,213,0
000000000000000000as,0000000000000000001r,00000000000000000003,209,0
0000000000000000004j,00000000000000000011,0000000000000000000l,181,0
0000000000000000005m,0000000000000000001l,0000000000000000001a,187,0
0000000000000000005r,0000000000000000001m,0000000000000000000j,229,0
0000000000000000009d,00000000000000000002,0000000000000000000w,220,0
0000000000000000007u,0000000000000000000e,0000000000000000000m,221,0
0000000000000000007h,0000000000000000001j,0000000000000000001h,204,0
00000000000000000068,0000000000000000001c,0000000000000000001g,231,0
00000000000000000022,0000000000000000000x,0000000000000000001p,234,0
0000000000000000000n,0000000000000000000t,0000000000000000000n,200,0
0000000000000000003y,00000000000000000001,0000000000000000001o,219,0
0000000000000000003t,00000000000000000007,0000000000000000000g,225,0
00000000000000000081,0000000000000000001d,0000000000000000000b,192,0
0000000000000000004e,00000000000000000014,0000000000000000000y,207,0
00000000000000000020,00000000000000000015,00000000000000000010,190,0
0000000000000000006o,0000000000000000000o,0000000000000000001e,186,0
00000000000000000056,0000000000000000001f,0000000000000000001b,222,0
000000000000000000ap,0000000000000000001i,0000000000000000000q,218,0
00000000000000000008,0000000000000000000k,0000000000000000001q,224,0
0000000000000000005s,00000000000000000013,0000000000000000000u,185,0
000000000000000000a3,00000000000000000019,00000000000000000008,215,0
0000000000000000009x,0000000000000000000c,0000000000000000001k,223,0
0000000000000000005l,0000000000000000000r,0000000000000000000h,183,0
00000000000000000051,0000000000000000000a,0000000000000000000i,201,0
0000000000000000007f,00000000000000000006,0000000000000000000p,226,0
0000000000000000007o,00000000000000000016,0000000000000000000d,199,0
00000000000000000035,00000000000000000012,0000000000000000000v,212,0
000000000000000000ag,00000000000000000018,0000000000000000000f,202,0
000000000000000000a6,00000000000000000005,00000000000000000004,233,0
0000000000000000005v,0000000000000000000z,0000000000000000000s,232,0
000000000000000000a7,00000000000000000017,0000000000000000001n,203,0
0000000000000000007e,00000000000000000003,00000000000000000009,196,0
0000000000000000005y,0000000000000000000l,0000000000000000001r,191,0
000000000000000000ah,0000000000000000001a,00000000000000000011,214,0
0000000000000000001d,0000000000000000000j,0000000000000000001l,216,0
0000000000000000007d,0000000000000000000w,0000000000000000001u,230,0
0000000000000000002o,0000000000000000000m,0000000000000000001m,227,0
0000000000000000008w,0000000000000000001h,00000000000000000002,206,0
0000000000000000006w,0000000000000000001g,0000000000000000000e,210,0
0000000000000000004a,0000000000000000001p,0000000000000000001j,188,0
0000000000000000004x,0000000000000000000n,0000000000000000001c,236,0
0000000000000000005p,0000000000000000001o,0000000000000000000x,197,0
0000000000000000007x,0000000000000000000g,0000000000000000000t,198,0
0000000000000000009n,0000000000000000000b,00000000000000000001,205,0
0000000000000000007g,0000000000000000000y,00000000000000000007,193,0
0000000000000000009w,00000000000000000010,0000000000000000001d,211,0
0000000000000000004v,0000000000000000001e,00000000000000000014,195,0
0000000000000000006v,0000000000000000001b,00000000000000000015,184,0
000000000000000000a8,0000000000000000000q,0000000000000000000o,208,0
0000000000000000007q,0000000000000000001q,0000000000000000001t,189,0
0000000000000000004l,0000000000000000000u,0000000000000000001f,217,0
00000000000000000072,00000000000000000008,0000000000000000001i,237,0
0000000000000000004u,0000000000000000001k,0000000000000000000k,182,0
00000000000000000049,0000000000000000000h,00000000000000000013,194,0
0000000000000000003z,0000000000000000000i,00000000000000000019,235,0
0000000000000000002y,0000000000000000000p,0000000000000000000c,228,0
0000000000000000000h,0000000000000000000d,0000000000000000000r,213,0
0000000000000000003k,0000000000000000000v,0000000000000000000a,209,0
0000000000000000008d,0000000000000000000f,00000000000000000006,181,0
00000000000000000059,00000000000000000004,00000000000000000016,187,0
0000000000000000006k,0000000000000000000s,00000000000000000012,229,0
0000000000000000002a,0000000000000000001n,0000000000000000001s,220,0
00000000000000000036,00000000000000000009,00000000000000000018,221,0
000000000000000000ak,0000000000000000001r,00000000000000000005,204,0
0000000000000000008l,00000000000000000011,0000000000000000000z,231,0
0000000000000000000l,0000000000000000001l,00000000000000000017,234,0
0000000000000000001y,0000000000000000001m,00000000000000000003,200,0
0000000000000000009p,00000000000000000002,0000000000000000000l,219,0
0000000000000000008p,0000000000000000000e,0000000000000000001a,225,0
0000000000000000001u,0000000000000000001j,0000000000000000000j,192,0
00000000000000000064,0000000000000000001c,0000000000000000000w,207,0
0000000000000000006g,0000000000000000000x,0000000000000000000m,190,0
0000000000000000007b,0000000000000000000t,0000000000000000001h,186,0
0000000000000000005o,00000000000000000001,0000000000000000001g,222,0
00000000000000000077,00000000000000000007,0000000000000000001p,218,0
00000000000000000023,0000000000000000001d,0000000000000000000n,224,0
0000000000000000006y,00000000000000000014,0000000000000000001o,185,0
0000000000000000009z,00000000000000000015,0000000000000000000g,215,0
00000000000000000071,0000000000000000000o,0000000000000000000b,223,0
0000000000000000001t,0000000000000000001f,0000000000000000000y,183,0
00000000000000000070,0000000000000000001i,00000000000000000010,201,0
00000000000000000048,0000000000000000000k,0000000000000000001e,226,0
0000000000000000000s,00000000000000000013,0000000000000000001b,199,0
0000000000000000005j,00000000000000000019,0000000000000000000q,212,0
0000000000000000003l,0000000000000000000c,0000000000000000001q,202,0
00000000000000000093,0000000000000000000r,0000000000000000000u,233,0
00000000000000000029,0000000000000000000a,00000000000000000008,232,0
0000000000000000002g,00000000000000000006,0000000000000000001k,203,0
0000000000000000007i,00000000000000000016,0000000000000000000h,196,0
0000000000000000005d,00000000000000000012,0000000000000000000i,191,0
0000000000000000008j,00000000000000000018,0000000000000000000p,214,0
0000000000000000007k,00000000000000000005,0000000000000000000d,216,0
00000000000000000009,0000000000000000000z,0000000000000000000v,230,0
0000000000000000006i,00000000000000000017,0000000000000000000f,227,0
0000000000000000000u,00000000000000000003,00000000000000000004,206,0
0000000000000000002s,0000000000000000000l,0000000000000000000s,210,0
0000000000000000008f,0000000000000000001a,0000000000000000001n,188,0
00000000000000000001,0000000000000000000j,00000000000000000009,236,0
0000000000000000000q,0000000000000000000w,0000000000000000001r,197,0
0000000000000000009c,0000000000000000000m,00000000000000000011,198,0
00000000000000000033,0000000000000000001h,0000000000000000001l,205,0
000000000000000000aa,0000000000000000001g,0000000000000000001u,193,0
00000000000000000037,0000000000000000001p,0000000000000000001m,211,0
0000000000000000001b,0000000000000000000n,00000000000000000002,195,0
0000000000000000005x,0000000000000000001o,0000000000000000000e,184,0
0000000000000000008a,0000000000000000000g,0000000000000000001j,208,0
0000000000000000004s,0000000000000000000b,0000000000000000001c,189,0
0000000000000000006l,0000000000000000000y,0000000000000000000x,217,0
00000000000000000030,00000000000000000010,0000000000000000000t,237,0
000000000000000000a0,0000000000000000001e,00000000000000000001,182,0
0000000000000000007r,0000000000000000001b,00000000000000000007,194,0
0000000000000000005b,0000000000000000000q,0000000000000000001d,235,0
00000000000000000021,0000000000000000001q,00000000000000000014,228,0
0000000000000000000c,0000000000000000000u,00000000000000000015,213,0
0000000000000000008o,00000000000000000008,0000000000000000000o,209,0
00000000000000000014,0000000000000000001k,0000000000000000001t,181,0
0000000000000000000v,0000000000000000000h,0000000000000000001f,187,0
0000000000000000008z,0000000000000000000i,0000000000000000001i,229,0
00000000000000000092,0000000000000000000p,0000000000000000000k,220,0
000000000000000000ab,0000000000000000000d,00000000000000000013,221,0
00000000000000000044,0000000000000000000v,00000000000000000019,204,0
0000000000000000004d,0000000000000000000f,0000000000000000000c,231,0
0000000000000000001a,00000000000000000004,0000000000000000000r,234,0
00000000000000000057,0000000000000000000s,0000000000000000000a,200,0
0000000000000000007z,0000000000000000001n,00000000000000000006,219,0
0000000000000000007w,00000000000000000009,00000000000000000016,225,0
0000000000000000008x,0000000000000000001r,00000000000000000012,192,0
0000000000000000007m,00000000000000000011,0000000000000000001s,207,0
0000000000000000001p,0000000000000000001l,00000000000000000018,190,0
0000000000000000006t,0000000000000000001m,00000000000000000005,186,0
0000000000000000008s,00000000000000000002,0000000000000000000z,222,0
00000000000000000040,0000000000000000000e,00000000000000000017,218,0
000000000000000000ac,0000000000000000001j,00000000000000000003,224,0
0000000000000000006f,0000000000000000001c,0000000000000000000l,185,0
0000000000000000000g,0000000000000000000x,0000000000000000001a,215,0
000000000000000000a2,0000000000000000000t,0000000000000000000j,223,0
00000000000000000097,00000000000000000001,0000000000000000000w,183,0
0000000000000000006a,00000000000000000007,0000000000000000000m,201,0
000000000000000000al,0000000000000000001d,0000000000000000001h,226,0
00000000000000000079,00000000000000000014,0000000000000000001g,199,0
0000000000000000000t,00000000000000000015,0000000000000000001p,212,0
0000000000000000004f,0000000000000000000o,0000000000000000000n,202,0
0000000000000000002q,0000000000000000001f,0000000000000000001o,233,0
0000000000000000002d,0000000000000000001i,0000000000000000000g,232,0
0000000000000000005c,0000000000000000000k,0000000000000000000b,203,0
0000000000000000008k,00000000000000000013,0000000000000000000y,196,0
0000000000000000009u,00000000000000000019,00000000000000000010,191,0
0000000000000000003f,0000000000000000000c,0000000000000000001e,214,0
0000000000000000004r,0000000000000000000r,0000000000000000001b,216,0
0000000000000000002x,0000000000000000000a,0000000000000000000q,230,0
0000000000000000009q,00000000000000000006,0000000000000000001q,227,0
0000000000000000000j,00000000000000000016,0000000000000000000u,206,0
0000000000000000002r,00000000000000000012,00000000000000000008,210,0
00000000000000000096,00000000000000000018,0000000000000000001k,188,0
0000000000000000002j,00000000000000000005,0000000000000000000h,236,0
0000000000000000009o,0000000000000000000z,0000000000000000000i,197,0
00000000000000000047,00000000000000000017,0000000000000000000p,198,0
0000000000000000004n,00000000000000000003,0000000000000000000d,205,0
0000000000000000008i,0000000000000000000l,0000000000000000000v,193,0
0000000000000000000b,0000000000000000001a,0000000000000000000f,211,0
0000000000000000007y,0000000000000000000j,00000000000000000004,195,0
000000000000000000ad,0000000000000000000w,0000000000000000000s,184,0
000000000000000000af,0000000000000000000m,0000000000000000001n,208,0
0000000000000000006p,0000000000000000001h,00000000000000000009,189,0
0000000000000000005w,0000000000000000001g,0000000000000000001r,217,0
0000000000000000000y,0000000000000000001p,00000000000000000011,237,0
00000000000000000074,0000000000000000000n,0000000000000000001l,182,0
00000000000000000091,0000000000000000001o,0000000000000000001u,194,0
000000000000000000ai,0000000000000000000g,0000000000000000001m,235,0
0000000000000000006z,0000000000000000000b,00000000000000000002,228,0
0000000000000000004k,0000000000000000000y,0000000000000000000e,213,0
0000000000000000006c,00000000000000000010,0000000000000000001j,209,0
0000000000000000004z,0000000000000000001e,0000000000000000001c,181,0
00000000000000000016,0000000000000000001b,0000000000000000000x,187,0
0000000000000000002b,0000000000000000000q,0000000000000000000t,229,0
0000000000000000003w,0000000000000000001q,00000000000000000001,220,0
0000000000000000003o,0000000000000000000u,00000000000000000007,221,0
0000000000000000009h,00000000000000000008,0000000000000000001d,204,0
0000000000000000009r,0000000000000000001k,00000000000000000014,231,0
00000000000000000019,0000000000000000000h,00000000000000000015,234,0
0000000000000000004h,0000000000000000000i,0000000000000000000o,200,0
00000000000000000046,0000000000000000000p,0000000000000000001t,219,0
00000000000000000013,0000000000000000000d,0000000000000000001f,225,0
00000000000000000005,0000000000000000000v,0000000000000000001i,192,0
0000000000000000003m,0000000000000000000f,0000000000000000000k,207,0
0000000000000000009t,00000000000000000004,00000000000000000013,190,0
0000000000000000002p,0000000000000000000s,00000000000000000019,186,0
00000000000000000085,0000000000000000001n,0000000000000000000c,222,0
0000000000000000008g,00000000000000000009,0000000000000000000r,218,0
0000000000000000006j,0000000000000000001r,0000000000000000000a,224,0
0000000000000000001k,00000000000000000011,00000000000000000006,185,0
00000000000000000076,0000000000000000001l,00000000000000000016,215,0
0000000000000000004i,0000000000000000001m,00000000000000000012,223,0
0000000000000000004w,00000000000000000002,0000000000000000001s,183,0
000000000000000000aq,0000000000000000000e,00000000000000000018,201,0
000000000000000000a5,0000000000000000001j,00000000000000000005,226,0
0000000000000000000i,0000000000000000001c,0000000000000000000z,199,0
0000000000000000001o,0000000000000000000x,00000000000000000017,212,0
0000000000000000005k,0000000000000000000t,00000000000000000003,202,0
0000000000000000004b,00000000000000000001,0000000000000000000l,233,0
00000000000000000002,00000000000000000007,0000000000000000001a,232,0
0000000000000000001g,0000000000000000001d,0000000000000000000j,203,0
0000000000000000009j,00000000000000000014,0000000000000000000w,196,0
0000000000000000008v,00000000000000000015,0000000000000000000m,191,0
00000000000000000066,0000000000000000000o,0000000000000000001h,214,0
0000000000000000001x,0000000000000000001f,0000000000000000001g,216,0
0000000000000000006e,0000000000000000001i,0000000000000000001p,230,0
0000000000000000002m,0000000000000000000k,0000000000000000000n,227,0
000000000000000000a1,00000000000000000013,0000000000000000001o,206,0
0000000000000000008h,00000000000000000019,0000000000000000000g,210,0
0000000000000000009k,0000000000000000000c,0000000000000000000b,188,0
00000000000000000060,0000000000000000000r,0000000000000000000y,236,0
000000000000000000am,0000000000000000000a,00000000000000000010,197,0
00000000000000000042,00000000000000000006,0000000000000000001e,198,0
0000000000000000005t,00000000000000000016,0000000000000000001b,205,0
000000000000000000at,00000000000000000012,0000000000000000000q,193,0
0000000000000000000o,00000000000000000018,0000000000000000001q,211,0
00000000000000000028,00000000000000000005,0000000000000000000u,195,0
0000000000000000001q,0000000000000000000z,00000000000000000008,184,0
0000000000000000009f,00000000000000000017,0000000000000000001k,208,0
0000000000000000003d,00000000000000000003,0000000000000000000h,189,0
0000000000000000003b,0000000000000000000l,0000000000000000000i,217,0
0000000000000000001v,0000000000000000001a,0000000000000000000p,237,0
0000000000000000002h,0000000000000000000j,0000000000000000000d,182,0
00000000000000000088,0000000000000000000w,0000000000000000000v,194,0
0000000000000000008q,0000000000000000000m,0000000000000000000f,235,0
0000000000000000002k,0000000000000000001h,00000000000000000004,228,0
000000000000000000ae,0000000000000000001g,0000000000000000000s,213,0
0000000000000000003e,0000000000000000001p,0000000000000000001n,209,0
00000000000000000041,0000000000000000000n,00000000000000000009,181,0
00000000000000000043,0000000000000000001o,0000000000000000001r,187,0
00000000000000000080,0000000000000000000g,00000000000000000011,229,0
0000000000000000004t,0000000000000000000b,0000000000000000001l,220,0
0000000000000000000w,0000000000000000000y,0000000000000000001u,221,0
0000000000000000001n,00000000000000000010,0000000000000000001m,204,0
0000000000000000002n,0000000000000000001e,00000000000000000002,231,0
0000000000000000001j,0000000000000000001b,0000000000000000000e,234,0
0000000000000000001m,0000000000000000000q,0000000000000000001j,200,0
0000000000000000008u,0000000000000000001q,0000000000000000001c,219,0
0000000000000000005g,0000000000000000000u,0000000000000000000x,225,0
0000000000000000001f,00000000000000000008,0000000000000000000t,192,0
0000000000000000008t,0000000000000000001k,00000000000000000001,207,0
0000000000000000004q,0000000000000000000h,00000000000000000007,190,0
000000000000000000ao,0000000000000000000i,0000000000000000001d,186,0
