stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000001pv,0000000000000000003w,000000000000000000dd,000000000000000000bb,1761,1366,,00000000000000000002,1,,,1
00000000000000000106,000000000000000000h1,000000000000000000x3,000000000000000000lq,1509,538,,00000000000000000003,3,,,3
000000000000000000u1,000000000000000000mb,00000000000000000064,0000000000000000006m,52,1721,,00000000000000000001,7,,,7
000000000000000002vt,000000000000000000je,000000000000000001db,0000000000000000002i,748,1469,,00000000000000000002,4,,,4
00000000000000000095,000000000000000000hx,000000000000000000di,000000000000000000wt,1784,12,,00000000000000000003,8,,,8
000000000000000001vf,000000000000000000he,000000000000000000g7,000000000000000001cr,2866,708,,00000000000000000001,6,,,6
000000000000000002dz,0000000000000000003o,000000000000000000tn,000000000000000000kg,465,1744,,00000000000000000002,2,,,2
000000000000000001wv,000000000000000000b9,0000000000000000019a,00000000000000000068,524,2826,,00000000000000000003,5,,,5
000000000000000002lh,000000000000000000c8,0000000000000000001p,0000000000000000005b,274,425,,00000000000000000001,0,,,0
00000000000000000138,0000000000000000009h,000000000000000001it,000000000000000000z2,2883,484,,00000000000000000002,1,,,1
000000000000000002ic,000000000000000000m2,000000000000000000ie,000000000000000000pg,737,234,,00000000000000000003,3,,,3
000000000000000001c7,000000000000000000cw,000000000000000001by,000000000000000000bu,1135,2843,,00000000000000000001,7,,,7
000000000000000001rr,000000000000000000em,000000000000000001d0,00000000000000000071,2734,697,,00000000000000000002,4,,,4
000000000000000002jx,000000000000000000fj,000000000000000000uj,00000000000000000025,1295,1095,,00000000000000000003,8,,,8
000000000000000000fw,000000000000000000bc,0000000000000000008b,000000000000000001cw,386,2694,,00000000000000000001,6,,,6
000000000000000002vj,000000000000000000ee,0000000000000000002j,000000000000000001cy,440,1255,,00000000000000000002,2,,,2
000000000000000001m8,0000000000000000009r,000000000000000000np,0000000000000000000f,1467,346,,00000000000000000003,5,,,5
000000000000000002rg,00000000000000000019,00000000000000000084,000000000000000000ol,864,400,,00000000000000000001,0,,,0
000000000000000000tt,0000000000000000004h,000000000000000000mz,000000000000000000dk,1100,1427,,00000000000000000002,1,,,1
000000000000000002ip,00000000000000000046,000000000000000000t0,000000000000000000gt,2538,824,,00000000000000000003,3,,,3
000000000000000001xi,000000000000000000dw,00000000000000000176,000000000000000000t8,2849,1060,,00000000000000000001,7,,,7
000000000000000002lo,000000000000000000h7,00000000000000000193,000000000000000000fq,1330,2498,,00000000000000000002,4,,,4
000000000000000002qp,000000000000000000jy,000000000000000000v0,000000000000000000dw,1408,2809,,00000000000000000003,8,,,8
000000000000000000vv,000000000000000000e2,000000000000000001ls,000000000000000000sm,696,1290,,00000000000000000001,6,,,6
000000000000000000ng,00000000000000000013,0000000000000000009k,000000000000000000k8,1980,1368,,00000000000000000002,2,,,2
000000000000000001o0,00000000000000000005,0000000000000000007u,0000000000000000010t,2035,656,,00000000000000000003,5,,,5
000000000000000002uv,0000000000000000003m,000000000000000000qk,0000000000000000001z,2825,1940,,00000000000000000001,0,,,0
000000000000000000vb,0000000000000000009t,000000000000000001ck,000000000000000001bi,449,1995,,00000000000000000002,1,,,1
0000000000000000009j,0000000000000000002p,000000000000000000es,000000000000000000ms,2775,2785,,00000000000000000003,3,,,3
00000000000000000067,000000000000000000e0,0000000000000000011z,000000000000000000tu,1293,409,,00000000000000000001,7,,,7
000000000000000002fi,000000000000000000in,000000000000000000gl,000000000000000000ph,2672,2735,,00000000000000000002,4,,,4
0000000000000000010b,00000000000000000085,00000000000000000029,000000000000000000mb,2606,1253,,00000000000000000003,8,,,8
000000000000000001zt,000000000000000000ff,000000000000000001d1,000000000000000000pt,1329,2632,,00000000000000000001,6,,,6
000000000000000001uy,0000000000000000008g,000000000000000000a7,00000000000000000184,2524,2566,,00000000000000000002,2,,,2
000000000000000001m4,000000000000000000nd,0000000000000000019j,000000000000000000i0,796,1289,,00000000000000000003,5,,,5
000000000000000002kw,000000000000000000it,00000000000000000121,000000000000000000q9,42,2484,,00000000000000000001,0,,,0
000000000000000001sj,000000000000000000ch,000000000000000000jv,000000000000000000qa,158,756,,00000000000000000002,1,,,1
000000000000000000jn,000000000000000000fz,000000000000000001am,000000000000000000k3,511,2,,00000000000000000003,3,,,3
000000000000000001at,000000000000000000mw,000000000000000000tb,0000000000000000014n,1046,118,,00000000000000000001,7,,,7
0000000000000000012f,0000000000000000006j,000000000000000000qu,00000000000000000182,79,471,,00000000000000000002,4,,,4
0000000000000000016t,0000000000000000001k,00000000000000000086,000000000000000000z3,2341,1006,,00000000000000000003,8,,,8
000000000000000000ns,000000000000000000cf,000000000000000001n3,00000000000000000153,1613,39,,00000000000000000001,6,,,6
000000000000000000d1,000000000000000000ej,000000000000000001ff,000000000000000000gf,2784,2301,,00000000000000000002,2,,,2
00000000000000000148,000000000000000000dd,000000000000000000gu,000000000000000000p6,1824,1573,,00000000000000000003,5,,,5
000000000000000000la,000000000000000000b2,000000000000000000b6,0000000000000000017x,489,2744,,00000000000000000001,0,,,0
0000000000000000007f,00000000000000000076,000000000000000001ar,00000000000000000195,1917,1784,,00000000000000000002,1,,,1
000000000000000001q6,000000000000000000i6,000000000000000000tq,0000000000000000007x,706,449,,00000000000000000003,3,,,3
000000000000000001i7,000000000000000000nw,000000000000000001le,0000000000000000012o,1097,1877,,00000000000000000001,7,,,7
000000000000000000l6,0000000000000000004i,000000000000000001ea,0000000000000000015c,2361,666,,00000000000000000002,4,,,4
000000000000000000ij,0000000000000000004w,0000000000000000014e,0000000000000000004z,1254,1057,,00000000000000000003,8,,,8
0000000000000000005n,000000000000000000f0,000000000000000000nn,000000000000000000fe,1617,2321,,00000000000000000001,6,,,6
000000000000000001iq,000000000000000000lz,0000000000000000004u,000000000000000000ag,1340,1214,,00000000000000000002,2,,,2
00000000000000000253,000000000000000000aq,00000000000000000077,000000000000000000iu,2176,1577,,00000000000000000003,5,,,5
000000000000000002sd,000000000000000000h2,000000000000000000qd,000000000000000000kr,255,1300,,00000000000000000001,0,,,0
000000000000000002bw,000000000000000000n1,000000000000000000w7,000000000000000000m4,2718,2136,,00000000000000000002,1,,,1
000000000000000000jt,000000000000000000a5,000000000000000001a2,00000000000000000030,268,215,,00000000000000000003,3,,,3
000000000000000001kn,000000000000000000bd,00000000000000000056,0000000000000000011h,1664,2678,,00000000000000000001,7,,,7
00000000000000000061,000000000000000000f4,000000000000000000qv,000000000000000000sv,2226,228,,00000000000000000002,4,,,4
0000000000000000025o,0000000000000000000i,00000000000000000180,000000000000000000yz,2172,1624,,00000000000000000003,8,,,8
000000000000000001fc,000000000000000000d0,0000000000000000001b,000000000000000000zs,1776,2186,,00000000000000000001,6,,,6
000000000000000001lt,0000000000000000001o,000000000000000000o3,000000000000000000aw,2394,2132,,00000000000000000002,2,,,2
0000000000000000022v,000000000000000000fb,000000000000000000v2,000000000000000000mg,1687,1736,,00000000000000000003,5,,,5
000000000000000000qe,0000000000000000005k,000000000000000001ii,000000000000000000ix,2639,2354,,00000000000000000001,0,,,0
000000000000000002r7,0000000000000000004b,000000000000000001c1,00000000000000000047,831,1647,,00000000000000000002,1,,,1
000000000000000000f2,000000000000000000np,000000000000000001hx,000000000000000000ew,1586,2599,,00000000000000000003,3,,,3
000000000000000001id,000000000000000000dl,000000000000000001go,0000000000000000018j,1191,791,,00000000000000000001,7,,,7
000000000000000002nb,000000000000000000gu,000000000000000001dn,000000000000000000cd,454,1546,,00000000000000000002,4,,,4
000000000000000001rl,000000000000000000h9,000000000000000000mo,0000000000000000006g,166,1151,,00000000000000000003,8,,,8
000000000000000001vp,00000000000000000002,000000000000000001kj,000000000000000000za,2497,414,,00000000000000000001,6,,,6
000000000000000002ud,0000000000000000001g,000000000000000000ep,0000000000000000006w,2793,126,,00000000000000000002,2,,,2
000000000000000001pg,0000000000000000009j,000000000000000000x2,00000000000000000035,2355,2457,,00000000000000000003,5,,,5
000000000000000000bl,000000000000000000ni,0000000000000000004h,0000000000000000018a,1970,2753,,00000000000000000001,0,,,0
000000000000000000fm,000000000000000000mf,0000000000000000001d,000000000000000000w4,151,2315,,00000000000000000002,1,,,1
000000000000000002f5,000000000000000000ma,000000000000000000ci,000000000000000000xy,1163,1930,,00000000000000000003,3,,,3
000000000000000001qs,000000000000000000io,000000000000000000pr,000000000000000000mf,1884,111,,00000000000000000001,7,,,7
000000000000000002i9,0000000000000000008v,0000000000000000002t,0000000000000000000i,2658,1123,,00000000000000000002,4,,,4
0000000000000000017a,00000000000000000066,00000000000000000114,000000000000000000ti,396,1844,,00000000000000000003,8,,,8
000000000000000001fn,000000000000000000k7,0000000000000000001v,000000000000000000k6,1030,2618,,00000000000000000001,6,,,6
000000000000000001x6,000000000000000000kk,000000000000000000lc,000000000000000000nq,78,356,,00000000000000000002,2,,,2
00000000000000000198,0000000000000000001x,0000000000000000016r,0000000000000000009r,2282,990,,00000000000000000003,5,,,5
000000000000000002ea,000000000000000000lt,000000000000000000ki,000000000000000000jb,2227,38,,00000000000000000001,0,,,0
000000000000000002ew,0000000000000000006e,000000000000000000v4,000000000000000000r5,1056,2242,,00000000000000000002,1,,,1
000000000000000000qg,0000000000000000002m,000000000000000000qj,000000000000000000bz,731,2187,,00000000000000000003,3,,,3
0000000000000000018b,000000000000000000bu,000000000000000001kf,000000000000000000u8,781,1016,,00000000000000000001,7,,,7
000000000000000000a0,000000000000000000bf,0000000000000000000t,000000000000000000ef,2504,691,,00000000000000000002,4,,,4
000000000000000000y2,000000000000000000gk,000000000000000001bj,000000000000000000go,1225,741,,00000000000000000003,8,,,8
000000000000000001rh,000000000000000000a1,000000000000000000of,000000000000000000xe,2141,2464,,00000000000000000001,6,,,6
00000000000000000247,0000000000000000008h,000000000000000001eq,000000000000000000o5,2687,1185,,00000000000000000002,2,,,2
000000000000000001bx,000000000000000000o3,000000000000000001fp,000000000000000000yc,2891,2101,,00000000000000000003,5,,,5
000000000000000001bd,0000000000000000009k,0000000000000000000v,000000000000000000ob,550,2647,,00000000000000000001,0,,,0
000000000000000000el,000000000000000000d6,000000000000000001et,00000000000000000186,109,2851,,00000000000000000002,1,,,1
000000000000000000qi,00000000000000000060,0000000000000000007c,000000000000000000pj,61,510,,00000000000000000003,3,,,3
000000000000000001l3,000000000000000000fv,000000000000000001n6,000000000000000000ze,1279,69,,00000000000000000001,7,,,7
000000000000000000w9,000000000000000000k0,000000000000000000z5,000000000000000001b1,596,21,,00000000000000000002,4,,,4
000000000000000001ci,000000000000000000fi,000000000000000000ap,000000000000000000sg,2823,1239,,00000000000000000003,8,,,8
0000000000000000029s,000000000000000000am,000000000000000000ht,000000000000000000ae,887,556,,00000000000000000001,6,,,6
000000000000000002rd,000000000000000000nn,0000000000000000015v,000000000000000000rc,1354,2783,,00000000000000000002,2,,,2
000000000000000000ow,00000000000000000042,00000000000000000093,0000000000000000017n,875,847,,00000000000000000003,5,,,5
0000000000000000026l,000000000000000000ld,000000000000000001ic,0000000000000000013v,1546,1314,,00000000000000000001,0,,,0
000000000000000000nx,000000000000000000mv,0000000000000000008s,000000000000000001ce,520,835,,00000000000000000002,1,,,1
000000000000000000l8,0000000000000000005t,00000000000000000125,00000000000000000105,2340,1506,,00000000000000000003,3,,,3
000000000000000000ad,000000000000000000at,000000000000000000qf,000000000000000000wk,740,480,,00000000000000000001,7,,,7
000000000000000001jd,0000000000000000000o,0000000000000000003s,0000000000000000009s,1312,2300,,00000000000000000002,4,,,4
0000000000000000025a,000000000000000000hc,000000000000000001jr,000000000000000000ky,1482,700,,00000000000000000003,8,,,8
0000000000000000003j,00000000000000000028,00000000000000000155,000000000000000000me,1895,1272,,00000000000000000001,6,,,6
000000000000000001df,0000000000000000001q,000000000000000001cs,000000000000000000vi,2780,1442,,00000000000000000002,2,,,2
000000000000000002ts,000000000000000000gr,000000000000000001ak,00000000000000000003,1588,1855,,00000000000000000003,5,,,5
000000000000000001r2,000000000000000000f3,00000000000000000023,0000000000000000004x,1309,2740,,00000000000000000001,0,,,0
000000000000000001bc,000000000000000000m9,000000000000000000ot,000000000000000000c4,2454,1548,,00000000000000000002,1,,,1
000000000000000000cy,000000000000000000hy,000000000000000000y4,0000000000000000015x,2368,1269,,00000000000000000003,3,,,3
000000000000000000s4,000000000000000000i4,000000000000000001an,0000000000000000003d,2434,2414,,00000000000000000001,7,,,7
0000000000000000008k,000000000000000000mg,000000000000000000e7,000000000000000000p7,1188,2328,,00000000000000000002,4,,,4
0000000000000000012v,000000000000000000n0,0000000000000000003k,000000000000000000z8,205,2394,,00000000000000000003,8,,,8
000000000000000001x1,0000000000000000009f,0000000000000000003f,000000000000000000mt,2412,1148,,00000000000000000001,6,,,6
000000000000000001mt,000000000000000000km,000000000000000001er,000000000000000000rr,1197,165,,00000000000000000002,2,,,2
000000000000000002h3,0000000000000000003d,000000000000000001i9,0000000000000000002s,1823,2372,,00000000000000000003,5,,,5
000000000000000002p2,0000000000000000003b,000000000000000001iy,0000000000000000005q,2323,1157,,00000000000000000001,0,,,0
000000000000000001qv,0000000000000000001v,000000000000000000gq,0000000000000000007d,1605,1783,,00000000000000000002,1,,,1
000000000000000002n6,000000000000000000kd,000000000000000001ah,000000000000000001el,2312,2283,,00000000000000000003,3,,,3
000000000000000001je,0000000000000000002h,00000000000000000018,0000000000000000009i,2058,1565,,00000000000000000001,7,,,7
000000000000000001lm,00000000000000000088,0000000000000000009v,0000000000000000004k,2149,2272,,00000000000000000002,4,,,4
000000000000000001re,000000000000000000hl,000000000000000000pv,000000000000000000dh,1363,2018,,00000000000000000003,8,,,8
000000000000000001xa,0000000000000000008q,000000000000000001c4,000000000000000000ia,2183,2109,,00000000000000000001,6,,,6
000000000000000000bj,0000000000000000002k,000000000000000001mu,000000000000000000kn,125,1323,,00000000000000000002,2,,,2
000000000000000002s7,000000000000000000ae,000000000000000000nu,0000000000000000012p,2767,2143,,00000000000000000003,5,,,5
00000000000000000222,000000000000000000hv,000000000000000000gb,000000000000000000h9,821,85,,00000000000000000001,0,,,0
0000000000000000022q,000000000000000000fy,000000000000000001hb,00000000000000000059,1849,2727,,00000000000000000002,1,,,1
000000000000000002cu,000000000000000000m6,000000000000000000zd,000000000000000000vs,2766,781,,00000000000000000003,3,,,3
0000000000000000001o,000000000000000000fs,00000000000000000092,000000000000000001aw,762,1809,,00000000000000000001,7,,,7
000000000000000002qc,000000000000000000hu,000000000000000000z6,000000000000000001ej,2610,2726,,00000000000000000002,4,,,4
000000000000000002dt,000000000000000000f8,000000000000000000sj,0000000000000000013d,1565,722,,00000000000000000003,8,,,8
000000000000000001n1,0000000000000000003e,000000000000000000fb,000000000000000000j2,259,2570,,00000000000000000001,6,,,6
000000000000000001i8,00000000000000000041,000000000000000000gd,000000000000000000ce,1847,1525,,00000000000000000002,2,,,2
0000000000000000004f,000000000000000000kn,000000000000000000ca,00000000000000000141,291,219,,00000000000000000003,5,,,5
000000000000000002dy,00000000000000000043,000000000000000000zo,0000000000000000013a,120,1807,,00000000000000000001,0,,,0
000000000000000001v8,000000000000000000m3,000000000000000000vx,000000000000000001bk,823,251,,00000000000000000002,1,,,1
0000000000000000022i,000000000000000000dm,000000000000000001cp,000000000000000000q2,252,80,,00000000000000000003,3,,,3
000000000000000000wi,000000000000000000hk,000000000000000000vr,000000000000000000kp,2541,783,,00000000000000000001,7,,,7
00000000000000000083,00000000000000000080,000000000000000000bk,0000000000000000016k,877,212,,00000000000000000002,4,,,4
000000000000000001qw,000000000000000000bt,000000000000000001bz,00000000000000000091,1600,2501,,00000000000000000003,8,,,8
000000000000000002ot,000000000000000000ko,000000000000000001en,000000000000000000eu,2017,837,,00000000000000000001,6,,,6
0000000000000000025t,0000000000000000004t,0000000000000000013l,00000000000000000159,298,1560,,00000000000000000002,2,,,2
000000000000000002o7,000000000000000000cu,0000000000000000009t,0000000000000000001l,757,1977,,00000000000000000003,5,,,5
000000000000000001c2,000000000000000000er,000000000000000000ml,0000000000000000016c,2315,258,,00000000000000000001,0,,,0
000000000000000001jk,000000000000000000j5,0000000000000000003z,00000000000000000112,428,717,,00000000000000000002,1,,,1
000000000000000000in,000000000000000000l5,000000000000000000ek,000000000000000000ba,1351,2275,,00000000000000000003,3,,,3
0000000000000000028w,000000000000000000h3,000000000000000000ov,000000000000000000et,439,388,,00000000000000000001,7,,,7
000000000000000001ax,000000000000000000nr,000000000000000001g8,0000000000000000013m,701,1311,,00000000000000000002,4,,,4
000000000000000001wz,0000000000000000000w,000000000000000000nf,000000000000000000c2,597,399,,00000000000000000003,8,,,8
000000000000000000pb,000000000000000000n4,0000000000000000005v,000000000000000000mh,2882,661,,00000000000000000001,6,,,6
000000000000000002v6,000000000000000000cb,0000000000000000013o,000000000000000000u4,587,557,,00000000000000000002,2,,,2
0000000000000000007w,000000000000000000bn,000000000000000000f0,000000000000000000l9,2292,2842,,00000000000000000003,5,,,5
000000000000000002j4,000000000000000000mc,000000000000000001f3,000000000000000000un,2817,547,,00000000000000000001,0,,,0
000000000000000002m3,000000000000000000k4,0000000000000000013r,000000000000000000n6,2005,2252,,00000000000000000002,1,,,1
000000000000000001gt,000000000000000000ie,000000000000000001d2,000000000000000000v8,2816,2777,,00000000000000000003,3,,,3
000000000000000001lu,0000000000000000001n,000000000000000000ej,000000000000000000k0,2065,1965,,00000000000000000001,7,,,7
0000000000000000024i,000000000000000000el,000000000000000000n8,000000000000000000t6,1595,2776,,00000000000000000002,4,,,4
000000000000000001ty,000000000000000000et,0000000000000000005y,000000000000000000ct,1722,2025,,00000000000000000003,8,,,8
000000000000000001wn,000000000000000000kl,000000000000000000a2,000000000000000001ds,987,1555,,00000000000000000001,6,,,6
000000000000000002jd,0000000000000000002n,0000000000000000011c,000000000000000001bu,1659,1682,,00000000000000000002,2,,,2
000000000000000000rt,000000000000000000ck,000000000000000000vu,0000000000000000016g,1838,947,,00000000000000000003,5,,,5
000000000000000001kt,000000000000000000i5,000000000000000001ig,0000000000000000002h,2818,1619,,00000000000000000001,0,,,0
000000000000000000fv,000000000000000000n6,000000000000000000yy,000000000000000000kq,1962,1798,,00000000000000000002,1,,,1
000000000000000002tw,000000000000000000dr,000000000000000000kz,00000000000000000072,2356,2778,,00000000000000000003,3,,,3
000000000000000002h8,000000000000000000l6,000000000000000000jf,000000000000000000pp,2009,1922,,00000000000000000001,7,,,7
000000000000000002fl,000000000000000000ht,000000000000000000xp,000000000000000000pw,2736,2316,,00000000000000000002,4,,,4
000000000000000002v8,000000000000000000ei,00000000000000000166,000000000000000000h4,636,1969,,00000000000000000003,8,,,8
00000000000000000151,000000000000000000cn,000000000000000000cu,00000000000000000165,300,2696,,00000000000000000001,6,,,6
00000000000000000200,000000000000000000kb,0000000000000000011k,000000000000000000l7,1228,596,,00000000000000000002,2,,,2
0000000000000000026f,000000000000000000ng,000000000000000000ww,0000000000000000003v,83,260,,00000000000000000003,5,,,5
000000000000000001c9,000000000000000000kz,000000000000000000w8,000000000000000000u3,2577,1188,,00000000000000000001,0,,,0
000000000000000001v1,000000000000000000cr,000000000000000000yg,000000000000000000n2,2087,43,,00000000000000000002,1,,,1
000000000000000001r1,000000000000000000n7,000000000000000001eh,0000000000000000003c,729,2537,,00000000000000000003,3,,,3
000000000000000002x0,000000000000000000eh,000000000000000000fd,000000000000000000fz,663,2047,,00000000000000000001,7,,,7
0000000000000000027m,000000000000000000bx,000000000000000000fp,0000000000000000004v,1655,689,,00000000000000000002,4,,,4
000000000000000002x4,0000000000000000001j,000000000000000001bb,0000000000000000008u,1818,623,,00000000000000000003,8,,,8
000000000000000002e6,000000000000000000bp,000000000000000000bb,000000000000000000j1,1301,1615,,00000000000000000001,6,,,6
0000000000000000028c,000000000000000000ns,000000000000000000lq,000000000000000000ar,1799,1778,,00000000000000000002,2,,,2
000000000000000000e5,0000000000000000001m,0000000000000000006m,000000000000000000g6,1462,1261,,00000000000000000003,5,,,5
0000000000000000000a,000000000000000000dv,0000000000000000002i,000000000000000000q7,1215,1759,,00000000000000000001,0,,,0
000000000000000000ge,000000000000000000o2,000000000000000000wt,0000000000000000007z,1560,1422,,00000000000000000002,1,,,1
000000000000000001tf,0000000000000000008u,000000000000000001cr,0000000000000000011a,652,1175,,00000000000000000003,3,,,3
000000000000000001k6,0000000000000000005g,000000000000000000kg,000000000000000000gh,1701,1520,,00000000000000000001,7,,,7
000000000000000002tp,0000000000000000001f,00000000000000000068,000000000000000001em,1967,612,,00000000000000000002,4,,,4
000000000000000002vv,0000000000000000008t,0000000000000000005b,000000000000000000fs,1013,1661,,00000000000000000003,8,,,8
000000000000000000cf,0000000000000000004q,000000000000000000z2,00000000000000000127,1042,1927,,00000000000000000001,6,,,6
0000000000000000005f,000000000000000000ao,000000000000000000pg,000000000000000000tp,2592,973,,00000000000000000002,2,,,2
0000000000000000015m,0000000000000000007j,000000000000000000bu,000000000000000000vq,503,1002,,00000000000000000003,5,,,5
000000000000000000or,000000000000000000fr,000000000000000001fy,000000000000000001dv,616,2552,,00000000000000000001,0,,,0
000000000000000001ye,000000000000000000h4,00000000000000000071,000000000000000001az,426,463,,00000000000000000002,1,,,1
000000000000000002ah,000000000000000000jo,00000000000000000025,000000000000000000sa,2800,576,,00000000000000000003,3,,,3
000000000000000002v5,0000000000000000006u,000000000000000001cw,0000000000000000000k,2768,386,,00000000000000000001,7,,,7
000000000000000001qd,0000000000000000009i,000000000000000001cy,000000000000000000ws,880,2760,,00000000000000000002,4,,,4
000000000000000001to,000000000000000000ms,0000000000000000000f,000000000000000001b5,2036,2728,,00000000000000000003,8,,,8
000000000000000002ki,0000000000000000003n,000000000000000000ol,0000000000000000001h,1265,840,,00000000000000000001,6,,,6
000000000000000002so,000000000000000000aj,000000000000000000dk,000000000000000000ou,2266,1996,,00000000000000000002,2,,,2
000000000000000002tx,000000000000000000lh,000000000000000000gt,000000000000000000au,1283,1225,,00000000000000000003,5,,,5
0000000000000000027d,0000000000000000001r,000000000000000001kb,000000000000000001di,2749,2226,,00000000000000000001,0,,,0
0000000000000000018e,000000000000000000hh,000000000000000000t8,0000000000000000002p,2565,1243,,00000000000000000002,1,,,1
000000000000000000h7,0000000000000000005u,000000000000000001ka,000000000000000001ep,238,2709,,00000000000000000003,3,,,3
000000000000000002hu,000000000000000000bj,000000000000000000fq,000000000000000000fn,1715,2525,,00000000000000000001,7,,,7
000000000000000000ip,000000000000000000jg,000000000000000000dw,000000000000000000ye,2049,198,,00000000000000000002,4,,,4
000000000000000000tv,00000000000000000012,000000000000000000sm,0000000000000000011e,1977,1675,,00000000000000000003,8,,,8
000000000000000002lz,000000000000000000cv,000000000000000000k8,000000000000000000vd,885,2009,,00000000000000000001,6,,,6
000000000000000000vo,0000000000000000005i,0000000000000000010t,000000000000000000ja,780,1937,,00000000000000000002,2,,,2
0000000000000000009n,0000000000000000002v,0000000000000000001z,000000000000000000pi,1918,845,,00000000000000000003,5,,,5
000000000000000000cr,000000000000000000ic,000000000000000001bi,0000000000000000013s,765,740,,00000000000000000001,0,,,0
000000000000000002bx,00000000000000000007,000000000000000000ms,0000000000000000010a,2787,1878,,00000000000000000002,1,,,1
000000000000000000pn,00000000000000000052,000000000000000000tu,000000000000000000t7,2001,725,,00000000000000000003,3,,,3
000000000000000000jw,000000000000000000jc,000000000000000000ph,0000000000000000015r,1507,2747,,00000000000000000001,7,,,7
000000000000000001pk,0000000000000000008e,000000000000000000mb,000000000000000000o0,277,1961,,00000000000000000002,4,,,4
000000000000000000i5,000000000000000000lx,000000000000000000pt,000000000000000000q5,815,1467,,00000000000000000003,8,,,8
0000000000000000015s,0000000000000000009a,00000000000000000184,000000000000000000g3,1644,237,,00000000000000000001,6,,,6
000000000000000001cz,000000000000000000h0,000000000000000000i0,000000000000000000z0,1229,775,,00000000000000000002,2,,,2
0000000000000000023c,000000000000000000ll,000000000000000000q9,000000000000000000sq,142,1604,,00000000000000000003,5,,,5
000000000000000002b0,0000000000000000000m,000000000000000000qa,000000000000000000qs,1357,1189,,00000000000000000001,0,,,0
000000000000000002gg,000000000000000000fw,000000000000000000k3,000000000000000000lt,1311,102,,00000000000000000002,1,,,1
000000000000000001h6,000000000000000000kq,0000000000000000014n,000000000000000000iq,1297,1317,,00000000000000000003,3,,,3
00000000000000000275,00000000000000000069,00000000000000000182,00000000000000000045,2598,1271,,00000000000000000001,7,,,7
000000000000000000c0,000000000000000000md,000000000000000000z3,0000000000000000001t,857,1257,,00000000000000000002,4,,,4
00000000000000000246,000000000000000000ku,00000000000000000153,00000000000000000089,2029,2558,,00000000000000000003,8,,,8
000000000000000001aa,00000000000000000095,000000000000000000gf,000000000000000001as,1870,817,,00000000000000000001,6,,,6
000000000000000001li,000000000000000000de,000000000000000000p6,000000000000000000lw,704,1989,,00000000000000000002,2,,,2
000000000000000001ku,000000000000000000bs,0000000000000000017x,000000000000000000uu,207,1830,,00000000000000000003,5,,,5
000000000000000000hi,0000000000000000001w,00000000000000000195,000000000000000000xk,961,664,,00000000000000000001,0,,,0
0000000000000000015l,000000000000000000l3,0000000000000000007x,000000000000000000xz,1785,167,,00000000000000000002,1,,,1
000000000000000000ed,000000000000000000fn,0000000000000000012o,0000000000000000019b,136,921,,00000000000000000003,3,,,3
000000000000000000de,000000000000000000e8,000000000000000001lk,000000000000000000ty,2634,1745,,00000000000000000001,7,,,7
000000000000000002ne,0000000000000000005f,000000000000000001ke,000000000000000000ak,500,96,,00000000000000000002,4,,,4
000000000000000001wi,0000000000000000000p,0000000000000000015c,00000000000000000049,180,2594,,00000000000000000003,8,,,8
0000000000000000009d,000000000000000000i2,0000000000000000004z,000000000000000000rz,1259,460,,00000000000000000001,6,,,6
000000000000000001ra,000000000000000000l0,000000000000000000fe,0000000000000000014y,1912,140,,00000000000000000002,2,,,2
000000000000000001rn,000000000000000000dh,000000000000000000ag,000000000000000000p4,411,1219,,00000000000000000003,5,,,5
000000000000000002we,000000000000000000dy,000000000000000000iu,000000000000000000ro,1915,1872,,00000000000000000001,0,,,0
0000000000000000017k,00000000000000000094,000000000000000000kr,000000000000000000hq,588,371,,00000000000000000002,1,,,1
000000000000000001w1,000000000000000000co,000000000000000000m4,00000000000000000040,2351,1875,,00000000000000000003,3,,,3
00000000000000000115,000000000000000000l1,00000000000000000030,000000000000000000pe,2770,548,,00000000000000000001,7,,,7
000000000000000000ne,000000000000000000e7,000000000000000001mi,000000000000000000j6,998,2311,,00000000000000000002,4,,,4
000000000000000000re,0000000000000000004p,0000000000000000011h,000000000000000000iy,2507,2730,,00000000000000000003,8,,,8
000000000000000001kq,0000000000000000009y,000000000000000000sv,0000000000000000005u,1661,958,,00000000000000000001,6,,,6
000000000000000000ay,0000000000000000006b,000000000000000000yz,000000000000000000dv,2271,2467,,00000000000000000002,2,,,2
000000000000000002hs,000000000000000000nt,000000000000000000zs,000000000000000000mu,1578,1621,,00000000000000000003,5,,,5
000000000000000000ff,0000000000000000002c,000000000000000000aw,0000000000000000013x,719,2231,,00000000000000000001,0,,,0
0000000000000000023o,0000000000000000004m,000000000000000000mg,00000000000000000055,73,1538,,00000000000000000002,1,,,1
000000000000000000gs,0000000000000000007s,000000000000000000ix,000000000000000000p8,1987,679,,00000000000000000003,3,,,3
000000000000000000ta,00000000000000000061,00000000000000000047,000000000000000000rm,2808,33,,00000000000000000001,7,,,7
000000000000000001nk,000000000000000000gl,000000000000000000ew,0000000000000000014x,1449,1947,,00000000000000000002,4,,,4
000000000000000002s2,000000000000000000ar,0000000000000000018j,0000000000000000019u,1339,2768,,00000000000000000003,8,,,8
000000000000000001tv,0000000000000000007t,000000000000000000cd,000000000000000000b5,741,1409,,00000000000000000001,6,,,6
