stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000002mo,000000000000000001v2,000000000000000002xx,000000000000000003oe,10280,11744,,00000000000000000002,29,,,29
00000000000000000j2g,000000000000000001so,00000000000000000aoo,000000000000000005wj,10411,5971,,0000000000000000000e,7,,,7
00000000000000000d08,000000000000000002ws,0000000000000000014x,00000000000000000426,9747,3945,,00000000000000000001,55,,,55
00000000000000000jf7,000000000000000001ui,000000000000000001ft,000000000000000004v7,14010,13462,,00000000000000000007,16,,,16
00000000000000000ecl,000000000000000000vw,0000000000000000021e,0000000000000000008w,14577,9927,,0000000000000000000k,17,,,17
0000000000000000009f,000000000000000002mb,000000000000000005ed,000000000000000005ij,17889,2262,,0000000000000000000c,24,,,24
000000000000000000wv,0000000000000000004l,00000000000000000140,000000000000000008ma,2638,6140,,0000000000000000000a,12,,,12
00000000000000000ddi,00000000000000000326,000000000000000007lt,000000000000000002cz,14393,6797,,00000000000000000006,30,,,30
00000000000000000dtv,000000000000000002yh,0000000000000000016l,0000000000000000083a,17956,11111,,00000000000000000005,14,,,14
000000000000000008jw,000000000000000002ku,0000000000000000034t,0000000000000000051t,1188,1818,,00000000000000000003,3,,,3
0000000000000000030f,00000000000000000454,000000000000000003g2,000000000000000006om,9474,10240,,0000000000000000000j,27,,,27
00000000000000000ip6,0000000000000000029n,000000000000000002fv,000000000000000006eo,16841,10371,,0000000000000000000g,58,,,58
00000000000000000d02,000000000000000002j6,000000000000000008mo,000000000000000007c4,4287,9707,,0000000000000000000b,8,,,8
00000000000000000iti,000000000000000002pd,000000000000000004z3,000000000000000000o3,13887,13970,,00000000000000000008,36,,,36
000000000000000001p7,000000000000000001tw,000000000000000009d5,000000000000000007kg,11421,14537,,0000000000000000000h,56,,,56
000000000000000009qm,000000000000000000w5,000000000000000003xf,000000000000000005yk,12902,17849,,0000000000000000000i,57,,,57
0000000000000000081i,000000000000000003mn,000000000000000001hw,000000000000000006ph,12551,2598,,0000000000000000000d,1,,,1
00000000000000000h0h,000000000000000001dj,000000000000000008ao,000000000000000002t7,16613,14353,,0000000000000000000f,13,,,13
00000000000000000afi,000000000000000003yf,000000000000000001gy,000000000000000004km,10586,17916,,00000000000000000004,54,,,54
000000000000000004ug,000000000000000001rf,000000000000000005b3,000000000000000005hg,17270,1148,,00000000000000000009,47,,,47
00000000000000000f7n,000000000000000003jy,000000000000000002vx,000000000000000008wf,9830,9434,,00000000000000000002,32,,,32
00000000000000000ejq,0000000000000000017h,00000000000000000433,000000000000000004md,17475,16801,,0000000000000000000e,28,,,28
0000000000000000047k,000000000000000001r4,0000000000000000003o,000000000000000007gk,15623,4247,,00000000000000000001,0,,,0
00000000000000000fo9,0000000000000000031x,000000000000000009hj,000000000000000002pr,4359,13847,,00000000000000000007,6,,,6
00000000000000000c1b,000000000000000002jq,000000000000000009pv,0000000000000000038t,3799,11381,,0000000000000000000k,48,,,48
000000000000000009lb,000000000000000003m5,000000000000000007oa,000000000000000004sx,9691,12862,,0000000000000000000c,39,,,39
000000000000000006c4,0000000000000000040h,000000000000000005ak,000000000000000004xx,4083,12511,,0000000000000000000a,40,,,40
00000000000000000a51,000000000000000001k2,000000000000000006wm,0000000000000000043s,13229,16573,,00000000000000000006,23,,,23
00000000000000000d0o,000000000000000003se,000000000000000000tt,000000000000000004sn,9407,10546,,00000000000000000005,50,,,50
000000000000000001y0,0000000000000000048s,000000000000000007wt,0000000000000000032p,12645,17230,,00000000000000000003,53,,,53
000000000000000007ku,000000000000000003as,000000000000000008rm,00000000000000000894,2054,9790,,0000000000000000000j,19,,,19
000000000000000000x8,000000000000000001ml,000000000000000002mz,0000000000000000027t,4994,17435,,0000000000000000000g,38,,,38
0000000000000000079t,000000000000000003cr,0000000000000000026z,00000000000000000682,17393,19144,,0000000000000000000b,44,,,44
00000000000000000irf,0000000000000000010r,000000000000000002v8,000000000000000005fy,6470,15583,,00000000000000000008,11,,,11
0000000000000000063p,000000000000000001nj,0000000000000000004e,000000000000000005ex,9953,4319,,0000000000000000000h,26,,,26
00000000000000000aqp,000000000000000003iw,000000000000000009cj,000000000000000005ui,9271,3759,,0000000000000000000i,9,,,9
0000000000000000062a,0000000000000000002d,0000000000000000009a,0000000000000000076n,12099,9651,,0000000000000000000d,5,,,5
0000000000000000017v,000000000000000003vb,0000000000000000072a,000000000000000002ep,18231,4043,,0000000000000000000f,41,,,41
000000000000000005uf,000000000000000004du,000000000000000003rb,0000000000000000069i,2130,13189,,00000000000000000004,37,,,37
000000000000000006xs,000000000000000003v3,000000000000000006sy,000000000000000006ea,5805,9367,,00000000000000000009,43,,,43
00000000000000000g5g,0000000000000000040q,000000000000000001fo,000000000000000004q0,11372,12605,,00000000000000000002,4,,,4
00000000000000000j6y,000000000000000002ke,0000000000000000063a,000000000000000000ps,16122,2014,,0000000000000000000e,34,,,34
00000000000000000eww,0000000000000000023r,000000000000000007xv,000000000000000008zx,14603,4954,,00000000000000000001,42,,,42
000000000000000008cp,000000000000000000lp,00000000000000000380,0000000000000000036q,18593,17353,,00000000000000000007,2,,,2
00000000000000000f3o,000000000000000001e9,0000000000000000085e,0000000000000000089y,5337,6430,,0000000000000000000k,20,,,20
00000000000000000ap8,0000000000000000023q,000000000000000001wp,0000000000000000057a,4242,9913,,0000000000000000000c,45,,,45
00000000000000000fm1,000000000000000000k2,000000000000000008sn,0000000000000000035d,16894,9231,,0000000000000000000a,18,,,18
000000000000000004ly,000000000000000001ze,00000000000000000816,000000000000000002co,8086,12059,,00000000000000000006,31,,,31
000000000000000002mb,0000000000000000016d,00000000000000000al0,000000000000000001un,17636,18191,,00000000000000000005,21,,,21
00000000000000000gn2,000000000000000003pr,00000000000000000aps,000000000000000006d1,17740,2090,,00000000000000000003,52,,,52
00000000000000000eio,00000000000000000301,000000000000000009ld,0000000000000000039n,12275,5765,,0000000000000000000j,51,,,51
000000000000000005j3,00000000000000000063,000000000000000006pk,000000000000000008kc,9085,11332,,0000000000000000000g,22,,,22
00000000000000000c19,0000000000000000028y,000000000000000003dd,000000000000000000fl,8411,16082,,0000000000000000000b,59,,,59
000000000000000006tb,000000000000000001e7,000000000000000009ud,000000000000000002r5,362,14563,,00000000000000000008,15,,,15
0000000000000000006f,000000000000000004gb,000000000000000004ca,000000000000000006o6,4274,18553,,0000000000000000000h,10,,,10
0000000000000000099h,0000000000000000006z,00000000000000000935,000000000000000007hx,14097,5297,,0000000000000000000i,33,,,33
000000000000000003yb,000000000000000003pe,000000000000000008f3,000000000000000001nc,1732,4202,,0000000000000000000d,35,,,35
00000000000000000b38,000000000000000002eq,000000000000000004e3,000000000000000002xo,9492,16854,,0000000000000000000f,49,,,49
00000000000000000a3u,00000000000000000354,000000000000000007f0,000000000000000003pb,17530,8046,,00000000000000000004,46,,,46
00000000000000000axa,00000000000000000028,0000000000000000007t,000000000000000005vh,18300,17596,,00000000000000000009,25,,,25
00000000000000000ipb,000000000000000003n4,000000000000000000gs,000000000000000007om,18828,17700,,00000000000000000002,29,,,29
000000000000000003ea,000000000000000000lr,00000000000000000a48,000000000000000007j8,16643,12235,,0000000000000000000e,7,,,7
00000000000000000fwm,000000000000000002vb,000000000000000005rc,000000000000000001ce,17846,9045,,00000000000000000001,55,,,55
000000000000000001ls,0000000000000000005w,000000000000000004t6,000000000000000001lx,8963,8371,,00000000000000000007,16,,,16
000000000000000002kx,000000000000000001xh,000000000000000006mf,000000000000000003ij,16745,322,,0000000000000000000k,17,,,17
000000000000000007ay,000000000000000002rc,000000000000000009e1,000000000000000001r9,9751,4234,,0000000000000000000c,24,,,24
000000000000000007n3,000000000000000000n9,0000000000000000061r,000000000000000000f9,2261,14057,,0000000000000000000a,12,,,12
000000000000000008zz,0000000000000000017c,000000000000000000gc,000000000000000007n4,115,1692,,00000000000000000006,30,,,30
00000000000000000h96,000000000000000001ix,000000000000000006rh,000000000000000000co,18190,9452,,00000000000000000005,14,,,14
000000000000000008tu,00000000000000000076,000000000000000008wv,000000000000000007zh,4753,17490,,00000000000000000003,3,,,3
000000000000000003ge,0000000000000000040v,000000000000000001l0,000000000000000003dr,3892,18260,,0000000000000000000j,27,,,27
00000000000000000j86,000000000000000000jx,0000000000000000001t,000000000000000001fn,15778,18788,,0000000000000000000g,58,,,58
00000000000000000ad3,000000000000000001r7,0000000000000000051u,0000000000000000063l,8522,16603,,0000000000000000000b,8,,,8
00000000000000000dqc,0000000000000000036u,000000000000000001vx,000000000000000002y0,17280,17806,,00000000000000000008,36,,,36
0000000000000000050n,000000000000000002vu,000000000000000006e7,0000000000000000032o,13112,8923,,0000000000000000000h,56,,,56
00000000000000000j0d,000000000000000000as,0000000000000000045u,0000000000000000098p,5460,16705,,0000000000000000000i,57,,,57
000000000000000009db,0000000000000000027y,0000000000000000043h,0000000000000000031d,11641,9711,,0000000000000000000d,1,,,1
00000000000000000gg7,0000000000000000010f,000000000000000005d1,000000000000000008si,7398,2221,,0000000000000000000f,13,,,13
000000000000000005we,000000000000000000b3,0000000000000000028c,000000000000000004ws,1025,75,,00000000000000000004,54,,,54
00000000000000000j9s,000000000000000002pz,000000000000000004f4,0000000000000000063i,18762,18150,,00000000000000000009,47,,,47
00000000000000000cn9,000000000000000003vr,000000000000000007k3,00000000000000000320,2356,4713,,00000000000000000002,32,,,32
000000000000000009vr,000000000000000000id,00000000000000000307,00000000000000000503,3044,3852,,0000000000000000000e,28,,,28
0000000000000000054o,000000000000000000fh,0000000000000000085v,000000000000000004gy,6321,15738,,00000000000000000001,0,,,0
000000000000000006rk,0000000000000000026y,000000000000000005xq,000000000000000001mi,12547,8482,,00000000000000000007,6,,,6
00000000000000000gtd,000000000000000000f7,0000000000000000061j,000000000000000007fp,18381,17240,,0000000000000000000k,48,,,48
000000000000000002if,000000000000000001qk,000000000000000000pq,0000000000000000009u,4554,13072,,0000000000000000000c,39,,,39
00000000000000000fie,00000000000000000255,0000000000000000049b,000000000000000007wl,600,5420,,0000000000000000000a,40,,,40
00000000000000000e1w,000000000000000002vn,000000000000000003vg,000000000000000006jv,8801,11601,,00000000000000000006,23,,,23
000000000000000005j8,000000000000000002ce,000000000000000009hz,000000000000000003yt,17992,7358,,00000000000000000005,50,,,50
000000000000000006hk,000000000000000003tk,0000000000000000007m,0000000000000000024n,9429,985,,00000000000000000003,53,,,53
000000000000000003cn,000000000000000001il,000000000000000007b9,000000000000000005ul,12909,18722,,0000000000000000000j,19,,,19
000000000000000005fu,0000000000000000045k,00000000000000000ahc,000000000000000006go,14245,2316,,0000000000000000000g,38,,,38
000000000000000004o1,000000000000000004db,000000000000000007c7,000000000000000002bu,10975,3004,,0000000000000000000b,44,,,44
00000000000000000698,000000000000000002zy,00000000000000000189,00000000000000000447,7175,6281,,00000000000000000008,11,,,11
00000000000000000hho,000000000000000003hg,000000000000000006c6,000000000000000001zb,15803,12507,,0000000000000000000h,26,,,26
00000000000000000fr3,00000000000000000254,000000000000000003fx,000000000000000000a3,14572,18341,,0000000000000000000i,9,,,9
000000000000000005n0,000000000000000002u0,0000000000000000019l,000000000000000008ut,16679,4514,,0000000000000000000d,5,,,5
00000000000000000i3x,000000000000000002jh,000000000000000000ht,000000000000000006ez,17204,560,,0000000000000000000f,41,,,41
00000000000000000b0b,0000000000000000037e,0000000000000000026j,000000000000000009e2,13557,8761,,00000000000000000004,37,,,37
000000000000000005sz,000000000000000003sm,00000000000000000ah9,000000000000000001xf,9626,17952,,00000000000000000009,43,,,43
00000000000000000fts,0000000000000000044r,000000000000000001tw,000000000000000003no,8795,9389,,00000000000000000002,4,,,4
00000000000000000802,000000000000000004f4,000000000000000007ft,000000000000000008yk,18687,12869,,0000000000000000000e,34,,,34
000000000000000007ax,00000000000000000414,000000000000000002ff,000000000000000007qc,12479,14205,,00000000000000000001,42,,,42
000000000000000004po,000000000000000001k9,0000000000000000019p,000000000000000001yj,10188,10935,,00000000000000000007,2,,,2
00000000000000000dnm,0000000000000000035t,0000000000000000009d,000000000000000000gd,3506,7135,,0000000000000000000k,20,,,20
00000000000000000cbs,00000000000000000177,000000000000000009ss,000000000000000002gr,14078,15763,,0000000000000000000c,45,,,45
000000000000000006k7,000000000000000001aq,000000000000000008u5,000000000000000004wv,18162,14532,,0000000000000000000a,18,,,18
000000000000000000jh,000000000000000000qb,00000000000000000abf,0000000000000000052g,6101,16639,,00000000000000000006,31,,,31
00000000000000000cdu,0000000000000000038s,000000000000000000lm,000000000000000006q9,17356,17164,,00000000000000000005,21,,,21
00000000000000000iir,00000000000000000302,0000000000000000028t,0000000000000000081f,5401,13517,,00000000000000000003,52,,,52
000000000000000006lk,0000000000000000018z,0000000000000000031x,000000000000000005hc,17608,9586,,0000000000000000000j,51,,,51
00000000000000000ir4,0000000000000000047m,000000000000000002p5,0000000000000000063o,16959,8755,,0000000000000000000g,22,,,22
00000000000000000bqq,000000000000000001dy,000000000000000002w1,000000000000000007vv,14632,18647,,0000000000000000000b,59,,,59
00000000000000000060,000000000000000003fz,000000000000000004tz,000000000000000007tr,6013,12439,,00000000000000000008,15,,,15
00000000000000000eqe,000000000000000002f3,000000000000000003pl,000000000000000003sx,13255,10148,,0000000000000000000h,10,,,10
00000000000000000fwi,000000000000000003qf,000000000000000006v8,000000000000000003yy,83,3466,,0000000000000000000i,33,,,33
00000000000000000bna,0000000000000000043d,00000000000000000324,000000000000000008uk,10446,14038,,0000000000000000000d,35,,,35
00000000000000000cpr,00000000000000000256,000000000000000008wy,000000000000000001tx,18217,18122,,0000000000000000000f,49,,,49
00000000000000000i52,000000000000000002xa,00000000000000000ats,000000000000000003y3,9583,6061,,00000000000000000004,46,,,46
000000000000000008bk,000000000000000002o0,000000000000000002ya,0000000000000000013d,9377,17316,,00000000000000000009,25,,,25
000000000000000007g2,000000000000000002wk,000000000000000009kz,000000000000000006e1,9350,5361,,00000000000000000002,29,,,29
000000000000000004xg,000000000000000001he,0000000000000000043g,0000000000000000031i,14524,17568,,0000000000000000000e,7,,,7
000000000000000001mn,000000000000000002k9,000000000000000007d5,000000000000000008v0,5063,16919,,00000000000000000001,55,,,55
000000000000000008db,000000000000000001sc,000000000000000007kt,0000000000000000092k,15570,14592,,00000000000000000007,16,,,16
00000000000000000j7k,000000000000000003w0,000000000000000005o5,000000000000000006i6,18628,5973,,0000000000000000000k,17,,,17
00000000000000000j0s,000000000000000001ip,00000000000000000992,000000000000000008cj,4075,13215,,0000000000000000000c,24,,,24
00000000000000000j6h,0000000000000000036w,0000000000000000015h,0000000000000000074x,10035,43,,0000000000000000000a,12,,,12
00000000000000000bqm,000000000000000002z4,000000000000000001s8,0000000000000000073a,18758,10406,,00000000000000000006,30,,,30
00000000000000000abc,000000000000000002l1,0000000000000000075u,0000000000000000089j,6156,18177,,00000000000000000005,14,,,14
00000000000000000cz9,000000000000000002f8,000000000000000004ed,000000000000000007a1,15889,9543,,00000000000000000003,3,,,3
0000000000000000096l,000000000000000003ym,000000000000000001gs,000000000000000006gk,5679,9337,,0000000000000000000j,27,,,27
00000000000000000fb1,0000000000000000022w,000000000000000002wk,000000000000000007s1,15758,9310,,0000000000000000000g,58,,,58
000000000000000000be,000000000000000003g3,000000000000000008dp,000000000000000005p6,3682,14484,,0000000000000000000b,8,,,8
00000000000000000848,000000000000000002ln,000000000000000002y4,000000000000000008j1,18746,5023,,00000000000000000008,36,,,36
000000000000000000td,000000000000000000gk,000000000000000005zt,00000000000000000852,7490,15530,,0000000000000000000h,56,,,56
00000000000000000083,000000000000000003yv,000000000000000005ve,000000000000000003mr,2886,18588,,0000000000000000000i,57,,,57
00000000000000000736,000000000000000002hn,000000000000000008sm,000000000000000001a5,8415,4035,,0000000000000000000d,1,,,1
00000000000000000hpe,00000000000000000078,0000000000000000078o,000000000000000001i6,9227,9995,,0000000000000000000f,13,,,13
000000000000000004nk,00000000000000000445,000000000000000004ij,00000000000000000045,11368,18718,,00000000000000000004,54,,,54
00000000000000000a2u,000000000000000003f2,000000000000000006su,0000000000000000072w,10750,6116,,00000000000000000009,47,,,47
00000000000000000f2l,000000000000000000x0,000000000000000009pt,000000000000000006j4,1664,15849,,00000000000000000002,32,,,32
000000000000000002mx,00000000000000000017,000000000000000006rr,0000000000000000018x,5123,5639,,0000000000000000000e,28,,,28
000000000000000005jl,000000000000000001yh,0000000000000000014z,000000000000000000gp,5543,15718,,00000000000000000001,0,,,0
000000000000000000sl,000000000000000003yb,000000000000000007c1,000000000000000007ja,7233,3642,,00000000000000000007,6,,,6
000000000000000003qo,000000000000000001kv,0000000000000000003x,000000000000000007dr,14724,18706,,0000000000000000000k,48,,,48
000000000000000007iz,000000000000000000j5,000000000000000004em,000000000000000000yc,13041,7450,,0000000000000000000c,39,,,39
00000000000000000hb1,000000000000000000hb,000000000000000008ru,000000000000000004cr,5374,2846,,0000000000000000000a,40,,,40
0000000000000000030v,0000000000000000018v,000000000000000009pb,000000000000000006cc,88,8375,,00000000000000000006,23,,,23
0000000000000000046v,00000000000000000412,000000000000000004ai,000000000000000000qk,11656,9187,,00000000000000000005,50,,,50
00000000000000000b07,000000000000000003wu,00000000000000000af6,000000000000000005sk,11028,11328,,00000000000000000003,53,,,53
000000000000000005cg,000000000000000002fk,0000000000000000008x,000000000000000007ky,4620,10710,,0000000000000000000j,19,,,19
00000000000000000etx,000000000000000003fc,000000000000000004cc,0000000000000000064x,8367,1624,,0000000000000000000g,38,,,38
00000000000000000j70,000000000000000001de,000000000000000003dq,0000000000000000095q,15114,5083,,0000000000000000000b,44,,,44
00000000000000000fac,000000000000000003q8,000000000000000003bi,0000000000000000068b,3702,5503,,00000000000000000008,11,,,11
000000000000000006wl,000000000000000003rw,000000000000000002gt,000000000000000005q2,5499,7193,,0000000000000000000h,26,,,26
00000000000000000gdm,000000000000000000z1,0000000000000000005d,000000000000000000th,12571,14684,,0000000000000000000i,9,,,9
000000000000000004h6,000000000000000003cu,000000000000000001xt,000000000000000007su,749,13001,,0000000000000000000d,5,,,5
0000000000000000034a,000000000000000001cv,0000000000000000069s,000000000000000000v2,18888,5334,,0000000000000000000f,41,,,41
000000000000000006mj,000000000000000002v3,000000000000000006u1,000000000000000002wo,2277,48,,00000000000000000004,37,,,37
000000000000000002rr,0000000000000000013i,000000000000000001pl,0000000000000000094l,3778,11616,,00000000000000000009,43,,,43
00000000000000000495,000000000000000002yq,000000000000000007ly,000000000000000002te,4609,10988,,00000000000000000002,4,,,4
00000000000000000ap9,000000000000000003l6,00000000000000000492,000000000000000003sb,5705,4580,,0000000000000000000e,34,,,34
00000000000000000a5j,0000000000000000037l,0000000000000000015k,00000000000000000517,6697,8327,,00000000000000000001,42,,,42
00000000000000000fv2,00000000000000000443,00000000000000000718,00000000000000000160,10986,15074,,00000000000000000007,2,,,2
00000000000000000hfn,000000000000000003bs,000000000000000004mu,000000000000000004d3,10210,3662,,0000000000000000000k,20,,,20
00000000000000000apo,0000000000000000039l,0000000000000000079a,000000000000000009b2,11766,5459,,0000000000000000000c,45,,,45
00000000000000000frx,000000000000000003oh,000000000000000008jq,000000000000000003i9,903,12531,,0000000000000000000a,18,,,18
000000000000000003wl,000000000000000000wn,000000000000000009cp,000000000000000006og,8880,709,,00000000000000000006,31,,,31
00000000000000000j2u,00000000000000000168,000000000000000004e8,0000000000000000050f,10165,18848,,00000000000000000005,21,,,21
000000000000000007qg,000000000000000003ra,000000000000000007ts,0000000000000000027q,17117,2237,,00000000000000000003,52,,,52
0000000000000000073m,000000000000000000h0,0000000000000000046u,000000000000000005pj,17127,3738,,0000000000000000000j,51,,,51
00000000000000000h5p,0000000000000000033w,00000000000000000ath,000000000000000001kl,5525,4569,,0000000000000000000g,22,,,22
000000000000000003ae,000000000000000001a5,000000000000000000xn,000000000000000000cb,13944,5665,,0000000000000000000b,59,,,59
00000000000000000hzt,000000000000000003lq,000000000000000005kd,000000000000000005k3,14321,6657,,00000000000000000008,15,,,15
000000000000000004zm,0000000000000000044d,000000000000000007as,0000000000000000057k,12691,10946,,0000000000000000000h,10,,,10
000000000000000008qj,000000000000000003s6,000000000000000003vr,000000000000000008et,5568,10170,,0000000000000000000i,33,,,33
0000000000000000007r,000000000000000001hj,000000000000000003vn,000000000000000000yo,2677,11726,,0000000000000000000d,35,,,35
0000000000000000049o,000000000000000002sg,0000000000000000060v,000000000000000001jr,9412,863,,0000000000000000000f,49,,,49
00000000000000000037,000000000000000002gt,000000000000000002hp,000000000000000003vv,17372,8840,,00000000000000000004,46,,,46
000000000000000006s1,000000000000000000r1,000000000000000004ag,000000000000000004wm,838,10125,,00000000000000000009,25,,,25
00000000000000000cdg,000000000000000003l3,000000000000000004oo,000000000000000007t7,6185,17077,,00000000000000000002,29,,,29
0000000000000000036r,0000000000000000032o,000000000000000002km,00000000000000000415,5621,17087,,0000000000000000000e,7,,,7
00000000000000000fwz,000000000000000003rz,00000000000000000590,000000000000000007zj,13324,5485,,00000000000000000001,55,,,55
00000000000000000es3,000000000000000000ru,00000000000000000143,000000000000000003r7,14672,13904,,00000000000000000007,16,,,16
0000000000000000056e,0000000000000000049i,0000000000000000043p,000000000000000003jh,17658,14281,,0000000000000000000k,17,,,17
00000000000000000icc,000000000000000001yw,000000000000000008re,0000000000000000083t,3122,12651,,0000000000000000000c,24,,,24
00000000000000000izs,000000000000000000cv,0000000000000000014o,000000000000000006b7,16682,5528,,0000000000000000000a,12,,,12
00000000000000000bpj,000000000000000000g0,000000000000000005jp,000000000000000001i9,13379,2637,,00000000000000000006,30,,,30
000000000000000004ta,00000000000000000323,00000000000000000326,000000000000000000md,17111,9372,,00000000000000000005,14,,,14
000000000000000007db,000000000000000002tk,000000000000000000xs,00000000000000000861,16093,17332,,00000000000000000003,3,,,3
000000000000000008p5,000000000000000004ad,0000000000000000090o,0000000000000000039i,6718,798,,0000000000000000000j,27,,,27
000000000000000002ac,000000000000000000aq,000000000000000005iu,000000000000000004su,16068,6145,,0000000000000000000g,58,,,58
00000000000000000dbn,0000000000000000024o,000000000000000000xj,000000000000000004dr,7012,5581,,0000000000000000000b,8,,,8
000000000000000006yq,0000000000000000023s,00000000000000000171,000000000000000003zk,17310,13284,,00000000000000000008,36,,,36
00000000000000000gk0,000000000000000000nc,000000000000000009yr,000000000000000007fi,1887,14632,,0000000000000000000h,56,,,56
000000000000000008v5,000000000000000001jg,000000000000000008c2,000000000000000007gj,102,17618,,0000000000000000000i,57,,,57
00000000000000000goc,000000000000000002he,00000000000000000at2,000000000000000006f7,15044,3082,,0000000000000000000d,1,,,1
00000000000000000h0q,0000000000000000033t,000000000000000009cf,000000000000000007ck,11177,16642,,0000000000000000000f,13,,,13
00000000000000000im0,000000000000000000y1,000000000000000007uo,000000000000000003nn,7742,13339,,00000000000000000004,54,,,54
00000000000000000gft,000000000000000001pu,000000000000000008tt,000000000000000004gu,18251,17071,,00000000000000000009,47,,,47
0000000000000000012d,000000000000000000yj,00000000000000000874,000000000000000000vm,6970,16053,,00000000000000000002,32,,,32
00000000000000000eho,000000000000000002jc,000000000000000005lw,000000000000000005sm,3329,6678,,0000000000000000000e,28,,,28
0000000000000000037b,000000000000000002z7,0000000000000000069p,000000000000000001vy,11258,16028,,00000000000000000001,0,,,0
000000000000000003hc,000000000000000002x5,0000000000000000085c,000000000000000001uq,14715,6972,,00000000000000000007,6,,,6
000000000000000000x1,000000000000000002ft,000000000000000005ua,000000000000000008ph,958,17270,,0000000000000000000k,48,,,48
00000000000000000d1u,000000000000000004fo,000000000000000004c0,0000000000000000018s,13322,1847,,0000000000000000000c,39,,,39
00000000000000000gt1,000000000000000003p7,000000000000000003s3,000000000000000001sw,14188,62,,0000000000000000000a,40,,,40
000000000000000000it,00000000000000000239,000000000000000000q8,0000000000000000012w,833,15004,,00000000000000000006,23,,,23
000000000000000008b6,000000000000000002nf,000000000000000008oa,0000000000000000006u,6379,11137,,00000000000000000005,50,,,50
000000000000000004ty,000000000000000001y5,00000000000000000am3,000000000000000004vc,6371,7702,,00000000000000000003,53,,,53
00000000000000000bun,000000000000000002lv,000000000000000004f7,000000000000000001qk,18442,18211,,0000000000000000000j,19,,,19
00000000000000000cxr,00000000000000000356,000000000000000003z2,000000000000000007kw,387,6930,,0000000000000000000g,38,,,38
00000000000000000a4r,0000000000000000005i,0000000000000000067k,0000000000000000033g,5845,3289,,0000000000000000000b,44,,,44
00000000000000000j50,000000000000000001aj,000000000000000006w5,000000000000000003br,4808,11218,,00000000000000000008,11,,,11
000000000000000001uc,000000000000000001jt,0000000000000000079l,000000000000000004il,14698,14675,,0000000000000000000h,26,,,26
00000000000000000h5d,000000000000000001ht,00000000000000000884,000000000000000006ym,5400,918,,0000000000000000000i,9,,,9
0000000000000000005k,0000000000000000038u,000000000000000005u6,000000000000000006op,9345,13282,,0000000000000000000d,5,,,5
000000000000000009lt,000000000000000000nh,00000000000000000004,000000000000000005b5,17931,14148,,0000000000000000000f,41,,,41
000000000000000009p4,000000000000000002z9,000000000000000000qw,0000000000000000000h,12543,793,,00000000000000000004,37,,,37
000000000000000007xc,000000000000000000kk,000000000000000003j6,0000000000000000036a,3766,6339,,00000000000000000009,43,,,43
00000000000000000ak9,000000000000000002sw,0000000000000000061v,0000000000000000007a,1705,6331,,00000000000000000002,4,,,4
000000000000000009r3,00000000000000000371,000000000000000002u1,000000000000000006fg,2958,18402,,0000000000000000000e,34,,,34
000000000000000001pf,0000000000000000037b,00000000000000000554,000000000000000003t2,6175,347,,00000000000000000001,42,,,42
000000000000000001rx,000000000000000003np,000000000000000009r4,0000000000000000001x,5552,5805,,00000000000000000007,2,,,2
00000000000000000csv,000000000000000001g6,00000000000000000231,0000000000000000042f,10404,4768,,0000000000000000000k,20,,,20
00000000000000000bhy,000000000000000000k5,000000000000000004vw,000000000000000007xs,8053,14658,,0000000000000000000c,45,,,45
000000000000000004rk,0000000000000000024b,000000000000000001gj,000000000000000008v9,8335,5360,,0000000000000000000a,18,,,18
00000000000000000406,000000000000000001ih,000000000000000003y7,0000000000000000033u,7370,9305,,00000000000000000006,31,,,31
000000000000000004qa,000000000000000004c6,00000000000000000ay1,0000000000000000070x,16498,17891,,00000000000000000005,21,,,21
0000000000000000074d,0000000000000000014r,0000000000000000046j,000000000000000002kw,17438,12503,,00000000000000000003,52,,,52
00000000000000000c0n,000000000000000002cx,000000000000000008rj,00000000000000000748,10230,3726,,0000000000000000000j,51,,,51
000000000000000005cp,0000000000000000006l,000000000000000006ko,000000000000000005vn,17575,1665,,0000000000000000000g,22,,,22
000000000000000009gy,0000000000000000032g,000000000000000009z2,000000000000000005hn,19096,2918,,0000000000000000000b,59,,,59
00000000000000000iy4,000000000000000003ev,000000000000000003xd,000000000000000006ah,11454,6135,,00000000000000000008,15,,,15
00000000000000000f4x,000000000000000000lj,000000000000000002f2,000000000000000001mv,6727,5512,,0000000000000000000h,10,,,10
00000000000000000bz8,000000000000000004e9,0000000000000000096d,000000000000000000w2,18246,10364,,0000000000000000000i,33,,,33
00000000000000000fmv,000000000000000004el,000000000000000004c3,000000000000000008p0,5760,8013,,0000000000000000000d,35,,,35
000000000000000002p7,000000000000000002hb,000000000000000002fb,0000000000000000034s,12474,8295,,0000000000000000000f,49,,,49
00000000000000000761,000000000000000002rp,00000000000000000a54,000000000000000007fh,8978,7330,,00000000000000000004,46,,,46
000000000000000006zx,0000000000000000018k,000000000000000003y9,000000000000000004hg,3082,16458,,00000000000000000009,25,,,25
000000000000000000rb,000000000000000003j1,000000000000000008hr,000000000000000004zi,15194,17398,,00000000000000000002,29,,,29
000000000000000006k5,000000000000000000x1,000000000000000002ga,000000000000000006jt,11534,10190,,0000000000000000000e,7,,,7
000000000000000004rv,0000000000000000002u,000000000000000008c9,0000000000000000044q,14463,17535,,00000000000000000001,55,,,55
