route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
0000000000000000005v,0000000000000000001e,000000000000000001x7,000000000000000000ce,00000000000000000009,36,000000000000000001x7,000000000000000000d1,15
0000000000000000005y,0000000000000000000d,000000000000000000xx,000000000000000000dt,0000000000000000006i,1,000000000000000000xx,0000000000000000002e,4
0000000000000000001d,0000000000000000002e,000000000000000001ja,0000000000000000009z,0000000000000000000u,13,000000000000000001ja,00000000000000000062,9
0000000000000000002o,0000000000000000001i,000000000000000001t6,00000000000000000071,0000000000000000002s,32,000000000000000001t6,000000000000000000hb,2
0000000000000000006w,00000000000000000006,000000000000000000ju,0000000000000000001t,0000000000000000008f,28,000000000000000000ju,0000000000000000001i,14
0000000000000000004a,0000000000000000000k,000000000000000001ma,00000000000000000070,00000000000000000001,0,000000000000000001ma,000000000000000000az,1
0000000000000000004x,00000000000000000022,0000000000000000007i,000000000000000000du,0000000000000000000q,6,0000000000000000007i,00000000000000000050,7
0000000000000000005p,0000000000000000000n,000000000000000000oj,00000000000000000048,000000000000000000br,39,000000000000000000oj,000000000000000000go,20
0000000000000000004v,00000000000000000020,000000000000000001la,000000000000000000bg,000000000000000000b5,23,000000000000000001la,000000000000000000cx,12
0000000000000000006v,00000000000000000008,0000000000000000017q,0000000000000000000s,0000000000000000009c,19,0000000000000000017q,000000000000000000f1,10
0000000000000000004l,0000000000000000001d,000000000000000000bm,0000000000000000005j,00000000000000000033,38,000000000000000000bm,000000000000000000cq,6
00000000000000000072,0000000000000000002o,000000000000000000wh,0000000000000000003l,000000000000000000aa,11,000000000000000000wh,00000000000000000006,5
0000000000000000004u,0000000000000000000h,0000000000000000002z,00000000000000000093,00000000000000000037,26,0000000000000000002z,0000000000000000004c,3
00000000000000000049,0000000000000000002a,000000000000000001pc,000000000000000000by,0000000000000000001b,9,000000000000000001pc,0000000000000000000k,19
0000000000000000003z,0000000000000000000l,00000000000000000051,00000000000000000029,0000000000000000005x,5,00000000000000000051,000000000000000000eg,16
0000000000000000002y,0000000000000000001y,000000000000000000io,0000000000000000002g,0000000000000000008a,37,000000000000000000io,000000000000000000b7,11
0000000000000000000h,0000000000000000001u,000000000000000000fx,0000000000000000007i,0000000000000000004s,4,000000000000000000fx,000000000000000000as,8
0000000000000000003k,00000000000000000023,000000000000000000r8,0000000000000000005d,000000000000000000c4,34,000000000000000000r8,0000000000000000004j,17
00000000000000000059,0000000000000000001t,000000000000000000hh,0000000000000000008j,0000000000000000006l,2,000000000000000000hh,0000000000000000005m,18
0000000000000000006k,0000000000000000000s,00000000000000000205,0000000000000000007k,00000000000000000030,20,00000000000000000205,0000000000000000005r,13
0000000000000000002a,00000000000000000029,000000000000000001k4,00000000000000000009,000000000000000000a0,18,000000000000000001k4,0000000000000000009d,15
00000000000000000036,0000000000000000002g,00000000000000000118,0000000000000000006i,0000000000000000007r,31,00000000000000000118,0000000000000000007u,4
0000000000000000000l,00000000000000000009,000000000000000000zi,0000000000000000000u,0000000000000000005b,21,000000000000000000zi,0000000000000000007h,9
0000000000000000001y,0000000000000000000u,000000000000000000l3,0000000000000000002s,00000000000000000021,22,000000000000000000l3,00000000000000000068,2
0000000000000000001u,0000000000000000002s,0000000000000000006f,0000000000000000008f,0000000000000000000c,15,0000000000000000006f,00000000000000000022,14
00000000000000000064,00000000000000000001,000000000000000001ua,00000000000000000001,0000000000000000008o,10,000000000000000001ua,000000000000000000g7,1
0000000000000000006g,0000000000000000000q,000000000000000000is,0000000000000000000q,00000000000000000014,33,000000000000000000is,0000000000000000000n,7
0000000000000000005o,0000000000000000001b,0000000000000000015z,000000000000000000br,0000000000000000000v,35,0000000000000000015z,000000000000000000gm,20
00000000000000000077,00000000000000000021,000000000000000000gg,000000000000000000b5,0000000000000000008z,25,000000000000000000gg,000000000000000000bh,12
00000000000000000023,0000000000000000000c,000000000000000000g4,0000000000000000009c,00000000000000000092,29,000000000000000000g4,0000000000000000003y,10
0000000000000000006y,00000000000000000014,000000000000000001ov,00000000000000000033,000000000000000000b8,7,000000000000000001ov,0000000000000000003t,6
00000000000000000071,0000000000000000000v,0000000000000000016p,000000000000000000aa,000000000000000000bi,16,0000000000000000016p,000000000000000000ev,5
0000000000000000001t,0000000000000000001a,000000000000000000h8,00000000000000000037,000000000000000000ab,17,000000000000000000h8,000000000000000000c6,3
00000000000000000070,0000000000000000001p,00000000000000000107,0000000000000000001b,000000000000000000cg,24,00000000000000000107,00000000000000000081,19
00000000000000000048,0000000000000000000g,000000000000000001zg,0000000000000000005x,00000000000000000044,12,000000000000000001zg,000000000000000000cj,16
0000000000000000000s,0000000000000000000t,0000000000000000019n,000000000000000000dp,0000000000000000004d,30,0000000000000000019n,000000000000000000hf,11
0000000000000000005j,0000000000000000002q,000000000000000001a1,0000000000000000008a,0000000000000000001a,14,000000000000000001a1,0000000000000000004e,8
0000000000000000003l,0000000000000000002d,000000000000000001lv,0000000000000000004s,00000000000000000057,3,000000000000000001lv,00000000000000000020,17
00000000000000000029,0000000000000000000j,000000000000000000av,000000000000000000c4,0000000000000000007z,27,000000000000000000av,0000000000000000006o,18
0000000000000000002g,0000000000000000002r,0000000000000000003b,0000000000000000006l,000000000000000000b3,8,0000000000000000003b,00000000000000000056,13
0000000000000000005d,0000000000000000002j,00000000000000000019,00000000000000000030,0000000000000000007w,36,00000000000000000019,000000000000000000h8,15
00000000000000000009,0000000000000000000b,0000000000000000014o,000000000000000000a0,0000000000000000008x,1,0000000000000000014o,000000000000000000ap,4
0000000000000000006i,0000000000000000000y,000000000000000001ef,0000000000000000007r,0000000000000000007m,13,000000000000000001ef,000000000000000000ba,9
0000000000000000000u,00000000000000000016,000000000000000001nb,0000000000000000005b,0000000000000000001p,32,000000000000000001nb,000000000000000000cy,2
0000000000000000002s,0000000000000000002b,0000000000000000012s,00000000000000000021,0000000000000000006t,28,0000000000000000012s,00000000000000000008,14
00000000000000000001,00000000000000000019,000000000000000001s4,0000000000000000000c,0000000000000000008s,0,000000000000000001s4,0000000000000000005s,1
0000000000000000000q,00000000000000000013,000000000000000000a8,0000000000000000008o,00000000000000000040,6,000000000000000000a8,000000000000000000a3,7
00000000000000000033,00000000000000000005,000000000000000001b6,00000000000000000014,000000000000000000dc,39,000000000000000001b6,0000000000000000009x,20
00000000000000000037,0000000000000000002p,00000000000000000034,0000000000000000000v,000000000000000000ac,23,00000000000000000034,0000000000000000005l,12
0000000000000000001b,0000000000000000001k,000000000000000000hj,0000000000000000008z,0000000000000000006f,19,000000000000000000hj,00000000000000000051,10
0000000000000000005x,0000000000000000000i,0000000000000000015o,00000000000000000092,0000000000000000000g,38,0000000000000000015o,0000000000000000007f,6
0000000000000000004s,0000000000000000001o,000000000000000001oo,000000000000000000b8,000000000000000000bk,11,000000000000000001oo,0000000000000000007o,5
0000000000000000006l,00000000000000000002,000000000000000000cq,000000000000000000bi,000000000000000000b6,26,000000000000000000cq,00000000000000000035,3
00000000000000000030,0000000000000000001g,0000000000000000005x,000000000000000000ab,000000000000000000a2,9,0000000000000000005x,000000000000000000ag,19
0000000000000000005b,0000000000000000001x,000000000000000001z4,000000000000000000cg,00000000000000000097,5,000000000000000001z4,000000000000000000hn,16
00000000000000000021,0000000000000000002m,000000000000000000pz,00000000000000000044,0000000000000000006a,37,000000000000000000pz,000000000000000000a6,11
0000000000000000000c,0000000000000000000o,000000000000000001wc,0000000000000000004d,000000000000000000bl,4,000000000000000001wc,000000000000000000c3,8
00000000000000000014,00000000000000000028,000000000000000001p1,0000000000000000001a,000000000000000000al,34,000000000000000001p1,0000000000000000005v,17
0000000000000000000v,0000000000000000001q,000000000000000001ux,00000000000000000057,00000000000000000079,2,000000000000000001ux,000000000000000000c9,18
00000000000000000044,0000000000000000001v,000000000000000001kh,0000000000000000007z,000000000000000000bq,20,000000000000000001kh,000000000000000000a7,13
0000000000000000004d,0000000000000000002h,000000000000000001hg,000000000000000000b3,000000000000000000bw,18,000000000000000001hg,000000000000000000ct,15
0000000000000000001a,0000000000000000002k,000000000000000000og,0000000000000000007w,0000000000000000000t,31,000000000000000000og,0000000000000000007e,4
00000000000000000057,0000000000000000000w,000000000000000001gd,0000000000000000008x,000000000000000000c1,21,000000000000000001gd,0000000000000000005y,9
0000000000000000001p,0000000000000000001n,000000000000000000vm,0000000000000000007m,0000000000000000004f,22,000000000000000000vm,000000000000000000ef,2
0000000000000000006t,0000000000000000002n,000000000000000000oh,0000000000000000001p,0000000000000000002q,15,000000000000000000oh,000000000000000000ah,14
00000000000000000040,0000000000000000001j,000000000000000001i0,0000000000000000006t,0000000000000000002d,10,000000000000000001i0,000000000000000000g8,1
0000000000000000006f,0000000000000000001m,000000000000000001ss,0000000000000000008s,0000000000000000005c,33,000000000000000001ss,0000000000000000001d,7
0000000000000000000g,0000000000000000001f,000000000000000001jz,00000000000000000040,0000000000000000008k,35,000000000000000001jz,0000000000000000007d,20
0000000000000000006a,0000000000000000001r,000000000000000001c5,000000000000000000dc,0000000000000000009u,25,000000000000000001c5,000000000000000000f7,12
0000000000000000000t,00000000000000000012,000000000000000001oh,000000000000000000ac,0000000000000000003f,29,000000000000000001oh,0000000000000000002o,10
0000000000000000004f,00000000000000000007,000000000000000001o9,0000000000000000006f,0000000000000000004r,7,000000000000000001o9,000000000000000000da,6
0000000000000000002q,0000000000000000000m,000000000000000000ua,0000000000000000000g,000000000000000000be,16,000000000000000000ua,0000000000000000008w,5
0000000000000000002d,0000000000000000001w,0000000000000000019h,000000000000000000bk,0000000000000000002x,17,0000000000000000019h,0000000000000000006w,3
0000000000000000005c,0000000000000000000p,0000000000000000006s,000000000000000000b6,0000000000000000009q,24,0000000000000000006s,000000000000000000ay,19
0000000000000000003f,0000000000000000002c,000000000000000000yh,000000000000000000a2,0000000000000000000j,12,000000000000000000yh,0000000000000000004a,16
0000000000000000004r,00000000000000000017,000000000000000000em,00000000000000000097,0000000000000000002r,30,000000000000000000em,0000000000000000004x,11
0000000000000000002x,0000000000000000000r,000000000000000000s5,0000000000000000006a,00000000000000000096,14,000000000000000000s5,000000000000000000fq,8
0000000000000000000j,0000000000000000002i,0000000000000000007v,000000000000000000bl,0000000000000000002j,3,0000000000000000007v,000000000000000000ge,17
0000000000000000002r,00000000000000000003,0000000000000000018h,000000000000000000al,0000000000000000009o,27,0000000000000000018h,0000000000000000005p,18
0000000000000000002j,00000000000000000026,000000000000000001d9,00000000000000000079,00000000000000000047,8,000000000000000001d9,0000000000000000007x,13
00000000000000000047,0000000000000000000a,000000000000000001qj,000000000000000000bq,0000000000000000004n,36,000000000000000001qj,0000000000000000009n,15
0000000000000000004n,00000000000000000011,0000000000000000006y,000000000000000000bw,0000000000000000008i,1,0000000000000000006y,000000000000000000dg,4
0000000000000000000b,0000000000000000001z,000000000000000000x8,0000000000000000000t,0000000000000000000b,13,000000000000000000x8,000000000000000000d8,9
0000000000000000006p,00000000000000000027,000000000000000000eb,000000000000000000c1,0000000000000000007y,32,000000000000000000eb,0000000000000000007g,2
0000000000000000005w,00000000000000000010,000000000000000000a4,0000000000000000004f,000000000000000000ad,28,000000000000000000a4,000000000000000000fh,14
0000000000000000000y,0000000000000000002l,0000000000000000014m,0000000000000000002q,000000000000000000af,0,0000000000000000014m,0000000000000000009w,1
00000000000000000074,00000000000000000004,000000000000000000wg,0000000000000000002d,0000000000000000006p,6,000000000000000000wg,0000000000000000004v,7
0000000000000000006z,0000000000000000001c,000000000000000001qt,0000000000000000005c,0000000000000000005w,39,000000000000000001qt,000000000000000000ea,20
0000000000000000004k,00000000000000000025,000000000000000000nr,000000000000000000ds,000000000000000000cz,23,000000000000000000nr,0000000000000000006v,12
0000000000000000006c,0000000000000000002f,000000000000000000be,0000000000000000008k,0000000000000000000y,19,000000000000000000be,000000000000000000a8,10
0000000000000000004z,0000000000000000001h,000000000000000000ex,0000000000000000009u,00000000000000000074,38,000000000000000000ex,000000000000000000dj,6
00000000000000000016,0000000000000000001s,000000000000000001a6,0000000000000000003f,00000000000000000091,11,000000000000000001a6,000000000000000000fe,5
0000000000000000002b,00000000000000000015,00000000000000000128,0000000000000000004r,000000000000000000ai,26,00000000000000000128,0000000000000000007q,3
0000000000000000003w,0000000000000000001l,000000000000000000vc,000000000000000000be,0000000000000000006z,9,000000000000000000vc,0000000000000000004l,19
0000000000000000003o,0000000000000000000z,000000000000000001ki,0000000000000000002x,000000000000000000d4,5,000000000000000001ki,00000000000000000072,16
00000000000000000019,0000000000000000000x,0000000000000000019p,0000000000000000009q,0000000000000000004k,37,0000000000000000019p,000000000000000000fa,11
0000000000000000004h,00000000000000000024,000000000000000001q9,0000000000000000000j,0000000000000000006c,4,000000000000000001q9,0000000000000000004u,8
00000000000000000046,0000000000000000000e,000000000000000001n4,000000000000000000dq,0000000000000000004z,34,000000000000000001n4,000000000000000000dk,17
00000000000000000013,00000000000000000018,000000000000000001uc,0000000000000000002r,00000000000000000016,2,000000000000000001uc,000000000000000000g4,18
00000000000000000005,0000000000000000000f,000000000000000000m2,00000000000000000096,0000000000000000002b,20,000000000000000000m2,000000000000000000gc,13
0000000000000000003m,0000000000000000001e,000000000000000001j2,0000000000000000002j,0000000000000000003w,18,000000000000000001j2,00000000000000000049,15
0000000000000000002p,0000000000000000000d,00000000000000000090,0000000000000000009o,0000000000000000003o,31,00000000000000000090,000000000000000000e6,4
0000000000000000006j,0000000000000000002e,0000000000000000014s,00000000000000000047,000000000000000000b9,21,0000000000000000014s,0000000000000000003z,9
0000000000000000001k,0000000000000000001i,000000000000000000d5,0000000000000000004n,000000000000000000c8,22,000000000000000000d5,000000000000000000hd,2
00000000000000000076,00000000000000000006,000000000000000001xj,0000000000000000008i,0000000000000000009h,15,000000000000000001xj,0000000000000000002y,14
0000000000000000004i,0000000000000000000k,000000000000000000wo,0000000000000000000b,000000000000000000cw,10,000000000000000000wo,0000000000000000000h,1
0000000000000000004w,00000000000000000022,000000000000000000m1,0000000000000000007y,000000000000000000bc,33,000000000000000000m1,000000000000000000ca,7
0000000000000000000i,0000000000000000000n,00000000000000000192,000000000000000000ad,0000000000000000009r,35,00000000000000000192,000000000000000000ax,20
0000000000000000001o,00000000000000000020,000000000000000001q2,000000000000000000af,00000000000000000019,25,000000000000000001q2,0000000000000000003k,12
0000000000000000005k,00000000000000000008,000000000000000001bn,0000000000000000006p,0000000000000000004h,29,000000000000000001bn,0000000000000000008d,10
0000000000000000004b,0000000000000000001d,000000000000000000uz,0000000000000000005w,00000000000000000046,7,000000000000000000uz,00000000000000000059,6
00000000000000000002,0000000000000000002o,000000000000000001vc,000000000000000000cz,00000000000000000013,16,000000000000000001vc,000000000000000000hi,5
0000000000000000001g,0000000000000000000h,000000000000000001kr,0000000000000000000y,00000000000000000005,17,000000000000000001kr,0000000000000000006k,3
00000000000000000066,0000000000000000002a,000000000000000000cl,00000000000000000074,0000000000000000003m,24,000000000000000000cl,0000000000000000002a,19
0000000000000000001x,0000000000000000000l,0000000000000000018o,00000000000000000091,0000000000000000009t,12,0000000000000000018o,00000000000000000036,16
0000000000000000006e,0000000000000000001y,000000000000000001t5,000000000000000000ai,0000000000000000002p,30,000000000000000001t5,000000000000000000ak,11
0000000000000000002m,0000000000000000001u,00000000000000000113,0000000000000000006z,00000000000000000085,14,00000000000000000113,000000000000000000gi,8
00000000000000000060,00000000000000000023,000000000000000000wv,000000000000000000d4,0000000000000000008g,3,000000000000000000wv,0000000000000000008l,17
00000000000000000042,0000000000000000001t,000000000000000000jc,0000000000000000004k,000000000000000000ch,27,000000000000000000jc,0000000000000000000l,18
0000000000000000005t,0000000000000000000s,000000000000000000ss,0000000000000000006c,0000000000000000006j,8,000000000000000000ss,000000000000000000f6,13
0000000000000000000o,00000000000000000029,000000000000000000u2,0000000000000000004z,0000000000000000001k,36,000000000000000000u2,0000000000000000001y,15
00000000000000000028,0000000000000000002g,000000000000000000s7,00000000000000000016,000000000000000000cf,1,000000000000000000s7,0000000000000000009p,4
0000000000000000001q,00000000000000000009,000000000000000000ko,0000000000000000002b,000000000000000000b2,13,000000000000000000ko,0000000000000000008p,9
0000000000000000003d,0000000000000000000u,0000000000000000007p,0000000000000000003w,00000000000000000076,32,0000000000000000007p,0000000000000000001u,2
0000000000000000003b,0000000000000000002s,00000000000000000058,0000000000000000003o,0000000000000000004i,28,00000000000000000058,00000000000000000064,14
0000000000000000001v,00000000000000000001,000000000000000000u5,000000000000000000b9,0000000000000000004w,0,000000000000000000u5,000000000000000000b1,1
0000000000000000002h,0000000000000000000q,0000000000000000009f,000000000000000000c8,000000000000000000aq,6,0000000000000000009f,0000000000000000006g,7
0000000000000000002k,0000000000000000001b,000000000000000001hy,0000000000000000009h,000000000000000000a5,39,000000000000000001hy,000000000000000000c5,20
0000000000000000003e,00000000000000000021,000000000000000000b2,000000000000000000cw,000000000000000000bd,23,000000000000000000b2,0000000000000000007b,12
00000000000000000041,0000000000000000000c,000000000000000001v9,000000000000000000bc,0000000000000000000i,19,000000000000000001v9,0000000000000000005o,10
00000000000000000043,00000000000000000014,0000000000000000018n,0000000000000000009r,000000000000000000d0,38,0000000000000000018n,00000000000000000077,6
0000000000000000004t,0000000000000000000v,0000000000000000001i,00000000000000000019,0000000000000000001o,11,0000000000000000001i,000000000000000000en,5
0000000000000000000w,0000000000000000001a,0000000000000000013y,0000000000000000004h,0000000000000000005k,26,0000000000000000013y,000000000000000000g9,3
0000000000000000001n,0000000000000000001p,000000000000000001oi,00000000000000000046,0000000000000000004b,9,000000000000000001oi,00000000000000000023,19
0000000000000000002n,0000000000000000000g,000000000000000001z6,000000000000000000dw,00000000000000000002,5,000000000000000001z6,0000000000000000006y,16
0000000000000000001j,0000000000000000000t,000000000000000000t9,00000000000000000013,0000000000000000001g,37,000000000000000000t9,000000000000000000ce,11
0000000000000000001m,0000000000000000002q,000000000000000001lx,00000000000000000005,0000000000000000009j,4,000000000000000001lx,000000000000000000dt,8
0000000000000000005g,0000000000000000002d,000000000000000000zx,0000000000000000003m,0000000000000000008v,34,000000000000000000zx,0000000000000000009z,17
0000000000000000001f,0000000000000000000j,000000000000000001vv,0000000000000000009t,00000000000000000066,2,000000000000000001vv,00000000000000000071,18
0000000000000000004q,0000000000000000002r,000000000000000001ms,0000000000000000002p,0000000000000000001x,20,000000000000000001ms,000000000000000000ek,13
0000000000000000006u,0000000000000000002j,000000000000000000hw,00000000000000000085,0000000000000000006e,18,000000000000000000hw,000000000000000000e3,15
0000000000000000003n,0000000000000000000b,0000000000000000005g,0000000000000000008g,0000000000000000002m,31,0000000000000000005g,0000000000000000001t,4
0000000000000000001r,0000000000000000000y,00000000000000000179,000000000000000000ch,000000000000000000bu,21,00000000000000000179,000000000000000000fd,9
0000000000000000005u,00000000000000000016,000000000000000001e0,0000000000000000006j,000000000000000000bf,22,000000000000000001e0,00000000000000000070,2
00000000000000000012,0000000000000000002b,0000000000000000013e,0000000000000000001k,000000000000000000a1,15,0000000000000000013e,000000000000000000du,14
0000000000000000005i,00000000000000000019,000000000000000000ya,000000000000000000cf,0000000000000000008h,10,000000000000000000ya,00000000000000000048,1
0000000000000000002v,00000000000000000013,000000000000000001yv,000000000000000000dd,0000000000000000009k,33,000000000000000001yv,000000000000000000bg,7
00000000000000000007,00000000000000000005,000000000000000000b8,000000000000000000b2,000000000000000000d6,35,000000000000000000b8,000000000000000000ha,20
00000000000000000052,0000000000000000002p,0000000000000000007g,00000000000000000076,00000000000000000060,25,0000000000000000007g,0000000000000000000s,12
0000000000000000000m,0000000000000000001k,000000000000000001qp,0000000000000000004i,000000000000000000am,29,000000000000000001qp,0000000000000000005j,10
00000000000000000069,0000000000000000000i,000000000000000000v6,0000000000000000004w,00000000000000000042,7,000000000000000000v6,0000000000000000003l,6
0000000000000000001w,0000000000000000001o,000000000000000001ft,000000000000000000aq,0000000000000000005t,16,000000000000000001ft,00000000000000000093,5
0000000000000000005f,00000000000000000002,00000000000000000038,000000000000000000a5,000000000000000000at,17,00000000000000000038,000000000000000000by,3
0000000000000000000p,0000000000000000001g,000000000000000000hn,000000000000000000bd,0000000000000000000o,24,000000000000000000hn,00000000000000000029,19
0000000000000000004p,0000000000000000001x,000000000000000001f1,0000000000000000000i,00000000000000000028,12,000000000000000001f1,0000000000000000002g,16
0000000000000000006b,0000000000000000002m,0000000000000000003g,000000000000000000d0,0000000000000000001q,30,0000000000000000003g,0000000000000000007i,11
0000000000000000002c,0000000000000000000o,0000000000000000011b,0000000000000000001o,0000000000000000009f,14,0000000000000000011b,0000000000000000005d,8
0000000000000000004m,00000000000000000028,000000000000000001bm,0000000000000000005k,0000000000000000003d,3,000000000000000001bm,0000000000000000008j,17
00000000000000000061,0000000000000000001q,000000000000000000tc,0000000000000000004b,0000000000000000003b,27,000000000000000000tc,0000000000000000007k,18
0000000000000000006r,0000000000000000001v,000000000000000001qu,000000000000000000dl,0000000000000000001v,8,000000000000000001qu,00000000000000000009,13
00000000000000000017,0000000000000000002h,000000000000000001sq,00000000000000000002,0000000000000000002h,36,000000000000000001sq,0000000000000000006i,15
00000000000000000031,0000000000000000002k,0000000000000000016s,0000000000000000001g,00000000000000000088,1,0000000000000000016s,0000000000000000000u,4
0000000000000000000r,0000000000000000000w,000000000000000000m5,0000000000000000009j,0000000000000000008q,13,000000000000000000m5,0000000000000000002s,9
0000000000000000002i,0000000000000000001n,000000000000000001v6,0000000000000000008v,0000000000000000002k,32,000000000000000001v6,000000000000000000g6,2
0000000000000000006d,0000000000000000002n,000000000000000001z8,00000000000000000066,000000000000000000ae,28,000000000000000001z8,0000000000000000008f,14
00000000000000000003,0000000000000000001j,000000000000000000wj,0000000000000000001x,0000000000000000003e,0,000000000000000000wj,00000000000000000001,1
00000000000000000026,0000000000000000001m,000000000000000000g2,0000000000000000006e,00000000000000000041,6,000000000000000000g2,0000000000000000000q,7
0000000000000000000a,0000000000000000001f,000000000000000000gz,0000000000000000002m,00000000000000000043,39,000000000000000000gz,000000000000000000br,20
00000000000000000078,0000000000000000001r,00000000000000000009,000000000000000000bu,00000000000000000080,23,00000000000000000009,000000000000000000b5,12
0000000000000000005e,00000000000000000012,000000000000000000er,000000000000000000bf,000000000000000000bt,19,000000000000000000er,0000000000000000009c,10
0000000000000000002t,00000000000000000007,0000000000000000010c,000000000000000000a1,0000000000000000004t,38,0000000000000000010c,00000000000000000033,6
0000000000000000003x,0000000000000000000m,000000000000000000zy,0000000000000000008h,000000000000000000cu,11,000000000000000000zy,000000000000000000aa,5
00000000000000000034,0000000000000000001w,000000000000000000z4,0000000000000000009k,0000000000000000000w,26,000000000000000000z4,000000000000000000ez,3
00000000000000000011,0000000000000000000p,000000000000000000a3,000000000000000000d6,000000000000000000cb,9,000000000000000000a3,00000000000000000037,19
0000000000000000001z,0000000000000000002c,0000000000000000012z,00000000000000000060,000000000000000000bn,5,0000000000000000012z,0000000000000000001b,16
00000000000000000063,00000000000000000017,000000000000000000bv,000000000000000000am,0000000000000000001n,37,000000000000000000bv,0000000000000000005x,11
00000000000000000027,0000000000000000000r,000000000000000001wf,00000000000000000042,0000000000000000002n,4,000000000000000001wf,000000000000000000dp,8
00000000000000000010,0000000000000000002i,000000000000000000f4,0000000000000000005t,000000000000000000ck,34,000000000000000000f4,0000000000000000008a,17
0000000000000000003c,00000000000000000003,000000000000000001ln,000000000000000000at,000000000000000000cn,2,000000000000000001ln,0000000000000000004s,18
0000000000000000002l,00000000000000000026,000000000000000001t1,0000000000000000000o,000000000000000000cr,20,000000000000000001t1,000000000000000000c4,13
0000000000000000005n,0000000000000000000a,0000000000000000008c,00000000000000000028,000000000000000000bx,18,0000000000000000008c,0000000000000000006l,15
0000000000000000006h,00000000000000000011,000000000000000000gp,0000000000000000001q,0000000000000000001j,31,000000000000000000gp,00000000000000000030,4
00000000000000000004,0000000000000000001z,000000000000000000h6,0000000000000000009f,000000000000000000bp,21,000000000000000000h6,000000000000000000a0,9
0000000000000000002w,00000000000000000027,000000000000000000m3,0000000000000000003d,0000000000000000001m,22,000000000000000000m3,0000000000000000007r,2
0000000000000000003u,00000000000000000010,000000000000000001m5,0000000000000000003b,0000000000000000008u,15,000000000000000001m5,0000000000000000005b,14
00000000000000000058,0000000000000000002l,000000000000000000hp,0000000000000000001v,0000000000000000005g,10,000000000000000000hp,00000000000000000021,1
00000000000000000053,00000000000000000004,000000000000000001ks,0000000000000000002h,0000000000000000001f,33,000000000000000001ks,000000000000000000gx,7
0000000000000000003p,0000000000000000001c,000000000000000000e8,00000000000000000088,0000000000000000008t,35,000000000000000000e8,0000000000000000000c,20
0000000000000000002z,00000000000000000025,00000000000000000057,0000000000000000008q,0000000000000000004q,25,00000000000000000057,0000000000000000008o,12
0000000000000000001c,0000000000000000002f,000000000000000000si,0000000000000000002k,000000000000000000ao,29,000000000000000000si,00000000000000000014,10
0000000000000000006n,0000000000000000001h,000000000000000000do,000000000000000000ae,0000000000000000007j,7,000000000000000000do,0000000000000000000v,6
0000000000000000004g,0000000000000000001s,0000000000000000014f,0000000000000000003e,0000000000000000006u,16,0000000000000000014f,0000000000000000008z,5
0000000000000000003g,00000000000000000015,0000000000000000010h,00000000000000000041,0000000000000000009i,17,0000000000000000010h,00000000000000000092,3
0000000000000000005h,0000000000000000001l,000000000000000000o7,00000000000000000043,0000000000000000003n,24,000000000000000000o7,000000000000000000b8,19
00000000000000000025,0000000000000000000z,0000000000000000011m,000000000000000000dm,000000000000000000aj,12,0000000000000000011m,000000000000000000bi,16
0000000000000000006q,0000000000000000000x,000000000000000000ga,00000000000000000080,0000000000000000001r,30,000000000000000000ga,000000000000000000ab,11
0000000000000000006m,00000000000000000024,000000000000000001uw,000000000000000000bt,0000000000000000005u,14,000000000000000001uw,000000000000000000fp,8
0000000000000000003q,0000000000000000000e,000000000000000001iu,0000000000000000004t,000000000000000000bj,3,000000000000000001iu,000000000000000000fo,17
0000000000000000004y,00000000000000000018,0000000000000000004w,000000000000000000cu,00000000000000000012,27,0000000000000000004w,000000000000000000ey,18
00000000000000000075,0000000000000000000f,000000000000000000ah,0000000000000000000w,000000000000000000cv,8,000000000000000000ah,000000000000000000cg,13
00000000000000000054,0000000000000000001e,000000000000000001px,000000000000000000cb,0000000000000000005i,36,000000000000000001px,000000000000000000f9,15
0000000000000000003v,0000000000000000000d,0000000000000000013g,000000000000000000bn,0000000000000000002v,1,0000000000000000013g,00000000000000000044,4
0000000000000000003j,0000000000000000002e,000000000000000000b7,0000000000000000001n,00000000000000000007,13,000000000000000000b7,0000000000000000004d,9
0000000000000000002f,0000000000000000001i,000000000000000001fr,0000000000000000002n,00000000000000000052,32,000000000000000001fr,0000000000000000001a,2
0000000000000000006s,00000000000000000006,000000000000000000fr,000000000000000000ck,0000000000000000008e,28,000000000000000000fr,00000000000000000057,14
00000000000000000073,0000000000000000000k,000000000000000001t8,000000000000000000dr,0000000000000000009a,0,000000000000000001t8,0000000000000000007z,1
0000000000000000001h,00000000000000000022,000000000000000001zd,000000000000000000cn,0000000000000000000m,6,000000000000000001zd,000000000000000000b3,7
00000000000000000065,0000000000000000000n,0000000000000000014q,000000000000000000cr,00000000000000000069,39,0000000000000000014q,0000000000000000007w,20
0000000000000000001s,00000000000000000020,00000000000000000062,000000000000000000bx,00000000000000000095,23,00000000000000000062,0000000000000000008x,12
0000000000000000003a,00000000000000000008,00000000000000000108,0000000000000000001j,000000000000000000bs,19,00000000000000000108,0000000000000000007m,10
00000000000000000015,0000000000000000001d,000000000000000001cb,000000000000000000bp,0000000000000000001w,38,000000000000000001cb,0000000000000000001p,6
0000000000000000001l,0000000000000000002o,000000000000000001yb,0000000000000000001m,0000000000000000005f,11,000000000000000001yb,000000000000000000g1,5
