route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
00000000000000000005,00000000000000000008,000000000000000000hv,0000000000000000002u,0000000000000000001i,2,000000000000000000hv,0000000000000000003e,1
0000000000000000000z,0000000000000000000h,000000000000000000fy,0000000000000000003h,00000000000000000006,7,000000000000000000fy,00000000000000000041,2
00000000000000000017,0000000000000000000i,000000000000000000fs,00000000000000000024,0000000000000000000k,3,000000000000000000fs,00000000000000000043,4
00000000000000000003,0000000000000000000p,000000000000000000hu,0000000000000000000e,00000000000000000022,8,000000000000000000hu,0000000000000000000w,5
0000000000000000000l,0000000000000000000d,000000000000000000f8,00000000000000000018,0000000000000000000n,1,000000000000000000f8,0000000000000000001n,3
0000000000000000001a,0000000000000000000f,0000000000000000003e,00000000000000000039,00000000000000000020,0,0000000000000000003e,0000000000000000002n,1
0000000000000000000j,00000000000000000004,00000000000000000041,0000000000000000000f,00000000000000000008,6,00000000000000000041,0000000000000000001j,2
0000000000000000000w,00000000000000000009,00000000000000000043,0000000000000000001e,00000000000000000035,9,00000000000000000043,0000000000000000001m,4
0000000000000000000m,00000000000000000002,000000000000000000dm,0000000000000000000d,0000000000000000001d,5,000000000000000000dm,0000000000000000001f,5
0000000000000000001h,0000000000000000000e,000000000000000000hk,0000000000000000002e,0000000000000000002o,4,000000000000000000hk,0000000000000000003n,3
0000000000000000001g,00000000000000000001,00000000000000000080,0000000000000000001i,0000000000000000002y,2,00000000000000000080,0000000000000000001r,1
0000000000000000001p,00000000000000000007,000000000000000000bt,00000000000000000006,0000000000000000000h,7,000000000000000000bt,00000000000000000012,2
0000000000000000000n,0000000000000000000o,0000000000000000004t,0000000000000000000k,0000000000000000002a,3,0000000000000000004t,0000000000000000002v,4
0000000000000000001o,0000000000000000000k,000000000000000000cu,00000000000000000022,00000000000000000036,8,000000000000000000cu,00000000000000000007,5
0000000000000000000g,0000000000000000000c,000000000000000000er,0000000000000000000n,0000000000000000000l,1,000000000000000000er,0000000000000000000m,3
0000000000000000000b,0000000000000000000a,000000000000000000h3,00000000000000000020,0000000000000000001y,0,000000000000000000h3,0000000000000000001w,1
0000000000000000000y,00000000000000000006,0000000000000000000w,00000000000000000008,0000000000000000001u,6,0000000000000000000w,0000000000000000000p,2
00000000000000000010,00000000000000000005,000000000000000000cb,00000000000000000035,00000000000000000023,9,000000000000000000cb,0000000000000000002c,4
0000000000000000001e,00000000000000000003,000000000000000000bn,0000000000000000001d,0000000000000000001t,5,000000000000000000bn,00000000000000000017,5
0000000000000000001b,0000000000000000000l,0000000000000000001n,0000000000000000002o,0000000000000000000s,4,0000000000000000001n,00000000000000000031,3
0000000000000000000q,0000000000000000000j,000000000000000000el,0000000000000000002y,00000000000000000029,2,000000000000000000el,0000000000000000000r,1
0000000000000000001q,0000000000000000000m,000000000000000000et,0000000000000000000h,0000000000000000002g,7,000000000000000000et,0000000000000000002i,2
0000000000000000000u,0000000000000000000n,0000000000000000002n,0000000000000000002a,00000000000000000009,3,0000000000000000002n,00000000000000000003,4
00000000000000000008,0000000000000000000g,000000000000000000ck,00000000000000000036,0000000000000000000u,8,000000000000000000ck,00000000000000000026,5
0000000000000000001k,0000000000000000000b,000000000000000000dr,0000000000000000000l,0000000000000000002s,1,000000000000000000dr,0000000000000000000a,3
0000000000000000000h,00000000000000000008,000000000000000000ht,0000000000000000001y,00000000000000000001,0,000000000000000000ht,0000000000000000002t,1
0000000000000000000i,0000000000000000000h,000000000000000000ei,0000000000000000001u,0000000000000000000q,6,000000000000000000ei,0000000000000000003x,2
0000000000000000000p,0000000000000000000i,000000000000000000cn,00000000000000000023,00000000000000000033,9,000000000000000000cn,00000000000000000034,4
0000000000000000000d,0000000000000000000p,000000000000000000cr,0000000000000000001t,00000000000000000037,5,000000000000000000cr,00000000000000000011,5
0000000000000000000v,0000000000000000000d,000000000000000000eh,0000000000000000000s,0000000000000000001b,4,000000000000000000eh,0000000000000000001z,3
0000000000000000000f,0000000000000000000f,000000000000000000bx,00000000000000000029,00000000000000000030,2,000000000000000000bx,00000000000000000027,1
00000000000000000004,00000000000000000004,0000000000000000001j,0000000000000000002g,00000000000000000021,7,0000000000000000001j,00000000000000000010,2
0000000000000000000s,00000000000000000009,000000000000000000bp,00000000000000000009,0000000000000000000c,3,000000000000000000bp,0000000000000000003c,4
0000000000000000001n,00000000000000000002,0000000000000000001m,0000000000000000000u,00000000000000000014,8,0000000000000000001m,0000000000000000002l,5
00000000000000000009,0000000000000000000e,000000000000000000dv,0000000000000000002s,0000000000000000000v,1,000000000000000000dv,00000000000000000004,3
0000000000000000001r,00000000000000000001,0000000000000000008u,00000000000000000001,0000000000000000001a,0,0000000000000000008u,0000000000000000002w,1
00000000000000000011,00000000000000000007,0000000000000000005g,0000000000000000000q,0000000000000000001p,6,0000000000000000005g,0000000000000000003u,2
0000000000000000001l,0000000000000000000o,0000000000000000001f,00000000000000000033,0000000000000000000g,9,0000000000000000001f,0000000000000000003p,4
0000000000000000001m,0000000000000000000k,0000000000000000008t,00000000000000000037,0000000000000000000t,5,0000000000000000008t,0000000000000000002z,5
00000000000000000002,0000000000000000000c,0000000000000000004q,0000000000000000001b,0000000000000000002q,4,0000000000000000004q,0000000000000000001c,3
0000000000000000000e,0000000000000000000a,000000000000000000ao,00000000000000000030,0000000000000000002d,2,000000000000000000ao,0000000000000000004g,1
0000000000000000001j,00000000000000000006,0000000000000000007j,00000000000000000021,0000000000000000002x,7,0000000000000000007j,0000000000000000003g,2
0000000000000000001c,00000000000000000005,000000000000000000fr,0000000000000000000c,0000000000000000000j,3,000000000000000000fr,00000000000000000025,4
0000000000000000000x,00000000000000000003,000000000000000000h4,00000000000000000014,0000000000000000002r,8,000000000000000000h4,0000000000000000003q,5
0000000000000000000t,0000000000000000000l,0000000000000000006u,0000000000000000000v,0000000000000000002j,1,0000000000000000006u,0000000000000000003v,3
00000000000000000001,0000000000000000000j,0000000000000000009i,0000000000000000001a,0000000000000000000b,0,0000000000000000009i,0000000000000000003j,1
00000000000000000007,0000000000000000000m,0000000000000000003n,0000000000000000001p,0000000000000000000y,6,0000000000000000003n,0000000000000000002f,2
0000000000000000001d,0000000000000000000n,000000000000000000aj,0000000000000000000g,00000000000000000016,9,000000000000000000aj,0000000000000000001h,4
00000000000000000014,0000000000000000000g,0000000000000000001r,0000000000000000000t,0000000000000000002b,5,0000000000000000001r,0000000000000000001s,5
00000000000000000015,0000000000000000000b,000000000000000000hh,0000000000000000002q,00000000000000000019,4,000000000000000000hh,0000000000000000003a,3
0000000000000000000o,00000000000000000008,0000000000000000005u,0000000000000000002d,00000000000000000013,2,0000000000000000005u,00000000000000000015,1
0000000000000000001t,0000000000000000000h,000000000000000000bj,0000000000000000003f,00000000000000000005,7,000000000000000000bj,0000000000000000001l,2
0000000000000000001f,0000000000000000000i,00000000000000000012,0000000000000000002x,0000000000000000002p,3,00000000000000000012,0000000000000000000z,4
0000000000000000001i,0000000000000000000p,000000000000000000cv,0000000000000000000j,0000000000000000001k,8,000000000000000000cv,0000000000000000000x,5
0000000000000000000k,0000000000000000000d,0000000000000000005i,0000000000000000002r,0000000000000000000i,1,0000000000000000005i,00000000000000000032,3
00000000000000000013,0000000000000000000f,0000000000000000002v,0000000000000000002j,0000000000000000001o,0,0000000000000000002v,00000000000000000038,1
00000000000000000019,00000000000000000004,00000000000000000007,0000000000000000000b,00000000000000000002,6,00000000000000000007,0000000000000000002u,2
0000000000000000000c,00000000000000000009,00000000000000000052,0000000000000000000y,0000000000000000001g,9,00000000000000000052,0000000000000000003h,4
0000000000000000000r,00000000000000000002,0000000000000000008e,00000000000000000016,0000000000000000001x,5,0000000000000000008e,0000000000000000003i,5
0000000000000000000a,0000000000000000000e,0000000000000000009a,0000000000000000002b,0000000000000000002m,4,0000000000000000009a,00000000000000000024,3
00000000000000000006,00000000000000000001,000000000000000000h0,00000000000000000019,0000000000000000000o,2,000000000000000000h0,0000000000000000000e,1
00000000000000000016,00000000000000000007,0000000000000000000m,00000000000000000013,00000000000000000028,7,0000000000000000000m,00000000000000000018,2
00000000000000000012,0000000000000000000o,000000000000000000fw,00000000000000000005,0000000000000000001q,3,000000000000000000fw,0000000000000000003r,4
0000000000000000001s,0000000000000000000k,00000000000000000069,0000000000000000002p,0000000000000000003b,8,00000000000000000069,0000000000000000003s,5
00000000000000000018,0000000000000000000c,00000000000000000095,0000000000000000001k,0000000000000000001v,1,00000000000000000095,00000000000000000039,3
00000000000000000005,0000000000000000000a,000000000000000000de,0000000000000000000i,0000000000000000002h,0,000000000000000000de,0000000000000000000f,1
0000000000000000000z,00000000000000000006,000000000000000000bs,0000000000000000001o,0000000000000000002k,6,000000000000000000bs,0000000000000000001e,2
00000000000000000017,00000000000000000005,0000000000000000001w,00000000000000000002,0000000000000000000w,9,0000000000000000001w,0000000000000000000d,4
00000000000000000003,00000000000000000003,000000000000000000fn,0000000000000000001g,0000000000000000001n,5,000000000000000000fn,00000000000000000045,5
0000000000000000000l,0000000000000000000l,000000000000000000e8,0000000000000000001x,0000000000000000002n,4,000000000000000000e8,0000000000000000002e,3
0000000000000000001a,0000000000000000000j,0000000000000000005f,0000000000000000002m,0000000000000000001j,2,0000000000000000005f,0000000000000000001i,1
0000000000000000000j,0000000000000000000m,0000000000000000000p,0000000000000000000o,0000000000000000001m,7,0000000000000000000p,00000000000000000006,2
0000000000000000000w,0000000000000000000n,000000000000000000i2,00000000000000000028,0000000000000000001f,3,000000000000000000i2,0000000000000000004c,4
0000000000000000000m,0000000000000000000g,000000000000000000dh,0000000000000000001q,0000000000000000001r,8,000000000000000000dh,0000000000000000000k,5
0000000000000000001h,0000000000000000000b,000000000000000000dy,0000000000000000003d,00000000000000000012,1,000000000000000000dy,00000000000000000022,3
0000000000000000001g,00000000000000000008,00000000000000000094,0000000000000000003b,0000000000000000002v,0,00000000000000000094,0000000000000000000n,1
0000000000000000001p,0000000000000000000h,000000000000000000co,0000000000000000001v,00000000000000000007,6,000000000000000000co,0000000000000000003y,2
0000000000000000000n,0000000000000000000i,000000000000000000e7,0000000000000000002h,0000000000000000000m,9,000000000000000000e7,0000000000000000003t,4
0000000000000000001o,0000000000000000000p,0000000000000000004p,0000000000000000002k,0000000000000000001w,5,0000000000000000004p,0000000000000000004e,5
0000000000000000000g,0000000000000000000d,0000000000000000009y,0000000000000000003e,0000000000000000000p,4,0000000000000000009y,00000000000000000020,3
0000000000000000000b,0000000000000000000f,0000000000000000006b,0000000000000000000w,0000000000000000002c,2,0000000000000000006b,00000000000000000008,1
0000000000000000000y,00000000000000000004,0000000000000000002c,0000000000000000001n,00000000000000000017,7,0000000000000000002c,00000000000000000035,2
00000000000000000010,00000000000000000009,0000000000000000004m,0000000000000000002n,00000000000000000031,3,0000000000000000004m,0000000000000000001d,4
0000000000000000001e,00000000000000000002,0000000000000000007s,0000000000000000001j,0000000000000000000r,8,0000000000000000007s,0000000000000000002o,5
0000000000000000001b,0000000000000000000e,00000000000000000061,0000000000000000001m,0000000000000000002i,1,00000000000000000061,0000000000000000004a,3
0000000000000000000q,00000000000000000001,000000000000000000gl,0000000000000000001f,00000000000000000003,0,000000000000000000gl,00000000000000000049,1
0000000000000000001q,00000000000000000007,000000000000000000ar,0000000000000000001r,00000000000000000026,6,000000000000000000ar,0000000000000000003z,2
0000000000000000000u,0000000000000000000o,0000000000000000007t,00000000000000000012,0000000000000000000a,9,0000000000000000007t,0000000000000000002y,4
00000000000000000008,0000000000000000000k,0000000000000000006r,0000000000000000002v,0000000000000000002t,5,0000000000000000006r,0000000000000000000h,5
0000000000000000001k,0000000000000000000c,0000000000000000007c,00000000000000000007,00000000000000000034,4,0000000000000000007c,0000000000000000003k,3
0000000000000000000h,0000000000000000000a,000000000000000000g3,0000000000000000000m,00000000000000000011,2,000000000000000000g3,0000000000000000002a,1
0000000000000000000i,00000000000000000006,00000000000000000017,0000000000000000001w,0000000000000000001z,7,00000000000000000017,00000000000000000036,2
0000000000000000000p,00000000000000000005,00000000000000000031,0000000000000000000p,00000000000000000027,3,00000000000000000031,0000000000000000000l,4
0000000000000000000d,00000000000000000003,0000000000000000000r,0000000000000000002c,00000000000000000010,8,0000000000000000000r,0000000000000000001y,5
0000000000000000000v,0000000000000000000l,0000000000000000002i,00000000000000000017,0000000000000000003c,1,0000000000000000002i,0000000000000000001u,3
0000000000000000000f,0000000000000000000j,0000000000000000008y,00000000000000000031,0000000000000000002l,0,0000000000000000008y,00000000000000000023,1
00000000000000000004,0000000000000000000m,0000000000000000008c,0000000000000000000r,00000000000000000004,6,0000000000000000008c,0000000000000000001t,2
0000000000000000000s,0000000000000000000n,0000000000000000006d,0000000000000000002i,0000000000000000002w,9,0000000000000000006d,00000000000000000048,4
0000000000000000001n,0000000000000000000g,000000000000000000bv,00000000000000000003,0000000000000000002z,5,000000000000000000bv,0000000000000000000s,5
00000000000000000009,0000000000000000000b,00000000000000000003,00000000000000000026,0000000000000000001c,4,00000000000000000003,0000000000000000003l,3
0000000000000000001r,00000000000000000008,00000000000000000026,0000000000000000000a,00000000000000000025,2,00000000000000000026,00000000000000000029,1
00000000000000000011,0000000000000000000h,0000000000000000000a,0000000000000000002t,0000000000000000002f,7,0000000000000000000a,0000000000000000002g,2
0000000000000000001l,0000000000000000000i,00000000000000000078,00000000000000000034,0000000000000000001h,3,00000000000000000078,00000000000000000009,4
0000000000000000001m,0000000000000000000p,0000000000000000005e,00000000000000000011,0000000000000000001s,8,0000000000000000005e,0000000000000000000u,5
00000000000000000002,0000000000000000000d,00000000000000000099,0000000000000000001z,0000000000000000003a,1,00000000000000000099,0000000000000000002s,3
0000000000000000000e,0000000000000000000f,000000000000000000ga,00000000000000000027,00000000000000000015,0,000000000000000000ga,00000000000000000001,1
0000000000000000001j,00000000000000000004,0000000000000000002t,00000000000000000010,0000000000000000001l,6,0000000000000000002t,0000000000000000000q,2
0000000000000000001c,00000000000000000009,000000000000000000gw,0000000000000000003c,0000000000000000000z,9,000000000000000000gw,00000000000000000033,4
0000000000000000000x,00000000000000000002,0000000000000000009l,0000000000000000002l,0000000000000000000x,5,0000000000000000009l,00000000000000000037,5
0000000000000000000t,0000000000000000000e,0000000000000000003x,00000000000000000004,00000000000000000032,4,0000000000000000003x,0000000000000000001b,3
00000000000000000001,00000000000000000001,000000000000000000hr,0000000000000000002w,00000000000000000038,2,000000000000000000hr,00000000000000000030,1
00000000000000000007,00000000000000000007,000000000000000000d2,0000000000000000002z,0000000000000000002u,7,000000000000000000d2,00000000000000000021,2
0000000000000000001d,0000000000000000000o,00000000000000000034,0000000000000000001c,00000000000000000024,3,00000000000000000034,0000000000000000000c,4
00000000000000000014,0000000000000000000k,00000000000000000011,0000000000000000003g,0000000000000000000e,8,00000000000000000011,00000000000000000014,5
00000000000000000015,0000000000000000000c,000000000000000000ec,00000000000000000025,00000000000000000018,1,000000000000000000ec,0000000000000000000v,3
0000000000000000000o,0000000000000000000a,0000000000000000008b,0000000000000000002f,00000000000000000039,0,0000000000000000008b,00000000000000000044,1
0000000000000000001t,00000000000000000006,00000000000000000090,0000000000000000001h,0000000000000000000f,6,00000000000000000090,0000000000000000004d,2
0000000000000000001f,00000000000000000005,0000000000000000009s,0000000000000000001s,0000000000000000001e,9,0000000000000000009s,0000000000000000001a,4
0000000000000000001i,00000000000000000003,0000000000000000001z,0000000000000000003a,0000000000000000000d,5,0000000000000000001z,0000000000000000001p,5
0000000000000000000k,0000000000000000000l,000000000000000000fx,00000000000000000015,0000000000000000002e,4,000000000000000000fx,00000000000000000040,3
00000000000000000013,0000000000000000000j,00000000000000000063,0000000000000000001l,0000000000000000001i,2,00000000000000000063,0000000000000000000g,1
00000000000000000019,0000000000000000000m,000000000000000000i1,0000000000000000000z,00000000000000000006,7,000000000000000000i1,0000000000000000000t,2
0000000000000000000c,0000000000000000000n,00000000000000000027,0000000000000000000x,0000000000000000000k,3,00000000000000000027,0000000000000000004f,4
0000000000000000000r,0000000000000000000g,00000000000000000010,00000000000000000032,00000000000000000022,8,00000000000000000010,0000000000000000002q,5
0000000000000000000a,0000000000000000000b,0000000000000000003c,00000000000000000038,0000000000000000000n,1,0000000000000000003c,0000000000000000002d,3
00000000000000000006,00000000000000000008,0000000000000000002l,0000000000000000002u,00000000000000000020,0,0000000000000000002l,0000000000000000003f,1
00000000000000000016,0000000000000000000h,000000000000000000b4,0000000000000000003h,00000000000000000008,6,000000000000000000b4,0000000000000000002x,2
00000000000000000012,0000000000000000000i,0000000000000000008m,00000000000000000024,00000000000000000035,9,0000000000000000008m,0000000000000000000j,4
0000000000000000001s,0000000000000000000p,0000000000000000005n,0000000000000000000e,0000000000000000001d,5,0000000000000000005n,0000000000000000002r,5
00000000000000000018,0000000000000000000d,0000000000000000006h,00000000000000000018,0000000000000000002o,4,0000000000000000006h,0000000000000000002j,3
00000000000000000005,0000000000000000000f,00000000000000000004,00000000000000000039,0000000000000000002y,2,00000000000000000004,00000000000000000047,1
0000000000000000000z,00000000000000000004,0000000000000000002w,0000000000000000000f,0000000000000000000h,7,0000000000000000002w,0000000000000000000b,2
00000000000000000017,00000000000000000009,000000000000000000gt,0000000000000000001e,0000000000000000002a,3,000000000000000000gt,0000000000000000000y,4
00000000000000000003,00000000000000000002,000000000000000000gj,0000000000000000000d,00000000000000000036,8,000000000000000000gj,00000000000000000016,5
0000000000000000000l,0000000000000000000e,0000000000000000009b,0000000000000000002e,0000000000000000000l,1,0000000000000000009b,0000000000000000002b,3
0000000000000000001a,00000000000000000001,000000000000000000hq,0000000000000000001i,0000000000000000001y,0,000000000000000000hq,0000000000000000003w,1
0000000000000000000j,00000000000000000007,000000000000000000cc,00000000000000000006,0000000000000000001u,6,000000000000000000cc,0000000000000000003o,2
0000000000000000000w,0000000000000000000o,000000000000000000cd,0000000000000000000k,00000000000000000023,9,000000000000000000cd,00000000000000000019,4
0000000000000000000m,0000000000000000000k,000000000000000000d3,00000000000000000022,0000000000000000001t,5,000000000000000000d3,00000000000000000046,5
0000000000000000001h,0000000000000000000c,0000000000000000003u,0000000000000000000n,0000000000000000000s,4,0000000000000000003u,00000000000000000013,3
0000000000000000001g,0000000000000000000a,000000000000000000fl,00000000000000000020,00000000000000000029,2,000000000000000000fl,00000000000000000005,1
0000000000000000001p,00000000000000000006,000000000000000000cs,00000000000000000008,0000000000000000002g,7,000000000000000000cs,0000000000000000003m,2
0000000000000000000n,00000000000000000005,00000000000000000058,00000000000000000035,00000000000000000009,3,00000000000000000058,0000000000000000002p,4
0000000000000000001o,00000000000000000003,00000000000000000053,0000000000000000001d,0000000000000000000u,8,00000000000000000053,0000000000000000001k,5
0000000000000000000g,0000000000000000000l,000000000000000000gy,0000000000000000002o,0000000000000000002s,1,000000000000000000gy,0000000000000000000i,3
0000000000000000000b,0000000000000000000j,000000000000000000c0,0000000000000000002y,00000000000000000001,0,000000000000000000c0,0000000000000000001o,1
0000000000000000000y,0000000000000000000m,0000000000000000003p,0000000000000000000h,0000000000000000000q,6,0000000000000000003p,0000000000000000004b,2
00000000000000000010,0000000000000000000n,000000000000000000bz,0000000000000000002a,00000000000000000033,9,000000000000000000bz,00000000000000000002,4
0000000000000000001e,0000000000000000000g,0000000000000000002z,00000000000000000036,00000000000000000037,5,0000000000000000002z,0000000000000000001g,5
0000000000000000001b,0000000000000000000b,00000000000000000084,0000000000000000000l,0000000000000000001b,4,00000000000000000084,0000000000000000001x,3
0000000000000000000q,00000000000000000008,000000000000000000ep,0000000000000000001y,00000000000000000030,2,000000000000000000ep,0000000000000000002m,1
0000000000000000001q,0000000000000000000h,000000000000000000hp,0000000000000000001u,00000000000000000021,7,000000000000000000hp,00000000000000000042,2
0000000000000000000u,0000000000000000000i,000000000000000000bm,00000000000000000023,0000000000000000000c,3,000000000000000000bm,0000000000000000000o,4
00000000000000000008,0000000000000000000p,0000000000000000001c,0000000000000000001t,00000000000000000014,8,0000000000000000001c,00000000000000000028,5
0000000000000000001k,0000000000000000000d,0000000000000000006n,0000000000000000000s,0000000000000000000v,1,0000000000000000006n,0000000000000000001q,3
0000000000000000000h,0000000000000000000f,0000000000000000004g,00000000000000000029,0000000000000000001a,0,0000000000000000004g,0000000000000000003d,1
0000000000000000000i,00000000000000000004,0000000000000000003g,0000000000000000002g,0000000000000000001p,6,0000000000000000003g,0000000000000000003b,2
0000000000000000000p,00000000000000000009,0000000000000000005h,00000000000000000009,0000000000000000000g,9,0000000000000000005h,0000000000000000001v,4
0000000000000000000d,00000000000000000002,00000000000000000025,0000000000000000000u,0000000000000000000t,5,00000000000000000025,0000000000000000002h,5
0000000000000000000v,0000000000000000000e,000000000000000000gh,0000000000000000002s,0000000000000000002q,4,000000000000000000gh,0000000000000000002k,3
0000000000000000000f,00000000000000000001,0000000000000000007v,00000000000000000001,0000000000000000002d,2,0000000000000000007v,0000000000000000003e,1
00000000000000000004,00000000000000000007,00000000000000000087,0000000000000000000q,0000000000000000002x,7,00000000000000000087,00000000000000000041,2
0000000000000000000s,0000000000000000000o,000000000000000000gv,00000000000000000033,0000000000000000000j,3,000000000000000000gv,00000000000000000043,4
0000000000000000001n,0000000000000000000k,000000000000000000hz,00000000000000000037,0000000000000000002r,8,000000000000000000hz,0000000000000000000w,5
00000000000000000009,0000000000000000000c,000000000000000000d7,0000000000000000001b,0000000000000000002j,1,000000000000000000d7,0000000000000000001n,3
0000000000000000001r,0000000000000000000a,0000000000000000006q,00000000000000000030,0000000000000000000b,0,0000000000000000006q,0000000000000000002n,1
00000000000000000011,00000000000000000006,0000000000000000006m,00000000000000000021,0000000000000000000y,6,0000000000000000006m,0000000000000000001j,2
0000000000000000001l,00000000000000000005,0000000000000000003q,0000000000000000000c,00000000000000000016,9,0000000000000000003q,0000000000000000001m,4
0000000000000000001m,00000000000000000003,000000000000000000cp,00000000000000000014,0000000000000000002b,5,000000000000000000cp,0000000000000000001f,5
00000000000000000002,0000000000000000000l,0000000000000000004y,0000000000000000000v,00000000000000000019,4,0000000000000000004y,0000000000000000003n,3
0000000000000000000e,0000000000000000000j,000000000000000000gg,0000000000000000001a,00000000000000000013,2,000000000000000000gg,0000000000000000001r,1
0000000000000000001j,0000000000000000000m,00000000000000000075,0000000000000000001p,00000000000000000005,7,00000000000000000075,00000000000000000012,2
0000000000000000001c,0000000000000000000n,000000000000000000hg,0000000000000000000g,0000000000000000002p,3,000000000000000000hg,0000000000000000002v,4
0000000000000000000x,0000000000000000000g,00000000000000000054,0000000000000000000t,0000000000000000001k,8,00000000000000000054,00000000000000000007,5
0000000000000000000t,0000000000000000000b,0000000000000000007p,0000000000000000002q,0000000000000000000i,1,0000000000000000007p,0000000000000000000m,3
00000000000000000001,00000000000000000008,0000000000000000003v,0000000000000000002d,0000000000000000001o,0,0000000000000000003v,0000000000000000001w,1
00000000000000000007,0000000000000000000h,000000000000000000gb,0000000000000000003f,00000000000000000002,6,000000000000000000gb,0000000000000000000p,2
0000000000000000001d,0000000000000000000i,0000000000000000003j,0000000000000000002x,0000000000000000001g,9,0000000000000000003j,0000000000000000002c,4
00000000000000000014,0000000000000000000p,0000000000000000007n,0000000000000000000j,0000000000000000001x,5,0000000000000000007n,00000000000000000017,5
00000000000000000015,0000000000000000000d,0000000000000000002f,0000000000000000002r,0000000000000000002m,4,0000000000000000002f,00000000000000000031,3
0000000000000000000o,0000000000000000000f,0000000000000000006s,0000000000000000002j,0000000000000000000o,2,0000000000000000006s,0000000000000000000r,1
0000000000000000001t,00000000000000000004,00000000000000000082,0000000000000000000b,00000000000000000028,7,00000000000000000082,0000000000000000002i,2
0000000000000000001f,00000000000000000009,000000000000000000d9,0000000000000000000y,0000000000000000001q,3,000000000000000000d9,00000000000000000003,4
0000000000000000001i,00000000000000000002,00000000000000000086,00000000000000000016,0000000000000000003b,8,00000000000000000086,00000000000000000026,5
0000000000000000000k,0000000000000000000e,000000000000000000g5,0000000000000000002b,0000000000000000001v,1,000000000000000000g5,0000000000000000000a,3
00000000000000000013,00000000000000000001,00000000000000000073,00000000000000000019,0000000000000000002h,0,00000000000000000073,0000000000000000002t,1
00000000000000000019,00000000000000000007,000000000000000000g0,00000000000000000013,0000000000000000002k,6,000000000000000000g0,0000000000000000003x,2
0000000000000000000c,0000000000000000000o,000000000000000000db,00000000000000000005,0000000000000000000w,9,000000000000000000db,00000000000000000034,4
0000000000000000000r,0000000000000000000k,0000000000000000009m,0000000000000000002p,0000000000000000001n,5,0000000000000000009m,00000000000000000011,5
0000000000000000000a,0000000000000000000c,0000000000000000001h,0000000000000000001k,0000000000000000002n,4,0000000000000000001h,0000000000000000001z,3
00000000000000000006,0000000000000000000a,000000000000000000a9,0000000000000000000i,0000000000000000001j,2,000000000000000000a9,00000000000000000027,1
00000000000000000016,00000000000000000006,000000000000000000e9,0000000000000000001o,0000000000000000001m,7,000000000000000000e9,00000000000000000010,2
00000000000000000012,00000000000000000005,00000000000000000065,00000000000000000002,0000000000000000001f,3,00000000000000000065,0000000000000000003c,4
0000000000000000001s,00000000000000000003,0000000000000000001s,0000000000000000001g,0000000000000000001r,8,0000000000000000001s,0000000000000000002l,5
00000000000000000018,0000000000000000000l,000000000000000000gn,0000000000000000001x,00000000000000000012,1,000000000000000000gn,00000000000000000004,3
00000000000000000005,0000000000000000000j,000000000000000000c7,0000000000000000002m,0000000000000000002v,0,000000000000000000c7,0000000000000000002w,1
0000000000000000000z,0000000000000000000m,0000000000000000008r,0000000000000000000o,00000000000000000007,6,0000000000000000008r,0000000000000000003u,2
00000000000000000017,0000000000000000000n,0000000000000000003a,00000000000000000028,0000000000000000000m,9,0000000000000000003a,0000000000000000003p,4
00000000000000000003,0000000000000000000g,00000000000000000015,0000000000000000001q,0000000000000000001w,5,00000000000000000015,0000000000000000002z,5
0000000000000000000l,0000000000000000000b,0000000000000000001l,0000000000000000003d,0000000000000000000p,4,0000000000000000001l,0000000000000000001c,3
0000000000000000001a,00000000000000000008,000000000000000000d5,0000000000000000003b,0000000000000000002c,2,000000000000000000d5,0000000000000000004g,1
0000000000000000000j,0000000000000000000h,0000000000000000005a,0000000000000000001v,00000000000000000017,7,0000000000000000005a,0000000000000000003g,2
0000000000000000000w,0000000000000000000i,00000000000000000089,0000000000000000002h,00000000000000000031,3,00000000000000000089,00000000000000000025,4
0000000000000000000m,0000000000000000000p,000000000000000000eb,0000000000000000002k,0000000000000000000r,8,000000000000000000eb,0000000000000000003q,5
0000000000000000001h,0000000000000000000d,0000000000000000007l,0000000000000000003e,0000000000000000002i,1,0000000000000000007l,0000000000000000003v,3
0000000000000000001g,0000000000000000000f,0000000000000000000z,0000000000000000000w,00000000000000000003,0,0000000000000000000z,0000000000000000003j,1
0000000000000000001p,00000000000000000004,000000000000000000cl,0000000000000000001n,00000000000000000026,6,000000000000000000cl,0000000000000000002f,2
0000000000000000000n,00000000000000000009,000000000000000000dx,0000000000000000002n,0000000000000000000a,9,000000000000000000dx,0000000000000000001h,4
0000000000000000001o,00000000000000000002,0000000000000000000x,0000000000000000001j,0000000000000000002t,5,0000000000000000000x,0000000000000000001s,5
0000000000000000000g,0000000000000000000e,00000000000000000032,0000000000000000001m,00000000000000000034,4,00000000000000000032,0000000000000000003a,3
0000000000000000000b,00000000000000000001,00000000000000000038,0000000000000000001f,00000000000000000011,2,00000000000000000038,00000000000000000015,1
0000000000000000000y,00000000000000000007,000000000000000000ho,0000000000000000001r,0000000000000000001z,7,000000000000000000ho,0000000000000000001l,2
00000000000000000010,0000000000000000000o,000000000000000000aw,00000000000000000012,00000000000000000027,3,000000000000000000aw,0000000000000000000z,4
0000000000000000001e,0000000000000000000k,0000000000000000002u,0000000000000000002v,00000000000000000010,8,0000000000000000002u,0000000000000000000x,5
