stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000003gt,000000000000000000lx,0000000000000000002z,000000000000000000eb,4497,1350,,00000000000000000004,8,,,8
000000000000000003s9,000000000000000000iw,000000000000000001pc,000000000000000000a4,2821,4457,,00000000000000000005,1,,,1
000000000000000001tn,0000000000000000002k,00000000000000000051,0000000000000000014m,4007,2781,,00000000000000000003,13,,,13
000000000000000000ui,0000000000000000000s,000000000000000000io,000000000000000000wg,3932,3967,,00000000000000000001,0,,,0
000000000000000003no,000000000000000000af,000000000000000000fx,000000000000000002ae,4455,3892,,00000000000000000002,6,,,6
0000000000000000048l,000000000000000000f6,000000000000000002hg,000000000000000001qt,343,4415,,00000000000000000004,11,,,11
000000000000000002zb,000000000000000000ub,000000000000000000r8,000000000000000000nr,4048,303,,00000000000000000005,9,,,9
0000000000000000035z,000000000000000000hs,000000000000000000hh,000000000000000000be,2130,4008,,00000000000000000003,5,,,5
000000000000000001h1,000000000000000000h3,000000000000000002c4,0000000000000000024q,3266,2090,,00000000000000000001,4,,,4
000000000000000001yy,000000000000000000dd,000000000000000002e1,00000000000000000272,241,3226,,00000000000000000002,2,,,2
000000000000000000g5,000000000000000000x3,00000000000000000205,000000000000000000ex,1892,201,,00000000000000000004,10,,,10
000000000000000003aa,00000000000000000064,000000000000000002em,000000000000000001a6,2344,1852,,00000000000000000005,7,,,7
000000000000000000t3,000000000000000000di,0000000000000000024c,00000000000000000128,4657,2304,,00000000000000000003,12,,,12
000000000000000001c3,000000000000000000g7,000000000000000001k4,000000000000000000vc,2254,4617,,00000000000000000001,14,,,14
000000000000000001l7,000000000000000000tn,00000000000000000118,000000000000000001ki,575,2214,,00000000000000000002,3,,,3
0000000000000000012t,0000000000000000001p,000000000000000000zi,0000000000000000019p,1584,535,,00000000000000000004,8,,,8
000000000000000001tr,000000000000000000ie,000000000000000000l3,000000000000000001q9,1073,1544,,00000000000000000005,1,,,1
000000000000000002wm,000000000000000000uj,0000000000000000006f,000000000000000001n4,945,1033,,00000000000000000003,13,,,13
000000000000000001ko,0000000000000000008b,000000000000000001ua,000000000000000001uc,3400,905,,00000000000000000001,0,,,0
0000000000000000007o,0000000000000000002j,000000000000000000is,000000000000000000m2,767,3360,,00000000000000000002,6,,,6
000000000000000004ud,000000000000000000np,0000000000000000015z,000000000000000001j2,2905,727,,00000000000000000004,11,,,11
0000000000000000002c,00000000000000000084,000000000000000000gg,00000000000000000090,3185,2865,,00000000000000000005,9,,,9
000000000000000003to,000000000000000000mz,000000000000000000g4,0000000000000000014s,127,3145,,00000000000000000003,5,,,5
000000000000000001p5,000000000000000000t0,000000000000000002g7,0000000000000000027g,2677,87,,00000000000000000001,4,,,4
000000000000000002an,000000000000000000v0,000000000000000001ov,000000000000000000d5,3018,2637,,00000000000000000002,2,,,2
00000000000000000466,0000000000000000009k,0000000000000000016p,000000000000000001xj,869,2978,,00000000000000000004,10,,,10
000000000000000003ye,0000000000000000007u,000000000000000000h8,0000000000000000022p,3773,829,,00000000000000000005,7,,,7
000000000000000001ps,000000000000000000qk,00000000000000000107,000000000000000000wo,133,3733,,00000000000000000003,12,,,12
000000000000000000v9,000000000000000000es,000000000000000001zg,000000000000000000m1,3549,93,,00000000000000000001,14,,,14
000000000000000002m4,0000000000000000011z,0000000000000000019n,00000000000000000192,832,3509,,00000000000000000002,3,,,3
0000000000000000045i,000000000000000000gl,000000000000000001a1,000000000000000001q2,3835,792,,00000000000000000004,8,,,8
0000000000000000019i,00000000000000000029,000000000000000001lv,000000000000000001bn,3791,3795,,00000000000000000005,1,,,1
0000000000000000048b,000000000000000000a7,00000000000000000265,000000000000000000uz,1195,3751,,00000000000000000003,13,,,13
000000000000000002ix,00000000000000000121,0000000000000000028a,000000000000000001vc,1963,1155,,00000000000000000001,0,,,0
000000000000000002am,000000000000000000jv,000000000000000000av,00000000000000000292,3420,1923,,00000000000000000002,6,,,6
0000000000000000044j,000000000000000000tb,000000000000000002cv,000000000000000001kr,599,3380,,00000000000000000004,11,,,11
00000000000000000420,000000000000000000qu,0000000000000000003b,000000000000000000cl,3000,559,,00000000000000000005,9,,,9
000000000000000002ks,00000000000000000086,000000000000000002bj,0000000000000000018o,4561,2960,,00000000000000000003,5,,,5
000000000000000004nc,000000000000000000gu,00000000000000000019,000000000000000001t5,2940,4521,,00000000000000000001,4,,,4
000000000000000003zn,000000000000000000b6,0000000000000000021r,0000000000000000028q,1021,2900,,00000000000000000002,2,,,2
000000000000000003rj,000000000000000000tq,0000000000000000014o,00000000000000000113,2514,981,,00000000000000000004,10,,,10
000000000000000001hc,000000000000000000nn,0000000000000000020t,000000000000000000wv,2261,2474,,00000000000000000005,7,,,7
000000000000000002gz,0000000000000000004u,000000000000000001ef,000000000000000000jc,988,2221,,00000000000000000003,12,,,12
000000000000000001f9,00000000000000000077,000000000000000001nb,000000000000000000ss,3140,948,,00000000000000000001,14,,,14
000000000000000001va,000000000000000000qd,0000000000000000012s,000000000000000000u2,2814,3100,,00000000000000000002,3,,,3
0000000000000000025s,000000000000000000w7,000000000000000001s4,000000000000000000s7,3594,2774,,00000000000000000004,8,,,8
000000000000000003xc,00000000000000000056,000000000000000002fo,000000000000000000ko,2862,3554,,00000000000000000005,1,,,1
000000000000000004g8,000000000000000000qv,0000000000000000023k,0000000000000000007p,4159,2822,,00000000000000000003,13,,,13
00000000000000000022,0000000000000000001b,000000000000000000a8,00000000000000000058,2893,4119,,00000000000000000001,0,,,0
000000000000000003da,000000000000000000o3,000000000000000001b6,000000000000000000u5,4389,2853,,00000000000000000002,6,,,6
000000000000000000qh,000000000000000000v2,00000000000000000034,0000000000000000009f,4796,4349,,00000000000000000004,11,,,11
000000000000000004s0,000000000000000000mo,000000000000000000hj,000000000000000001hy,448,4756,,00000000000000000005,9,,,9
000000000000000003x0,000000000000000000ep,000000000000000002p7,000000000000000000b2,4098,408,,00000000000000000003,5,,,5
000000000000000003it,000000000000000000x2,0000000000000000015o,000000000000000001v9,4483,4058,,00000000000000000001,4,,,4
000000000000000001un,0000000000000000004h,000000000000000002bh,00000000000000000245,1995,4443,,00000000000000000002,2,,,2
00000000000000000143,0000000000000000001d,000000000000000002du,0000000000000000018n,635,1955,,00000000000000000004,10,,,10
000000000000000003x5,000000000000000000ci,000000000000000001oo,0000000000000000001i,265,595,,00000000000000000005,7,,,7
000000000000000003jk,000000000000000000pr,000000000000000000cq,0000000000000000023a,3308,225,,00000000000000000003,12,,,12
000000000000000000kj,0000000000000000002t,000000000000000002gh,0000000000000000013y,2719,3268,,00000000000000000001,14,,,14
000000000000000002r9,00000000000000000114,0000000000000000005x,000000000000000001oi,2369,2679,,00000000000000000002,3,,,3
000000000000000000ic,0000000000000000001v,000000000000000001z4,000000000000000001z6,1619,2329,,00000000000000000004,8,,,8
000000000000000004ip,000000000000000000lc,000000000000000000pz,000000000000000000t9,3138,1579,,00000000000000000005,1,,,1
0000000000000000043x,000000000000000000ki,000000000000000001wc,000000000000000001lx,2696,3098,,00000000000000000003,13,,,13
0000000000000000031y,000000000000000000v4,000000000000000002hi,0000000000000000029f,708,2656,,00000000000000000001,0,,,0
000000000000000002ld,000000000000000000qj,0000000000000000029e,00000000000000000262,3724,668,,00000000000000000002,6,,,6
0000000000000000014i,0000000000000000000t,0000000000000000024f,000000000000000000zx,1573,3684,,00000000000000000004,11,,,11
000000000000000004lq,000000000000000000of,000000000000000001p1,000000000000000001vv,424,1533,,00000000000000000005,9,,,9
000000000000000001cl,0000000000000000000v,000000000000000001ux,000000000000000001ms,2682,384,,00000000000000000003,5,,,5
000000000000000002ep,0000000000000000007c,000000000000000001kh,000000000000000000hw,409,2642,,00000000000000000001,4,,,4
0000000000000000033h,000000000000000000z5,000000000000000001hg,0000000000000000005g,1797,369,,00000000000000000002,2,,,2
000000000000000003kk,000000000000000000ap,000000000000000002nj,00000000000000000179,3633,1757,,00000000000000000004,10,,,10
0000000000000000027j,000000000000000000ht,0000000000000000024p,000000000000000001e0,1880,3593,,00000000000000000005,7,,,7
000000000000000000dq,00000000000000000093,0000000000000000025f,0000000000000000013e,600,1840,,00000000000000000003,12,,,12
000000000000000004tw,0000000000000000008s,000000000000000000og,0000000000000000020f,3059,560,,00000000000000000001,14,,,14
000000000000000004hp,00000000000000000125,000000000000000001gd,0000000000000000020x,1829,3019,,00000000000000000002,3,,,3
000000000000000002gx,000000000000000000qf,000000000000000000vm,000000000000000000ya,3195,1789,,00000000000000000004,8,,,8
000000000000000003ru,0000000000000000003s,000000000000000000oh,0000000000000000024l,1524,3155,,00000000000000000005,1,,,1
00000000000000000053,00000000000000000023,000000000000000001i0,000000000000000001yv,2232,1484,,00000000000000000003,13,,,13
000000000000000000ly,000000000000000000ot,000000000000000001ss,000000000000000000b8,953,2192,,00000000000000000001,0,,,0
000000000000000004kf,000000000000000000y4,000000000000000001jz,0000000000000000007g,3872,913,,00000000000000000002,6,,,6
000000000000000001j6,000000000000000000e7,0000000000000000026r,000000000000000001qp,1846,3832,,00000000000000000004,11,,,11
000000000000000003zu,0000000000000000003k,000000000000000001c5,000000000000000000v6,2330,1806,,00000000000000000005,9,,,9
00000000000000000430,0000000000000000003f,000000000000000001oh,000000000000000002a0,2756,2290,,00000000000000000003,5,,,5
000000000000000001jv,000000000000000000gq,0000000000000000026u,000000000000000001ft,172,2716,,00000000000000000001,4,,,4
0000000000000000045y,00000000000000000018,000000000000000001o9,00000000000000000038,1105,132,,00000000000000000002,2,,,2
0000000000000000009g,0000000000000000009v,000000000000000000ua,000000000000000000hn,2833,1065,,00000000000000000004,10,,,10
0000000000000000001a,000000000000000000pv,0000000000000000019h,000000000000000001f1,4715,2793,,00000000000000000005,7,,,7
0000000000000000023e,000000000000000000nu,0000000000000000006s,0000000000000000003g,2333,4675,,00000000000000000003,12,,,12
0000000000000000000e,000000000000000000gb,0000000000000000026t,0000000000000000011b,4667,2293,,00000000000000000001,14,,,14
000000000000000000my,000000000000000000zd,0000000000000000021k,000000000000000001bm,2844,4627,,00000000000000000002,3,,,3
000000000000000002jl,00000000000000000092,000000000000000000yh,000000000000000000tc,3939,2804,,00000000000000000004,8,,,8
000000000000000003dy,000000000000000000z6,000000000000000002g2,000000000000000001qu,2967,3899,,00000000000000000005,1,,,1
000000000000000000p1,000000000000000000sj,000000000000000000em,000000000000000001sq,2614,2927,,00000000000000000003,13,,,13
000000000000000002es,000000000000000000fb,000000000000000000s5,0000000000000000016s,1801,2574,,00000000000000000001,0,,,0
0000000000000000038e,000000000000000000gd,000000000000000002md,000000000000000000m5,3869,1761,,00000000000000000002,6,,,6
00000000000000000407,000000000000000000ca,0000000000000000007v,000000000000000001v6,1292,3829,,00000000000000000004,11,,,11
000000000000000004ob,000000000000000000zo,0000000000000000018h,000000000000000001z8,3859,1252,,00000000000000000005,9,,,9
000000000000000000ox,000000000000000000vx,000000000000000001d9,000000000000000000wj,4683,3819,,00000000000000000003,5,,,5
00000000000000000288,000000000000000000vr,000000000000000001qj,000000000000000000g2,3788,4643,,00000000000000000001,4,,,4
0000000000000000007l,000000000000000000bk,0000000000000000023i,000000000000000000gz,1018,3748,,00000000000000000002,2,,,2
000000000000000004pg,0000000000000000013l,0000000000000000006y,00000000000000000009,2078,978,,00000000000000000004,10,,,10
000000000000000004a5,0000000000000000009t,000000000000000000x8,000000000000000000er,198,2038,,00000000000000000005,7,,,7
000000000000000001z3,000000000000000000ml,000000000000000000eb,0000000000000000010c,3838,158,,00000000000000000003,12,,,12
000000000000000000oc,0000000000000000003z,000000000000000000a4,000000000000000000zy,3968,3798,,00000000000000000001,14,,,14
0000000000000000019t,000000000000000000ek,0000000000000000014m,000000000000000000z4,1631,3928,,00000000000000000002,3,,,3
000000000000000004r2,000000000000000000ov,000000000000000002ms,000000000000000000a3,3846,1591,,00000000000000000004,8,,,8
000000000000000002da,000000000000000000nf,000000000000000000wg,0000000000000000012z,4440,3806,,00000000000000000005,1,,,1
000000000000000000rw,0000000000000000005v,000000000000000002ae,0000000000000000023l,3077,4400,,00000000000000000003,13,,,13
000000000000000001wx,0000000000000000013o,000000000000000001qt,000000000000000000bv,4445,3037,,00000000000000000001,0,,,0
000000000000000004uh,000000000000000000f0,000000000000000002jw,000000000000000001wf,3121,4405,,00000000000000000002,6,,,6
0000000000000000008w,0000000000000000013r,000000000000000000nr,000000000000000000f4,1693,3081,,00000000000000000004,11,,,11
000000000000000002fb,000000000000000000ej,000000000000000000be,000000000000000001ln,108,1653,,00000000000000000005,9,,,9
0000000000000000043j,000000000000000000n8,0000000000000000024q,000000000000000001t1,4052,68,,00000000000000000003,5,,,5
000000000000000002f0,0000000000000000005y,00000000000000000272,000000000000000002b9,4208,4012,,00000000000000000001,4,,,4
000000000000000003li,000000000000000000a2,000000000000000002gq,0000000000000000008c,918,4168,,00000000000000000002,2,,,2
000000000000000003r9,0000000000000000011c,000000000000000000ex,000000000000000000gp,1807,878,,00000000000000000004,10,,,10
000000000000000000nk,000000000000000000vu,000000000000000001a6,000000000000000000h6,4223,1767,,00000000000000000005,7,,,7
000000000000000003bd,000000000000000000yy,00000000000000000128,000000000000000000m3,878,4183,,00000000000000000003,12,,,12
000000000000000002l0,000000000000000000kz,000000000000000000vc,000000000000000001m5,1366,838,,00000000000000000001,14,,,14
000000000000000004tc,000000000000000000jf,000000000000000001ki,000000000000000000hp,2619,1326,,00000000000000000002,3,,,3
000000000000000004tm,000000000000000000xp,0000000000000000019p,000000000000000001ks,2096,2579,,00000000000000000004,8,,,8
000000000000000000so,000000000000000000cu,000000000000000001q9,000000000000000000e8,1260,2056,,00000000000000000005,1,,,1
000000000000000000ni,0000000000000000011k,000000000000000001n4,00000000000000000057,1971,1220,,00000000000000000003,13,,,13
0000000000000000027o,000000000000000000ww,000000000000000001uc,000000000000000000si,3892,1931,,00000000000000000001,0,,,0
000000000000000003td,000000000000000000w8,000000000000000000m2,000000000000000000do,4218,3852,,00000000000000000002,6,,,6
00000000000000000174,000000000000000000yg,000000000000000001j2,0000000000000000014f,3487,4178,,00000000000000000004,11,,,11
0000000000000000015t,000000000000000000fd,00000000000000000090,0000000000000000010h,3273,3447,,00000000000000000005,9,,,9
0000000000000000041o,000000000000000000fp,0000000000000000014s,000000000000000000o7,654,3233,,00000000000000000003,5,,,5
0000000000000000018c,000000000000000000bb,0000000000000000027g,0000000000000000011m,4539,614,,00000000000000000001,4,,,4
0000000000000000035x,000000000000000000lq,000000000000000002d1,000000000000000000ga,104,4499,,00000000000000000002,2,,,2
000000000000000001dr,0000000000000000006m,000000000000000000d5,000000000000000001uw,3816,64,,00000000000000000004,10,,,10
000000000000000004bj,0000000000000000002i,000000000000000001xj,000000000000000001iu,2670,3776,,00000000000000000005,7,,,7
00000000000000000032,000000000000000000wt,000000000000000002el,0000000000000000004w,1455,2630,,00000000000000000003,12,,,12
0000000000000000021g,000000000000000000kg,0000000000000000022p,000000000000000000ah,3469,1415,,00000000000000000001,14,,,14
000000000000000004jn,00000000000000000068,000000000000000000wo,000000000000000001px,2211,3429,,00000000000000000002,3,,,3
000000000000000001pw,0000000000000000005b,000000000000000000m1,0000000000000000013g,2006,2171,,00000000000000000004,8,,,8
0000000000000000011t,000000000000000000z2,00000000000000000192,000000000000000000b7,2711,1966,,00000000000000000005,1,,,1
0000000000000000006r,000000000000000000pg,000000000000000001q2,000000000000000001fr,1288,2671,,00000000000000000003,13,,,13
000000000000000003ca,000000000000000000bu,000000000000000001bn,000000000000000000fr,3623,1248,,00000000000000000001,0,,,0
00000000000000000433,00000000000000000071,000000000000000000uz,000000000000000001t8,1290,3583,,00000000000000000002,6,,,6
000000000000000001os,00000000000000000025,000000000000000001vc,000000000000000001zd,3741,1250,,00000000000000000004,11,,,11
000000000000000000ul,0000000000000000000f,00000000000000000292,0000000000000000014q,4212,3701,,00000000000000000005,9,,,9
000000000000000003sl,000000000000000000ol,000000000000000001kr,00000000000000000062,2615,4172,,00000000000000000003,5,,,5
00000000000000000363,000000000000000000dk,000000000000000000cl,0000000000000000027b,1860,2575,,00000000000000000001,4,,,4
000000000000000001nl,000000000000000000gt,0000000000000000018o,00000000000000000108,1029,1820,,00000000000000000002,2,,,2
0000000000000000016b,000000000000000000t8,000000000000000002q7,000000000000000001cb,341,989,,00000000000000000004,10,,,10
000000000000000002my,000000000000000000fq,000000000000000001t5,000000000000000001yb,4362,301,,00000000000000000005,7,,,7
0000000000000000016a,000000000000000000dw,0000000000000000028q,000000000000000000hm,4401,4322,,00000000000000000003,12,,,12
000000000000000003dn,000000000000000000sm,00000000000000000113,000000000000000002a1,62,4361,,00000000000000000001,14,,,14
0000000000000000021a,000000000000000000k8,000000000000000000wv,000000000000000001p8,1338,22,,00000000000000000002,3,,,3
0000000000000000049t,0000000000000000010t,000000000000000002mk,000000000000000001l6,2487,1298,,00000000000000000004,8,,,8
000000000000000000mn,0000000000000000001z,000000000000000000jc,00000000000000000116,4315,2447,,00000000000000000005,1,,,1
000000000000000003vu,000000000000000000ms,000000000000000000ss,000000000000000001tg,2090,4275,,00000000000000000003,13,,,13
000000000000000000uh,000000000000000000tu,000000000000000000u2,000000000000000001yp,906,2050,,00000000000000000001,0,,,0
000000000000000003m1,000000000000000000ph,000000000000000002kn,0000000000000000001e,1099,866,,00000000000000000002,6,,,6
000000000000000004me,000000000000000000mb,000000000000000000s7,0000000000000000029y,2479,1059,,00000000000000000004,11,,,11
000000000000000002fx,000000000000000000pt,000000000000000000ko,000000000000000001d4,3843,2439,,00000000000000000005,9,,,9
00000000000000000097,000000000000000000i0,0000000000000000007p,0000000000000000002v,4263,3803,,00000000000000000003,5,,,5
00000000000000000132,000000000000000000q9,00000000000000000058,00000000000000000266,469,4223,,00000000000000000001,4,,,4
0000000000000000028i,000000000000000000qa,000000000000000000u5,000000000000000001q3,2346,429,,00000000000000000002,2,,,2
000000000000000000nz,000000000000000000k3,0000000000000000009f,000000000000000001da,1612,2306,,00000000000000000004,10,,,10
000000000000000000oi,000000000000000000z3,000000000000000001hy,000000000000000000r3,2725,1572,,00000000000000000005,7,,,7
000000000000000001jn,000000000000000000gf,000000000000000000b2,0000000000000000018i,2569,2685,,00000000000000000003,12,,,12
000000000000000004ss,000000000000000000p6,000000000000000002oc,0000000000000000021z,203,2529,,00000000000000000001,14,,,14
000000000000000002x8,0000000000000000007x,000000000000000001v9,000000000000000001b7,3402,163,,00000000000000000002,3,,,3
000000000000000002kq,0000000000000000012o,00000000000000000245,0000000000000000004r,1238,3362,,00000000000000000004,8,,,8
0000000000000000014b,0000000000000000004z,0000000000000000018n,0000000000000000002a,673,1198,,00000000000000000005,1,,,1
000000000000000004a9,000000000000000000fe,0000000000000000001i,000000000000000000xu,1973,633,,00000000000000000003,13,,,13
000000000000000001ei,000000000000000000ag,000000000000000002gi,000000000000000001ed,4010,1933,,00000000000000000001,0,,,0
00000000000000000342,000000000000000000iu,0000000000000000023a,000000000000000001a8,4109,3970,,00000000000000000002,6,,,6
000000000000000001yd,000000000000000000kr,0000000000000000013y,0000000000000000018f,4324,4069,,00000000000000000004,11,,,11
000000000000000000xi,000000000000000000m4,000000000000000001oi,000000000000000001pv,2621,4284,,00000000000000000005,9,,,9
000000000000000000up,00000000000000000030,000000000000000001z6,00000000000000000106,2214,2581,,00000000000000000003,5,,,5
000000000000000003z5,0000000000000000011h,000000000000000000t9,000000000000000000u1,2442,2174,,00000000000000000001,4,,,4
000000000000000002y1,000000000000000000sv,000000000000000001lx,00000000000000000095,1660,2402,,00000000000000000002,2,,,2
000000000000000003w9,000000000000000000yz,0000000000000000029f,000000000000000001vf,1284,1620,,00000000000000000004,10,,,10
000000000000000002j1,000000000000000000zs,00000000000000000262,000000000000000001wv,3387,1244,,00000000000000000005,7,,,7
000000000000000002h6,000000000000000000aw,000000000000000000zx,00000000000000000138,2799,3347,,00000000000000000003,12,,,12
000000000000000004s6,000000000000000000mg,000000000000000002io,000000000000000001c7,2709,2759,,00000000000000000001,14,,,14
0000000000000000046u,000000000000000000ix,000000000000000001vv,000000000000000001rr,4333,2669,,00000000000000000002,3,,,3
00000000000000000042,00000000000000000047,000000000000000001ms,000000000000000000fw,3152,4293,,00000000000000000004,8,,,8
000000000000000003d6,000000000000000000ew,000000000000000000hw,000000000000000001m8,3522,3112,,00000000000000000005,1,,,1
000000000000000002pb,000000000000000000cd,0000000000000000005g,000000000000000000tt,2405,3482,,00000000000000000003,13,,,13
0000000000000000046h,0000000000000000006g,00000000000000000179,000000000000000001xi,1609,2365,,00000000000000000001,0,,,0
000000000000000002m5,000000000000000000za,000000000000000001e0,000000000000000000vv,2548,1569,,00000000000000000002,6,,,6
000000000000000001yx,0000000000000000006w,0000000000000000013e,000000000000000000ng,4284,2508,,00000000000000000004,11,,,11
000000000000000000ei,00000000000000000035,0000000000000000020f,000000000000000001o0,261,4244,,00000000000000000005,9,,,9
000000000000000000ll,000000000000000000w4,0000000000000000020x,000000000000000000vb,3072,221,,00000000000000000003,5,,,5
000000000000000004hj,000000000000000000xy,000000000000000000ya,0000000000000000009j,3579,3032,,00000000000000000001,4,,,4
00000000000000000273,000000000000000000mf,0000000000000000024l,00000000000000000067,682,3539,,00000000000000000002,2,,,2
000000000000000002ol,0000000000000000000i,000000000000000001yv,0000000000000000010b,3281,642,,00000000000000000004,10,,,10
000000000000000003uz,000000000000000000ti,000000000000000000b8,000000000000000001zt,1126,3241,,00000000000000000005,7,,,7
000000000000000003u6,000000000000000000k6,0000000000000000007g,000000000000000001uy,4072,1086,,00000000000000000003,12,,,12
000000000000000002in,000000000000000000nq,000000000000000001qp,000000000000000001m4,3478,4032,,00000000000000000001,14,,,14
000000000000000001u8,0000000000000000009r,000000000000000002dc,000000000000000001sj,2742,3438,,00000000000000000002,3,,,3
000000000000000000fi,000000000000000000jb,000000000000000000v6,000000000000000000jn,4005,2702,,00000000000000000004,8,,,8
0000000000000000028l,000000000000000000r5,000000000000000002a0,000000000000000001at,3814,3965,,00000000000000000005,1,,,1
000000000000000000sw,000000000000000000bz,000000000000000001ft,0000000000000000012f,2552,3774,,00000000000000000003,13,,,13
0000000000000000010m,000000000000000000u8,00000000000000000038,0000000000000000016t,1203,2512,,00000000000000000001,0,,,0
000000000000000003o0,000000000000000000ef,000000000000000002po,000000000000000000ns,3042,1163,,00000000000000000002,6,,,6
0000000000000000004s,000000000000000000go,000000000000000000hn,000000000000000000d1,2694,3002,,00000000000000000004,11,,,11
0000000000000000003x,000000000000000000xe,000000000000000001f1,00000000000000000148,2153,2654,,00000000000000000005,9,,,9
000000000000000000da,000000000000000000o5,0000000000000000003g,000000000000000000la,4623,2113,,00000000000000000003,5,,,5
0000000000000000024k,000000000000000000yc,0000000000000000011b,0000000000000000007f,248,4583,,00000000000000000001,4,,,4
000000000000000001x8,000000000000000000ob,000000000000000001bm,000000000000000001q6,2305,208,,00000000000000000002,2,,,2
000000000000000000oa,000000000000000000pj,000000000000000000tc,000000000000000001i7,3584,2265,,00000000000000000004,10,,,10
0000000000000000016j,000000000000000000ze,000000000000000001qu,000000000000000000l6,4071,3544,,00000000000000000005,7,,,7
0000000000000000007e,000000000000000000sg,000000000000000002lj,000000000000000000ij,2137,4031,,00000000000000000003,12,,,12
000000000000000004dz,000000000000000000ae,000000000000000001sq,0000000000000000005n,3679,2097,,00000000000000000001,14,,,14
0000000000000000043a,000000000000000000rc,0000000000000000016s,000000000000000001iq,4594,3639,,00000000000000000002,3,,,3
00000000000000000209,0000000000000000013v,000000000000000000m5,00000000000000000253,1426,4554,,00000000000000000004,8,,,8
000000000000000002l6,00000000000000000105,000000000000000001v6,000000000000000002bw,1758,1386,,00000000000000000005,1,,,1
000000000000000002uz,000000000000000000wk,000000000000000001z8,000000000000000000jt,1332,1718,,00000000000000000003,13,,,13
000000000000000003w4,0000000000000000009s,000000000000000000wj,000000000000000001kn,4349,1292,,00000000000000000001,0,,,0
000000000000000004ji,000000000000000000ky,000000000000000002mi,00000000000000000061,4096,4309,,00000000000000000002,6,,,6
000000000000000003qd,000000000000000000me,000000000000000000g2,0000000000000000025o,4563,4056,,00000000000000000004,11,,,11
00000000000000000403,000000000000000000vi,000000000000000000gz,000000000000000001fc,3592,4523,,00000000000000000005,9,,,9
000000000000000004hr,00000000000000000003,00000000000000000009,000000000000000001lt,3520,3552,,00000000000000000003,5,,,5
000000000000000002k7,0000000000000000004x,000000000000000000er,0000000000000000022v,3206,3480,,00000000000000000001,4,,,4
000000000000000004e0,000000000000000000c4,0000000000000000010c,000000000000000000qe,3179,3166,,00000000000000000002,2,,,2
0000000000000000044x,0000000000000000003d,000000000000000000zy,000000000000000000f2,3760,3139,,00000000000000000004,10,,,10
000000000000000004oy,000000000000000000p7,000000000000000000z4,000000000000000001id,302,3720,,00000000000000000005,7,,,7
0000000000000000010e,000000000000000000z8,000000000000000000a3,000000000000000001rl,1425,262,,00000000000000000003,12,,,12
000000000000000003mk,000000000000000000mt,0000000000000000012z,000000000000000001vp,1699,1385,,00000000000000000001,14,,,14
000000000000000004ow,000000000000000000rr,0000000000000000023l,000000000000000001pg,980,1659,,00000000000000000002,3,,,3
000000000000000000nb,0000000000000000002s,000000000000000000bv,000000000000000000bl,1256,940,,00000000000000000004,8,,,8
000000000000000001w0,0000000000000000005q,000000000000000001wf,000000000000000000fm,1735,1216,,00000000000000000005,1,,,1
000000000000000003ce,0000000000000000007d,000000000000000002hd,000000000000000001qs,3936,1695,,00000000000000000003,13,,,13
0000000000000000049n,0000000000000000009i,000000000000000000f4,0000000000000000017a,2531,3896,,00000000000000000001,0,,,0
000000000000000004pl,0000000000000000004k,000000000000000001ln,000000000000000001fn,1261,2491,,00000000000000000002,6,,,6
000000000000000001bv,000000000000000000dh,000000000000000001t1,000000000000000001x6,2030,1221,,00000000000000000004,11,,,11
00000000000000000183,000000000000000000ia,000000000000000002kb,00000000000000000198,2386,1990,,00000000000000000005,9,,,9
000000000000000002r6,000000000000000000kn,000000000000000002nn,000000000000000000qg,754,2346,,00000000000000000003,5,,,5
000000000000000000df,0000000000000000012p,000000000000000002b9,0000000000000000018b,2138,714,,00000000000000000001,4,,,4
00000000000000000043,000000000000000000h9,0000000000000000008c,000000000000000000a0,3738,2098,,00000000000000000002,2,,,2
0000000000000000011i,00000000000000000059,000000000000000000gp,000000000000000000y2,3776,3698,,00000000000000000004,10,,,10
000000000000000004oj,000000000000000000vs,000000000000000000h6,000000000000000001rh,310,3736,,00000000000000000005,7,,,7
000000000000000003ft,0000000000000000013d,000000000000000000m3,00000000000000000247,3583,270,,00000000000000000003,12,,,12
00000000000000000259,000000000000000000j2,000000000000000001m5,000000000000000001bx,4599,3543,,00000000000000000001,14,,,14
00000000000000000327,000000000000000000ce,000000000000000002mj,000000000000000001bd,3956,4559,,00000000000000000002,3,,,3
00000000000000000304,00000000000000000141,000000000000000000hp,000000000000000000el,923,3916,,00000000000000000004,8,,,8
000000000000000004kp,0000000000000000013a,000000000000000001ks,000000000000000000qi,2102,883,,00000000000000000005,1,,,1
000000000000000003en,000000000000000000q2,000000000000000000e8,000000000000000001l3,1614,2062,,00000000000000000003,13,,,13
0000000000000000008f,000000000000000000kp,00000000000000000057,000000000000000000w9,2843,1574,,00000000000000000001,0,,,0
0000000000000000033c,00000000000000000091,000000000000000000si,000000000000000001ci,458,2803,,00000000000000000002,6,,,6
000000000000000001m2,000000000000000000eu,000000000000000000do,0000000000000000029s,4688,418,,00000000000000000004,11,,,11
000000000000000002hm,0000000000000000001l,0000000000000000014f,000000000000000000ow,4083,4648,,00000000000000000005,9,,,9
0000000000000000005l,00000000000000000112,0000000000000000010h,0000000000000000026l,3881,4043,,00000000000000000003,5,,,5
