trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
0000000000000000003n,000000000000000001dg,000000000000000001dg,000000000000000000ce,88,000000000000000001tv,1,1,2371
000000000000000000aj,000000000000000001fb,000000000000000001fb,00000000000000000141,54,000000000000000005qi,3,3,7434
0000000000000000001r,0000000000000000005a,0000000000000000005a,0000000000000000013a,65,000000000000000007cc,4,4,9516
000000000000000000hh,000000000000000000xf,000000000000000000xf,000000000000000000q2,119,0000000000000000025v,2,2,2803
0000000000000000005u,000000000000000000ps,000000000000000000ps,000000000000000000kp,42,00000000000000000652,0,0,7958
000000000000000000bj,000000000000000000uv,000000000000000000uv,00000000000000000091,58,0000000000000000063k,1,1,7904
00000000000000000012,000000000000000000rk,000000000000000000rk,000000000000000000eu,36,0000000000000000037o,3,3,4164
000000000000000000cv,000000000000000000kh,000000000000000000kh,0000000000000000001l,34,000000000000000005wq,4,4,7658
0000000000000000005i,000000000000000000ck,000000000000000000ck,00000000000000000112,111,000000000000000005cl,2,2,6933
0000000000000000002v,000000000000000001s9,000000000000000001s9,000000000000000000ba,117,000000000000000008zt,0,0,11657
00000000000000000007,000000000000000000du,000000000000000000du,000000000000000000et,103,000000000000000005vr,1,1,7623
00000000000000000052,000000000000000001sn,000000000000000001sn,0000000000000000013m,126,000000000000000004ww,3,3,6368
0000000000000000008e,0000000000000000020z,0000000000000000020z,000000000000000000c2,127,000000000000000008iz,4,4,11051
0000000000000000009a,0000000000000000008v,0000000000000000008v,000000000000000000mh,77,000000000000000006rm,2,2,8770
000000000000000000h0,00000000000000000020,00000000000000000020,000000000000000000u4,15,0000000000000000081a,0,0,10414
0000000000000000000m,000000000000000000cp,000000000000000000cp,000000000000000000l9,45,00000000000000000263,1,1,2811
000000000000000000fw,000000000000000001yu,000000000000000001yu,000000000000000000un,136,0000000000000000080e,3,3,10382
00000000000000000069,0000000000000000009l,0000000000000000009l,000000000000000000n6,137,000000000000000005lh,4,4,7253
00000000000000000095,0000000000000000009h,0000000000000000009h,000000000000000000v8,118,000000000000000004js,2,2,5896
000000000000000000de,0000000000000000002x,0000000000000000002x,000000000000000000k0,16,000000000000000004qg,0,0,6136
000000000000000000bs,000000000000000000xt,000000000000000000xt,000000000000000000t6,51,00000000000000000145,1,1,1445
0000000000000000001w,000000000000000001cq,000000000000000001cq,000000000000000000ct,14,000000000000000002w9,3,3,3753
000000000000000000fn,00000000000000000130,00000000000000000130,0000000000000000002h,150,000000000000000006br,4,4,8199
000000000000000000e8,000000000000000000bf,000000000000000000bf,000000000000000000kq,87,000000000000000005mq,2,2,7298
0000000000000000005f,000000000000000001bw,000000000000000001bw,00000000000000000072,55,000000000000000000jn,0,0,707
0000000000000000000p,0000000000000000019q,0000000000000000019q,000000000000000000pp,7,000000000000000002pe,1,1,3506
000000000000000000i2,000000000000000001lo,000000000000000001lo,000000000000000000pw,157,0000000000000000067z,3,3,8063
000000000000000000dh,000000000000000001uo,000000000000000001uo,000000000000000000h4,21,000000000000000008nd,4,4,11209
000000000000000000dy,0000000000000000015q,0000000000000000015q,000000000000000000l7,75,000000000000000000qp,2,2,961
00000000000000000094,0000000000000000015h,0000000000000000015h,0000000000000000003v,24,0000000000000000000q,0,0,26
000000000000000000co,000000000000000000cm,000000000000000000cm,000000000000000000u3,143,000000000000000004us,1,1,6292
000000000000000000e7,0000000000000000015k,0000000000000000015k,000000000000000000n2,138,000000000000000005pw,3,3,7412
0000000000000000004p,000000000000000001lb,000000000000000001lb,0000000000000000003c,159,000000000000000000r6,4,4,978
0000000000000000009y,0000000000000000019d,0000000000000000019d,000000000000000000fz,73,000000000000000004ix,2,2,5865
0000000000000000006b,000000000000000000dt,000000000000000000dt,0000000000000000004v,9,000000000000000003pf,0,0,4803
0000000000000000002c,000000000000000001ij,000000000000000001ij,0000000000000000008u,114,00000000000000000807,1,1,10375
0000000000000000004m,000000000000000000mx,000000000000000000mx,000000000000000000j1,50,0000000000000000088j,3,3,10675
0000000000000000007s,000000000000000001w6,000000000000000001w6,000000000000000000ar,97,0000000000000000030u,4,4,3918
00000000000000000061,000000000000000001fh,000000000000000001fh,000000000000000000g6,155,0000000000000000017a,2,2,1558
000000000000000000gl,000000000000000000tx,000000000000000000tx,000000000000000000q7,154,000000000000000003o5,0,0,4757
000000000000000000ar,00000000000000000134,00000000000000000134,0000000000000000007z,144,00000000000000000295,1,1,2921
0000000000000000007t,0000000000000000011l,0000000000000000011l,0000000000000000011a,107,000000000000000005al,3,3,6861
0000000000000000006r,000000000000000000ut,000000000000000000ut,000000000000000000gh,18,000000000000000001js,4,4,2008
0000000000000000007c,0000000000000000002b,0000000000000000002b,000000000000000000fs,129,000000000000000001oj,2,2,2179
000000000000000000g3,0000000000000000011y,0000000000000000011y,00000000000000000127,83,000000000000000005i0,0,0,7128
00000000000000000017,000000000000000000ey,000000000000000000ey,000000000000000000tp,115,0000000000000000090v,1,1,11695
00000000000000000031,000000000000000001bt,000000000000000001bt,000000000000000000vq,22,000000000000000008by,3,3,10798
0000000000000000000r,0000000000000000014t,0000000000000000014t,000000000000000000sa,71,000000000000000001kv,4,4,2047
0000000000000000002i,0000000000000000000c,0000000000000000000c,0000000000000000000k,67,000000000000000007vc,2,2,10200
0000000000000000008y,000000000000000000jo,000000000000000000jo,000000000000000000ws,76,000000000000000007er,0,0,9603
0000000000000000008c,000000000000000001cg,000000000000000001cg,0000000000000000001h,66,000000000000000002ex,1,1,3129
0000000000000000006d,000000000000000000bt,000000000000000000bt,000000000000000000ou,153,000000000000000007pv,3,3,10003
000000000000000000bv,000000000000000000dg,000000000000000000dg,000000000000000000au,29,000000000000000000ia,4,4,658
00000000000000000003,0000000000000000006i,0000000000000000006i,0000000000000000002p,130,000000000000000000ud,2,2,1093
00000000000000000026,000000000000000000jd,000000000000000000jd,000000000000000000fn,82,000000000000000006l0,0,0,8532
0000000000000000000a,000000000000000000uf,000000000000000000uf,000000000000000000ye,89,000000000000000003x4,1,1,5080
00000000000000000078,0000000000000000022u,0000000000000000022u,0000000000000000011e,10,000000000000000000p1,3,3,901
0000000000000000005e,000000000000000000yv,000000000000000000yv,000000000000000000vd,31,000000000000000000sd,4,4,1021
00000000000000000099,0000000000000000009m,0000000000000000009m,000000000000000000ja,101,000000000000000000c5,2,2,437
000000000000000000ga,000000000000000000b4,000000000000000000b4,000000000000000000pi,2,000000000000000004fr,0,0,5751
0000000000000000002t,0000000000000000013n,0000000000000000013n,0000000000000000013s,27,0000000000000000015m,1,1,1498
000000000000000000gw,000000000000000000mw,000000000000000000mw,0000000000000000010a,112,000000000000000000pz,3,3,935
0000000000000000009l,000000000000000000tg,000000000000000000tg,000000000000000000t7,116,000000000000000002qw,4,4,3560
0000000000000000003x,000000000000000001xe,000000000000000001xe,000000000000000000o0,48,000000000000000004w4,2,2,6340
000000000000000000hr,000000000000000000zu,000000000000000000zu,000000000000000000q5,109,000000000000000007ze,0,0,10346
000000000000000000d2,00000000000000000120,00000000000000000120,000000000000000000g3,74,000000000000000002tl,1,1,3657
00000000000000000034,000000000000000000i8,000000000000000000i8,000000000000000000z0,13,000000000000000002y2,3,3,3818
00000000000000000011,000000000000000001hw,000000000000000001hw,000000000000000000sq,41,00000000000000000713,4,4,9111
000000000000000000ec,000000000000000001jf,000000000000000001jf,000000000000000000qs,32,000000000000000003p8,2,2,4796
0000000000000000008b,000000000000000000bd,000000000000000000bd,000000000000000000lt,149,0000000000000000073r,0,0,9207
00000000000000000090,000000000000000000yt,000000000000000000yt,000000000000000000iq,158,000000000000000002oj,1,1,3475
0000000000000000009s,00000000000000000214,00000000000000000214,00000000000000000045,47,000000000000000002xf,3,3,3795
0000000000000000001z,000000000000000001za,000000000000000001za,0000000000000000001t,62,000000000000000000pf,4,4,915
000000000000000000fx,000000000000000000zt,000000000000000000zt,00000000000000000089,145,000000000000000000l4,2,2,760
00000000000000000063,000000000000000001x0,000000000000000001x0,000000000000000000lw,17,000000000000000005mx,0,0,7305
000000000000000000i1,000000000000000000l0,000000000000000000l0,000000000000000000uu,30,000000000000000004ig,1,1,5848
00000000000000000027,00000000000000000002,00000000000000000002,000000000000000000xk,160,000000000000000007yq,3,3,10322
00000000000000000010,0000000000000000003a,0000000000000000003a,000000000000000000xz,99,0000000000000000016g,4,4,1528
0000000000000000003c,000000000000000000d3,000000000000000000d3,000000000000000000ty,86,0000000000000000066z,2,2,8027
0000000000000000002l,000000000000000000ry,000000000000000000ry,000000000000000000ak,124,000000000000000002ck,0,0,3044
000000000000000000b4,00000000000000000013,00000000000000000013,00000000000000000049,106,00000000000000000572,1,1,6734
0000000000000000008m,000000000000000001rx,000000000000000001rx,000000000000000000rz,20,000000000000000004wo,3,3,6360
0000000000000000005n,0000000000000000017p,0000000000000000017p,000000000000000000p4,100,0000000000000000054g,4,4,6640
0000000000000000006h,000000000000000001dk,000000000000000001dk,000000000000000000ro,92,0000000000000000059s,2,2,6832
00000000000000000004,000000000000000000ch,000000000000000000ch,000000000000000000hq,152,000000000000000007yc,0,0,10308
0000000000000000002w,000000000000000001g5,000000000000000001g5,00000000000000000040,12,0000000000000000053c,1,1,6600
000000000000000000gt,000000000000000000ii,000000000000000000ii,000000000000000000pe,35,000000000000000008c5,3,3,10805
000000000000000000gj,000000000000000000td,000000000000000000td,000000000000000000j6,43,000000000000000002pi,4,4,3510
0000000000000000009b,000000000000000001sh,000000000000000001sh,000000000000000000iy,84,000000000000000000ge,2,2,590
000000000000000000hq,000000000000000000xq,000000000000000000xq,0000000000000000005u,141,00000000000000000594,0,0,6808
000000000000000000cc,0000000000000000017t,0000000000000000017t,000000000000000000dv,133,000000000000000002xm,1,1,3802
000000000000000000cd,00000000000000000104,00000000000000000104,000000000000000000mu,46,000000000000000001rg,3,3,2284
000000000000000000d3,000000000000000001nc,000000000000000001nc,0000000000000000013x,151,0000000000000000076f,4,4,9303
0000000000000000003u,0000000000000000005z,0000000000000000005z,00000000000000000055,40,000000000000000003ic,2,2,4548
000000000000000000fl,0000000000000000022e,0000000000000000022e,000000000000000000p8,6,000000000000000000g7,0,0,583
000000000000000000cs,0000000000000000006c,0000000000000000006c,000000000000000000rm,131,000000000000000003vq,1,1,5030
00000000000000000058,00000000000000000194,00000000000000000194,000000000000000000b5,98,000000000000000007ys,3,3,10324
00000000000000000053,000000000000000001oq,000000000000000001oq,000000000000000000yb,57,0000000000000000051c,4,4,6528
000000000000000000gy,000000000000000001n8,000000000000000001n8,000000000000000000lf,19,000000000000000000gt,2,2,605
000000000000000000c0,000000000000000001c8,000000000000000001c8,0000000000000000004m,61,0000000000000000037p,0,0,4165
0000000000000000003p,000000000000000001te,000000000000000001te,000000000000000000tw,156,0000000000000000063g,1,1,7900
000000000000000000bz,0000000000000000019r,0000000000000000019r,0000000000000000000o,3,00000000000000000927,3,3,11743
0000000000000000002z,00000000000000000207,00000000000000000207,0000000000000000013c,53,000000000000000004f8,4,4,5732
00000000000000000084,000000000000000000lz,000000000000000000lz,000000000000000000nm,70,0000000000000000080j,2,2,10387
000000000000000000ep,0000000000000000016y,0000000000000000016y,00000000000000000037,95,0000000000000000057z,0,0,6767
000000000000000000hp,000000000000000000vz,000000000000000000vz,0000000000000000000z,147,0000000000000000039b,1,1,4223
000000000000000000bm,000000000000000000bi,000000000000000000bi,000000000000000000qw,25,000000000000000006g1,3,3,8353
0000000000000000001c,0000000000000000003i,0000000000000000003i,000000000000000000d0,81,0000000000000000043x,4,4,5325
0000000000000000006n,000000000000000001w9,000000000000000001w9,0000000000000000003t,63,000000000000000003uv,2,2,4999
0000000000000000004g,000000000000000001sb,000000000000000001sb,0000000000000000012q,122,000000000000000007i2,0,0,9722
0000000000000000003g,000000000000000001hm,000000000000000001hm,000000000000000000xb,120,000000000000000001p8,1,1,2204
0000000000000000005h,00000000000000000033,00000000000000000033,000000000000000000j8,68,000000000000000006sa,3,3,8794
00000000000000000025,000000000000000000v7,000000000000000000v7,000000000000000000m8,90,000000000000000006c7,4,4,8215
000000000000000000gh,000000000000000001f8,000000000000000001f8,000000000000000000y7,93,000000000000000001oc,2,2,2172
0000000000000000007v,0000000000000000020q,0000000000000000020q,0000000000000000010g,123,000000000000000005l3,0,0,7239
00000000000000000087,0000000000000000009w,0000000000000000009w,0000000000000000007n,146,000000000000000002x4,1,1,3784
000000000000000000gv,000000000000000000ri,000000000000000000ri,000000000000000000mq,148,0000000000000000031v,3,3,3955
000000000000000000hz,00000000000000000012,00000000000000000012,0000000000000000009z,33,000000000000000006kt,4,4,8525
000000000000000000d7,000000000000000001qa,000000000000000001qa,000000000000000000wf,60,0000000000000000052i,2,2,6570
0000000000000000006q,000000000000000001or,000000000000000001or,000000000000000000cj,96,000000000000000001ps,0,0,2224
0000000000000000006m,000000000000000000s8,000000000000000000s8,000000000000000000vl,56,000000000000000002bd,1,1,3001
0000000000000000003q,000000000000000000j7,000000000000000000j7,00000000000000000004,59,000000000000000007ur,3,3,10179
000000000000000000cp,000000000000000000kl,000000000000000000kl,0000000000000000006k,52,000000000000000003wx,4,4,5073
0000000000000000004y,000000000000000001wg,000000000000000001wg,000000000000000000q6,132,000000000000000001bj,2,2,1711
000000000000000000gg,000000000000000000wx,000000000000000000wx,00000000000000000026,64,000000000000000006b9,0,0,8181
00000000000000000075,000000000000000001md,000000000000000001md,0000000000000000010x,39,0000000000000000053a,1,1,6598
000000000000000000hg,0000000000000000021j,0000000000000000021j,000000000000000000a5,104,0000000000000000090r,3,3,11691
00000000000000000054,000000000000000000e6,000000000000000000e6,000000000000000000oy,8,000000000000000006i8,4,4,8432
0000000000000000007p,0000000000000000001x,0000000000000000001x,00000000000000000110,23,000000000000000007o3,2,2,9939
0000000000000000003v,0000000000000000000l,0000000000000000000l,0000000000000000012b,69,000000000000000003zi,0,0,5166
000000000000000000gb,000000000000000000yf,000000000000000000yf,00000000000000000109,26,000000000000000000xp,1,1,1213
0000000000000000003j,000000000000000000fg,000000000000000000fg,0000000000000000012r,85,000000000000000004uy,3,3,6298
0000000000000000007n,000000000000000000nj,000000000000000000nj,000000000000000000by,44,000000000000000002ct,4,4,3053
0000000000000000002f,0000000000000000010i,0000000000000000010i,000000000000000000x7,110,0000000000000000061x,2,2,7845
0000000000000000006s,000000000000000000n7,000000000000000000n7,000000000000000000co,28,000000000000000000u3,0,0,1083
00000000000000000082,0000000000000000015u,0000000000000000015u,000000000000000000ih,91,00000000000000000205,1,1,2597
000000000000000000d9,000000000000000000dc,000000000000000000dc,0000000000000000012x,4,000000000000000002ia,3,3,3250
00000000000000000086,000000000000000001rw,000000000000000001rw,000000000000000000zv,79,0000000000000000039c,4,4,4224
000000000000000000g5,000000000000000000jg,000000000000000000jg,000000000000000000n0,11,000000000000000007fc,2,2,9624
00000000000000000073,000000000000000000zc,000000000000000000zc,00000000000000000070,102,000000000000000002c4,0,0,3028
000000000000000000g0,00000000000000000142,00000000000000000142,0000000000000000004d,142,000000000000000004ua,1,1,6274
000000000000000000db,000000000000000001fj,000000000000000001fj,0000000000000000000d,113,000000000000000008fk,3,3,10928
0000000000000000009m,00000000000000000170,00000000000000000170,000000000000000000lb,38,0000000000000000022v,4,4,2695
0000000000000000001h,000000000000000000z9,000000000000000000z9,00000000000000000066,72,0000000000000000077p,2,2,9349
000000000000000000a9,000000000000000001v2,000000000000000001v2,000000000000000000js,80,0000000000000000009x,0,0,357
000000000000000000e9,000000000000000001so,000000000000000001so,00000000000000000024,37,0000000000000000056p,1,1,6721
00000000000000000065,000000000000000001ui,000000000000000001ui,0000000000000000012e,121,000000000000000006zr,3,3,9063
0000000000000000001s,000000000000000000vw,000000000000000000vw,000000000000000000f9,94,0000000000000000048u,4,4,5502
000000000000000000gn,0000000000000000004l,0000000000000000004l,000000000000000000zh,5,000000000000000007au,2,2,9462
000000000000000000c7,000000000000000001tw,000000000000000001tw,000000000000000000sc,105,000000000000000001l8,0,0,2060
0000000000000000008r,000000000000000000w5,000000000000000000w5,0000000000000000003u,139,000000000000000003ag,1,1,4264
0000000000000000003a,000000000000000001dj,000000000000000001dj,00000000000000000016,134,00000000000000000799,3,3,9405
00000000000000000015,000000000000000001rf,000000000000000001rf,000000000000000000uw,108,0000000000000000023v,4,4,2731
0000000000000000001l,0000000000000000017h,0000000000000000017h,000000000000000000mr,49,000000000000000002sb,2,2,3611
000000000000000000d5,000000000000000001r4,000000000000000001r4,000000000000000000qo,161,000000000000000003wg,0,0,5056
0000000000000000005a,000000000000000001k2,000000000000000001k2,000000000000000000xn,125,0000000000000000081e,1,1,10418
00000000000000000089,000000000000000001ml,000000000000000001ml,0000000000000000012w,78,00000000000000000149,3,3,1449
000000000000000000eb,0000000000000000010r,0000000000000000010r,00000000000000000011,135,0000000000000000088w,4,4,10688
0000000000000000007l,000000000000000001nj,000000000000000001nj,00000000000000000096,140,000000000000000005vi,2,2,7614
0000000000000000000z,0000000000000000002d,0000000000000000002d,000000000000000000k9,128,000000000000000006ff,0,0,8331
000000000000000000cl,000000000000000000lp,000000000000000000lp,0000000000000000006v,88,000000000000000004dm,1,1,5674
000000000000000000dx,000000000000000001e9,000000000000000001e9,000000000000000000az,54,000000000000000002mo,3,3,3408
0000000000000000000x,000000000000000000k2,000000000000000000k2,000000000000000000rl,65,0000000000000000009f,4,4,339
00000000000000000032,000000000000000001ze,000000000000000001ze,0000000000000000004q,119,000000000000000000wv,2,2,1183
00000000000000000038,0000000000000000016d,0000000000000000016d,0000000000000000000n,42,000000000000000008jw,0,0,11084
000000000000000000ho,00000000000000000063,00000000000000000063,0000000000000000011p,58,0000000000000000030f,1,1,3903
000000000000000000aw,000000000000000001e7,000000000000000001e7,00000000000000000007,36,000000000000000001p7,3,3,2203
0000000000000000002u,0000000000000000006z,0000000000000000006z,000000000000000000bh,34,0000000000000000081i,4,4,10422
000000000000000000hm,00000000000000000028,00000000000000000028,00000000000000000144,111,000000000000000004ug,2,2,6280
0000000000000000009g,000000000000000000lr,000000000000000000lr,000000000000000000c6,117,0000000000000000047k,0,0,5456
000000000000000000f2,0000000000000000005w,0000000000000000005w,000000000000000000dy,103,000000000000000006c4,1,1,8212
0000000000000000003h,000000000000000001xh,000000000000000001xh,0000000000000000004g,126,000000000000000001y0,3,3,2520
00000000000000000067,000000000000000000n9,000000000000000000n9,000000000000000000bs,127,000000000000000007ku,4,4,9822
000000000000000000bb,0000000000000000017c,0000000000000000017c,000000000000000000ec,77,000000000000000000x8,2,2,1196
000000000000000000do,000000000000000001ix,000000000000000001ix,000000000000000000br,15,0000000000000000079t,0,0,9425
000000000000000000hj,00000000000000000076,00000000000000000076,0000000000000000013u,45,0000000000000000063p,1,1,7909
0000000000000000007a,000000000000000000jx,000000000000000000jx,000000000000000000lk,136,0000000000000000062a,3,3,7858
000000000000000000ex,000000000000000001r7,000000000000000001r7,000000000000000000m6,137,0000000000000000017v,4,4,1579
0000000000000000003i,000000000000000000as,000000000000000000as,0000000000000000001j,118,000000000000000005uf,2,2,7575
0000000000000000006x,0000000000000000010f,0000000000000000010f,0000000000000000010q,16,000000000000000006xs,0,0,8992
000000000000000000bo,000000000000000000b3,000000000000000000b3,000000000000000000uy,51,000000000000000008cp,1,1,10825
000000000000000000av,000000000000000000id,000000000000000000id,000000000000000000ue,14,000000000000000004ly,3,3,5974
00000000000000000024,000000000000000000fh,000000000000000000fh,000000000000000000l5,150,000000000000000002mb,4,4,3395
000000000000000000b0,000000000000000000f7,000000000000000000f7,0000000000000000010n,87,000000000000000005j3,2,2,7167
0000000000000000005q,000000000000000001qk,000000000000000001qk,000000000000000000jj,55,000000000000000006tb,0,0,8831
0000000000000000008n,000000000000000001il,000000000000000001il,000000000000000000c9,7,0000000000000000006f,1,1,231
0000000000000000000e,000000000000000001k9,000000000000000001k9,000000000000000000p9,157,000000000000000003yb,3,3,5123
000000000000000000a4,00000000000000000177,00000000000000000177,000000000000000000gr,21,000000000000000003ea,4,4,4402
000000000000000000an,000000000000000001aq,000000000000000001aq,00000000000000000021,75,000000000000000001ls,2,2,2080
000000000000000000gs,000000000000000000qb,000000000000000000qb,00000000000000000079,24,000000000000000002kx,0,0,3345
000000000000000000ft,0000000000000000018z,0000000000000000018z,000000000000000000x4,143,000000000000000007ay,1,1,9466
0000000000000000005z,000000000000000001dy,000000000000000001dy,0000000000000000007r,138,000000000000000007n3,3,3,9903
000000000000000000f5,000000000000000001he,000000000000000001he,000000000000000000eg,159,000000000000000008zz,4,4,11663
00000000000000000018,000000000000000001sc,000000000000000001sc,000000000000000000ib,73,000000000000000008tu,2,2,11442
0000000000000000003r,000000000000000001ip,000000000000000001ip,0000000000000000002e,9,000000000000000003ge,0,0,4478
000000000000000000df,0000000000000000022w,0000000000000000022w,0000000000000000006n,114,0000000000000000050n,1,1,6503
000000000000000000ci,000000000000000000gk,000000000000000000gk,0000000000000000012a,50,000000000000000005we,3,3,7646
000000000000000000gp,00000000000000000078,00000000000000000078,000000000000000000ym,97,0000000000000000054o,4,4,6648
000000000000000000dn,000000000000000000x0,000000000000000000x0,000000000000000000c5,155,000000000000000006rk,2,2,8768
0000000000000000003s,00000000000000000017,00000000000000000017,0000000000000000003p,154,000000000000000002if,0,0,3255
000000000000000000e5,000000000000000001yh,000000000000000001yh,000000000000000000i7,144,000000000000000005j8,1,1,7172
00000000000000000039,000000000000000001kv,000000000000000001kv,000000000000000000y0,107,000000000000000006hk,3,3,8408
0000000000000000000f,000000000000000000j5,000000000000000000j5,000000000000000000ir,18,000000000000000003cn,4,4,4343
000000000000000000au,000000000000000000hb,000000000000000000hb,000000000000000000t1,129,000000000000000005fu,2,2,7050
0000000000000000001e,0000000000000000018v,0000000000000000018v,000000000000000000pq,83,000000000000000004o1,0,0,6049
00000000000000000083,000000000000000001de,000000000000000001de,000000000000000000w0,115,00000000000000000698,1,1,8108
000000000000000000dz,000000000000000000z1,000000000000000000z1,000000000000000000ur,22,000000000000000005n0,3,3,7308
000000000000000000e1,000000000000000001cv,000000000000000001cv,000000000000000000lg,71,000000000000000005sz,4,4,7523
0000000000000000000d,0000000000000000013i,0000000000000000013i,000000000000000000b0,67,00000000000000000802,2,2,10370
0000000000000000009e,000000000000000000wn,000000000000000000wn,000000000000000000yd,76,000000000000000007ax,0,0,9465
000000000000000000cm,00000000000000000168,00000000000000000168,000000000000000000d6,66,000000000000000004po,1,1,6108
0000000000000000004o,000000000000000000h0,000000000000000000h0,0000000000000000012j,153,000000000000000006k7,3,3,8503
00000000000000000098,000000000000000001a5,000000000000000001a5,00000000000000000137,29,000000000000000000jh,4,4,701
000000000000000000fk,000000000000000001hj,000000000000000001hj,0000000000000000005o,130,000000000000000006lk,2,2,8552
000000000000000000c2,000000000000000000r1,000000000000000000r1,0000000000000000010w,82,00000000000000000060,0,0,216
00000000000000000055,000000000000000000ru,000000000000000000ru,0000000000000000009a,89,000000000000000008bk,1,1,10784
000000000000000000fm,000000000000000001yw,000000000000000001yw,0000000000000000005c,10,000000000000000007g2,3,3,9650
000000000000000000di,000000000000000000cv,000000000000000000cv,0000000000000000010p,31,000000000000000004xg,4,4,6388
000000000000000000eo,000000000000000000g0,000000000000000000g0,000000000000000000pk,101,000000000000000001mn,2,2,2111
000000000000000000gz,000000000000000000aq,000000000000000000aq,0000000000000000007s,2,000000000000000008db,0,0,10847
0000000000000000009v,000000000000000000nc,000000000000000000nc,000000000000000000km,27,000000000000000000be,1,1,410
00000000000000000045,000000000000000001jg,000000000000000001jg,000000000000000000ug,112,00000000000000000848,3,3,10520
000000000000000000d1,000000000000000000y1,000000000000000000y1,000000000000000000p3,116,000000000000000000td,4,4,1057
0000000000000000002e,000000000000000001pu,000000000000000001pu,000000000000000000vt,48,00000000000000000083,2,2,291
00000000000000000062,000000000000000000yj,000000000000000000yj,0000000000000000011q,109,00000000000000000736,0,0,9186
000000000000000000hb,000000000000000001y5,000000000000000001y5,0000000000000000001u,74,000000000000000004nk,1,1,6032
0000000000000000001i,0000000000000000005i,0000000000000000005i,0000000000000000012y,13,000000000000000002mx,3,3,3417
000000000000000000az,000000000000000001aj,000000000000000001aj,000000000000000000zr,41,000000000000000005jl,4,4,7185
00000000000000000050,000000000000000001jt,000000000000000001jt,000000000000000000he,32,000000000000000000sl,2,2,1029
000000000000000000hw,000000000000000001ht,000000000000000001ht,000000000000000000dl,149,000000000000000003qo,0,0,4848
000000000000000000go,000000000000000000nh,000000000000000000nh,000000000000000000sb,158,000000000000000007iz,1,1,9755
000000000000000000cx,000000000000000000kk,000000000000000000kk,00000000000000000027,47,0000000000000000030v,3,3,3919
000000000000000000f1,000000000000000001g6,000000000000000001g6,0000000000000000000y,62,0000000000000000046v,4,4,5431
000000000000000000cq,000000000000000000k5,000000000000000000k5,000000000000000000c7,145,000000000000000005cg,2,2,6928
00000000000000000006,000000000000000001ih,000000000000000001ih,000000000000000000bn,17,000000000000000006wl,0,0,8949
0000000000000000004c,0000000000000000014r,0000000000000000014r,000000000000000000if,30,000000000000000004h6,1,1,5802
0000000000000000000k,0000000000000000006l,0000000000000000006l,000000000000000000sk,160,0000000000000000034a,3,3,4042
000000000000000000eg,000000000000000000lj,000000000000000000lj,000000000000000000gy,99,000000000000000006mj,4,4,8587
000000000000000000b7,0000000000000000018k,0000000000000000018k,0000000000000000008j,86,000000000000000002rr,2,2,3591
000000000000000000as,000000000000000000x1,000000000000000000x1,0000000000000000000w,124,00000000000000000495,0,0,5513
0000000000000000004j,0000000000000000002u,0000000000000000002u,0000000000000000010j,106,000000000000000003wl,1,1,5061
0000000000000000005m,0000000000000000010l,0000000000000000010l,000000000000000000rb,20,000000000000000007qg,3,3,10024
0000000000000000005r,000000000000000000zb,000000000000000000zb,000000000000000000hc,100,0000000000000000073m,4,4,9202
0000000000000000009d,000000000000000000yx,000000000000000000yx,000000000000000000hd,92,000000000000000003ae,2,2,4262
0000000000000000007u,000000000000000001z2,000000000000000001z2,000000000000000000pa,152,000000000000000004zm,0,0,6466
0000000000000000007h,000000000000000000mp,000000000000000000mp,0000000000000000000b,12,000000000000000008qj,1,1,11323
00000000000000000068,000000000000000001j9,000000000000000001j9,000000000000000000i1,35,0000000000000000007r,3,3,279
00000000000000000022,000000000000000001eu,000000000000000001eu,000000000000000000sh,43,0000000000000000049o,4,4,5532
000000000000000000g7,000000000000000000ig,000000000000000000ig,000000000000000000c1,84,00000000000000000037,2,2,115
0000000000000000000n,0000000000000000004n,0000000000000000004n,000000000000000000w1,141,000000000000000006s1,0,0,8785
000000000000000000gm,000000000000000000pl,000000000000000000pl,000000000000000000lu,133,0000000000000000036r,1,1,4131
000000000000000000bh,000000000000000001ch,000000000000000001ch,000000000000000000gn,46,0000000000000000056e,3,3,6710
000000000000000000i0,0000000000000000002o,0000000000000000002o,000000000000000000u7,151,000000000000000004ta,4,4,6238
0000000000000000003y,00000000000000000202,00000000000000000202,000000000000000000xd,40,000000000000000007db,2,2,9551
0000000000000000003t,000000000000000000cs,000000000000000000cs,000000000000000000mi,6,000000000000000008p5,0,0,11273
000000000000000000ev,0000000000000000003w,0000000000000000003w,000000000000000000ha,131,000000000000000002ac,1,1,2964
000000000000000000c6,000000000000000000xv,000000000000000000xv,000000000000000000yu,98,000000000000000006yq,3,3,9026
00000000000000000081,000000000000000001g0,000000000000000001g0,0000000000000000008x,57,000000000000000008v5,4,4,11489
000000000000000000cj,000000000000000000ab,000000000000000000ab,000000000000000000f3,19,0000000000000000012d,2,2,1381
000000000000000000hf,000000000000000001g3,000000000000000001g3,0000000000000000011j,61,0000000000000000037b,0,0,4151
0000000000000000004e,000000000000000000f8,000000000000000000f8,000000000000000000yw,156,000000000000000003hc,1,1,4512
00000000000000000020,000000000000000001s7,000000000000000001s7,0000000000000000010v,3,000000000000000000x1,3,3,1189
